Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn,CandidatePositiveExpectedReturn,StrategyNumber,Strategy,MinimumExpectedReturn,SelectionFold,SelectionTrainingStart,SelectionTrainingEnd,SelectedHistoricalROI
2021-22,2021-11-20,Watford,Man United,H,0.2297892920135382,0.14798372179060304,6.58,H,1,0.08180557022293516,0.08180557022293516,0.1519756838905775,0.0778136081229607,0.5120135414490814,True,5.58,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-11-21,Tottenham,Leeds,H,0.3232289811918416,0.1620556881310547,6.01,A,0,0.16117329306078693,0.16117329306078693,0.1663893510815308,0.15683963011031082,0.9426061769629681,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-11-28,Man City,West Ham,H,0.1542201831501845,0.0880768204854628,11.0,A,0,0.06614336266472169,0.06614336266472169,0.09090909090909091,0.06331109224109358,0.6964220146520295,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-01,Southampton,Leicester,D,0.5510443647198479,0.32321955015488674,3.02,A,0,0.22782481456496112,0.22782481456496112,0.33112582781456956,0.2199185369052783,0.6641539814539406,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-01,Wolves,Burnley,D,0.3037997399825943,0.1973206690371422,4.94,A,0,0.10647907094545209,0.10647907094545209,0.20242914979757085,0.10137059018502345,0.500770715514016,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-02,Tottenham,Brentford,H,0.3055417308689658,0.17902637672673072,5.44,A,0,0.12651535414223508,0.12651535414223508,0.1838235294117647,0.12171820145720111,0.6621470159271741,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-04,West Ham,Chelsea,H,0.3366063049850156,0.1985517714937978,4.92,H,1,0.1380545334912178,0.1380545334912178,0.2032520325203252,0.1333542724646904,0.6561030205262768,True,3.92,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-05,Leeds,Brentford,D,0.4574312777617197,0.19761537157187353,4.94,A,0,0.2598159061898462,0.2598159061898462,0.20242914979757085,0.2550021279641489,1.2597105121428958,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-11,Man City,Wolves,H,0.0841119291165897,0.04619171734723428,21.0,A,0,0.037920211769355415,0.037920211769355415,0.047619047619047616,0.03649288149754208,0.7663505114483837,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
2021-22,2021-12-14,Man City,Leeds,H,0.0814212961645803,0.04842820730671198,20.0,A,0,0.032993088857868315,0.032993088857868315,0.05,0.031421296164580295,0.6284259232916058,True,-1.0,True,7,Expected return >= 50%,0.5,1,2020-21,2020-21,0.12523809523809523
