Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,Model,ActualOutcome,ModelPredictedOutcome,ModelProbability_H,ModelProbability_D,ModelProbability_A,MarketRecordedOutcome,MarketOdds_H,MarketOdds_D,MarketOdds_A,RawImpliedProbability_H,RawImpliedProbability_D,RawImpliedProbability_A,RawImpliedProbabilityTotal,MarketOverround,MarketProbability_H,MarketProbability_D,MarketProbability_A,MarketPredictedOutcome,ModelObservedOutcomeProbability,MarketObservedOutcomeProbability,ModelFixtureLogLoss,MarketFixtureLogLoss,ModelMinusMarketFixtureLoss
2020-21,2020-12-26,Leicester,Man United,1,2020-21,Independent Poisson,D,A,0.3221622358876657,0.252476822510022,0.4253609416023122,D,3.03,3.62,2.4,0.33003300330033003,0.27624309392265195,0.4166666666666667,1.0229427638896487,0.022942763889648665,0.32263095742073483,0.27004745883558745,0.4073215837436777,A,0.252476822510022,0.27004745883558745,1.3764358265193863,1.3091575619649691,0.06727826455441721
2020-21,2020-12-26,Man City,Newcastle,1,2020-21,Independent Poisson,H,H,0.6712659270202672,0.1939162555559248,0.1348178174238078,H,1.13,9.55,22.04,0.8849557522123894,0.10471204188481674,0.045372050816696916,1.035039844913903,0.035039844913903107,0.8549967970421486,0.10116716027828564,0.043836042679565694,H,0.6712659270202672,0.8549967970421486,0.3985899060360581,0.15665755620192748,0.24193234983413062
2020-21,2020-12-26,Sheffield United,Everton,1,2020-21,Independent Poisson,A,A,0.2937524024061286,0.2613934276526093,0.444854169941262,A,3.38,3.29,2.37,0.2958579881656805,0.303951367781155,0.42194092827004215,1.0217502842168775,0.021750284216877525,0.28955997638154946,0.297481069960376,0.41295895365807467,A,0.444854169941262,0.41295895365807467,0.8100087585210607,0.8844070767760016,-0.07439831825494092
2020-21,2020-12-27,Leeds,Burnley,1,2020-21,Independent Poisson,H,H,0.4755442694937437,0.2560688149886809,0.2683869155175754,H,1.72,4.18,4.91,0.5813953488372093,0.23923444976076558,0.20366598778004072,1.0242957863780155,0.02429578637801555,0.5676049404567656,0.2335599276520662,0.19883513189116836,H,0.4755442694937437,0.5676049404567656,0.7432953003971001,0.5663296296172069,0.17696567077989322
2020-21,2020-12-27,Liverpool,West Brom,1,2020-21,Independent Poisson,D,H,0.9286189838128592,0.0552073228743229,0.0161736933128177,D,1.13,9.46,22.33,0.8849557522123894,0.10570824524312895,0.04478280340349306,1.0354468008590114,0.03544680085901142,0.8546607623667639,0.10208949909877833,0.04324973853445782,H,0.0552073228743229,0.10208949909877833,2.8966596737310297,2.2819054082803047,0.614754265450725
2020-21,2020-12-27,West Ham,Brighton,1,2020-21,Independent Poisson,D,H,0.4881952782275481,0.2628114706481313,0.2489932511243205,D,2.42,3.34,3.24,0.4132231404958678,0.29940119760479045,0.30864197530864196,1.0212663134093003,0.021266313409300297,0.40461839881548833,0.2931666242914616,0.30221497689304994,H,0.2628114706481313,0.2931666242914616,1.3363183455002805,1.2270141480156973,0.1093041974845832
2020-21,2020-12-27,Wolves,Tottenham,1,2020-21,Independent Poisson,D,H,0.3977260471399578,0.2589219631140192,0.3433519897460226,D,3.61,3.4,2.21,0.2770083102493075,0.29411764705882354,0.45248868778280543,1.0236146450909365,0.02361464509093647,0.2706177677095451,0.28733239453866405,0.44204983775179085,A,0.2589219631140192,0.28733239453866405,1.3512285634008527,1.2471155642587217,0.10411299914213101
2020-21,2020-12-28,Chelsea,Aston Villa,1,2020-21,Independent Poisson,D,H,0.6956069260048219,0.1733009947010272,0.1310920792941509,D,1.86,4.07,4.15,0.5376344086021505,0.24570024570024568,0.24096385542168672,1.0242985097240829,0.024298509724082873,0.5248805924231736,0.23987172037029555,0.23524768720653083,H,0.1733009947010272,0.23987172037029555,1.7527253425134761,1.4276509969924684,0.32507434552100767
2020-21,2020-12-28,Crystal Palace,Leicester,1,2020-21,Independent Poisson,D,A,0.317258538895964,0.2449596199692866,0.4377818411347493,D,3.4,3.49,2.27,0.29411764705882354,0.28653295128939826,0.44052863436123346,1.0211792327094553,0.02117923270945532,0.2880176541374158,0.2805902647757059,0.43139208108687827,A,0.2449596199692866,0.2805902647757059,1.4066618984730255,1.2708598062288743,0.13580209224415118
2020-21,2020-12-29,Brighton,Arsenal,1,2020-21,Independent Poisson,A,H,0.4024821754112992,0.2571992674977563,0.3403185570909447,A,3.85,3.56,2.08,0.2597402597402597,0.2808988764044944,0.4807692307692307,1.0214083669139848,0.021408366913984844,0.2542961935244584,0.27501133288459695,0.4706924735909447,A,0.3403185570909447,0.4706924735909447,1.0778731673989046,0.753550320524539,0.32432284687436563
2020-21,2020-12-29,Burnley,Sheffield United,1,2020-21,Independent Poisson,H,H,0.4541216378243717,0.2797596080263316,0.2661187541492967,H,2.43,3.22,3.34,0.4115226337448559,0.3105590062111801,0.29940119760479045,1.0214828375608265,0.021482837560826473,0.40286788834114984,0.30402763002142674,0.2931044816374234,H,0.4541216378243717,0.40286788834114984,0.7893901921029225,0.9091465912737628,-0.11975639917084036
2020-21,2020-12-29,Man United,Wolves,1,2020-21,Independent Poisson,H,H,0.6903323396154709,0.1918491775206434,0.1178184828638856,H,1.57,4.31,6.35,0.6369426751592356,0.2320185614849188,0.15748031496062992,1.0264415516047845,0.026441551604784452,0.6205347729380315,0.2260416690284709,0.15342355803349755,H,0.6903323396154709,0.6205347729380315,0.370582145731115,0.477173635717448,-0.106591489986333
2020-21,2020-12-29,Southampton,West Ham,1,2020-21,Independent Poisson,D,H,0.4978275761799121,0.2663316102225577,0.2358408135975302,D,2.05,3.65,3.84,0.48780487804878053,0.273972602739726,0.2604166666666667,1.0221941474551732,0.02219414745517323,0.47721353058340854,0.26802403772492805,0.2547624316916634,H,0.2663316102225577,0.26802403772492805,1.3230130916575005,1.3166786094899945,0.006334482167505984
2020-21,2020-12-29,West Brom,Leeds,1,2020-21,Independent Poisson,A,A,0.3437918040213744,0.259500191081319,0.3967080048973067,A,4.35,4.04,1.83,0.2298850574712644,0.24752475247524752,0.5464480874316939,1.023857897378206,0.023857897378205983,0.22452828469647138,0.24175694020535898,0.5337147750981696,A,0.3967080048973067,0.5337147750981696,0.9245547729477526,0.6278937117493123,0.29666106119844027
2020-21,2020-12-30,Newcastle,Liverpool,1,2020-21,Independent Poisson,D,A,0.0131387683678736,0.0349280781667533,0.9519331534653728,D,10.49,6.04,1.3,0.09532888465204957,0.16556291390728478,0.7692307692307692,1.0301225677901036,0.030122567790103583,0.09254130297966023,0.16072156759215828,0.7467371294281814,A,0.0349280781667533,0.16072156759215828,3.354464241237483,1.8280818049630543,1.5263824362744287
2020-21,2021-01-01,Everton,West Ham,1,2020-21,Independent Poisson,A,H,0.4812721203351323,0.2833793378972143,0.2353485417676531,A,2.3,3.52,3.3,0.4347826086956522,0.2840909090909091,0.30303030303030304,1.0219038208168643,0.02190382081686426,0.4254633360193393,0.2780016116035456,0.29653505237711525,H,0.2353485417676531,0.29653505237711525,1.4466877071701016,1.2155898470356763,0.23109786013442535
2020-21,2021-01-01,Man United,Aston Villa,1,2020-21,Independent Poisson,H,H,0.7704608981391967,0.1492750161287006,0.0802640857321028,H,1.75,4.13,4.74,0.5714285714285714,0.24213075060532688,0.21097046413502107,1.0245297861689193,0.02452978616891932,0.5577471530284598,0.2363335394188389,0.20591930755270138,H,0.7704608981391967,0.5577471530284598,0.2607663741934408,0.5838495500689685,-0.32308317587552776
2020-21,2021-01-02,Brighton,Wolves,1,2020-21,Independent Poisson,D,A,0.3171354117026812,0.2578562015149444,0.4250083867823743,D,2.87,3.09,2.86,0.3484320557491289,0.3236245954692557,0.3496503496503497,1.0217070008687341,0.021707000868734116,0.34102933174859823,0.31674892625193435,0.34222174199946753,A,0.2578562015149444,0.31674892625193435,1.3553532079116972,1.149645849677923,0.20570735823377428
2020-21,2021-01-02,Crystal Palace,Sheffield United,1,2020-21,Independent Poisson,H,H,0.5241558510601623,0.2501257613061828,0.2257183876336549,H,2.14,3.28,4.0,0.4672897196261682,0.3048780487804878,0.25,1.0221677684066561,0.02216776840665613,0.45715560015610185,0.2982661537603835,0.2445782460835145,H,0.5241558510601623,0.45715560015610185,0.6459662131960138,0.7827314642966697,-0.13676525110065596
2020-21,2021-01-02,Tottenham,Leeds,1,2020-21,Independent Poisson,H,H,0.4953046190375627,0.2614682517461111,0.243227129216326,H,1.89,4.08,3.98,0.5291005291005292,0.24509803921568626,0.25125628140703515,1.0254548497232507,0.02545484972325074,0.5159666749280308,0.23901397441519068,0.24501935065677838,H,0.4953046190375627,0.5159666749280308,0.7025823136943758,0.661713099058985,0.04086921463539084
2020-21,2021-01-02,West Brom,Arsenal,1,2020-21,Independent Poisson,A,A,0.2505464449758134,0.2580994197335342,0.4913541352906524,A,6.21,4.14,1.61,0.1610305958132045,0.24154589371980678,0.6211180124223602,1.0236945019553714,0.023694501955371372,0.15730337078651688,0.23595505617977533,0.6067415730337079,A,0.4913541352906524,0.6067415730337079,0.7105901580278767,0.4996523231678654,0.21093783486001133
2020-21,2021-01-03,Chelsea,Man City,1,2020-21,Independent Poisson,A,H,0.4109938078442479,0.2179542813341242,0.3710519108216279,A,3.5,3.59,2.18,0.2857142857142857,0.2785515320334262,0.4587155963302752,1.0229814140779872,0.02298141407798715,0.2792956761309294,0.2722938346680371,0.4484104892010335,A,0.3710519108216279,0.4484104892010335,0.9914133048106845,0.8020461955487374,0.1893671092619471
2020-21,2021-01-03,Newcastle,Leicester,1,2020-21,Independent Poisson,A,A,0.2345104405158502,0.2486015833133069,0.5168879761708428,A,6.57,4.14,1.58,0.15220700152207,0.24154589371980678,0.6329113924050632,1.02666428764694,0.026664287646940066,0.14825391644908614,0.23527251958224546,0.6164735639686684,A,0.5168879761708428,0.6164735639686684,0.6599291084729371,0.4837398381265577,0.17618927034637938
2020-21,2021-01-04,Southampton,Liverpool,1,2020-21,Independent Poisson,H,A,0.0862595303105252,0.1416248263545063,0.7721156433349685,H,6.16,4.92,1.52,0.16233766233766234,0.2032520325203252,0.6578947368421053,1.0234844317000928,0.023484431700092845,0.158612732455545,0.19858829917198315,0.6427989683724719,A,0.0862595303105252,0.158612732455545,2.450394732821025,1.8412896927039009,0.6091050401171241
2020-21,2021-01-12,Burnley,Man United,1,2020-21,Independent Poisson,A,A,0.107953408885918,0.1683963835336311,0.7236502075804507,A,7.92,5.05,1.43,0.12626262626262627,0.19801980198019803,0.6993006993006994,1.0235831275435237,0.023583127543523652,0.12335356344300183,0.19345746979575731,0.6831889667612409,A,0.7236502075804507,0.6831889667612409,0.32344714204656333,0.38098378599233484,-0.057536643945771515
2020-21,2021-01-12,Sheffield United,Newcastle,1,2020-21,Independent Poisson,H,H,0.4577917341291441,0.2560410307523664,0.2861672351184894,H,2.34,3.23,3.5,0.4273504273504274,0.30959752321981426,0.2857142857142857,1.0226622362845275,0.02266223628452746,0.41788032469356673,0.3027368296541629,0.2793828456522703,H,0.4577917341291441,0.41788032469356673,0.7813409272641941,0.8725601920112012,-0.09121926474700703
2020-21,2021-01-12,Wolves,Everton,1,2020-21,Independent Poisson,A,H,0.4687137460127887,0.2349427915303323,0.2963434624568791,A,2.73,2.93,3.18,0.3663003663003663,0.341296928327645,0.31446540880503143,1.0220627034330427,0.02206270343304273,0.3583932424791424,0.3339295399208391,0.3076772176000185,H,0.2963434624568791,0.3076772176000185,1.21623615120124,1.1787040403442235,0.037532110857016576
2020-21,2021-01-13,Man City,Brighton,1,2020-21,Independent Poisson,H,H,0.7296926010352265,0.1754393004565347,0.0948680985082383,H,1.18,7.99,17.46,0.8474576271186441,0.1251564455569462,0.0572737686139748,1.0298878412895651,0.02988784128956512,0.8228639985277498,0.12152434521436105,0.05561165625788916,H,0.7296926010352265,0.8228639985277498,0.31513192799716744,0.19496434283808015,0.12016758515908729
2020-21,2021-01-13,Tottenham,Fulham,1,2020-21,Independent Poisson,D,H,0.7899708140696312,0.136134273913791,0.0738949120165778,D,1.66,3.85,6.19,0.6024096385542169,0.2597402597402597,0.16155088852988692,1.0237007868243635,0.023700786824363496,0.5884626116415913,0.2537267364480627,0.15781065191034596,H,0.136134273913791,0.2537267364480627,1.9941135721246115,1.3714974318513313,0.6226161402732802
2020-21,2021-01-14,Arsenal,Crystal Palace,1,2020-21,Independent Poisson,D,H,0.6660466897214887,0.1946880992377387,0.1392652110407727,D,1.74,3.94,5.14,0.5747126436781609,0.25380710659898476,0.19455252918287938,1.023072279460025,0.023072279460025102,0.5617517503078988,0.2480832602882599,0.19016498940384124,H,0.1946880992377387,0.2480832602882599,1.6363564920584504,1.3939908621920534,0.24236562986639698
2020-21,2021-01-16,Fulham,Chelsea,1,2020-21,Independent Poisson,A,H,0.3815198542833826,0.272474142461396,0.3460060032552212,A,6.29,4.09,1.61,0.1589825119236884,0.24449877750611249,0.6211180124223602,1.024599301852161,0.024599301852161082,0.15516554777686928,0.23862867861039308,0.6062057736127376,A,0.3460060032552212,0.6062057736127376,1.0612991536263139,0.5005357901333549,0.560763363492959
2020-21,2021-01-16,Leeds,Brighton,1,2020-21,Independent Poisson,A,H,0.3997077503193122,0.2737246315281365,0.3265676181525513,A,2.3,3.58,3.24,0.4347826086956522,0.27932960893854747,0.30864197530864196,1.0227541929428416,0.022754192942841645,0.4251095832172753,0.27311509536305395,0.30177532141967073,H,0.3265676181525513,0.30177532141967073,1.1191182517000835,1.1980725072984355,-0.07895425559835201
2020-21,2021-01-16,Leicester,Southampton,1,2020-21,Independent Poisson,H,H,0.5546657168211399,0.2320648663759517,0.2132694168029084,H,1.73,3.86,5.32,0.5780346820809249,0.2590673575129534,0.18796992481203006,1.0250719644059083,0.02507196440590831,0.5638966844790563,0.2527308974478672,0.18337241807307655,H,0.5546657168211399,0.5638966844790563,0.5893896587324464,0.5728842278120061,0.016505430920440323
2020-21,2021-01-16,West Ham,Burnley,1,2020-21,Independent Poisson,H,H,0.4922408588706906,0.2571258816981859,0.2506332594311235,H,1.79,3.73,5.11,0.5586592178770949,0.2680965147453083,0.19569471624266144,1.0224504488650648,0.022450448865064754,0.5463924618520292,0.26220978732309175,0.1913977508248791,H,0.4922408588706906,0.5463924618520292,0.7087871317304213,0.6044177668455596,0.1043693648848617
2020-21,2021-01-16,Wolves,West Brom,1,2020-21,Independent Poisson,A,H,0.7498853041010938,0.1587130454649239,0.0914016504339823,A,1.64,3.85,6.52,0.6097560975609756,0.2597402597402597,0.15337423312883436,1.0228705904300697,0.02287059043006967,0.5961224257162399,0.2539326696557489,0.14994490462801124,H,0.0914016504339823,0.14994490462801124,2.3924917434204866,1.8974873548378846,0.4950043885826021
2020-21,2021-01-17,Liverpool,Man United,1,2020-21,Independent Poisson,D,H,0.5747565568459588,0.2180809906008482,0.2071624525531929,D,1.94,3.98,3.89,0.5154639175257733,0.25125628140703515,0.2570694087403599,1.0237896076731683,0.02378960767316829,0.5034861788617887,0.24541788617886176,0.25109593495934956,H,0.2180809906008482,0.24541788617886176,1.5228887686705692,1.4047928635469353,0.11809590512363388
2020-21,2021-01-17,Man City,Crystal Palace,1,2020-21,Independent Poisson,H,H,0.6926928001776613,0.187137229470891,0.1201699703514475,H,1.19,7.48,17.24,0.8403361344537815,0.1336898395721925,0.0580046403712297,1.0320306143972038,0.03203061439720378,0.8142550450837269,0.12954057535422925,0.0562043795620438,H,0.6926928001776613,0.8142550450837269,0.3671686678611219,0.2054816388563777,0.1616870290047442
2020-21,2021-01-17,Sheffield United,Tottenham,1,2020-21,Independent Poisson,A,A,0.2131261011962135,0.2232773707590842,0.5635965280447023,A,4.81,3.71,1.83,0.2079002079002079,0.2695417789757412,0.5464480874316939,1.0238900743076431,0.023890074307643117,0.2030493439843047,0.26325265352143,0.5336980024942652,A,0.5635965280447023,0.5336980024942652,0.5734166592947161,0.6279251383993539,-0.05450847910463785
2020-21,2021-01-18,Arsenal,Newcastle,1,2020-21,Independent Poisson,H,H,0.6100966407806766,0.2090243520735616,0.1808790071457618,H,1.44,4.84,7.87,0.6944444444444444,0.2066115702479339,0.12706480304955528,1.0281208177419336,0.028120817741933646,0.6754502315882056,0.20096039948078845,0.12358936893100587,H,0.6100966407806766,0.6754502315882056,0.4941379068537868,0.39237580070144423,0.10176210615234255
2020-21,2021-01-19,Leicester,Chelsea,1,2020-21,Independent Poisson,H,H,0.5855086850770866,0.2299375538015713,0.1845537611213419,H,2.88,3.48,2.58,0.3472222222222222,0.28735632183908044,0.38759689922480617,1.0221754432861088,0.022175443286108765,0.3396894579133751,0.28112230999727594,0.379188232089349,A,0.5855086850770866,0.3396894579133751,0.5352742624470606,1.0797234378167977,-0.5444491753697371
2020-21,2021-01-19,West Ham,West Brom,1,2020-21,Independent Poisson,H,H,0.6865699246038572,0.1973008897234829,0.1161291856726598,H,1.54,4.27,7.01,0.6493506493506493,0.234192037470726,0.14265335235378032,1.0261960391751557,0.026196039175155672,0.63277446468473,0.2282137413617059,0.13901179395356408,H,0.6865699246038572,0.63277446468473,0.37604720229129207,0.4576412162431302,-0.08159401395183813
2020-21,2021-01-20,Fulham,Man United,1,2020-21,Independent Poisson,A,A,0.0970260991958692,0.1604177476991564,0.7425561531049744,A,5.49,4.18,1.66,0.18214936247723132,0.23923444976076558,0.6024096385542169,1.0237934507922137,0.023793450792213733,0.1779161239371904,0.23367452641511371,0.588409349647696,A,0.7425561531049744,0.588409349647696,0.29765678408745905,0.5303324004292019,-0.23267561634174289
2020-21,2021-01-20,Man City,Aston Villa,1,2020-21,Independent Poisson,H,H,0.8350202793673469,0.1041639234683575,0.0608157971642956,H,1.33,5.95,9.55,0.7518796992481203,0.1680672268907563,0.10471204188481674,1.0246589680236933,0.024658968023693273,0.7337853107344633,0.1640225988700565,0.10219209039548022,H,0.8350202793673469,0.7337853107344633,0.18029926775871657,0.30953878533918394,-0.12923951758046737
2020-21,2021-01-21,Liverpool,Burnley,1,2020-21,Independent Poisson,A,H,0.8615484826832822,0.0984572656392305,0.0399942516774872,A,1.35,5.34,9.48,0.7407407407407407,0.18726591760299627,0.10548523206751054,1.0334918904112476,0.03349189041124756,0.7167359005071484,0.18119727821809936,0.10206682127475215,H,0.0399942516774872,0.10206682127475215,3.219019543258014,2.282127569652316,0.936891973605698
2020-21,2021-01-23,Aston Villa,Newcastle,1,2020-21,Independent Poisson,H,H,0.5932639031908665,0.2467917303742619,0.1599443664348714,H,1.52,4.66,6.51,0.6578947368421053,0.2145922746781116,0.15360983102918588,1.0260968425494028,0.02609684254940281,0.6411624220648843,0.20913452393532705,0.14970305399978864,H,0.5932639031908665,0.6411624220648843,0.5221159483051954,0.44447246560216364,0.07764348270303173
2020-21,2021-01-26,Crystal Palace,West Ham,1,2020-21,Independent Poisson,A,H,0.45364163811018,0.2675558595859147,0.2788025023039053,A,3.64,3.38,2.21,0.2747252747252747,0.2958579881656805,0.45248868778280543,1.0230719506737607,0.023071950673760666,0.26852976913730253,0.2891859052247874,0.4422843256379101,A,0.2788025023039053,0.4422843256379101,1.2772516248709622,0.8158023330403291,0.4614492918306331
2020-21,2021-01-26,Newcastle,Leeds,1,2020-21,Independent Poisson,A,H,0.4659586957261778,0.24040183759495,0.2936394666788722,A,4.2,4.01,1.86,0.23809523809523808,0.24937655860349128,0.5376344086021505,1.02510620530088,0.025106205300879925,0.2322639711515106,0.24326899721604606,0.5244670316324433,A,0.2936394666788722,0.5244670316324433,1.2254025679826164,0.6453727098755132,0.5800298581071032
2020-21,2021-01-26,Southampton,Arsenal,1,2020-21,Independent Poisson,A,H,0.377859795108588,0.294484259022452,0.3276559458689598,A,3.55,3.74,2.11,0.28169014084507044,0.267379679144385,0.47393364928909953,1.023003469278555,0.02300346927855501,0.27535599761330687,0.26136732393776446,0.4632766784489286,A,0.3276559458689598,0.4632766784489286,1.1157911666478273,0.7694308257308491,0.3463603409169782
2020-21,2021-01-26,West Brom,Man City,1,2020-21,Independent Poisson,A,A,0.1101327353018904,0.1708858599089745,0.718981404789135,A,20.07,8.8,1.16,0.04982561036372696,0.11363636363636363,0.8620689655172414,1.025530939517332,0.025530939517331985,0.04858518494544638,0.11080734793808053,0.8406074671164732,A,0.718981404789135,0.8406074671164732,0.32991978419757084,0.1736304733712589,0.15628931082631195
2020-21,2021-01-27,Brighton,Fulham,1,2020-21,Independent Poisson,D,H,0.5978582375818704,0.2289624827104053,0.1731792797077244,D,2.14,3.35,3.9,0.4672897196261682,0.29850746268656714,0.25641025641025644,1.0222074387229918,0.0222074387229918,0.45713785864240725,0.29202239328201535,0.25083974807557735,H,0.2289624827104053,0.29202239328201535,1.4741971198085837,1.2309247903323606,0.24327232947622313
2020-21,2021-01-27,Burnley,Aston Villa,1,2020-21,Independent Poisson,H,A,0.3508249554409343,0.2652874390049123,0.3838876055541533,H,4.66,3.84,1.82,0.2145922746781116,0.2604166666666667,0.5494505494505494,1.0244594907953277,0.02445949079532772,0.2094687751016053,0.2541990864514273,0.5363321384469674,A,0.3508249554409343,0.2094687751016053,1.0474678823571761,1.5631805955893063,-0.5157127132321302
2020-21,2021-01-27,Chelsea,Wolves,1,2020-21,Independent Poisson,D,H,0.573409829961615,0.2242208486487798,0.202369321389605,D,1.64,3.97,6.1,0.6097560975609756,0.2518891687657431,0.1639344262295082,1.0255796925562268,0.02557969255622683,0.5945477489332659,0.24560662676336426,0.15984562430336988,H,0.2242208486487798,0.24560662676336426,1.495123781370534,1.4040241011376333,0.09109968023290071
2020-21,2021-01-27,Everton,Leicester,1,2020-21,Independent Poisson,D,A,0.3157722339778195,0.3150235321318473,0.3692042338903332,D,3.38,3.34,2.34,0.2958579881656805,0.29940119760479045,0.4273504273504274,1.0226096131208984,0.022609613120898375,0.2893166506256015,0.29278152069297403,0.41790182868142445,A,0.3150235321318473,0.29278152069297403,1.1551079377663294,1.2283286112740348,-0.07322067350770545
2020-21,2021-01-27,Man United,Sheffield United,1,2020-21,Independent Poisson,A,H,0.7820231055938281,0.1478751954410413,0.0701016989651304,A,1.28,6.26,11.23,0.78125,0.1597444089456869,0.08904719501335707,1.0300416039590439,0.030041603959043872,0.7584645095860262,0.15508539493132803,0.0864500954826459,H,0.0701016989651304,0.0864500954826459,2.657808248928149,2.4481879623694,0.20962028655874887
2020-21,2021-01-28,Tottenham,Liverpool,1,2020-21,Independent Poisson,A,H,0.4640552116343415,0.2434282770599312,0.2925165113057273,A,3.69,3.9,2.02,0.2710027100271003,0.25641025641025644,0.49504950495049505,1.0224624713878518,0.022462471387851846,0.2650490532520489,0.25077718115386166,0.4841737655940893,A,0.2925165113057273,0.4841737655940893,1.229234164994936,0.7253114168752021,0.503922748119734
2020-21,2021-01-30,Arsenal,Man United,1,2020-21,Independent Poisson,D,A,0.2512911722241994,0.2500395878768411,0.4986692398989595,D,3.6,3.7,2.11,0.2777777777777778,0.27027027027027023,0.47393364928909953,1.0219816973371476,0.02198169733714761,0.271803084636006,0.2644570553215193,0.46373986004247464,A,0.2500395878768411,0.2644570553215193,1.3861360221488028,1.3300764025992624,0.05605961954954042
2020-21,2021-01-30,Crystal Palace,Wolves,1,2020-21,Independent Poisson,H,A,0.2866030625769694,0.2408255031686088,0.4725714342544216,H,2.99,3.18,2.68,0.33444816053511706,0.31446540880503143,0.3731343283582089,1.0220478976983574,0.022047897698357355,0.3272333530437187,0.3076816747172072,0.36508497223907416,A,0.2866030625769694,0.3272333530437187,1.2496570777520353,1.117081744718345,0.1325753330336903
2020-21,2021-01-30,Everton,Newcastle,1,2020-21,Independent Poisson,A,H,0.6469019638288531,0.247218043788547,0.1058799923825999,A,1.56,4.17,6.83,0.641025641025641,0.23980815347721823,0.14641288433382138,1.0272466788366805,0.027246678836680527,0.6240230844567726,0.23344748483274946,0.14252943071047808,H,0.1058799923825999,0.14252943071047808,2.24544897356695,1.9482067692964844,0.29724220427046544
2020-21,2021-01-30,Man City,Sheffield United,1,2020-21,Independent Poisson,H,H,0.7972603239850957,0.1427385504248074,0.0600011255900968,H,1.19,7.29,18.12,0.8403361344537815,0.13717421124828533,0.05518763796909492,1.0326979836711618,0.032697983671161834,0.8137288420632441,0.1328309083752072,0.05344024956154859,H,0.7972603239850957,0.8137288420632441,0.22657402368055443,0.20612808633409782,0.02044593734645661
2020-21,2021-01-30,Southampton,Aston Villa,1,2020-21,Independent Poisson,A,H,0.5242659389969269,0.2497287940019934,0.2260052670010796,A,3.37,3.74,2.18,0.29673590504451036,0.267379679144385,0.4587155963302752,1.0228311805191705,0.022831180519170546,0.29011229878022743,0.26141134943565947,0.4484763517841131,A,0.2260052670010796,0.4484763517841131,1.4871969746669043,0.8018993262221105,0.6852976484447938
2020-21,2021-01-30,West Brom,Fulham,1,2020-21,Independent Poisson,D,H,0.4258338312009374,0.2553747391790279,0.3187914296200347,D,3.6,3.41,2.22,0.2777777777777778,0.29325513196480935,0.4504504504504504,1.0214833601930375,0.021483360193037537,0.27193568549690716,0.28708752721081104,0.4409767872922818,A,0.2553747391790279,0.28708752721081104,1.3650232471702648,1.247968136857317,0.1170551103129478
2020-21,2021-01-31,Brighton,Tottenham,1,2020-21,Independent Poisson,H,A,0.2160865874487732,0.218865414026986,0.5650479985242407,H,3.12,3.43,2.44,0.3205128205128205,0.29154518950437314,0.4098360655737705,1.0218940755909642,0.021894075590964235,0.3136458348948417,0.2852988352396228,0.4010553298655354,A,0.2160865874487732,0.3136458348948417,1.5320760838056153,1.1594908439956217,0.3725852398099936
2020-21,2021-01-31,Chelsea,Burnley,1,2020-21,Independent Poisson,H,H,0.6436725431676806,0.2095470450441962,0.1467804117881232,H,1.36,5.2,9.96,0.7352941176470588,0.1923076923076923,0.1004016064257028,1.028003416380454,0.028003416380453894,0.7152642743503623,0.18706911790701786,0.09766660774261976,H,0.6436725431676806,0.7152642743503623,0.4405651555363019,0.3351031901027017,0.1054619654336002
2020-21,2021-01-31,Leicester,Leeds,1,2020-21,Independent Poisson,A,H,0.6025915308670825,0.2107692078830631,0.1866392612498544,A,1.87,3.93,4.28,0.53475935828877,0.2544529262086514,0.2336448598130841,1.0228571443105055,0.02285714431050545,0.5228094277517553,0.24876682694549176,0.22842374530275295,H,0.1866392612498544,0.22842374530275295,1.6785776094323126,1.4765528429318315,0.20202476650048107
2020-21,2021-01-31,West Ham,Liverpool,1,2020-21,Independent Poisson,A,A,0.1869560014330066,0.197745864161057,0.6152981344059363,A,3.66,3.53,2.14,0.27322404371584696,0.28328611898017,0.4672897196261682,1.0237998823221852,0.023799882322185217,0.2668725093971681,0.2767006754656191,0.4564268151372128,A,0.6152981344059363,0.4564268151372128,0.4856483572475435,0.7843269091329087,-0.2986785518853652
2020-21,2021-02-02,Man United,Southampton,1,2020-21,Independent Poisson,H,H,0.6901983160986662,0.1823049290538093,0.1274967548475243,H,1.45,4.95,7.33,0.6896551724137931,0.20202020202020202,0.1364256480218281,1.0281010224558234,0.028101022455823355,0.6708048697066898,0.19649839617670709,0.13269673411660302,H,0.6901983160986662,0.6708048697066898,0.3707763080507578,0.399276989508614,-0.028500681457856225
2020-21,2021-02-02,Newcastle,Crystal Palace,1,2020-21,Independent Poisson,A,H,0.3742417507601369,0.2651528794543619,0.360605369785501,A,3.01,3.45,2.49,0.33222591362126247,0.2898550724637681,0.4016064257028112,1.0236874117878418,0.02368741178784184,0.324538437999388,0.28314802851540805,0.39231353348520387,A,0.360605369785501,0.39231353348520387,1.0199710770717112,0.9356939285660909,0.08427714850562029
2020-21,2021-02-02,Sheffield United,West Brom,1,2020-21,Independent Poisson,H,H,0.590542767756278,0.2462504414670127,0.1632067907767092,H,2.2,3.36,3.68,0.45454545454545453,0.2976190476190476,0.2717391304347826,1.0239036325992847,0.02390363259928474,0.44393382352941174,0.2906709558823529,0.2653952205882353,H,0.590542767756278,0.44393382352941174,0.5267132196231338,0.8120797737633153,-0.2853665541401815
