Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,Model,ActualOutcome,ModelPredictedOutcome,ModelProbability_H,ModelProbability_D,ModelProbability_A,MarketRecordedOutcome,MarketOdds_H,MarketOdds_D,MarketOdds_A,RawImpliedProbability_H,RawImpliedProbability_D,RawImpliedProbability_A,RawImpliedProbabilityTotal,MarketOverround,MarketProbability_H,MarketProbability_D,MarketProbability_A,MarketPredictedOutcome,ModelObservedOutcomeProbability,MarketObservedOutcomeProbability,ModelFixtureLogLoss,MarketFixtureLogLoss,ModelMinusMarketFixtureLoss
2020-21,2020-10-18,Crystal Palace,Brighton,1,2020-21,Independent Poisson,D,H,0.4096097187912588,0.2673178317800549,0.3230724494286863,D,3.27,3.25,2.47,0.3058103975535168,0.3076923076923077,0.4048582995951417,1.0183610048409661,0.018361004840966144,0.30029664932159705,0.3021446287020377,0.3975587219763653,A,0.2673178317800549,0.3021446287020377,1.319316947325121,1.1968494732578245,0.12246747406729641
2020-21,2020-10-18,Leicester,Aston Villa,1,2020-21,Independent Poisson,A,H,0.5683177224946078,0.2291126765310258,0.2025696009743666,A,2.48,3.62,2.95,0.40322580645161293,0.27624309392265195,0.3389830508474576,1.0184519512217225,0.018451951221722496,0.39592030430881714,0.2712382195264824,0.33284147616470044,H,0.2025696009743666,0.33284147616470044,1.596671742974393,1.1000889499017557,0.4965827930726374
2020-21,2020-10-18,Sheffield United,Fulham,1,2020-21,Independent Poisson,D,H,0.5496215622611926,0.2537927318520348,0.1965857058867726,D,2.4,3.16,3.48,0.4166666666666667,0.3164556962025316,0.28735632183908044,1.0204786847082787,0.020478684708278738,0.4083051149527714,0.3101051505970415,0.28158973445018715,H,0.2537927318520348,0.3101051505970415,1.3712373614167326,1.1708438435423973,0.20039351787433524
2020-21,2020-10-18,Tottenham,West Ham,1,2020-21,Independent Poisson,D,H,0.5924667791418168,0.2239778107270059,0.1835554101311773,D,1.65,4.17,5.61,0.6060606060606061,0.23980815347721823,0.17825311942959002,1.0241218789674142,0.024121878967414245,0.5917856248434762,0.2341597796143251,0.17405459554219885,H,0.2239778107270059,0.2341597796143251,1.496208291288227,1.4517515777745342,0.04445671351369285
2020-21,2020-10-19,Leeds,Wolves,1,2020-21,Independent Poisson,A,A,0.3577556435263378,0.2722389419185668,0.3700054145550951,A,2.61,3.35,2.96,0.3831417624521073,0.29850746268656714,0.33783783783783783,1.0194870629765123,0.01948706297651226,0.3758181701035812,0.2928016190956259,0.3313802108007929,H,0.3700054145550951,0.3313802108007929,0.9942376395182524,1.1044888897110872,-0.11025125019283477
2020-21,2020-10-19,West Brom,Burnley,1,2020-21,Independent Poisson,D,A,0.3458713906774818,0.270613718277602,0.3835148910449162,D,2.73,3.25,2.9,0.3663003663003663,0.3076923076923077,0.3448275862068966,1.0188202601995706,0.018820260199570615,0.35953384577237785,0.30200843044879744,0.3384577237788247,H,0.270613718277602,0.30200843044879744,1.307062868752159,1.1973003466035257,0.10976252214863336
2020-21,2020-10-23,Aston Villa,Leeds,1,2020-21,Independent Poisson,A,H,0.4373911156463654,0.287554634357375,0.2750542499962595,A,1.93,4.12,3.88,0.5181347150259068,0.24271844660194175,0.2577319587628866,1.0185851203907352,0.018585120390735232,0.5086808207321419,0.23828980194491112,0.2530293773229469,H,0.2750542499962595,0.2530293773229469,1.2907869280575979,1.3742496810945704,-0.08346275303697248
2020-21,2020-10-24,Fulham,Crystal Palace,1,2020-21,Independent Poisson,A,A,0.33618544095404,0.2667243103374916,0.3970902487084685,A,2.66,3.14,3.08,0.37593984962406013,0.3184713375796178,0.3246753246753247,1.0190865118790027,0.019086511879002677,0.3688988572038876,0.31250667521093667,0.3185944675851757,H,0.3970902487084685,0.3185944675851757,0.9235916974081675,1.1438362464241407,-0.22024454901597323
2020-21,2020-10-24,Liverpool,Sheffield United,1,2020-21,Independent Poisson,H,H,0.9072584302591342,0.0695863987985484,0.0231551709423174,H,1.22,7.45,13.55,0.819672131147541,0.1342281879194631,0.07380073800738007,1.0277010570743843,0.027701057074384305,0.7975783672743791,0.1306101487348648,0.0718114839907559,H,0.9072584302591342,0.7975783672743791,0.09732794083057536,0.22617518297617162,-0.12884724214559626
2020-21,2020-10-24,Man United,Chelsea,1,2020-21,Independent Poisson,D,A,0.3480873052079384,0.2696160445514222,0.3822966502406393,D,2.69,3.46,2.79,0.3717472118959108,0.28901734104046245,0.35842293906810035,1.0191874920044737,0.019187492004473672,0.3647486010300046,0.2835762245002059,0.3516751744697894,H,0.2696160445514222,0.2835762245002059,1.3107563892836884,1.2602743224639912,0.05048206681969725
2020-21,2020-10-24,West Ham,Man City,1,2020-21,Independent Poisson,D,A,0.2229705677512978,0.2203520973928054,0.5566773348558967,D,6.97,5.13,1.45,0.14347202295552366,0.19493177387914232,0.6896551724137931,1.0280589692484592,0.028058969248459187,0.1395562192900334,0.18961147143304735,0.6708323092769192,A,0.2203520973928054,0.18961147143304735,1.512528569278786,1.6627781876526115,-0.15024961837382556
2020-21,2020-10-25,Arsenal,Leicester,1,2020-21,Independent Poisson,A,H,0.4644356726643108,0.2649814185955984,0.2705829087400907,A,2.0,3.57,4.17,0.5,0.2801120448179272,0.23980815347721823,1.0199201982951454,0.019920198295145353,0.4902344328858066,0.27464113887160035,0.2351244282425931,H,0.2705829087400907,0.2351244282425931,1.3071767258458897,1.447640423080675,-0.14046369723478525
2020-21,2020-10-25,Southampton,Everton,1,2020-21,Independent Poisson,H,A,0.2875080014299879,0.2436598014467839,0.4688321971232281,H,3.08,3.56,2.41,0.3246753246753247,0.2808988764044944,0.41493775933609955,1.0205119604159187,0.02051196041591874,0.3181494556349936,0.27525289981903944,0.40659764454596686,A,0.2875080014299879,0.3181494556349936,1.2465045880711814,1.1452340203373517,0.1012705677338297
2020-21,2020-10-25,Wolves,Newcastle,1,2020-21,Independent Poisson,D,H,0.5323540289619737,0.2470000845350703,0.2206458865029561,D,1.86,3.52,5.01,0.5376344086021505,0.2840909090909091,0.1996007984031936,1.0213261160962532,0.021326116096253234,0.5264081669203904,0.2781588609295245,0.19543297215008507,H,0.2470000845350703,0.2781588609295245,1.3983666001069703,1.2795628863098814,0.11880371379708898
2020-21,2020-10-26,Brighton,West Brom,1,2020-21,Independent Poisson,D,H,0.5402302333491457,0.2488837197791246,0.2108860468717296,D,1.67,4.3,5.26,0.5988023952095809,0.23255813953488372,0.19011406844106465,1.0214746031855293,0.021474603185529295,0.5862136888594,0.2276690373012088,0.18611727383939122,H,0.2488837197791246,0.2276690373012088,1.390769480429533,1.4798622953904386,-0.0890928149609056
2020-21,2020-10-26,Burnley,Tottenham,1,2020-21,Independent Poisson,A,A,0.1713347120918868,0.2097138070947236,0.6189514808133894,A,5.59,4.41,1.61,0.17889087656529518,0.22675736961451246,0.6211180124223602,1.026766258602168,0.02676625860216797,0.17422745933318445,0.220846144596939,0.6049263960698764,A,0.6189514808133894,0.6049263960698764,0.47972839254673966,0.5026484877410333,-0.022920095194293666
2020-21,2020-10-30,Wolves,Crystal Palace,1,2020-21,Independent Poisson,H,H,0.5403714367740127,0.2487205562712952,0.2109080069546921,H,2.12,3.14,4.34,0.4716981132075471,0.3184713375796178,0.2304147465437788,1.0205841973309437,0.020584197330943743,0.4621844179452742,0.31204807835795584,0.22576750369676993,H,0.5403714367740127,0.4621844179452742,0.6154985300035669,0.7717912945070428,-0.15629276450347585
2020-21,2020-10-31,Burnley,Chelsea,1,2020-21,Independent Poisson,A,A,0.3103267411229878,0.2720562961747325,0.4176169627022796,A,5.59,4.29,1.63,0.17889087656529518,0.2331002331002331,0.6134969325153374,1.0254880421808656,0.025488042180865644,0.1744446246148857,0.22730663207394194,0.5982487433111724,A,0.4176169627022796,0.5982487433111724,0.8731906237408615,0.5137486528040137,0.3594419709368478
2020-21,2020-10-31,Liverpool,West Ham,1,2020-21,Independent Poisson,H,H,0.8155882269351543,0.1239964261249855,0.0604153469398602,H,1.44,5.3,7.1,0.6944444444444444,0.18867924528301888,0.14084507042253522,1.0239687601499985,0.02396876014999849,0.6781890927441157,0.18426269689651445,0.13754821035936995,H,0.8155882269351543,0.6781890927441157,0.20384567523747418,0.3883291320738399,-0.18448345683636572
2020-21,2020-10-31,Sheffield United,Man City,1,2020-21,Independent Poisson,A,A,0.2348184032955592,0.2190818246044632,0.5460997720999776,A,10.63,6.25,1.3,0.09407337723424271,0.16,0.7692307692307692,1.0233041464650119,0.023304146465011888,0.09193100366026827,0.15635625102538428,0.7517127453143474,A,0.5460997720999776,0.7517127453143474,0.6049535871469918,0.28540101562205006,0.3195525715249417
