StrategyNumber,Strategy,Date,Season,HomeTeam,AwayTeam,Outcome,ActualOutcome,DecimalOdds,ModelProbability,FullKellyFraction,FractionalKellyBeforeCap,FractionalKellyAfterPerBetCap,DailyExposureScale,AppliedStakeFraction,OpeningBankroll,Stake,OutcomeOccurred,RealisedUnitReturn,RealisedProfit,PerBetCapBinding,DailyCapBinding
3,Half Kelly,2021-12-28,2021-22,Leicester,Liverpool,H,H,8.27,0.3190810435649298,0.22541956400027088,0.11270978200013544,0.04,1.0,0.04,91.55707310729295,3.662282924291718,1,7.27,26.62479685960079,True,False
3,Half Kelly,2022-01-23,2021-22,Arsenal,Burnley,A,D,11.9,0.1832145109701244,0.10828006243527341,0.054140031217636705,0.04,1.0,0.04,118.18186996689374,4.72727479867575,0,-1.0,-4.72727479867575,True,False
3,Half Kelly,2022-02-08,2021-22,Burnley,Man United,H,D,6.65,0.2895020157825475,0.16375016016883906,0.08187508008441953,0.04,1.0,0.04,113.45459516821799,4.5381838067287195,0,-1.0,-4.5381838067287195,True,False
3,Half Kelly,2022-02-09,2021-22,Tottenham,Southampton,A,A,6.41,0.253200702297493,0.11516016667780592,0.05758008333890296,0.04,1.0,0.04,108.91641136148927,4.3566564544595705,1,5.41,23.569511418626277,True,False
3,Half Kelly,2022-02-10,2021-22,Liverpool,Leicester,A,H,14.0,0.1088716504268672,0.040323315844318516,0.020161657922159258,0.020161657922159258,1.0,0.020161657922159258,132.48592278011554,2.6711358545942963,0,-1.0,-2.6711358545942963,False,False
3,Half Kelly,2022-02-12,2021-22,Man United,Southampton,A,D,6.26,0.3094982725952319,0.17822417993272843,0.08911208996636422,0.04,1.0,0.04,129.81478692552125,5.19259147702085,0,-1.0,-5.19259147702085,True,False
3,Half Kelly,2022-02-13,2021-22,Burnley,Liverpool,H,A,13.5,0.1217349542942724,0.051473750637814196,0.025736875318907098,0.025736875318907098,1.0,0.025736875318907098,124.62219544850039,3.207385906226526,0,-1.0,-3.207385906226526,False,False
3,Half Kelly,2022-02-13,2021-22,Leicester,West Ham,H,D,3.02,0.5032420637428459,0.25732229331851214,0.12866114665925607,0.04,1.0,0.04,124.62219544850039,4.984887817940016,0,-1.0,-4.984887817940016,True,False
3,Half Kelly,2022-02-13,2021-22,Tottenham,Wolves,A,A,5.9,0.2984940581225204,0.15532958018834087,0.07766479009417043,0.04,1.0,0.04,124.62219544850039,4.984887817940016,1,4.9,24.425950307906078,True,False
3,Half Kelly,2022-02-19,2021-22,Crystal Palace,Chelsea,H,A,6.49,0.259349975190943,0.1244410453532277,0.06222052267661385,0.04,1.0,0.04,140.85587203223992,5.634234881289597,0,-1.0,-5.634234881289597,True,False
3,Half Kelly,2022-02-23,2021-22,Burnley,Tottenham,H,H,4.71,0.3780089944577121,0.21035643231693366,0.10517821615846683,0.04,1.0,0.04,135.22163715095033,5.408865486038013,1,3.71,20.06689095320103,True,False
3,Half Kelly,2022-02-23,2021-22,Liverpool,Leeds,A,H,16.0,0.1164400994474265,0.057536106077254935,0.028768053038627468,0.028768053038627468,1.0,0.028768053038627468,135.22163715095033,3.8900632295285775,0,-1.0,-3.8900632295285775,False,False
3,Half Kelly,2022-02-26,2021-22,Everton,Man City,H,A,12.5,0.145066023228205,0.07072393829152718,0.03536196914576359,0.03536196914576359,1.0,0.03536196914576359,151.3984648746228,5.353747843612384,0,-1.0,-5.353747843612384,False,False
3,Half Kelly,2022-03-06,2021-22,Watford,Arsenal,H,A,6.84,0.2854252388424826,0.16306654686345565,0.08153327343172782,0.04,1.0,0.04,146.0447170310104,5.841788681240416,0,-1.0,-5.841788681240416,True,False
3,Half Kelly,2022-03-10,2021-22,Southampton,Newcastle,A,A,4.41,0.360141055945855,0.17249913686839313,0.08624956843419657,0.04,1.0,0.04,140.20292834977,5.6081171339908,1,3.41,19.123679426908627,True,False
3,Half Kelly,2022-03-13,2021-22,Arsenal,Leicester,A,H,7.92,0.218590327129024,0.10566985417079047,0.052834927085395236,0.04,1.0,0.04,159.32660777667863,6.373064311067146,0,-1.0,-6.373064311067146,True,False
3,Half Kelly,2022-03-14,2021-22,Crystal Palace,Man City,H,D,9.88,0.1596832261959826,0.06505295887571039,0.032526479437855194,0.032526479437855194,1.0,0.032526479437855194,152.9535434656115,4.975040286481303,0,-1.0,-4.975040286481303,False,False
3,Half Kelly,2022-04-02,2021-22,Burnley,Man City,H,A,16.5,0.1214281834158371,0.06474613073298789,0.032373065366493946,0.032373065366493946,1.0,0.032373065366493946,147.9785031791302,4.790517756253914,0,-1.0,-4.790517756253914,False,False
3,Half Kelly,2022-04-04,2021-22,Crystal Palace,Arsenal,H,H,4.15,0.4224182729213933,0.23905899448374038,0.11952949724187019,0.04,1.0,0.04,143.1879854228763,5.727519416915052,1,3.1500000000000004,18.041686163282414,True,False
3,Half Kelly,2022-04-08,2021-22,Newcastle,Wolves,A,H,4.47,0.4411852468787445,0.2801435312818409,0.14007176564092044,0.04,1.0,0.04,161.2296715861587,6.449186863446348,0,-1.0,-6.449186863446348,True,False
3,Half Kelly,2022-04-17,2021-22,Newcastle,Leicester,A,H,3.9,0.518143802165978,0.3519864925680393,0.17599324628401966,0.04,1.0,0.04,154.78048472271234,6.191219388908494,0,-1.0,-6.191219388908494,True,False
3,Half Kelly,2022-04-20,2021-22,Chelsea,Arsenal,H,A,1.96,0.7746416112192459,0.539893289572627,0.2699466447863135,0.04,1.0,0.04,148.58926533380384,5.943570613352153,0,-1.0,-5.943570613352153,True,False
3,Half Kelly,2022-04-20,2021-22,Everton,Leicester,A,D,2.9,0.5209322733825891,0.2687913646365833,0.13439568231829166,0.04,1.0,0.04,148.58926533380384,5.943570613352153,0,-1.0,-5.943570613352153,True,False
3,Half Kelly,2022-04-20,2021-22,Newcastle,Crystal Palace,A,H,3.54,0.4507265393274752,0.23447714536191422,0.11723857268095711,0.04,1.0,0.04,148.58926533380384,5.943570613352153,0,-1.0,-5.943570613352153,True,False
3,Half Kelly,2022-04-23,2021-22,Leicester,Aston Villa,H,D,3.05,0.6161053496597131,0.42883966656689015,0.21441983328344508,0.04,1.0,0.04,130.75855349374737,5.230342139749895,0,-1.0,-5.230342139749895,True,False
3,Half Kelly,2022-05-01,2021-22,Tottenham,Leicester,A,H,9.05,0.1914356972534344,0.09099292672591074,0.04549646336295537,0.04,1.0,0.04,125.52821135399748,5.021128454159899,0,-1.0,-5.021128454159899,True,False
3,Half Kelly,2022-05-01,2021-22,West Ham,Arsenal,H,A,4.57,0.362492131501648,0.18391849886905642,0.09195924943452821,0.04,1.0,0.04,125.52821135399748,5.021128454159899,0,-1.0,-5.021128454159899,True,False
3,Half Kelly,2022-05-11,2021-22,Leeds,Chelsea,H,A,4.95,0.3226180895485395,0.1511289982950052,0.0755644991475026,0.04,1.0,0.04,115.48595444567768,4.619438177827107,0,-1.0,-4.619438177827107,True,False
3,Half Kelly,2022-05-11,2021-22,Watford,Everton,H,D,6.01,0.282742903074772,0.1395778138681397,0.06978890693406985,0.04,1.0,0.04,115.48595444567768,4.619438177827107,0,-1.0,-4.619438177827107,True,False
3,Half Kelly,2022-05-15,2021-22,Everton,Brentford,A,A,4.32,0.4186329524356083,0.2435223959403096,0.1217611979701548,0.04,1.0,0.04,106.24707809002346,4.249883123600939,1,3.3200000000000003,14.109611970355118,True,False
3,Half Kelly,2022-05-19,2021-22,Everton,Crystal Palace,A,H,4.64,0.4494333617137635,0.29817879075600623,0.14908939537800311,0.04,1.0,0.04,120.35669006037858,4.814267602415144,0,-1.0,-4.814267602415144,True,False
3,Half Kelly,2022-05-22,2021-22,Arsenal,Everton,A,H,8.84,0.2577063007918652,0.1630259820153174,0.0815129910076587,0.04,1.0,0.04,115.54242245796344,4.621696898318538,0,-1.0,-4.621696898318538,True,False
3,Half Kelly,2022-08-06,2022-23,Everton,Chelsea,H,A,6.89,0.267368321836452,0.14298263793771715,0.07149131896885857,0.04,1.0,0.04,110.92072555964491,4.436829022385797,0,-1.0,-4.436829022385797,True,False
3,Half Kelly,2022-08-06,2022-23,Newcastle,Nott'm Forest,A,H,6.6,0.2732128103486811,0.1434293836252313,0.07171469181261565,0.04,1.0,0.04,110.92072555964491,4.436829022385797,0,-1.0,-4.436829022385797,True,False
3,Half Kelly,2022-08-13,2022-23,Aston Villa,Everton,A,H,5.11,0.3760785580181453,0.2242728543729252,0.1121364271864626,0.04,1.0,0.04,102.04706751487332,4.0818827005949325,0,-1.0,-4.0818827005949325,True,False
3,Half Kelly,2022-08-13,2022-23,Man City,Bournemouth,A,H,36.0,0.0772782383780834,0.05091475947460007,0.025457379737300036,0.025457379737300036,1.0,0.025457379737300036,102.04706751487332,2.597850948804025,0,-1.0,-2.597850948804025,False,False
3,Half Kelly,2022-08-14,2022-23,Nott'm Forest,West Ham,H,H,4.03,0.3797054160366417,0.17498773156028588,0.08749386578014294,0.04,1.0,0.04,95.36733386547436,3.8146933546189747,1,3.0300000000000002,11.558520864495494,True,False
