ForecastSource,EarlierExpectedReturnThreshold,AvailableFixtures,SelectedBets,WinningBets,HitRate,MeanEarlierOdds,MeanClosingOdds,MeanOddsCLV,MedianOddsCLV,PositiveOddsCLVPercentage,OddsCLVBootstrap95Lower,OddsCLVBootstrap95Upper,BootstrapProbabilityMeanOddsCLVPositive,MeanProbabilityCLV,MedianProbabilityCLV,PositiveProbabilityCLVPercentage,ProbabilityCLVBootstrap95Lower,ProbabilityCLVBootstrap95Upper,EarlierPriceProfit,EarlierPriceROI,ClosingPriceProfitSameBets,ClosingPriceROISameBets,ProfitAdvantageFromEarlierPrices
model_market_edges,0.5,1900,215,43,0.2,7.330511627906977,7.353674418604651,0.0011201412527779705,0.0,0.49767441860465117,-0.01618142223813012,0.01908873486477769,0.5461,-0.00048042719283108965,0.00047525038255663565,0.5069767441860465,-0.0036177624822904273,0.0026854591206741155,3.4800000000000075,0.01618604651162794,7.74,0.036000000000000004,-4.259999999999993
