BootstrapIteration,SampledBets,BootstrapProfit,BootstrapROI
415,169,-1.509999999999998,-0.008934911242603538
416,190,-2.4000000000000004,-0.012631578947368423
417,186,32.43000000000001,0.17435483870967747
418,183,6.5299999999999985,0.03568306010928961
419,179,3.380000000000004,0.018882681564245832
420,188,54.150000000000006,0.28803191489361707
421,179,-7.179999999999996,-0.040111731843575395
422,181,6.710000000000001,0.037071823204419894
423,195,-7.949999999999999,-0.040769230769230766
424,184,16.750000000000007,0.09103260869565222
425,187,-42.269999999999996,-0.22604278074866307
426,181,-8.870000000000005,-0.04900552486187848
427,184,-9.900000000000006,-0.053804347826086986
428,175,36.14,0.2065142857142857
429,187,14.520000000000003,0.07764705882352943
430,177,45.62999999999999,0.25779661016949146
431,177,-21.259999999999984,-0.1201129943502824
432,182,53.459999999999994,0.2937362637362637
433,176,67.75999999999999,0.38499999999999995
434,187,24.330000000000002,0.13010695187165777
435,182,-4.589999999999996,-0.025219780219780198
436,164,20.810000000000006,0.12689024390243905
437,182,45.400000000000006,0.24945054945054948
438,191,-13.869999999999997,-0.0726178010471204
439,177,-32.32000000000001,-0.18259887005649722
440,167,4.470000000000001,0.026766467065868268
441,177,-4.459999999999997,-0.025197740112994336
442,181,17.009999999999998,0.09397790055248617
443,174,-16.279999999999998,-0.09356321839080459
444,167,31.23000000000001,0.18700598802395216
445,189,120.53999999999999,0.6377777777777778
446,195,62.279999999999994,0.3193846153846154
447,169,13.079999999999998,0.077396449704142
448,181,16.1,0.08895027624309393
449,187,-17.230000000000004,-0.0921390374331551
450,183,-3.4800000000000004,-0.01901639344262295
451,179,11.780000000000005,0.06581005586592181
452,178,3.509999999999998,0.019719101123595494
453,182,43.279999999999994,0.23780219780219777
454,188,19.0,0.10106382978723404
455,173,84.38,0.48774566473988434
456,182,-7.479999999999998,-0.04109890109890109
457,175,-21.619999999999997,-0.12354285714285713
458,176,11.420000000000002,0.06488636363636364
459,178,0.1399999999999988,0.0007865168539325774
460,185,33.300000000000004,0.18000000000000002
461,193,31.45,0.16295336787564765
462,181,-39.77,-0.21972375690607737
463,172,52.33,0.3042441860465116
464,165,-6.870000000000004,-0.04163636363636366
465,172,54.81999999999999,0.3187209302325581
466,165,-3.980000000000004,-0.024121212121212144
467,177,9.589999999999993,0.05418079096045194
468,180,30.959999999999987,0.17199999999999993
469,176,43.22999999999999,0.24562499999999995
470,191,-20.43,-0.10696335078534032
471,189,48.96,0.259047619047619
472,181,-2.4999999999999964,-0.013812154696132577
473,179,27.289999999999992,0.15245810055865916
474,185,40.29,0.21778378378378377
475,178,-8.410000000000002,-0.047247191011235964
476,161,-0.8799999999999981,-0.005465838509316759
477,188,-3.3499999999999948,-0.017819148936170186
478,179,-7.190000000000003,-0.04016759776536315
479,179,-24.3,-0.13575418994413407
480,177,-52.85000000000001,-0.29858757062146896
481,185,74.46,0.40248648648648644
482,179,-56.84,-0.3175418994413408
483,186,-1.2499999999999964,-0.006720430107526863
484,186,-9.73,-0.05231182795698925
485,178,15.630000000000003,0.08780898876404496
486,182,25.389999999999993,0.13950549450549446
487,176,-17.79,-0.10107954545454545
488,173,3.37,0.01947976878612717
489,180,-7.959999999999994,-0.04422222222222219
490,185,-5.84,-0.03156756756756757
491,179,11.150000000000002,0.0622905027932961
492,178,56.10000000000001,0.31516853932584277
493,173,-0.1999999999999993,-0.0011560693641618457
494,177,-22.989999999999995,-0.12988700564971747
495,192,0.18000000000000327,0.000937500000000017
496,180,-3.4699999999999953,-0.01927777777777775
497,190,9.86,0.05189473684210526
498,186,2.9500000000000064,0.015860215053763477
499,184,-12.889999999999997,-0.07005434782608694
500,186,5.27,0.028333333333333332
501,196,-9.920000000000002,-0.050612244897959194
502,175,-13.559999999999999,-0.07748571428571428
503,171,-18.32,-0.10713450292397661
504,185,43.889999999999986,0.23724324324324317
505,179,11.809999999999995,0.06597765363128488
506,176,32.47,0.18448863636363635
507,184,-24.099999999999994,-0.13097826086956518
508,177,-20.43,-0.11542372881355932
509,182,23.729999999999993,0.13038461538461535
510,179,-39.349999999999994,-0.21983240223463685
511,178,-62.239999999999995,-0.34966292134831456
512,173,28.069999999999993,0.16225433526011557
513,177,-22.939999999999998,-0.12960451977401127
514,169,-6.919999999999999,-0.04094674556213017
515,190,-14.74,-0.07757894736842105
516,179,-29.810000000000002,-0.166536312849162
517,194,69.8,0.3597938144329897
