Season,Date,HomeTeam,AwayTeam,PSH,PSD,PSA,PSCH,PSCD,PSCA,EarlierOverround,ClosingOverround,EarlierMargin,ClosingMargin,EarlierNoVigProbability_H,ClosingNoVigProbability_H,EarlierNoVigProbability_D,ClosingNoVigProbability_D,EarlierNoVigProbability_A,ClosingNoVigProbability_A
2016-17,2016-12-10,Hull,Crystal Palace,3.43,3.37,2.32,3.4,3.32,2.35,1.0193155773075042,1.020854381229549,0.019315577307504217,0.02085438122954897,0.2860205376969537,0.28810930576070903,0.2911128914838431,0.29505169867060566,0.4228665708192032,0.41683899556868537
2016-17,2016-12-10,Leicester,Man City,5.28,4.1,1.7,4.79,4.12,1.76,1.0215316725359767,1.0196685320071421,0.021531672535976654,0.019668532007142137,0.18540192583922968,0.2047413062874826,0.23876150449539824,0.2380366158051072,0.5758365696653722,0.5572220779074101
2016-17,2016-12-10,Swansea,Sunderland,2.14,3.55,3.68,2.15,3.66,3.55,1.0207189909060213,1.020030463630685,0.02071899090602125,0.020030463630684947,0.45780447291510434,0.4559827335099756,0.2759722738136122,0.2678587095755321,0.2662232532712835,0.27615855691449226
2016-17,2016-12-10,Watford,Everton,3.15,3.39,2.45,3.38,3.39,2.33,1.020608833503903,1.020027788259367,0.020608833503902968,0.020027788259366908,0.31104994101454975,0.2900489492257356,0.28902870625245775,0.28919334760560067,0.3999213527329925,0.4207577031686636
2016-17,2016-12-11,Chelsea,West Brom,1.27,6.25,14.32,1.27,6.3,13.0,1.0172339770377865,1.0230548104563852,0.017233977037786508,0.023054810456385244,0.7740614180978154,0.7696572722744829,0.1572892801574761,0.15515313266485606,0.06864930174470849,0.07518959506066103
2016-17,2016-12-11,Liverpool,West Ham,1.29,6.29,11.73,1.31,6.4,9.97,1.019427802274409,1.0199096813340784,0.01942780227440899,0.019909681334078444,0.7604204993429697,0.7484572336125425,0.1559526938239159,0.1531998400050673,0.08362680683311433,0.09834292638239024
2016-17,2016-12-11,Man United,Tottenham,2.22,3.37,3.64,2.18,3.39,3.75,1.0219116302202353,1.020367513734405,0.021911630220235345,0.02036751373440504,0.44079197958963673,0.44955919328658267,0.29037335153976074,0.28909706234948385,0.26883466887060264,0.26134374436393343
2016-17,2016-12-11,Southampton,Middlesbrough,1.68,3.68,6.42,1.63,3.76,7.2,1.0227404655482673,1.018343268212737,0.022740465548267252,0.018343268212736907,0.5820030743762563,0.6024461020811451,0.2656970556935083,0.2611667942532624,0.1522998699302353,0.1363871036655926
2016-17,2016-12-13,Bournemouth,Leicester,2.43,3.47,3.13,2.27,3.48,3.42,1.0191958896765756,1.0202826170190273,0.019195889676575595,0.020282617019027338,0.403771873408404,0.4317711847804793,0.2827566721563175,0.2816438475435885,0.31347145443527846,0.28658496767593217
2016-17,2016-12-13,Everton,Arsenal,4.28,3.77,1.92,4.14,3.78,1.94,1.019730182536338,1.0215600757958447,0.01973018253633807,0.021560075795844735,0.22912419757150632,0.23644805571677305,0.260119778675344,0.25896691816598955,0.5107560237531495,0.5045850261172373
2016-17,2016-12-14,Crystal Palace,Man United,5.56,4.08,1.68,5.41,3.96,1.71,1.020192249561695,1.0221634577116627,0.020192249561695075,0.022163457711662726,0.17629629629629634,0.18083495565650012,0.24024691358024694,0.2470497752781984,0.5834567901234569,0.5721152690653015
2016-17,2016-12-14,Man City,Watford,1.28,6.4,12.25,1.28,6.7,11.0,1.0191326530612246,1.0214128222523744,0.01913265306122458,0.021412822252374397,0.7665832290362953,0.7648719332475404,0.15331664580725907,0.1461247872472913,0.08010012515644555,0.08900327950516834
2016-17,2016-12-14,Middlesbrough,Liverpool,6.48,4.28,1.58,5.53,3.91,1.71,1.0208772398724684,1.0213816237421982,0.020877239872468367,0.021381623742198208,0.15116507805933582,0.17704628925954663,0.2288667536973122,0.2504005062929138,0.619968168243352,0.5725532044475397
2016-17,2016-12-14,Stoke,Southampton,3.29,3.25,2.45,3.32,3.34,2.38,1.0198069407795851,1.0207740841087898,0.019806940779585114,0.02077408410878978,0.2980479496921263,0.2950749083134122,0.3017162321498756,0.29330799269476904,0.40023581815799814,0.4116170989918187
2016-17,2016-12-14,Sunderland,Chelsea,10.45,5.72,1.33,7.26,4.51,1.51,1.0223986539776013,1.021722192483268,0.022398653977601324,0.02172219248326801,0.0935973257906917,0.13481262112666856,0.17099511442530216,0.2170154388868323,0.7354075597840062,0.6481719399864991
2016-17,2016-12-14,Tottenham,Hull,1.25,6.6,14.0,1.23,7.14,14.5,1.022943722943723,1.0220296697316436,0.022943722943723044,0.022029669731643553,0.7820567075751164,0.7954838828649408,0.14811680067710536,0.13703713948513685,0.06982649174777823,0.06747897764992256
2016-17,2016-12-14,West Brom,Swansea,2.06,3.5,4.04,2.08,3.45,4.01,1.0186759313934166,1.0200008618364902,0.01867593139341661,0.02000086183649019,0.47653711866920107,0.47134198485245965,0.28047613270244404,0.28417139956322207,0.242986748628355,0.24448661558431825
2016-17,2016-12-14,West Ham,Burnley,1.65,4.13,5.82,1.65,4.0,6.12,1.0200126625078574,1.0194592988710636,0.02001266250785738,0.01945929887106357,0.5941696886100544,0.5944922045752586,0.23738014193864157,0.24522803438729418,0.16845016945130406,0.16027976103744718
2016-17,2016-12-17,Crystal Palace,Chelsea,5.85,4.3,1.62,6.85,4.44,1.54,1.0207822610923385,1.0205612760357285,0.020782261092338494,0.02056127603572855,0.16745997403721335,0.14304422957034013,0.22782345305062746,0.22068760643171842,0.6047165729121593,0.6362681639979415
2016-17,2016-12-17,Middlesbrough,Swansea,2.07,3.42,4.1,2.14,3.33,3.96,1.0193918872827172,1.020115272451721,0.019391887282717235,0.020115272451721067,0.4739019345419151,0.45807540799099605,0.28683538143326437,0.2943787907209404,0.23926268402482057,0.24754580128806353
2016-17,2016-12-17,Stoke,Leicester,2.59,3.35,2.98,2.82,3.21,2.82,1.020178318585611,1.0207463379068071,0.020178318585611033,0.020746337906807133,0.3784636264723611,0.34740259740259744,0.29260322166072095,0.3051948051948052,0.3289331518669179,0.34740259740259744
2016-17,2016-12-17,Sunderland,Watford,2.67,3.23,2.97,2.67,3.32,2.9,1.0208296951261435,1.0205642406899975,0.02082969512614352,0.020564240689997515,0.36688963594433033,0.3669850659795544,0.3032802872976353,0.2951355801703043,0.3298300767580343,0.33787935385014145
2016-17,2016-12-17,West Brom,Man United,5.53,3.77,1.74,6.1,3.9,1.67,1.020796459469528,1.0191470778493454,0.020796459469528017,0.01914707784934544,0.17714777977915264,0.16085453198320573,0.2598480695434255,0.25159298592245,0.5630041506774218,0.5875524820943443
2016-17,2016-12-17,West Ham,Hull,1.67,4.09,5.7,1.71,3.85,5.64,1.0187397692069213,1.0218405459166937,0.01873976920692133,0.02184054591669371,0.5877873950829882,0.5722960631913531,0.24000121021725923,0.2541886410538218,0.17221139469975266,0.17351529575482516
2016-17,2016-12-18,Bournemouth,Southampton,2.95,3.23,2.69,2.97,3.26,2.65,1.0203277859631827,1.0208072935240433,0.020327785963182743,0.020807293524043313,0.33222955947187094,0.3298373148745594,0.3034294738210586,0.30049595864338696,0.3643409667070704,0.36966672648205345
2016-17,2016-12-18,Man City,Arsenal,2.13,3.56,3.7,2.26,3.5,3.41,1.020652714749882,1.0214472937852896,0.020652714749882062,0.021447293785289645,0.45998365682118186,0.4331871833214769,0.27521494073851616,0.27971515265901076,0.2648014024403019,0.2870976640195125
2016-17,2016-12-18,Tottenham,Burnley,1.22,7.35,15.0,1.23,7.1,15.45,1.0223932195829153,1.018578119597687,0.02239321958291529,0.01857811959768707,0.801719060188922,0.7981794566747799,0.13307445624904557,0.13827615939577173,0.06520648356203232,0.0635443839294485
2016-17,2016-12-19,Everton,Liverpool,4.27,3.85,1.9,3.99,3.4,2.1,1.02024808668467,1.02093468966534,0.02024808668466993,0.020934689665339956,0.22954420647995608,0.2454873646209386,0.2545853926414058,0.28808664259927796,0.5158704008786381,0.4664259927797833
2016-17,2016-12-26,Arsenal,West Brom,1.35,5.58,10.12,1.35,5.55,10.25,1.0187664395238027,1.018481896530677,0.018766439523802747,0.018481896530677,0.7270957424618165,0.7272988781282961,0.17591026027302015,0.17691053792309908,0.09699399726516329,0.09579058394860486
2016-17,2016-12-26,Burnley,Middlesbrough,3.06,3.18,2.64,2.97,3.18,2.71,1.0200506732138253,1.0201694355422686,0.020050673213825254,0.020169435542268577,0.3203736777029812,0.3300435446993807,0.30828410495947245,0.3082482162758367,0.37134221733754635,0.36170823902478255
2016-17,2016-12-26,Chelsea,Bournemouth,1.42,4.78,9.52,1.38,5.05,10.4,1.0184723898399008,1.0188113292934644,0.01847238983990085,0.018811329293464407,0.6914525706714318,0.711257973212714,0.2054105963082496,0.19436356495713766,0.1031368330203186,0.09437846183014856
2016-17,2016-12-26,Hull,Man City,9.86,5.82,1.34,9.6,5.05,1.39,1.0195098408544883,1.0216109290785194,0.01950984085448826,0.02161092907851936,0.09947905771183373,0.10196314830013001,0.16853324897571828,0.19383093538242538,0.7319876933124481,0.7042059163174447
2016-17,2016-12-26,Leicester,Everton,2.57,3.33,3.03,2.7,3.28,2.9,1.0194383619663892,1.0200760053577547,0.01943836196638915,0.020076005357754667,0.38168571331298157,0.36308115123291856,0.2945742592235323,0.2988777769295366,0.323740027463486,0.3380410718375449
2016-17,2016-12-26,Man United,Sunderland,1.24,6.95,15.0,1.21,7.65,16.0,1.0170031716562236,1.0196652352401014,0.01700317165622356,0.019665235240101442,0.7929686311497854,0.8105074611052435,0.1414792953418322,0.12819791214867252,0.06555207350838226,0.06129462674608405
2016-17,2016-12-26,Swansea,West Ham,2.71,3.43,2.78,2.44,3.46,3.11,1.0202611097571008,1.0203968149743616,0.020261109757100826,0.020396814974361632,0.36167573820857596,0.40164381107370273,0.2857554666312655,0.28324014422538574,0.3525687951601586,0.3151160447009115
2016-17,2016-12-26,Watford,Crystal Palace,2.54,3.36,3.05,2.47,3.26,3.24,1.0191886874796388,1.0202487411614525,0.019188687479638755,0.020248741161452477,0.3862884196400974,0.3968231307340311,0.2920156505612641,0.3006604702187291,0.32169592979863854,0.30251639904723976
2016-17,2016-12-27,Liverpool,Stoke,1.3,6.15,11.02,1.34,5.75,10.0,1.0225764968804232,1.0201817001946787,0.02257649688042318,0.020181700194678687,0.7522476524518835,0.7315056294128872,0.15901169889226807,0.1704726162457859,0.08874064865584834,0.0980217543413269
2016-17,2016-12-28,Southampton,Tottenham,3.01,3.3,2.6,3.11,3.2,2.59,1.0198716012669502,1.0201437944605147,0.0198716012669502,0.02014379446051473,0.3257526861308326,0.31519420115687835,0.2971259349253958,0.3063293642493411,0.3771213789437715,0.37847643459378055
2016-17,2016-12-30,Hull,Everton,4.28,3.43,2.02,4.05,3.41,2.08,1.0202395542679523,1.0209379429809537,0.02023955426795232,0.02093794298095375,0.2290098034679024,0.2418497440950923,0.2857615040357499,0.2872408984120597,0.48522869249634765,0.4709093574928479
2016-17,2016-12-31,Burnley,Sunderland,2.38,3.26,3.41,2.33,3.36,3.41,1.0201716654493689,1.0200587289400802,0.02017166544936888,0.020058728940080206,0.41186016183052254,0.42074494063903467,0.30068318563087226,0.2917665808598068,0.28745665253860514,0.28748847850115855
2016-17,2016-12-31,Chelsea,Stoke,1.28,6.15,12.85,1.25,6.85,13.0,1.0216726376894119,1.022908478382931,0.021672637689411856,0.022908478382930975,0.764677423256489,0.7820836535294764,0.15915237427126927,0.14271599516961248,0.07617020247224171,0.07520035130091118
2016-17,2016-12-31,Leicester,West Ham,2.1,3.56,3.8,2.11,3.44,3.91,1.0202472473318127,1.020385799411029,0.020247247331812712,0.020385799411029026,0.46674027049406563,0.4644651557897572,0.27532431686447695,0.284889964743136,0.2579354126414573,0.25064487946710684
2016-17,2016-12-31,Liverpool,Man City,2.37,3.52,3.18,2.48,3.51,3.01,1.0204972461659827,1.0203520049731603,0.020497246165982697,0.020352004973160254,0.4134660136078544,0.39518303927105974,0.2783847875711975,0.27921764598069176,0.3081491988209481,0.32559931474824855
2016-17,2016-12-31,Man United,Middlesbrough,1.25,6.2,16.45,1.26,6.3,14.75,1.0220805961368762,1.020177562550444,0.022080596136876185,0.020177562550443895,0.7827171389651004,0.7779535864978903,0.1578058747913509,0.15559071729957805,0.05947698624354866,0.06645569620253165
2016-17,2016-12-31,Southampton,West Brom,1.78,3.59,5.55,1.69,3.8,6.05,1.0205294650225951,1.0201631272665503,0.020529465022595117,0.02016312726655034,0.5504963571008215,0.5800209402949301,0.2729480544956719,0.2579566813416926,0.1765555884035067,0.16202237836337716
2016-17,2016-12-31,Swansea,Bournemouth,2.83,3.49,2.63,2.75,3.41,2.75,1.0201179786308914,1.0205278592375366,0.020117978630891376,0.02052785923753664,0.34638825886943697,0.3563218390804598,0.2808821697995721,0.28735632183908044,0.3727295713309911,0.3563218390804598
2016-17,2017-01-01,Arsenal,Crystal Palace,1.34,5.6,10.4,1.37,5.5,9.2,1.0209939314416925,1.020440841291365,0.02099393144169248,0.02044084129136503,0.7309236947791166,0.7153055598750335,0.17489959839357433,0.17817611218705381,0.09417670682730925,0.1065183279379126
2016-17,2017-01-01,Watford,Tottenham,5.71,3.94,1.69,6.51,4.28,1.58,1.0206544314417294,1.0201660832473332,0.020654431441729404,0.020166083247333155,0.1715873101770607,0.15057335619336024,0.24867094952056254,0.2290262964529848,0.5797417403023767,0.620400347353655
2016-17,2017-01-02,Everton,Southampton,2.28,3.33,3.55,2.48,3.25,3.24,1.020586932373441,1.0195600894525627,0.02058693237344089,0.019560089452562712,0.42974927202730856,0.39548998692967563,0.29424274481149054,0.3017892823340294,0.27600798316120095,0.3027207307362949
2016-17,2017-01-02,Man City,Burnley,1.18,8.55,17.5,1.19,7.75,18.5,1.0215595485889866,1.0234224465723516,0.021559548588986566,0.023422446572351596,0.8295724202168948,0.8211038728613359,0.11449069659133751,0.12607917531677287,0.05593688319176776,0.05281695182189134
2016-17,2017-01-02,Middlesbrough,Leicester,2.8,3.16,2.88,2.78,3.06,2.99,1.020820775567611,1.0209577763718594,0.020820775567611083,0.02095777637185936,0.34985853118464755,0.3523282142912155,0.3100012301636117,0.32008903128417615,0.34014023865174065,0.3275827544246084
2016-17,2017-01-02,Sunderland,Liverpool,9.95,5.55,1.35,10.0,6.2,1.32,1.021423433483735,1.0188660801564027,0.0214234334837351,0.018866080156402676,0.09839456318329558,0.09814832581790273,0.17640106372500738,0.15830375131919794,0.7252043730916969,0.7435479228628994
2016-17,2017-01-02,West Brom,Hull,1.76,3.72,5.48,2.01,3.27,4.65,1.019480774307711,1.0183765988053224,0.019480774307711002,0.018376598805322386,0.5573247014566293,0.4885348292513663,0.26368050391496434,0.3002920510077205,0.17899479462840645,0.21117311974091313
2016-17,2017-01-02,West Ham,Man United,5.77,4.13,1.65,6.5,4.57,1.54,1.021501581969226,1.0220151839407858,0.021501581969225914,0.022015183940785832,0.16966221919029206,0.15053216064064612,0.23703414158062594,0.21410482366831501,0.5933036392290819,0.6353630156910387
2016-17,2017-01-03,Bournemouth,Arsenal,4.52,3.87,1.85,5.45,4.3,1.65,1.0201774114101752,1.0221049841276,0.02017741141017515,0.02210498412759998,0.21686320004604126,0.17951799607818328,0.2532872517333608,0.22752862293630208,0.529849548220598,0.5929533809855145
2016-17,2017-01-03,Crystal Palace,Swansea,1.8,3.77,5.0,1.88,3.71,4.58,1.020807544945476,1.0197972839464744,0.020807544945476097,0.019797283946474398,0.5442314355006351,0.5215888510298676,0.25984524771913614,0.2643091751849464,0.19592331678022865,0.21410197378518586
2016-17,2017-01-03,Stoke,Watford,1.89,3.58,4.7,1.85,3.57,5.02,1.0211960954858852,1.0198557726094637,0.02119609548588519,0.019855772609463695,0.5181184411489383,0.5300166504499761,0.27353180272946737,0.27465848832841905,0.20834975612159432,0.1953248612216048
2016-17,2017-01-04,Tottenham,Chelsea,2.77,3.35,2.77,2.71,3.09,3.05,1.0205291233363867,1.0204971379651724,0.02052912333638668,0.020497137965172385,0.35374868004223864,0.36159208713968366,0.29250263991552267,0.31712445182800736,0.35374868004223864,0.3212834610323091
2016-17,2017-01-14,Burnley,Southampton,3.75,3.35,2.2,4.33,3.45,2.0,1.0197195838986883,1.0208019546808582,0.01971958389868833,0.020801954680858215,0.26150980218220526,0.2262406347853173,0.29273485318903575,0.2839483909044707,0.445755344628759,0.489810974310212
2016-17,2017-01-14,Hull,Bournemouth,3.34,3.62,2.25,3.0,3.46,2.51,1.0200887359718869,1.0207570488757878,0.020088735971886873,0.020757048875787776,0.29350505210660593,0.3265550149278425,0.27080300387736567,0.2831401863536207,0.4356919440160283,0.3903047987185369
2016-17,2017-01-14,Leicester,Chelsea,6.1,3.96,1.66,4.98,3.62,1.84,1.0188693173089778,1.0205245676436228,0.018869317308977784,0.02052456764362276,0.1608983835753238,0.1967647024069763,0.24784852015390788,0.2706873530350117,0.5912530962707682,0.532547944558012
2016-17,2017-01-14,Sunderland,Stoke,3.09,3.45,2.46,3.39,3.51,2.27,1.0199837329736743,1.0204141699989815,0.019983732973674284,0.02041416999898149,0.31728407523300023,0.2890838440020463,0.2841761717304263,0.279200635660096,0.3985397530365734,0.4317155203378577
2016-17,2017-01-14,Swansea,Arsenal,6.54,4.71,1.53,6.95,4.92,1.49,1.0188141950716672,1.0182778642039716,0.01881419507166715,0.018277864203971594,0.15008153549136846,0.14130218984855522,0.20839346966317407,0.1996037031397274,0.6415249948454573,0.6590941070117173
2016-17,2017-01-14,Tottenham,West Brom,1.32,5.51,12.56,1.34,5.38,11.29,1.0186817952374498,1.020716221920352,0.01868179523744984,0.02071622192035205,0.7436824346106728,0.7311225595223765,0.17815985729330092,0.18210115794795254,0.07815770809602612,0.08677628252967091
2016-17,2017-01-14,Watford,Middlesbrough,2.51,3.18,3.25,2.35,3.14,3.62,1.0205640909993312,1.0202463463958868,0.020564090999331208,0.02024634639588685,0.39037859357943366,0.4170874185404802,0.3081290156869114,0.31215141196500906,0.3014923907336549,0.2707611694945107
2016-17,2017-01-14,West Ham,Crystal Palace,2.41,3.41,3.2,2.43,3.29,3.29,1.020692891300909,1.019425369307166,0.02069289130090901,0.019425369307165985,0.40652556990697447,0.40368098159509197,0.2873098602568353,0.298159509202454,0.30616456983619017,0.298159509202454
2016-17,2017-01-15,Everton,Man City,4.54,3.9,1.84,4.75,3.93,1.8,1.0201528344604385,1.0205347975536807,0.020152834460438473,0.020534797553680706,0.21591305708336841,0.20629018853068543,0.2513449433739725,0.2493329250688946,0.532741999542659,0.5443768864004199
2016-17,2017-01-15,Man United,Liverpool,2.16,3.34,3.88,2.03,3.41,4.28,1.02009611933064,1.019510829216317,0.020096119330639928,0.019510829216317083,0.45384249012411393,0.48318352617900723,0.293502927744936,0.2876429789276787,0.2526545821309501,0.22917349489331415
2016-17,2017-01-21,Bournemouth,Watford,1.84,3.77,4.73,1.92,3.66,4.43,1.0201467407457436,1.0197910113606927,0.02014674074574363,0.019791011360692723,0.5327451818081327,0.5107255580125116,0.26001356353500377,0.26792160420328476,0.20724125465686344,0.2213528377842037
2016-17,2017-01-21,Crystal Palace,Everton,3.19,3.45,2.4,3.02,3.31,2.58,1.0200013629548863,1.0208375306647535,0.020001362954886304,0.020837530664753467,0.3073325538667112,0.3243668241693128,0.28417125995211845,0.295947978547228,0.4084961861811703,0.3796851972834591
2016-17,2017-01-21,Liverpool,Swansea,1.22,7.55,14.0,1.27,6.5,13.0,1.0235510337019402,1.0181708055723804,0.023551033701940227,0.018170805572380377,0.8008121765877977,0.7733491969066032,0.12940276230955142,0.15110053539559787,0.06978506110265094,0.07555026769779893
2016-17,2017-01-21,Man City,Tottenham,2.13,3.52,3.75,2.15,3.58,3.62,1.020241143832693,1.0206889819309668,0.020241143832693043,0.0206889819309668,0.4601692167710763,0.4556885469556534,0.27845466810295244,0.27366770278062985,0.26137611512597136,0.27064375026371684
2016-17,2017-01-21,Middlesbrough,West Ham,2.47,3.17,3.33,2.58,3.11,3.21,1.0206160131446533,1.0206667873357136,0.020616013144653333,0.020666787335713588,0.3966803326431452,0.37974871332549726,0.3090853065074349,0.3150326946558788,0.29423436084942,0.30521859201862395
2016-17,2017-01-21,Stoke,Man United,6.08,4.08,1.64,5.92,4.35,1.61,1.019327820987188,1.0199219888125435,0.019327820987188105,0.01992198881254348,0.16135504282737867,0.16561945008714324,0.24045065205648586,0.22539474586572142,0.5981943051161356,0.6089858040471354
2016-17,2017-01-21,West Brom,Sunderland,1.7,3.91,5.68,1.68,3.99,5.68,1.020046107849141,1.0219209996823044,0.02004610784914096,0.021920999682304432,0.5766752008475324,0.5824697754749568,0.25072834819457934,0.24525043177892916,0.17259645095788823,0.172279792746114
2016-17,2017-01-22,Arsenal,Burnley,1.22,7.35,15.7,1.21,7.55,17.0,1.0194208204321722,1.017720141529328,0.019420820432172192,0.017720141529327993,0.8040566905432146,0.8120565244486906,0.1334624710833635,0.13014415822290273,0.06248083837342177,0.0577993173284068
2016-17,2017-01-22,Chelsea,Hull,1.18,8.5,18.0,1.18,8.5,17.5,1.020660241497729,1.0222475430850306,0.02066024149772905,0.02224754308503063,0.8303033592011723,0.8290141002062086,0.11526564280675096,0.11508666332274424,0.05443099799207684,0.055899236471047206
2016-17,2017-01-22,Southampton,Leicester,1.86,3.48,5.1,1.83,3.6,5.07,1.02106916181378,1.021464523986592,0.021069161813779935,0.021464523986592043,0.5265406386841824,0.534965311667414,0.28142689308982166,0.2719407000976022,0.19203246822599598,0.19309398823498378
2016-17,2017-01-31,Arsenal,Watford,1.24,6.92,14.64,1.23,7.28,14.2,1.019266294352419,1.0207933026552056,0.01926629435241889,0.020793302655205625,0.7912079673110325,0.7964473590947053,0.1417771502118035,0.13456459501188014,0.06701488247716395,0.06898804589341462
2016-17,2017-01-31,Bournemouth,Crystal Palace,2.12,3.57,3.73,2.18,3.36,3.79,1.0199066727707826,1.020186886693386,0.01990667277078262,0.020186886693386086,0.4624914473067265,0.44963878904291454,0.27464478103368634,0.29172992860522434,0.2628637716595872,0.25863128235186117
2016-17,2017-01-31,Burnley,Leicester,2.89,3.29,2.7,3.0,3.2,2.67,1.0203424993972,1.0203651685393258,0.020342499397199898,0.020365168539325795,0.3391221687326536,0.32668043129158064,0.29789150992017294,0.30626290433585684,0.3629863213471737,0.36705666437256257
2016-17,2017-01-31,Liverpool,Chelsea,2.63,3.33,2.95,2.58,3.2,3.12,1.0195114880298872,1.0206097197376267,0.019511488029887225,0.02060971973762671,0.372951302017092,0.37976994705130546,0.29455313042190745,0.30618951981011505,0.33249556756100057,0.3140405331385795
2016-17,2017-01-31,Middlesbrough,West Brom,2.73,3.05,3.06,2.71,3.01,3.13,1.0209666043802976,1.0207184215495366,0.020966604380297627,0.020718421549536625,0.3587780097104174,0.36151369686923224,0.32113572672440643,0.325482431400538,0.32008626356517633,0.3130038717302298
2016-17,2017-01-31,Sunderland,Tottenham,9.13,5.41,1.38,8.75,5.71,1.37,1.0190095899000795,1.0193440700963678,0.019009589900079504,0.01934407009636785,0.10748576488118804,0.11211691678837138,0.18139464572370553,0.171807884745753,0.7111195893951064,0.7160751984658756
2016-17,2017-01-31,Swansea,Southampton,3.29,3.42,2.36,3.25,3.46,2.36,1.0200778421591905,1.0204384622920921,0.020077842159190507,0.02043846229209212,0.29796879730058995,0.3015295082088285,0.2866424979879944,0.28322858430020015,0.41538870471141565,0.41524190749097145
2016-17,2017-02-01,Man United,Hull,1.2,7.88,17.01,1.2,8.0,15.75,1.0190258343106622,1.0218253968253967,0.019025834310662182,0.021825396825396748,0.8177744913572836,0.8155339805825244,0.12453418650110917,0.12233009708737864,0.0576913221416073,0.06213592233009709
2016-17,2017-02-01,Stoke,Everton,2.85,3.4,2.67,3.2,3.37,2.43,1.0195266752472723,1.0207585387893663,0.01952667524727225,0.020758538789366288,0.34415695194768264,0.3061448796408104,0.2884845038384987,0.29070136939186736,0.3673585442138186,0.40315375096732226
2016-17,2017-02-01,West Ham,Man City,5.94,4.55,1.58,5.73,4.68,1.58,1.0210417805354512,1.021106675888305,0.02104178053545125,0.02110667588830495,0.16488078309771292,0.1709126714466002,0.21525095639569555,0.20925846311731178,0.6198682605065916,0.619828865436088
2016-17,2017-02-04,Chelsea,Arsenal,1.94,3.58,4.42,2.08,3.36,4.13,1.0210378703557235,1.0205190289936052,0.021037870355723465,0.02051902899360525,0.5048430939649562,0.4711026615969581,0.27357419058436167,0.29163498098859314,0.22158271545068212,0.23726235741444868
2016-17,2017-02-04,Crystal Palace,Sunderland,1.73,3.91,5.37,1.7,3.82,5.81,1.0200088970766148,1.0221324384166082,0.020008897076614796,0.02213243841660817,0.5666957256329771,0.5754981174737847,0.25073749497315867,0.2561117276715795,0.18256677939386412,0.1683901548546358
2016-17,2017-02-04,Everton,Bournemouth,1.74,4.0,5.14,1.7,4.03,5.41,1.0192651728610402,1.0212171354830075,0.019265172861040236,0.02121713548300752,0.5638499764148356,0.576013928555388,0.2452747397404535,0.24298354306306688,0.1908752838447109,0.1810025283815452
2016-17,2017-02-04,Hull,Liverpool,7.68,4.59,1.49,7.15,4.43,1.53,1.0192141966779256,1.0191885454134824,0.019214196677925566,0.01918854541348236,0.1277536495839054,0.13722695421718945,0.21375774048026,0.2214836845717618,0.6584886099358346,0.6412893612110487
2016-17,2017-02-04,Southampton,West Ham,1.85,3.67,4.84,1.78,3.86,5.0,1.019631674821172,1.0208651103219422,0.019631674821172007,0.02086511032194216,0.5301331391409972,0.550315362067589,0.2672333262699851,0.25377236903634937,0.2026335345890176,0.1959122688960617
2016-17,2017-02-04,Tottenham,Middlesbrough,1.29,5.95,13.45,1.29,6.15,12.5,1.0176104677195508,1.0177954244658725,0.01761046771955077,0.017795424465872456,0.7617785223719343,0.7616400897620711,0.16515870485038575,0.15975865297448322,0.07306277277767996,0.07860125726344575
2016-17,2017-02-04,Watford,Burnley,2.12,3.28,4.1,2.13,3.23,4.14,1.0204786010124252,1.0206269850147385,0.020478601012425157,0.020626985014738475,0.4622322435174746,0.4599952528869671,0.2987598647125141,0.30334052280162227,0.2390078917700113,0.2366642243114106
2016-17,2017-02-04,West Brom,Stoke,2.31,3.29,3.53,2.41,3.2,3.41,1.020137919661758,1.020692891300909,0.02013791966175793,0.02069289130090901,0.4243548098319564,0.40652556990697447,0.29795124945648,0.30616456983619017,0.27769394071156356,0.2873098602568353
2016-17,2017-02-05,Leicester,Man United,5.95,3.89,1.68,5.29,3.84,1.75,1.0203747308692113,1.0208811549194348,0.020374730869211266,0.020881154919434763,0.16471127891180468,0.1851693665940134,0.25193627494222054,0.25509009095894036,0.5833524461459749,0.5597405424470462
2016-17,2017-02-05,Man City,Swansea,1.23,7.55,13.6,1.22,7.8,14.5,1.0189878729718345,1.0168427765940484,0.018987872971834463,0.016842776594048425,0.79785849434125,0.8060952489558537,0.1299822447734752,0.12608156458027456,0.07215926088527483,0.06782318646387182
2016-17,2017-02-11,Arsenal,Hull,1.3,6.2,11.44,1.3,6.06,11.42,1.0179336792240017,1.021812945136626,0.017933679224001686,0.021812945136626016,0.7556786703601108,0.7528097709976808,0.1584487534626039,0.1614938452635289,0.08587257617728535,0.0856963837387903
2016-17,2017-02-11,Liverpool,Tottenham,2.22,3.41,3.61,2.22,3.47,3.55,1.0207138926645674,1.0203250293358668,0.020713892664567357,0.020325029335866773,0.44130921866317724,0.4414774091581878,0.28730394880711246,0.2824437603259876,0.2713868325297102,0.2760788305158245
2016-17,2017-02-11,Man United,Watford,1.27,6.4,13.0,1.27,6.45,12.75,1.0205746517262264,1.0208717070420916,0.02057465172622641,0.020871707042091625,0.7715276618631651,0.7713031611823131,0.15310002040097184,0.15186899452737018,0.07537231773586307,0.07682784429031668
