Season,Date,HomeTeam,AwayTeam,Outcome,EarlierOdds,ClosingOdds,EarlierNoVigProbability,ClosingNoVigProbability
2017-18,2018-03-10,West Ham,Burnley,H,2.32,2.25,0.4224425337778558,0.43545644898616614
2017-18,2018-03-11,Arsenal,Watford,H,1.48,1.52,0.663265306122449,0.6446585434967412
2017-18,2018-03-11,Bournemouth,Tottenham,H,6.49,7.75,0.15072648822799448,0.12607249168271756
2017-18,2018-03-12,Stoke,Man City,H,13.25,13.75,0.0739476678043231,0.07108772132425421
2017-18,2018-03-17,Bournemouth,West Brom,H,1.85,1.8,0.5295536432123396,0.5446335533171239
2017-18,2018-03-17,Huddersfield,Crystal Palace,H,2.94,2.79,0.3333741880132369,0.3513569504868449
2017-18,2018-03-17,Liverpool,Watford,H,1.2,1.17,0.8142650430032354,0.8379317392192928
2017-18,2018-03-17,Stoke,Everton,H,2.49,2.78,0.3937228337567033,0.35212765957446807
2017-18,2018-03-31,Brighton,Leicester,H,2.82,2.7,0.34792196257388747,0.3628774016468435
2017-18,2018-03-31,Crystal Palace,Liverpool,H,6.65,7.0,0.14742870638247624,0.14034844859295587
2017-18,2018-03-31,Everton,Man City,H,10.3,10.55,0.09512369493948901,0.09304901347719532
2017-18,2018-03-31,Man United,Swansea,H,1.24,1.23,0.7925167325215708,0.7975413921830903
2017-18,2018-03-31,Newcastle,Huddersfield,H,1.78,1.78,0.5517444031900169,0.5503687485916336
2017-18,2018-03-31,Watford,Bournemouth,H,2.35,2.22,0.41699812368907063,0.44114541811208546
2017-18,2018-03-31,West Brom,Burnley,H,2.67,2.62,0.36727681352744895,0.3739330920861772
2017-18,2018-03-31,West Ham,Southampton,H,2.97,2.91,0.32999080071914705,0.3371045472063127
2017-18,2018-04-01,Arsenal,Stoke,H,1.31,1.31,0.7463391205475515,0.748716044799208
2017-18,2018-04-01,Chelsea,Tottenham,H,2.43,2.3,0.4034117620721306,0.4260713894267656
2017-18,2018-04-07,Bournemouth,Crystal Palace,H,2.48,2.67,0.39518086732400276,0.3674270628849929
2017-18,2018-04-07,Brighton,Huddersfield,H,1.88,1.76,0.5208257746172267,0.556167340241606
2017-18,2018-04-07,Everton,Liverpool,H,4.25,3.78,0.230612722245185,0.2592702242617127
2017-18,2018-04-07,Leicester,Newcastle,H,1.97,1.86,0.4968905351398772,0.5263376267272792
2017-18,2018-04-07,Man City,Man United,H,1.88,1.86,0.5212357604691726,0.5265536723163841
2017-18,2018-04-07,Stoke,Tottenham,H,11.07,11.3,0.08881476625048454,0.08673247993057062
2017-18,2018-04-07,Watford,Burnley,H,2.32,2.33,0.4123010539444481,0.42057445926664927
2017-18,2018-04-07,West Brom,Swansea,H,2.35,2.53,0.4172874933318618,0.3873512552261678
2017-18,2018-04-08,Arsenal,Southampton,H,1.56,1.79,0.627826071716499,0.5468223908754446
2017-18,2018-04-08,Chelsea,West Ham,H,1.28,1.31,0.7637287168729657,0.7469130617387651
2017-18,2018-04-14,Burnley,Leicester,H,2.67,2.63,0.36710264223368344,0.37255463307567516
2017-18,2018-04-14,Crystal Palace,Brighton,H,1.91,1.89,0.5133062360940199,0.5179796643795983
2017-18,2018-04-14,Huddersfield,Watford,H,2.72,2.57,0.35661136958190387,0.38109042765673323
2017-18,2018-04-14,Liverpool,Bournemouth,H,1.25,1.24,0.7862874156987038,0.7925720995319361
2017-18,2018-04-14,Southampton,Chelsea,H,4.48,4.81,0.218300588659,0.20379842716805438
2017-18,2018-04-14,Swansea,Everton,H,2.61,2.77,0.3755957074776288,0.35348311409664357
2017-18,2018-04-14,Tottenham,Man City,H,2.7,2.8,0.36292567278620147,0.3497998924795413
2017-18,2018-04-15,Man United,West Brom,H,1.22,1.2,0.8055440867235734,0.8137829912023462
2017-18,2018-04-15,Newcastle,Arsenal,H,3.27,2.9,0.2997225427671204,0.33799385261263964
2017-18,2018-04-16,West Ham,Stoke,H,2.01,2.01,0.48762972832681456,0.48751450936039764
2017-18,2018-04-17,Brighton,Tottenham,H,6.56,6.59,0.1495575356894932,0.14838333016274935
2017-18,2018-04-18,Bournemouth,Man United,H,4.99,4.65,0.1963147667137,0.21058058731226184
2017-18,2018-04-19,Burnley,Chelsea,H,4.64,4.58,0.21113252726927376,0.21396453323098336
2017-18,2018-04-19,Leicester,Southampton,H,2.42,2.42,0.40465078195365595,0.4049069468507237
2017-18,2018-04-21,Watford,Crystal Palace,H,2.96,3.1,0.33098889157208405,0.31591852131271214
2017-18,2018-04-21,West Brom,Liverpool,H,7.57,6.55,0.12962823636535503,0.1497071783776436
2017-18,2018-04-22,Arsenal,West Ham,H,1.55,1.53,0.6328518642929124,0.6415819019140472
2017-18,2018-04-22,Man City,Swansea,H,1.14,1.13,0.8576979724859766,0.8560232127370259
2017-18,2018-04-22,Stoke,Burnley,H,2.27,2.22,0.43254701519686767,0.44145939359185715
2017-18,2018-04-23,Everton,Newcastle,H,2.31,2.18,0.42423532598153146,0.4495532718861462
2017-18,2018-04-28,Burnley,Brighton,H,2.28,2.32,0.4297276557545572,0.42217638410392583
2017-18,2018-04-28,Crystal Palace,Leicester,H,2.08,2.1,0.47105534630424867,0.46659120165378815
2017-18,2018-04-28,Huddersfield,Everton,H,2.63,2.77,0.37267436313328883,0.35392034429095665
2017-18,2018-04-28,Liverpool,Stoke,H,1.32,1.29,0.737281473439898,0.7534807534807535
2017-18,2018-04-28,Newcastle,West Brom,H,1.93,1.97,0.5082050145051541,0.49746983759071073
2017-18,2018-04-28,Southampton,Bournemouth,H,1.71,1.68,0.5720505606590075,0.5819187727901421
2017-18,2018-04-28,Swansea,Chelsea,H,7.49,7.8,0.13115254034460594,0.12461192591799596
2017-18,2018-04-29,Man United,Arsenal,H,1.45,1.41,0.6764345083762455,0.692272080949704
2017-18,2018-04-29,West Ham,Man City,H,11.03,10.0,0.08861805412104937,0.09734081483288608
2017-18,2018-04-30,Tottenham,Watford,H,1.16,1.17,0.8408009479550461,0.8324038840047239
2017-18,2018-05-04,Brighton,Man United,H,4.8,5.2,0.20448898961375786,0.18826244253094035
2017-18,2018-05-05,Bournemouth,Swansea,H,2.11,2.01,0.4641041765831998,0.487405365454146
2017-18,2018-05-05,Everton,Southampton,H,2.9,2.84,0.33830675778283986,0.3450334306647251
2017-18,2018-05-05,Leicester,West Ham,H,2.28,2.21,0.43033072236727593,0.44329306692620374
2017-18,2018-05-05,Stoke,Crystal Palace,H,2.74,2.58,0.3577750932616111,0.3796510904835664
2017-18,2018-05-05,Watford,Newcastle,H,2.41,2.18,0.4066095753914005,0.44937048707767524
2017-18,2018-05-05,West Brom,Tottenham,H,7.56,7.95,0.1290897751036431,0.12261790182868143
2017-18,2018-05-06,Arsenal,Burnley,H,1.57,1.47,0.6236054763925294,0.6648030954780609
2017-18,2018-05-06,Chelsea,Liverpool,H,2.29,2.24,0.42792406791477255,0.4376009409767309
2017-18,2018-05-06,Man City,Huddersfield,H,1.09,1.08,0.8907386024793492,0.8956252152945229
2017-18,2018-05-08,Swansea,Southampton,H,3.09,3.34,0.3169694056374172,0.293230430981762
2017-18,2018-05-09,Chelsea,Huddersfield,H,1.19,1.25,0.8249792729885587,0.7750132345156168
2017-18,2018-05-09,Leicester,Arsenal,H,3.75,3.89,0.2612869356532173,0.25192063030033457
2017-18,2018-05-09,Man City,Brighton,H,1.13,1.2,0.8606436935515966,0.8086798771978789
2017-18,2018-05-09,Tottenham,Newcastle,H,1.19,1.22,0.8179530201342283,0.7927353345168002
2017-18,2018-05-10,West Ham,Man United,H,4.65,4.61,0.210995515854974,0.21249669176912156
2017-18,2018-05-13,Burnley,Bournemouth,H,2.21,2.35,0.4410840776101016,0.4147167166271457
2017-18,2018-05-13,Crystal Palace,West Brom,H,1.75,1.79,0.5566406082642362,0.5445720339356093
2017-18,2018-05-13,Huddersfield,Arsenal,H,5.88,5.7,0.16572702242034879,0.17075401113974562
2017-18,2018-05-13,Liverpool,Brighton,H,1.21,1.22,0.808709601663484,0.7947199844705426
2017-18,2018-05-13,Man United,Watford,H,1.4,1.53,0.6983977379830348,0.6355244070159574
2017-18,2018-05-13,Newcastle,Chelsea,H,5.96,4.85,0.16355407910257339,0.20007171029042667
2017-18,2018-05-13,Southampton,Man City,H,8.06,6.32,0.1211628372962864,0.15366633596334728
2017-18,2018-05-13,Swansea,Stoke,H,1.91,2.08,0.5105525323198296,0.4697543316660679
2017-18,2018-05-13,Tottenham,Leicester,H,1.33,1.38,0.7338637574619116,0.7041092017215922
2017-18,2018-05-13,West Ham,Everton,H,2.36,2.35,0.4137627131249652,0.41534450651769084
2018-19,2018-08-10,Man United,Leicester,H,1.58,1.55,0.6200772493183884,0.6319531238957887
2018-19,2018-08-11,Bournemouth,Cardiff,H,1.89,1.88,0.5172436322229585,0.5206230170175944
2018-19,2018-08-11,Fulham,Crystal Palace,H,2.5,2.62,0.3912551828119111,0.37332988010176876
2018-19,2018-08-11,Huddersfield,Chelsea,H,6.41,7.24,0.15264105304607076,0.13485831341754867
2018-19,2018-08-11,Newcastle,Tottenham,H,3.83,4.74,0.25548166013535134,0.2061552723059096
2018-19,2018-08-11,Watford,Brighton,H,2.43,2.58,0.40251359843237944,0.3789451160800257
2018-19,2018-08-11,Wolves,Everton,H,2.36,2.44,0.4143137371455745,0.4015487388412917
2018-19,2018-08-12,Arsenal,Man City,H,4.0,4.43,0.24509230026133882,0.2212314476390595
2018-19,2018-08-12,Liverpool,West Ham,H,1.27,1.25,0.7716948165404777,0.7788023812303024
2018-19,2018-08-12,Southampton,Burnley,H,1.86,2.03,0.5255799717328484,0.4824106384985381
2018-19,2018-08-18,Cardiff,Newcastle,H,3.25,3.27,0.30109651289143535,0.2991702606943548
2018-19,2018-08-18,Chelsea,Arsenal,H,1.83,1.83,0.5343961174776884,0.5344852411807055
2018-19,2018-08-18,Everton,Southampton,H,1.89,1.84,0.5175520635596752,0.5316686314435751
2018-19,2018-08-18,Leicester,Wolves,H,2.05,2.14,0.4758542687733489,0.45677831726019497
2018-19,2018-08-18,Tottenham,Fulham,H,1.28,1.27,0.7654673162332962,0.7683017704345144
2018-19,2018-08-18,West Ham,Bournemouth,H,2.09,2.1,0.46750853029077616,0.4662372740494494
2018-19,2018-08-19,Brighton,Man United,H,5.37,5.9,0.18263913493289494,0.16542906447733097
2018-19,2018-08-19,Burnley,Watford,H,2.47,2.48,0.39449509902664653,0.39439596606177724
2018-19,2018-08-19,Man City,Huddersfield,H,1.1,1.08,0.8909317606079797,0.9029435864001197
2018-19,2018-08-20,Crystal Palace,Liverpool,H,7.34,8.01,0.1332602678386035,0.1219825107280315
2018-19,2018-08-25,Arsenal,West Ham,H,1.38,1.37,0.7105529673891027,0.7140337502678419
2018-19,2018-08-25,Bournemouth,Everton,H,2.63,2.68,0.3725650052034219,0.365219661512034
2018-19,2018-08-25,Huddersfield,Cardiff,H,2.34,2.46,0.4182860830412273,0.39765568754499636
2018-19,2018-08-25,Liverpool,Brighton,H,1.17,1.15,0.8386631412954112,0.8520930536602904
2018-19,2018-08-25,Southampton,Leicester,H,2.45,2.35,0.39936529900132356,0.41673561044793755
2018-19,2018-08-25,Wolves,Man City,H,12.1,12.01,0.08075334944421365,0.08128736145908988
2018-19,2018-08-26,Fulham,Burnley,H,1.97,2.26,0.49616695751643547,0.4331151487113132
2018-19,2018-08-26,Newcastle,Chelsea,H,5.49,6.66,0.1779336035937329,0.14686235107420265
2018-19,2018-08-26,Watford,Crystal Palace,H,2.61,2.37,0.3751584283903676,0.41297639339148645
2018-19,2018-08-27,Man United,Tottenham,H,2.61,2.62,0.37487291378699783,0.37365193325998985
2018-19,2018-09-01,Brighton,Fulham,H,2.24,2.17,0.43576620814420347,0.4509409389161547
2018-19,2018-09-01,Chelsea,Bournemouth,H,1.3,1.32,0.7532929193875504,0.7425613998502327
2018-19,2018-09-01,Crystal Palace,Southampton,H,1.95,2.58,0.5016593718435862,0.37865839650815525
2018-19,2018-09-01,Everton,Huddersfield,H,1.5,1.57,0.6514906575435168,0.6224174825307252
2018-19,2018-09-01,Leicester,Liverpool,H,7.5,8.17,0.13013190511516817,0.11969621925045401
2018-19,2018-09-01,Man City,Newcastle,H,1.12,1.12,0.8725761200139762,0.8728791856072732
2018-19,2018-09-01,West Ham,Wolves,H,2.58,2.6,0.37927663734115347,0.3761557623828955
2018-19,2018-09-02,Burnley,Man United,H,5.94,6.72,0.16451233842538188,0.14552562988705475
2018-19,2018-09-02,Cardiff,Arsenal,H,6.35,6.34,0.1539538597853791,0.15426273244932903
2018-19,2018-09-02,Watford,Tottenham,H,5.5,5.6,0.17774926911046143,0.1746972423077023
2018-19,2018-09-15,Bournemouth,Leicester,H,2.43,2.46,0.40344217408311134,0.3983502571393204
2018-19,2018-09-15,Chelsea,Cardiff,H,1.19,1.14,0.8162364879770572,0.8486235663452278
2018-19,2018-09-15,Huddersfield,Crystal Palace,H,3.25,3.47,0.30150670546034875,0.28234432288641337
2018-19,2018-09-15,Man City,Fulham,H,1.13,1.1,0.8580849017722215,0.8847408229824438
2018-19,2018-09-15,Newcastle,Arsenal,H,4.2,4.46,0.23342094236849123,0.21962142254089836
2018-19,2018-09-15,Tottenham,Liverpool,H,3.03,3.14,0.3230816715720317,0.3120663900414938
2018-19,2018-09-15,Watford,Man United,H,4.18,4.8,0.23435488444402436,0.20412568961381627
2018-19,2018-09-16,Everton,West Ham,H,2.07,2.17,0.47359528125096007,0.4515249929398476
2018-19,2018-09-16,Wolves,Burnley,H,1.74,1.75,0.5631640898390278,0.5606010016694492
2018-19,2018-09-17,Southampton,Brighton,H,2.12,2.06,0.46218928857798547,0.47376047676064004
2018-19,2018-09-22,Brighton,Tottenham,H,4.99,5.52,0.1958884052347925,0.17760356935258356
2018-19,2018-09-22,Burnley,Bournemouth,H,2.95,3.38,0.3331590646662128,0.29032258064516125
2018-19,2018-09-22,Cardiff,Man City,H,21.06,21.63,0.046533560015754295,0.044824408630979876
2018-19,2018-09-22,Crystal Palace,Newcastle,H,2.18,2.15,0.4497980910425844,0.4535605083158062
2018-19,2018-09-22,Fulham,Watford,H,2.48,2.86,0.3906376976034591,0.3433689972630008
2018-19,2018-09-22,Leicester,Huddersfield,H,1.62,1.72,0.6040859117432028,0.5682796530013913
2018-19,2018-09-22,Liverpool,Southampton,H,1.2,1.2,0.8152916831394003,0.8064671868236758
2018-19,2018-09-22,Man United,Wolves,H,1.59,1.6,0.6160139082748373,0.605864885787242
2018-19,2018-09-23,Arsenal,Everton,H,1.49,1.4,0.658414102218176,0.6979669115989722
2018-19,2018-09-23,West Ham,Chelsea,H,5.72,6.86,0.1709446363866184,0.14237610569745227
2018-19,2018-09-29,Arsenal,Watford,H,1.5,1.49,0.6529543754674645,0.6552785331627832
2018-19,2018-09-29,Chelsea,Liverpool,H,2.86,2.83,0.3431519474875238,0.34694353095931596
2018-19,2018-09-29,Everton,Fulham,H,1.76,1.65,0.5556441099618015,0.5943568577034982
2018-19,2018-09-29,Huddersfield,Tottenham,H,8.01,6.19,0.12206789614331431,0.15812085413935492
2018-19,2018-09-29,Man City,Brighton,H,1.1,1.1,0.8835923143409523,0.8830787016696541
2018-19,2018-09-29,Newcastle,Leicester,H,2.61,2.86,0.37622007340325203,0.34153910445913105
2018-19,2018-09-29,West Ham,Man United,H,4.53,4.08,0.21640934265271825,0.2406206299527202
2018-19,2018-09-29,Wolves,Southampton,H,1.85,1.96,0.5300185511219292,0.5003067014261616
2018-19,2018-09-30,Cardiff,Burnley,H,2.63,2.5,0.3734359742080606,0.39305838628461814
2018-19,2018-10-01,Bournemouth,Crystal Palace,H,2.3,2.33,0.42660300037122495,0.4211466058812123
2018-19,2018-10-05,Brighton,West Ham,H,2.72,2.77,0.3607532738616712,0.354597975098671
2018-19,2018-10-06,Burnley,Huddersfield,H,2.16,2.39,0.4526173905867466,0.41039709235718913
2018-19,2018-10-06,Crystal Palace,Wolves,H,2.99,2.85,0.3268223713784054,0.34445771045594814
2018-19,2018-10-06,Leicester,Everton,H,2.17,2.32,0.45060165561971943,0.42157209357138653
2018-19,2018-10-06,Man United,Newcastle,H,1.46,1.4,0.6701754143932234,0.697397802069499
2018-19,2018-10-06,Tottenham,Cardiff,H,1.22,1.25,0.7924153534092682,0.7747297470975482
2018-19,2018-10-06,Watford,Bournemouth,H,2.15,2.17,0.4546602659572586,0.4517862498456327
2018-19,2018-10-07,Fulham,Arsenal,H,5.0,5.01,0.19556787295851966,0.19537723506323593
2018-19,2018-10-07,Liverpool,Man City,H,2.56,2.84,0.38206630616517795,0.34574468085106386
2018-19,2018-10-07,Southampton,Chelsea,H,6.02,6.92,0.16257839839061416,0.14109449471575602
2018-19,2018-10-20,Bournemouth,Southampton,H,2.07,2.22,0.47388719486227276,0.4422090645309805
2018-19,2018-10-20,Cardiff,Fulham,H,2.51,2.62,0.39115070749419784,0.37465215719101375
2018-19,2018-10-20,Chelsea,Man United,H,1.74,1.77,0.5638419743388321,0.553360691254811
2018-19,2018-10-20,Huddersfield,Liverpool,H,11.49,12.75,0.08486979876638304,0.07586013397397677
2018-19,2018-10-20,Man City,Burnley,H,1.1,1.07,0.8884052901062656,0.9051564977030405
2018-19,2018-10-20,Newcastle,Brighton,H,2.22,2.22,0.44231747646909186,0.4416514884170982
2018-19,2018-10-20,West Ham,Tottenham,H,4.07,3.89,0.24066920766402414,0.2519756137528802
2018-19,2018-10-20,Wolves,Watford,H,1.76,1.86,0.5555506491212577,0.5270617806896071
2018-19,2018-10-21,Everton,Crystal Palace,H,1.88,1.78,0.5220037481762742,0.5501385538286527
2018-19,2018-10-22,Arsenal,Leicester,H,1.56,1.63,0.6260057167054839,0.6006048518378283
2018-19,2018-10-27,Brighton,Wolves,H,3.27,3.48,0.30002294846376965,0.28193029490616617
2018-19,2018-10-27,Fulham,Bournemouth,H,2.95,2.85,0.3327039759499936,0.34439385926306715
2018-19,2018-10-27,Leicester,West Ham,H,2.16,1.98,0.45411467382719944,0.4949738404561755
2018-19,2018-10-27,Liverpool,Cardiff,H,1.11,1.12,0.8749678820967276,0.8677026888866168
2018-19,2018-10-27,Southampton,Newcastle,H,2.14,2.01,0.45822596406302707,0.48767771727436743
2018-19,2018-10-27,Watford,Huddersfield,H,1.76,1.78,0.5560699275141623,0.5509960582625301
2018-19,2018-10-28,Burnley,Chelsea,H,10.84,9.53,0.08985389839010594,0.10232541940345528
2018-19,2018-10-28,Crystal Palace,Arsenal,H,4.56,4.57,0.21453097102046423,0.21424132917463515
2018-19,2018-10-28,Man United,Everton,H,1.75,1.81,0.5596855312762671,0.5406534100035337
2018-19,2018-10-29,Tottenham,Man City,H,4.76,5.42,0.20583443073008506,0.18088208400219455
2018-19,2018-11-03,Arsenal,Liverpool,H,3.92,3.91,0.250013263303093,0.25079730054495736
2018-19,2018-11-03,Bournemouth,Man United,H,3.62,3.9,0.2712898597160888,0.2512626262626263
2018-19,2018-11-03,Cardiff,Leicester,H,3.85,3.45,0.2547874146385856,0.28457111478003894
2018-19,2018-11-03,Everton,Brighton,H,1.58,1.57,0.6197327807355373,0.6228726213393754
2018-19,2018-11-03,Newcastle,Watford,H,2.78,2.85,0.35325413321637655,0.34406738905576695
2018-19,2018-11-03,West Ham,Burnley,H,1.76,1.57,0.5570064079313264,0.6227829389590087
2018-19,2018-11-03,Wolves,Tottenham,H,3.13,3.43,0.31361964845990353,0.2862670940326949
2018-19,2018-11-04,Chelsea,Crystal Palace,H,1.27,1.33,0.7599705549578463,0.7330774869561467
2018-19,2018-11-04,Man City,Southampton,H,1.11,1.12,0.8751697181649867,0.8676756275776469
2018-19,2018-11-05,Huddersfield,Fulham,H,2.33,2.34,0.4214133420129682,0.4192780992099621
2018-19,2018-11-10,Cardiff,Brighton,H,2.61,2.58,0.37630623693763066,0.38054283734193745
2018-19,2018-11-10,Crystal Palace,Tottenham,H,4.48,5.48,0.2189976912094126,0.1783367948120205
2018-19,2018-11-10,Huddersfield,West Ham,H,3.46,3.27,0.28376702934991316,0.30036630036630035
2018-19,2018-11-10,Leicester,Burnley,H,1.49,1.49,0.6569210914796625,0.6573639126830615
2018-19,2018-11-10,Newcastle,Bournemouth,H,2.89,2.94,0.33948721435830015,0.33411949685534587
2018-19,2018-11-10,Southampton,Watford,H,2.53,2.34,0.3881602948643211,0.4192780992099621
2018-19,2018-11-11,Arsenal,Wolves,H,1.68,1.65,0.5826374689787573,0.5929238968610427
2018-19,2018-11-11,Chelsea,Everton,H,1.42,1.4,0.6874571300969892,0.6971666233428646
2018-19,2018-11-11,Liverpool,Fulham,H,1.11,1.1,0.8719419884437709,0.8815770427733951
2018-19,2018-11-11,Man City,Man United,H,1.39,1.36,0.7020131627468015,0.7175506983438124
2018-19,2018-11-24,Brighton,Leicester,H,2.89,2.9,0.3396767635155496,0.33867727803179587
2018-19,2018-11-24,Everton,Cardiff,H,1.43,1.47,0.6824777997960318,0.6647830181844526
2018-19,2018-11-24,Fulham,Southampton,H,2.68,2.8,0.3666809886705411,0.3504940237222802
2018-19,2018-11-24,Man United,Crystal Palace,H,1.42,1.46,0.6884535506671845,0.6687137997291627
2018-19,2018-11-24,Tottenham,Chelsea,H,2.87,3.09,0.342015259142331,0.31753411040147694
2018-19,2018-11-24,Watford,Liverpool,H,6.31,6.29,0.15521075427244677,0.15522249539303132
2018-19,2018-11-24,West Ham,Man City,H,12.46,12.2,0.07775072126200999,0.079322109322851
2018-19,2018-11-25,Bournemouth,Arsenal,H,3.53,3.38,0.277760555521111,0.29045068341337277
2018-19,2018-11-25,Wolves,Huddersfield,H,1.51,1.61,0.6463593024048991,0.6089237674826474
2018-19,2018-11-26,Burnley,Newcastle,H,2.93,3.03,0.33501096520604257,0.3238696831336469
2018-19,2018-11-30,Cardiff,Wolves,H,3.76,3.63,0.2613542878216221,0.2703570344019782
2018-19,2018-12-01,Crystal Palace,Burnley,H,1.62,1.56,0.6035460763022268,0.6259474898385148
2018-19,2018-12-01,Huddersfield,Brighton,H,2.5,2.43,0.3924665856622115,0.4039378884264946
2018-19,2018-12-01,Leicester,Watford,H,2.28,2.36,0.4301695431693038,0.41541460245269224
2018-19,2018-12-01,Man City,Bournemouth,H,1.11,1.13,0.8711644867953384,0.8590216230906216
2018-19,2018-12-01,Newcastle,West Ham,H,2.5,2.59,0.39275807781692784,0.3791219784741649
2018-19,2018-12-01,Southampton,Man United,H,4.3,4.29,0.22818573317957638,0.22851977020358305
2018-19,2018-12-02,Arsenal,Tottenham,H,2.63,2.94,0.3732502158854639,0.33389912252825515
2018-19,2018-12-02,Chelsea,Fulham,H,1.18,1.2,0.8165078121484666,0.8070540222908137
2018-19,2018-12-02,Liverpool,Everton,H,1.41,1.47,0.6917170547587436,0.664765651307104
2018-19,2018-12-04,Bournemouth,Huddersfield,H,1.7,1.74,0.5756646746279168,0.5631561178721283
2018-19,2018-12-04,Brighton,Crystal Palace,H,2.98,3.14,0.3293117966776392,0.3126973132866223
2018-19,2018-12-04,Watford,Man City,H,9.74,9.33,0.09936528392255552,0.10477326324378342
2018-19,2018-12-04,West Ham,Cardiff,H,1.66,1.7,0.5902970227565436,0.5761740822904022
2018-19,2018-12-05,Burnley,Liverpool,H,11.09,11.43,0.08713412197861202,0.08483316295611616
2018-19,2018-12-05,Everton,Newcastle,H,1.6,1.49,0.6115019611679845,0.6564541484716157
2018-19,2018-12-05,Fulham,Leicester,H,3.06,2.75,0.3204332807941246,0.357066950053135
2018-19,2018-12-05,Man United,Arsenal,H,2.45,2.44,0.40057606975114823,0.4019340920925389
2018-19,2018-12-05,Tottenham,Southampton,H,1.38,1.34,0.7067054444873803,0.7295249358468158
2018-19,2018-12-05,Wolves,Chelsea,H,4.85,6.01,0.2020532032717996,0.162711088555194
2018-19,2018-12-08,Arsenal,Huddersfield,H,1.27,1.3,0.7598223008405524,0.7511344688575107
2018-19,2018-12-08,Bournemouth,Liverpool,H,5.94,7.43,0.16464556109886666,0.13167557623144258
2018-19,2018-12-08,Burnley,Brighton,H,2.87,2.98,0.3422694769543908,0.32959662701676923
2018-19,2018-12-08,Cardiff,Southampton,H,2.92,3.3,0.3361772541994641,0.29774695675466534
2018-19,2018-12-08,Chelsea,Man City,H,4.0,3.56,0.24529542279562827,0.2755169922531635
2018-19,2018-12-08,Leicester,Tottenham,H,3.94,4.34,0.2491751804769542,0.22601640832717723
2018-19,2018-12-08,Man United,Fulham,H,1.36,1.39,0.7166916332554962,0.703906677804415
2018-19,2018-12-08,West Ham,Crystal Palace,H,2.29,2.32,0.4289256108479197,0.4228602739726028
2018-19,2018-12-09,Newcastle,Wolves,H,3.01,2.97,0.32601468823794644,0.3307709110139451
2018-19,2018-12-10,Everton,Watford,H,1.77,1.69,0.5539886607286626,0.5788331114093125
2018-19,2018-12-15,Crystal Palace,Leicester,H,2.72,2.73,0.3605954217762344,0.35949285828919914
2018-19,2018-12-15,Fulham,West Ham,H,3.03,3.12,0.3240635578328185,0.3148213654050229
2018-19,2018-12-15,Huddersfield,Newcastle,H,2.73,2.64,0.3595252766094248,0.37209010741003884
2018-19,2018-12-15,Man City,Everton,H,1.22,1.23,0.7898625108342823,0.7851611025099243
2018-19,2018-12-15,Tottenham,Burnley,H,1.18,1.2,0.8218784484374024,0.8064736315475128
2018-19,2018-12-15,Watford,Cardiff,H,1.63,1.68,0.6008141247331756,0.5822556482925189
2018-19,2018-12-15,Wolves,Bournemouth,H,2.02,2.02,0.4851043492114067,0.4849843179120609
2018-19,2018-12-16,Brighton,Chelsea,H,7.64,8.63,0.12807563385667065,0.11317333533288228
2018-19,2018-12-16,Liverpool,Man United,H,1.53,1.55,0.6387419417691338,0.6319244956157327
2018-19,2018-12-16,Southampton,Arsenal,H,3.87,4.52,0.25336640680368533,0.21675440059071532
2018-19,2018-12-21,Wolves,Liverpool,H,6.85,7.49,0.1427812514586867,0.13047817284936272
2018-19,2018-12-22,Arsenal,Burnley,H,1.23,1.2,0.7846788311117813,0.8027916730378558
2018-19,2018-12-22,Bournemouth,Brighton,H,1.95,2.03,0.5018877018234397,0.48301288034347584
2018-19,2018-12-22,Cardiff,Man United,H,6.27,6.9,0.15625882220089213,0.14186741244517892
2018-19,2018-12-22,Chelsea,Leicester,H,1.33,1.34,0.7340193267672034,0.7289150533066295
2018-19,2018-12-22,Huddersfield,Southampton,H,3.08,2.9,0.31851115866707425,0.33863549252587205
2018-19,2018-12-22,Man City,Crystal Palace,H,1.14,1.17,0.8514238944657085,0.8282040622338566
2018-19,2018-12-22,Newcastle,Fulham,H,2.03,2.39,0.48378378378378384,0.41084489188000545
2018-19,2018-12-22,West Ham,Watford,H,2.37,2.5,0.4142732811140121,0.3925969605589228
2018-19,2018-12-23,Everton,Tottenham,H,3.27,3.48,0.2999532846070941,0.2821561701592975
2018-19,2018-12-26,Brighton,Arsenal,H,5.26,5.48,0.18602900059241378,0.1787378184305009
2018-19,2018-12-26,Burnley,Everton,H,4.51,4.38,0.217325542517792,0.22374217482031067
2018-19,2018-12-26,Crystal Palace,Cardiff,H,1.65,1.66,0.5924001299123092,0.5897065432212112
2018-19,2018-12-26,Fulham,Wolves,H,3.25,2.96,0.3019889812307405,0.3319891857214865
2018-19,2018-12-26,Leicester,Man City,H,9.66,9.58,0.10078460598042252,0.10176318628874964
2018-19,2018-12-26,Liverpool,Newcastle,H,1.16,1.16,0.8336186195304564,0.8359464377923388
2018-19,2018-12-26,Man United,Huddersfield,H,1.23,1.27,0.7872285190758117,0.7682842395897689
2018-19,2018-12-26,Tottenham,Bournemouth,H,1.37,1.37,0.7136017263470227,0.712882888948417
2018-19,2018-12-26,Watford,Chelsea,H,5.08,5.74,0.19296518392553474,0.17039992468174214
2018-19,2018-12-27,Southampton,West Ham,H,2.28,2.32,0.42970158804025366,0.4228665708192032
