Season,Date,HomeTeam,AwayTeam,Outcome,EarlierOdds,ClosingOdds,EarlierNoVigProbability,ClosingNoVigProbability
2018-19,2018-11-10,Southampton,Watford,D,3.34,3.44,0.294025612576866,0.2852066139974742
2018-19,2018-11-11,Arsenal,Wolves,D,4.14,4.15,0.2364325961073218,0.23574082646282418
2018-19,2018-11-11,Chelsea,Everton,D,5.17,5.04,0.1888180125218036,0.19365739537301793
2018-19,2018-11-11,Liverpool,Fulham,D,10.9,11.92,0.08879409240115466,0.08135358616197438
2018-19,2018-11-11,Man City,Man United,D,5.4,5.42,0.1807033881885285,0.18004962172464664
2018-19,2018-11-24,Brighton,Leicester,D,3.25,3.15,0.30205102971075026,0.3117981289816533
2018-19,2018-11-24,Everton,Cardiff,D,4.78,4.34,0.20417222880927308,0.22516844164312108
2018-19,2018-11-24,Fulham,Southampton,D,3.45,3.31,0.2848420433730581,0.29649041281643035
2018-19,2018-11-24,Man United,Crystal Palace,D,4.88,4.47,0.20032869712036924,0.2184165878310017
2018-19,2018-11-24,Tottenham,Chelsea,D,3.5,3.44,0.28045251249671144,0.2852268607966755
2018-19,2018-11-24,Watford,Liverpool,D,4.28,4.46,0.22882706996708854,0.21891244305429752
2018-19,2018-11-24,West Ham,Man City,D,6.58,6.9,0.14723008919827424,0.14025068604909888
2018-19,2018-11-25,Bournemouth,Arsenal,D,3.84,3.7,0.25533717734102135,0.26533062430735127
2018-19,2018-11-25,Wolves,Huddersfield,D,4.16,3.71,0.23461599678639364,0.2642499368320923
2018-19,2018-11-26,Burnley,Newcastle,D,3.16,3.18,0.31062725571319766,0.30859281128772015
2018-19,2018-11-30,Cardiff,Wolves,D,3.32,3.28,0.29599160307509015,0.29920610819487226
2018-19,2018-12-01,Crystal Palace,Burnley,D,3.92,4.07,0.24942465398204272,0.2399209051960892
2018-19,2018-12-01,Huddersfield,Brighton,D,3.06,2.93,0.32064263534494397,0.3350065081489358
2018-19,2018-12-01,Leicester,Watford,D,3.35,3.3,0.2927721069928395,0.2970843823601072
2018-19,2018-12-01,Man City,Bournemouth,D,10.98,9.87,0.08806854101482929,0.09834796697997998
2018-19,2018-12-01,Newcastle,West Ham,D,3.38,3.37,0.2905015368468401,0.2913726778184234
2018-19,2018-12-01,Southampton,Man United,D,3.52,3.58,0.27874961723641434,0.2738407302160255
2018-19,2018-12-02,Arsenal,Tottenham,D,3.73,3.53,0.26317642567795446,0.27809162046262614
2018-19,2018-12-02,Chelsea,Fulham,D,7.92,7.59,0.12165141645646345,0.12759747387997056
2018-19,2018-12-02,Liverpool,Everton,D,5.05,4.49,0.1931328806356096,0.2176404248154661
2018-19,2018-12-04,Bournemouth,Huddersfield,D,3.82,3.72,0.2561858499653033,0.2634117325530923
2018-19,2018-12-04,Brighton,Crystal Palace,D,3.14,2.95,0.31253157773865115,0.3328371402440658
2018-19,2018-12-04,Watford,Man City,D,5.98,5.38,0.16184245240897838,0.1816978710157062
2018-19,2018-12-04,West Ham,Cardiff,D,4.09,3.94,0.23958265471292478,0.24860303042986895
2018-19,2018-12-05,Burnley,Liverpool,D,5.9,5.21,0.16378261232928937,0.18611191028568283
2018-19,2018-12-05,Everton,Newcastle,D,3.94,4.37,0.2483256695098414,0.223825327510917
2018-19,2018-12-05,Fulham,Leicester,D,3.51,3.36,0.279352090948724,0.2922422954303932
2018-19,2018-12-05,Man United,Arsenal,D,3.59,3.52,0.2733736409165218,0.27861340474596447
2018-19,2018-12-05,Tottenham,Southampton,D,5.11,5.45,0.19085195956802045,0.17936943376784095
2018-19,2018-12-05,Wolves,Chelsea,D,3.82,3.94,0.2565335172429916,0.24819635589256744
2018-19,2018-12-08,Arsenal,Huddersfield,D,6.13,5.74,0.1574183233389073,0.17011756263323413
2018-19,2018-12-08,Bournemouth,Liverpool,D,4.52,4.72,0.21637049401045755,0.2072774430931395
2018-19,2018-12-08,Burnley,Brighton,D,3.15,3.11,0.31184552344733385,0.31581927604822263
2018-19,2018-12-08,Cardiff,Southampton,D,3.33,3.28,0.29478606073947,0.29956248697877913
2018-19,2018-12-08,Chelsea,Man City,D,3.75,3.47,0.26164845098200346,0.28266296611563746
2018-19,2018-12-08,Leicester,Tottenham,D,3.55,3.49,0.2765493552335774,0.28106338456732066
2018-19,2018-12-08,Man United,Fulham,D,5.29,5.09,0.1842534255628497,0.19222598863421156
2018-19,2018-12-08,West Ham,Crystal Palace,D,3.43,3.54,0.28636724456027285,0.27712876712328766
2018-19,2018-12-09,Newcastle,Wolves,D,3.16,3.05,0.3105393074671578,0.3220949526922679
2018-19,2018-12-10,Everton,Watford,D,3.93,3.92,0.2495063433816114,0.2495479485412597
2018-19,2018-12-15,Crystal Palace,Leicester,D,3.15,3.2,0.3113712848353516,0.3066923447279731
2018-19,2018-12-15,Fulham,West Ham,D,3.59,3.56,0.27351325354691924,0.27591085956844713
2018-19,2018-12-15,Huddersfield,Newcastle,D,3.05,3.07,0.3218045918504032,0.31997325197475657
2018-19,2018-12-15,Man City,Everton,D,7.01,6.83,0.13746537278428309,0.1413979730727975
2018-19,2018-12-15,Tottenham,Burnley,D,7.74,6.92,0.12529929834058587,0.13985091876546465
2018-19,2018-12-15,Watford,Cardiff,D,3.99,3.9,0.2454453692518988,0.2508178177260082
2018-19,2018-12-15,Wolves,Bournemouth,D,3.48,3.45,0.2815835590250119,0.283961832516627
2018-19,2018-12-16,Brighton,Chelsea,D,4.37,4.58,0.22391254980891617,0.2132501929962389
2018-19,2018-12-16,Liverpool,Man United,D,4.51,4.26,0.21669072525649108,0.2299255793907009
2018-19,2018-12-16,Southampton,Arsenal,D,3.9,4.0,0.251417434443657,0.24493247266750828
2018-19,2018-12-21,Wolves,Liverpool,D,4.04,4.16,0.24209197338910982,0.23492344101964588
2018-19,2018-12-22,Arsenal,Burnley,D,6.4,7.15,0.15080546285429547,0.13473426680355619
2018-19,2018-12-22,Bournemouth,Brighton,D,3.55,3.5,0.2756847939593542,0.2801474705992159
2018-19,2018-12-22,Cardiff,Man United,D,4.1,4.32,0.23896166224380333,0.2265937837666052
2018-19,2018-12-22,Chelsea,Leicester,D,5.42,5.48,0.18011913369010712,0.17823835245089117
2018-19,2018-12-22,Huddersfield,Southampton,D,3.11,3.1,0.3154387037603179,0.3167880413951706
2018-19,2018-12-22,Man City,Crystal Palace,D,9.39,7.9,0.1033677571555812,0.12265806997640658
2018-19,2018-12-22,Newcastle,Fulham,D,3.58,3.26,0.2743243243243243,0.3012022366850347
2018-19,2018-12-22,West Ham,Watford,D,3.57,3.53,0.2750217580504787,0.27804317320037025
2018-19,2018-12-23,Everton,Tottenham,D,3.47,3.76,0.28266491085452383,0.26114454046658386
2018-19,2018-12-26,Brighton,Arsenal,D,3.84,3.89,0.2548209747698168,0.25179517866301926
2018-19,2018-12-26,Burnley,Everton,D,3.5,3.65,0.28003948478721197,0.2684906097843728
2018-19,2018-12-26,Crystal Palace,Cardiff,D,3.96,3.79,0.24683338746346217,0.2582883540230107
2018-19,2018-12-26,Fulham,Wolves,D,3.3,3.15,0.29741339060603234,0.3119644411859048
2018-19,2018-12-26,Leicester,Man City,D,5.31,5.9,0.18334826624687037,0.1652358177366477
2018-19,2018-12-26,Liverpool,Newcastle,D,8.26,8.43,0.11706992719798176,0.11502940306513795
2018-19,2018-12-26,Man United,Huddersfield,D,6.79,6.13,0.14260546074569197,0.1591714493114203
2018-19,2018-12-26,Tottenham,Bournemouth,D,5.18,5.38,0.18873250291417396,0.18153337506679024
2018-19,2018-12-26,Watford,Chelsea,D,3.92,4.01,0.2500671261075808,0.24391410665167085
2018-19,2018-12-27,Southampton,West Ham,D,3.56,3.37,0.27520214065499393,0.2911128914838431
2018-19,2018-12-29,Brighton,Everton,D,3.41,3.34,0.28800794862195084,0.293487611677386
2018-19,2018-12-29,Fulham,Huddersfield,D,3.32,3.26,0.2952819551425738,0.3005018925742027
2018-19,2018-12-29,Leicester,Cardiff,D,4.31,3.81,0.22720634164535858,0.256848428356895
2018-19,2018-12-29,Liverpool,Arsenal,D,4.93,5.54,0.19861881061791853,0.17603408085144923
2018-19,2018-12-29,Tottenham,Wolves,D,5.12,4.47,0.19046703610523708,0.21864645658821966
2018-19,2018-12-29,Watford,Newcastle,D,3.78,3.67,0.25907901194176347,0.26680910994675383
2018-19,2018-12-30,Burnley,West Ham,D,3.53,3.57,0.2780586158676933,0.2746334822436428
2018-19,2018-12-30,Crystal Palace,Chelsea,D,3.87,3.79,0.2533304749946406,0.2582982564171777
2018-19,2018-12-30,Man United,Bournemouth,D,5.45,5.35,0.17900740371308532,0.1826600167528645
2018-19,2018-12-30,Southampton,Man City,D,5.8,7.05,0.1682586296247371,0.13713431867550446
2018-19,2019-01-01,Arsenal,Fulham,D,5.58,5.24,0.17292647891998922,0.18469572039126914
2018-19,2019-01-01,Cardiff,Tottenham,D,4.45,4.84,0.2180748349526342,0.19991252219106181
2018-19,2019-01-01,Everton,Leicester,D,3.57,3.58,0.27484319728902235,0.2737737902826797
2018-19,2019-01-02,Bournemouth,Watford,D,3.54,3.47,0.27733142198822425,0.28286083201891266
2018-19,2019-01-02,Chelsea,Southampton,D,6.08,6.11,0.15908969562056688,0.15775882306909772
2018-19,2019-01-02,Huddersfield,Burnley,D,3.18,3.04,0.30818069798040976,0.32289685223871123
2018-19,2019-01-02,Newcastle,Man United,D,4.3,4.1,0.22624238190446364,0.23683976963433398
2018-19,2019-01-02,West Ham,Brighton,D,3.62,3.55,0.2707465197902016,0.2764726655119646
2018-19,2019-01-02,Wolves,Crystal Palace,D,3.41,3.17,0.2877023988504676,0.30956000584709836
2018-19,2019-01-03,Man City,Liverpool,D,3.87,3.86,0.253122074916183,0.2541161522579279
2018-19,2019-01-12,Brighton,Liverpool,D,5.39,5.37,0.17942005969168423,0.18046437406959187
2018-19,2019-01-12,Burnley,Fulham,D,3.26,3.27,0.2999170880733808,0.29945368358829355
2018-19,2019-01-12,Cardiff,Huddersfield,D,3.23,3.24,0.30304651272060923,0.3021148036253777
2018-19,2019-01-12,Chelsea,Newcastle,D,6.67,6.8,0.14524599916356484,0.14247047244094488
2018-19,2019-01-12,Crystal Palace,Watford,D,3.44,3.36,0.2844611528822055,0.2910549777117385
2018-19,2019-01-12,Leicester,Southampton,D,3.59,3.39,0.2724433836908066,0.28793443383461553
2018-19,2019-01-12,West Ham,Arsenal,D,3.85,3.95,0.2548429791842137,0.24812779984785727
2018-19,2019-01-13,Everton,Bournemouth,D,4.0,4.01,0.24465482877332848,0.24397452229299363
2018-19,2019-01-13,Tottenham,Man United,D,3.7,3.53,0.2649633915314116,0.27762869499278053
2018-19,2019-01-14,Man City,Wolves,D,7.47,7.16,0.12949646349391117,0.13537109804534628
2018-19,2019-01-19,Arsenal,Chelsea,D,3.65,3.49,0.2687222729824638,0.28120838094129125
2018-19,2019-01-19,Bournemouth,West Ham,D,3.71,3.7,0.2638511608836041,0.26454268335510694
2018-19,2019-01-19,Liverpool,Crystal Palace,D,7.45,6.86,0.12946973782229237,0.14078610803601452
2018-19,2019-01-19,Man United,Brighton,D,5.62,5.02,0.1732433367947387,0.19375552679507374
2018-19,2019-01-19,Newcastle,Cardiff,D,3.39,3.15,0.28825450352238924,0.31038571384383795
2018-19,2019-01-19,Southampton,Everton,D,3.41,3.41,0.28697768484557634,0.28680313836833693
2018-19,2019-01-19,Watford,Burnley,D,4.15,3.77,0.2349617280487316,0.2591582976021236
2018-19,2019-01-19,Wolves,Leicester,D,3.21,3.23,0.30570258000221456,0.3039992084403711
2018-19,2019-01-20,Fulham,Tottenham,D,3.69,3.71,0.2636560101348834,0.26165329901909995
2018-19,2019-01-20,Huddersfield,Man City,D,8.28,9.86,0.11648308802027488,0.09802351654206912
2018-19,2019-01-29,Arsenal,Cardiff,D,6.92,6.98,0.139242719164658,0.13803480131225848
2018-19,2019-01-29,Fulham,Brighton,D,3.23,3.24,0.3031322796429867,0.3022517757291824
2018-19,2019-01-29,Huddersfield,Everton,D,3.31,3.21,0.2955090326430786,0.305157142702269
2018-19,2019-01-29,Man United,Burnley,D,5.73,5.22,0.16883425146621042,0.18515615385850112
2018-19,2019-01-29,Newcastle,Man City,D,7.67,8.13,0.12629307013368254,0.11881104128180246
2018-19,2019-01-29,Wolves,West Ham,D,3.49,3.54,0.28005250984559604,0.2758023872679045
2018-19,2019-01-30,Bournemouth,Chelsea,D,4.26,4.15,0.2290883281233483,0.23489160180500615
2018-19,2019-01-30,Liverpool,Leicester,D,6.55,6.8,0.14745181131058901,0.14214793730537986
2018-19,2019-01-30,Southampton,Crystal Palace,D,3.38,3.3,0.2895004602936189,0.29638060550876394
2018-19,2019-01-30,Tottenham,Watford,D,3.98,4.2,0.2446963603458677,0.23221381525229984
2018-19,2019-02-02,Brighton,Watford,D,3.27,3.24,0.29918291586138274,0.3022517757291824
2018-19,2019-02-02,Burnley,Southampton,D,3.43,3.36,0.28546809131161016,0.2910123443623857
2018-19,2019-02-02,Cardiff,Bournemouth,D,3.48,3.53,0.2820936739881856,0.27792883149247877
2018-19,2019-02-02,Chelsea,Huddersfield,D,6.93,6.54,0.1395882121393343,0.14820663315053245
2018-19,2019-02-02,Crystal Palace,Fulham,D,3.59,3.45,0.2723510074773041,0.28321898998031547
2018-19,2019-02-02,Everton,Wolves,D,3.33,3.21,0.293932877745629,0.3050241071154377
2018-19,2019-02-02,Tottenham,Newcastle,D,4.47,4.39,0.21720483908436233,0.22164637116415004
2018-19,2019-02-03,Leicester,Man United,D,3.37,3.61,0.2914942367900932,0.27188185288464145
2018-19,2019-02-03,Man City,Arsenal,D,6.24,7.19,0.15585999812329923,0.13511623353008642
2018-19,2019-02-04,West Ham,Liverpool,D,5.27,5.93,0.18387806667210044,0.1634056576508956
2018-19,2019-02-06,Everton,Man City,D,5.84,6.15,0.1666681911731077,0.15750859995738076
2018-19,2019-02-09,Brighton,Burnley,D,3.41,3.34,0.2874379853321829,0.29344246432277504
2018-19,2019-02-09,Crystal Palace,West Ham,D,3.46,3.6,0.28231162174229457,0.27162906377686974
2018-19,2019-02-09,Fulham,Man United,D,4.36,3.98,0.22433538994492366,0.24583624214620525
2018-19,2019-02-09,Huddersfield,Arsenal,D,4.24,3.99,0.2300757848256701,0.24417542434068362
2018-19,2019-02-09,Liverpool,Bournemouth,D,7.34,8.75,0.13182219175465115,0.11079709394374324
2018-19,2019-02-09,Southampton,Cardiff,D,3.77,3.46,0.2588636990710935,0.28238078729991756
2018-19,2019-02-09,Watford,Everton,D,3.35,3.33,0.29205674766886475,0.29413571469199706
2018-19,2019-02-10,Man City,Chelsea,D,4.63,4.25,0.2111366749833565,0.22989502984622756
2018-19,2019-02-10,Tottenham,Leicester,D,3.76,3.68,0.26003097880286025,0.26647449443276666
2018-19,2019-02-11,Wolves,Newcastle,D,3.82,3.52,0.2563251678313492,0.27850320584307603
2018-19,2019-02-22,Cardiff,Watford,D,3.36,3.34,0.2911285200084692,0.29303649915446706
2018-19,2019-02-22,West Ham,Fulham,D,3.72,3.47,0.26263989725578585,0.28153422485837876
2018-19,2019-02-23,Bournemouth,Wolves,D,3.31,3.29,0.29587647371094444,0.2971306061132207
2018-19,2019-02-23,Burnley,Tottenham,D,3.81,3.99,0.2569023541849936,0.24518470135713769
2018-19,2019-02-23,Leicester,Crystal Palace,D,3.35,3.41,0.2931832323680239,0.28810020876826714
2018-19,2019-02-23,Newcastle,Huddersfield,D,3.43,3.39,0.2848076066664504,0.28798525729921914
2018-19,2019-02-24,Arsenal,Southampton,D,4.47,4.14,0.21734878268360136,0.2354837836862802
2018-19,2019-02-24,Man United,Liverpool,D,3.63,3.45,0.27075213382286994,0.2844904209635793
2018-19,2019-02-26,Cardiff,Everton,D,3.38,3.37,0.28923792004268883,0.2904623325089577
2018-19,2019-02-26,Huddersfield,Wolves,D,3.41,3.62,0.28629441624365476,0.2696946312424209
2018-19,2019-02-26,Leicester,Brighton,D,3.45,3.52,0.283220314528928,0.2774277468395594
2018-19,2019-02-26,Newcastle,Burnley,D,3.33,3.23,0.29369624991659843,0.3025828015800669
2018-19,2019-02-27,Arsenal,Bournemouth,D,4.85,5.22,0.20091120409112043,0.18597666628162182
2018-19,2019-02-27,Chelsea,Tottenham,D,3.48,3.29,0.28227621966274996,0.29850746268656714
2018-19,2019-02-27,Crystal Palace,Man United,D,3.43,3.32,0.28499979563248024,0.2947989372049086
2018-19,2019-02-27,Liverpool,Watford,D,5.66,6.0,0.17060090115235857,0.16145891834562087
2018-19,2019-02-27,Man City,West Ham,D,8.38,11.44,0.11506856574439732,0.08442262146367226
2018-19,2019-02-27,Southampton,Fulham,D,3.66,3.43,0.267262580552313,0.28519914768070803
2018-19,2019-03-02,Bournemouth,Man City,D,7.23,8.68,0.13344200759056418,0.1117058073912252
2018-19,2019-03-02,Brighton,Huddersfield,D,3.5,3.44,0.2792900373388633,0.2838783448864476
2018-19,2019-03-02,Burnley,Crystal Palace,D,3.32,3.26,0.2951355801703043,0.3002418157608779
2018-19,2019-03-02,Man United,Southampton,D,4.61,4.55,0.21141260514887636,0.21374045801526717
2018-19,2019-03-02,Tottenham,Arsenal,D,3.75,3.59,0.2616888708778684,0.2732769366284964
2018-19,2019-03-02,West Ham,Newcastle,D,3.56,3.42,0.2755108365529638,0.2870885505429654
2018-19,2019-03-02,Wolves,Cardiff,D,4.37,3.55,0.22322272533613402,0.2755242470309051
2018-19,2019-03-03,Everton,Liverpool,D,4.05,4.09,0.24172545109042667,0.23949423577538118
2018-19,2019-03-03,Fulham,Chelsea,D,4.68,4.85,0.2092079564632042,0.2018467604729724
2018-19,2019-03-03,Watford,Leicester,D,3.45,3.32,0.2845056713959495,0.29582143902448294
2018-19,2019-03-09,Cardiff,West Ham,D,3.43,3.46,0.2848891849558,0.2830053855642808
2018-19,2019-03-09,Crystal Palace,Brighton,D,3.52,3.32,0.27792340799083143,0.2950727533878723
2018-19,2019-03-09,Huddersfield,Bournemouth,D,3.27,3.32,0.2992282880324097,0.2947524109932236
2018-19,2019-03-09,Leicester,Fulham,D,4.41,4.36,0.22095133431180453,0.22401518747033697
2018-19,2019-03-09,Man City,Watford,D,8.79,11.44,0.10984268731947017,0.0845351605634215
2018-19,2019-03-09,Newcastle,Everton,D,3.21,3.1,0.3047858651371594,0.3155704542827419
2018-19,2019-03-09,Southampton,Tottenham,D,3.78,3.87,0.2583333333333333,0.252317481213318
2018-19,2019-03-10,Arsenal,Man United,D,3.55,3.54,0.276491879350348,0.2771279907497999
2018-19,2019-03-10,Chelsea,Wolves,D,4.04,3.89,0.2424916647410293,0.25197130465132306
2018-19,2019-03-10,Liverpool,Burnley,D,7.8,8.19,0.12376205155112484,0.11793136781053648
2018-19,2019-03-16,Bournemouth,Newcastle,D,3.45,3.56,0.28328543305014264,0.27460657679508155
2018-19,2019-03-16,Burnley,Leicester,D,3.43,3.33,0.28500750354594007,0.29372613939660125
2018-19,2019-03-16,West Ham,Huddersfield,D,4.09,4.35,0.23814880138218997,0.22367147006891838
2018-19,2019-03-17,Everton,Chelsea,D,3.64,3.75,0.26935004862151435,0.26121192922116127
2018-19,2019-03-17,Fulham,Liverpool,D,6.34,8.33,0.15302372891147412,0.11656364661981032
2018-19,2019-03-30,Brighton,Southampton,D,3.14,3.08,0.31144040229313213,0.3179628982512649
2018-19,2019-03-30,Burnley,Wolves,D,3.23,3.16,0.3031928760063926,0.30958638069622446
2018-19,2019-03-30,Crystal Palace,Huddersfield,D,4.35,4.42,0.22336182336182336,0.220358832622851
2018-19,2019-03-30,Fulham,Man City,D,9.55,12.03,0.10095241900145821,0.08067155193066475
2018-19,2019-03-30,Leicester,Bournemouth,D,3.88,3.93,0.2519522473615818,0.2480966612742544
2018-19,2019-03-30,Man United,Watford,D,4.85,5.22,0.20034080965320314,0.18661133002711897
2018-19,2019-03-30,West Ham,Everton,D,3.41,3.35,0.2877398934100841,0.2928753170984022
2018-19,2019-03-31,Cardiff,Chelsea,D,4.64,4.7,0.21088712366657658,0.20762719875968208
2018-19,2019-03-31,Liverpool,Tottenham,D,4.17,4.42,0.234463187304807,0.22078679240044793
2018-19,2019-04-01,Arsenal,Newcastle,D,5.29,4.66,0.18439893066174207,0.21005017004412715
2018-19,2019-04-02,Watford,Fulham,D,3.86,3.84,0.2527788185337829,0.25404963927582924
2018-19,2019-04-02,Wolves,Man United,D,3.6,3.18,0.2712452259814573,0.30733464583420594
2018-19,2019-04-03,Chelsea,Brighton,D,5.71,5.54,0.17018467186930228,0.17549701281680313
2018-19,2019-04-03,Man City,Cardiff,D,14.96,14.62,0.06523284219421599,0.06621660551293326
2018-19,2019-04-03,Tottenham,Crystal Palace,D,4.67,4.63,0.20817215665327832,0.21009846511916933
2018-19,2019-04-05,Southampton,Liverpool,D,5.15,5.24,0.18928502106834946,0.18640847932608656
2018-19,2019-04-06,Bournemouth,Burnley,D,3.64,3.51,0.2693752556272362,0.27871630402012665
2018-19,2019-04-06,Huddersfield,Leicester,D,3.86,4.08,0.25347399498324047,0.23832895367391108
2018-19,2019-04-06,Newcastle,Crystal Palace,D,3.2,3.15,0.3069074081098509,0.31069820123513386
2018-19,2019-04-07,Everton,Arsenal,D,3.67,3.6,0.26723029599749504,0.2727354199807318
2018-19,2019-04-08,Chelsea,West Ham,D,5.82,6.86,0.16766049041566072,0.14265192755974443
2018-19,2019-04-12,Leicester,Newcastle,D,3.87,3.86,0.25268229243637863,0.25360731054677643
2018-19,2019-04-13,Brighton,Bournemouth,D,3.29,3.29,0.29754848098428244,0.29744303357105584
2018-19,2019-04-13,Burnley,Cardiff,D,3.63,3.57,0.2687598274784191,0.27405247813411077
2018-19,2019-04-13,Fulham,Everton,D,4.01,4.2,0.243638145022426,0.23242213459749234
2018-19,2019-04-13,Man United,West Ham,D,5.02,5.93,0.19463385417352272,0.164745003441499
2018-19,2019-04-13,Southampton,Wolves,D,3.22,3.17,0.3043285747003588,0.3085724195071196
2018-19,2019-04-13,Tottenham,Huddersfield,D,7.08,7.01,0.13635389468978215,0.13811794990247073
2018-19,2019-04-14,Crystal Palace,Man City,D,5.55,7.06,0.17592275322535317,0.1384202698574167
2018-19,2019-04-14,Liverpool,Chelsea,D,4.12,3.81,0.23770134958641706,0.2575528392134418
2018-19,2019-04-15,Watford,Arsenal,D,3.78,3.74,0.258486149044089,0.261795407098121
2018-19,2019-04-16,Brighton,Cardiff,D,3.27,3.26,0.2986215649812568,0.2996973485097704
2018-19,2019-04-20,Bournemouth,Fulham,D,4.32,4.09,0.2258930283085181,0.2380076263661004
2018-19,2019-04-20,Huddersfield,Watford,D,3.81,3.54,0.2554073999477592,0.2749029754204399
2018-19,2019-04-20,Man City,Tottenham,D,6.44,6.62,0.1511285295310776,0.14719281197055187
2018-19,2019-04-20,Newcastle,Southampton,D,3.1,3.06,0.31708773229143833,0.32055277062728627
2018-19,2019-04-20,West Ham,Leicester,D,3.5,3.64,0.27935267650489753,0.26851687276235936
2018-19,2019-04-20,Wolves,Brighton,D,3.5,3.17,0.27918209233334146,0.3078039654881154
2018-19,2019-04-21,Arsenal,Crystal Palace,D,4.55,4.7,0.2151924239371348,0.20791479586509345
2018-19,2019-04-21,Cardiff,Liverpool,D,7.07,8.03,0.13669477094322383,0.12048498782589818
2018-19,2019-04-21,Everton,Man United,D,3.55,3.55,0.2765360369095226,0.27641382050706587
2018-19,2019-04-22,Chelsea,Burnley,D,6.33,6.46,0.15324010612128836,0.15053567328407863
2018-19,2019-04-23,Tottenham,Brighton,D,5.63,6.34,0.17213480491177807,0.15379711761701756
2018-19,2019-04-23,Watford,Southampton,D,3.49,3.5,0.2804413071054392,0.28059739906915554
2018-19,2019-04-24,Man United,Man City,D,4.85,4.78,0.20186194147124223,0.20473021439387898
2018-19,2019-04-24,Wolves,Arsenal,D,3.47,3.45,0.2822934601198796,0.2845865329047513
2018-19,2019-04-26,Liverpool,Huddersfield,D,13.99,14.1,0.06941826227706993,0.06916223227460966
2018-19,2019-04-27,Brighton,Newcastle,D,3.18,3.29,0.30897337569847705,0.29795211895054646
2018-19,2019-04-27,Crystal Palace,Everton,D,3.45,3.49,0.2835611809860786,0.2806653973194079
2018-19,2019-04-27,Fulham,Cardiff,D,3.71,3.69,0.2629184692797593,0.26516928785561555
2018-19,2019-04-27,Southampton,Bournemouth,D,3.86,3.97,0.2530441155670991,0.24629435410792644
2018-19,2019-04-27,Tottenham,West Ham,D,5.17,5.55,0.18907428830990014,0.17540800518788055
2018-19,2019-04-27,Watford,Wolves,D,3.32,3.26,0.29492595586328907,0.30029780269900463
2018-19,2019-04-28,Burnley,Man City,D,8.84,9.44,0.10938056635920966,0.10355598458628619
2018-19,2019-04-28,Leicester,Arsenal,D,3.77,3.65,0.25966196576595973,0.2687062773994963
2018-19,2019-04-28,Man United,Chelsea,D,3.43,3.38,0.2861494450772124,0.29028804021779575
2018-19,2019-05-03,Everton,Burnley,D,3.91,3.85,0.249391831500408,0.2535556083003752
2018-19,2019-05-04,Bournemouth,Tottenham,D,3.9,4.75,0.2505109714241642,0.20502710475839092
2018-19,2019-05-04,Cardiff,Crystal Palace,D,3.75,3.79,0.2610590186120179,0.25798425582249046
2018-19,2019-05-04,Newcastle,Liverpool,D,5.04,5.56,0.1917932854153398,0.17492913318698183
2018-19,2019-05-04,West Ham,Southampton,D,3.72,3.69,0.2631267336936857,0.26542800265428007
2018-19,2019-05-04,Wolves,Fulham,D,4.16,4.39,0.23318229348204947,0.22151307952492522
2018-19,2019-05-05,Arsenal,Brighton,D,4.72,6.31,0.20590335311406624,0.1542750506810686
2018-19,2019-05-05,Chelsea,Watford,D,5.14,5.98,0.18878933704805928,0.16347734906578942
2018-19,2019-05-05,Huddersfield,Man United,D,5.56,5.76,0.17386353732354573,0.16922935414143583
2018-19,2019-05-06,Man City,Leicester,D,8.35,9.36,0.11595659361532717,0.10390689941812135
2018-19,2019-05-12,Brighton,Man City,D,8.17,7.24,0.11839305281577803,0.1336155208688493
2018-19,2019-05-12,Burnley,Arsenal,D,3.8,3.69,0.2567237163814181,0.26440037771482533
2018-19,2019-05-12,Crystal Palace,Bournemouth,D,4.14,4.4,0.2352814442592722,0.2214450550757738
2018-19,2019-05-12,Fulham,Newcastle,D,3.57,3.55,0.2731132985910056,0.27492868367204665
2018-19,2019-05-12,Leicester,Chelsea,D,3.65,3.63,0.26726281042404215,0.26895306859205775
2018-19,2019-05-12,Liverpool,Wolves,D,5.77,5.89,0.16801023096326567,0.16438097039629246
2018-19,2019-05-12,Man United,Cardiff,D,6.33,6.06,0.15231612869388875,0.15909285689078895
2018-19,2019-05-12,Southampton,Huddersfield,D,4.83,5.36,0.20048015259644159,0.18038364849125865
2018-19,2019-05-12,Tottenham,Everton,D,3.64,3.81,0.26785714285714285,0.25556906152164593
2018-19,2019-05-12,Watford,West Ham,D,3.85,3.86,0.2532044961546046,0.25243927683029094
2019-20,2019-08-09,Liverpool,Norwich,D,9.59,10.43,0.10131268440177561,0.09362899267936436
2019-20,2019-08-10,Bournemouth,Sheffield United,D,3.57,3.67,0.2728226652675761,0.26613608072675266
2019-20,2019-08-10,Burnley,Southampton,D,3.31,3.19,0.2941749110533371,0.30514581691250986
2019-20,2019-08-10,Crystal Palace,Everton,D,3.37,3.45,0.28902685739473094,0.2822018673523217
2019-20,2019-08-10,Tottenham,Aston Villa,D,5.84,5.35,0.16597085026279493,0.1823382507131473
2019-20,2019-08-10,Watford,Brighton,D,3.44,3.38,0.28372343146449114,0.2882534828638321
2019-20,2019-08-10,West Ham,Man City,D,6.53,6.68,0.1483324094138991,0.14574916768328272
2019-20,2019-08-11,Leicester,Wolves,D,3.34,3.12,0.29206626610433883,0.31314051468913684
2019-20,2019-08-11,Man United,Chelsea,D,3.37,3.44,0.28958131039486557,0.28431768603054053
