Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn,EarlierOdds,ClosingOdds,EarlierNoVigProbability,ClosingNoVigProbability,EarlierModelExpectedReturn,ClosingModelExpectedReturn,OutcomeOrder,OddsCLV,ProbabilityCLV,BeatClosingPrice,PositiveProbabilityCLV,EarlierPriceUnitReturn,ClosingPriceUnitReturn,ProfitAdvantageFromEarlierPrice
2020-21,2020-10-31,Sheffield United,Man City,A,0.2348184032955592,0.09193100366026827,10.63,H,0,0.14288739963529093,0.14288739963529093,0.09407337723424271,0.1407450260613165,1.4961196270317942,True,-1.0,9.8,10.63,0.09973443231576797,0.09193100366026827,1.3012203522964803,1.4961196270317942,0,-0.0780809031044214,-0.007803428655499697,False,False,-1.0,-1.0,0.0
2020-21,2020-11-21,Newcastle,Chelsea,A,0.2260604722541143,0.13325598066676025,7.33,H,0,0.09280449158735404,0.09280449158735404,0.1364256480218281,0.08963482423228619,0.6570232616226579,True,-1.0,6.74,7.33,0.1450063530297951,0.13325598066676025,0.5236475829927305,0.6570232616226579,0,-0.08049113233287852,-0.011750372363034833,False,False,-1.0,-1.0,0.0
2020-21,2020-11-21,Tottenham,Man City,H,0.549992848327716,0.22742426006010846,4.3,H,1,0.32256858826760754,0.32256858826760754,0.23255813953488372,0.3174347087928323,1.3649692478091788,True,3.3,4.24,4.3,0.23058496391749478,0.22742426006010846,1.331969676909516,1.3649692478091788,0,-0.013953488372092981,-0.0031607038573863155,False,False,3.24,3.3,-0.05999999999999961
2020-21,2020-11-22,Liverpool,Leicester,H,0.8053024715034127,0.5367560134140752,1.82,H,1,0.2685464580893375,0.2685464580893375,0.5494505494505494,0.25585192205286333,0.4656504981362113,True,0.8200000000000001,1.88,1.82,0.5127238454288406,0.5367560134140752,0.5139686464264159,0.4656504981362113,0,0.03296703296703285,0.024032167985234554,True,True,0.8799999999999999,0.8200000000000001,0.05999999999999983
2020-21,2020-11-29,Southampton,Man United,A,0.4269466375569501,0.24903225806451612,3.92,H,0,0.177914379492434,0.177914379492434,0.25510204081632654,0.17184459674062358,0.6736308192232445,True,-1.0,3.94,3.92,0.24832395104190458,0.24903225806451612,0.6821697519743835,0.6736308192232445,0,0.005102040816326481,0.0007083070226115429,True,True,-1.0,-1.0,0.0
2020-21,2020-12-05,Burnley,Everton,D,0.3975981494571629,0.2655227904449414,3.68,H,0,0.13207535901222145,0.13207535901222145,0.2717391304347826,0.12585901902238028,0.46316119000235934,True,-1.0,4.14,3.68,0.2360257089848927,0.2655227904449414,0.6460563387526541,0.46316119000235934,0,0.12499999999999978,0.02949708146004873,True,True,-1.0,-1.0,0.0
2020-21,2020-12-05,Man City,Fulham,H,0.0728015547389601,0.042393579307294905,22.91,A,0,0.0304079754316652,0.0304079754316652,0.04364906154517678,0.029152493193783324,0.667883619069576,True,-1.0,23.63,22.91,0.04128584372601534,0.042393579307294905,0.7203007384816271,0.667883619069576,2,0.03142732431252715,0.0011077355812795647,True,True,-1.0,-1.0,0.0
2020-21,2020-12-06,Sheffield United,Leicester,A,0.3956733485617626,0.23583179788468725,4.14,H,0,0.15984155067707537,0.15984155067707537,0.24154589371980678,0.15412745484195584,0.6380876630456971,True,-1.0,4.02,4.14,0.243535267694549,0.23583179788468725,0.5906068612182855,0.6380876630456971,0,-0.02898550724637683,-0.0077034698098617516,False,False,-1.0,-1.0,0.0
2020-21,2020-12-12,Man United,Man City,D,0.3412461654499051,0.20850224608305026,4.68,H,0,0.13274391936685484,0.13274391936685484,0.2136752136752137,0.1275709517746914,0.5970320543055558,True,-1.0,4.49,4.68,0.217152147249837,0.20850224608305026,0.532195282870074,0.5970320543055558,0,-0.040598290598290454,-0.008649901166786739,False,False,-1.0,-1.0,0.0
2020-21,2020-12-12,Newcastle,West Brom,H,0.5998620457591202,0.39608801955990225,2.47,H,1,0.20377402619921792,0.20377402619921792,0.4048582995951417,0.19500374616397848,0.481659253025027,True,1.4700000000000002,2.62,2.47,0.3735117118079126,0.39608801955990225,0.5716385598888949,0.481659253025027,0,0.06072874493927127,0.022576307751989655,True,True,1.62,1.4700000000000002,0.1499999999999999
2020-21,2020-12-15,Wolves,Chelsea,H,0.3115270781899911,0.16816816816816813,5.79,H,1,0.14335891002182297,0.14335891002182297,0.17271157167530224,0.13881550651468885,0.8037417827200484,True,4.79,5.59,5.79,0.17477724468814257,0.16816816816816813,0.7414363670820501,0.8037417827200484,0,-0.0345423143350605,-0.006609076519974444,False,False,4.59,4.79,-0.20000000000000018
2020-21,2020-12-16,West Ham,Crystal Palace,D,0.4640996464431508,0.2657793745407039,3.68,A,0,0.19832027190244694,0.19832027190244694,0.2717391304347826,0.19236051600836823,0.707886698910795,True,-1.0,3.82,3.68,0.25596086517304845,0.2657793745407039,0.772860649412836,0.707886698910795,2,0.0380434782608694,0.009818509367655437,True,True,-1.0,-1.0,0.0
2020-21,2020-12-17,Sheffield United,Man United,A,0.287797422909185,0.12355700664651482,7.88,H,0,0.16424041626267016,0.16424041626267016,0.12690355329949238,0.1608938696096926,1.2678436925243775,True,-1.0,7.35,7.88,0.13266722175964474,0.12355700664651482,1.1153110583825097,1.2678436925243775,0,-0.06725888324873097,-0.009110215113129913,False,False,-1.0,-1.0,0.0
2020-21,2020-12-19,Southampton,Man City,A,0.3577067392921827,0.16345778285805077,5.97,H,0,0.19424895643413195,0.19424895643413195,0.16750418760469013,0.1902025516874926,1.1355092335743309,True,-1.0,6.56,5.97,0.14849570797566464,0.16345778285805077,1.3465562097567183,1.1355092335743309,0,0.09882747068676712,0.014962074882386128,True,True,-1.0,-1.0,0.0
2020-21,2020-12-20,Brighton,Sheffield United,D,0.3121837199170009,0.21041750160626474,4.64,A,0,0.10176621831073615,0.10176621831073615,0.21551724137931036,0.09666647853769053,0.4485324604148839,True,-1.0,5.79,4.64,0.1686360090298602,0.21041750160626474,0.8075437383194353,0.4485324604148839,2,0.24784482758620707,0.04178149257640454,True,True,-1.0,-1.0,0.0
2020-21,2020-12-26,Arsenal,Chelsea,H,0.3714425887595594,0.20174772036474162,4.84,H,1,0.16969486839481776,0.16969486839481776,0.2066115702479339,0.1648310185116255,0.7977821295962673,True,3.84,4.14,4.84,0.23563008791924453,0.20174772036474162,0.5377723174645757,0.7977821295962673,0,-0.1446280991735538,-0.03388236755450291,False,False,3.1399999999999997,3.84,-0.7000000000000002
2020-21,2020-12-26,Man City,Newcastle,H,0.1348178174238078,0.043836042679565694,22.04,A,0,0.0909817747442421,0.0909817747442421,0.045372050816696916,0.08944576660711089,1.9713846960207237,True,-1.0,22.92,22.04,0.04254366323331841,0.043836042679565694,2.090024375353675,1.9713846960207237,2,0.03992740471869349,0.0012923794462472854,True,True,-1.0,-1.0,0.0
2020-21,2021-01-13,Man City,Brighton,H,0.0948680985082383,0.05561165625788916,17.46,A,0,0.03925644225034914,0.03925644225034914,0.0572737686139748,0.0375943298942635,0.6563969999538408,True,-1.0,16.97,17.46,0.05717400952952772,0.05561165625788916,0.6099116316848039,0.6563969999538408,2,-0.028064146620847774,-0.0015623532716385613,False,False,-1.0,-1.0,0.0
2020-21,2021-01-16,Fulham,Chelsea,A,0.3815198542833826,0.15516554777686928,6.29,H,0,0.2263543065065133,0.2263543065065133,0.1589825119236884,0.2225373423596942,1.3997598834424765,True,-1.0,6.81,6.29,0.14288820796678858,0.15516554777686928,1.598150207669835,1.3997598834424765,0,0.08267090620031792,0.012277339810080695,True,True,-1.0,-1.0,0.0
2020-21,2021-01-17,Man City,Crystal Palace,H,0.1201699703514475,0.0562043795620438,17.24,A,0,0.0639655907894037,0.0639655907894037,0.0580046403712297,0.062165329980217794,1.0717302888589546,True,-1.0,18.27,17.24,0.05317869027160838,0.0562043795620438,1.1955053583209456,1.0717302888589546,2,0.05974477958236668,0.003025689290435417,True,True,-1.0,-1.0,0.0
2020-21,2021-01-19,Leicester,Chelsea,H,0.5855086850770866,0.3396894579133751,2.88,H,1,0.24581922716371152,0.24581922716371152,0.3472222222222222,0.23828646285486443,0.6862650130220094,True,1.88,2.92,2.88,0.33537079396901603,0.3396894579133751,0.709685360425093,0.6862650130220094,0,0.01388888888888884,0.004318663944359091,True,True,1.92,1.88,0.040000000000000036
2020-21,2021-01-26,Newcastle,Leeds,A,0.4659586957261778,0.2322639711515106,4.2,H,0,0.23369472457466722,0.23369472457466722,0.23809523809523808,0.22786345763093974,0.957026522049947,True,-1.0,3.92,4.2,0.24888199144965434,0.2322639711515106,0.826558087246617,0.957026522049947,0,-0.06666666666666676,-0.016618020298143743,False,False,-1.0,-1.0,0.0
2020-21,2021-01-26,West Brom,Man City,A,0.1101327353018904,0.04858518494544638,20.07,H,0,0.06154755035644402,0.06154755035644402,0.04982561036372696,0.06030712493816344,1.2103639975089404,True,-1.0,15.82,20.07,0.061514048483378055,0.04858518494544638,0.742299872475906,1.2103639975089404,0,-0.21175884404583956,-0.012928863537931677,False,False,-1.0,-1.0,0.0
2020-21,2021-01-28,Tottenham,Liverpool,A,0.4640552116343415,0.2650490532520489,3.69,H,0,0.19900615838229258,0.19900615838229258,0.2710027100271003,0.1930525016072412,0.71236373093072,True,-1.0,3.33,3.69,0.2939069267593708,0.2650490532520489,0.5453038547423572,0.71236373093072,0,-0.09756097560975607,-0.028857873507321885,False,False,-1.0,-1.0,0.0
2020-21,2021-01-30,Man City,Sheffield United,H,0.0600011255900968,0.05344024956154859,18.12,A,0,0.006560876028548213,0.006560876028548213,0.05518763796909492,0.00481348762100188,0.08722039569255413,True,-1.0,26.18,18.12,0.0371134803374377,0.05344024956154859,0.5708294679487342,0.08722039569255413,2,0.444812362030905,0.016326769224110887,True,True,-1.0,-1.0,0.0
2020-21,2021-01-30,Southampton,Aston Villa,A,0.5242659389969269,0.29011229878022743,3.37,H,0,0.23415364021669943,0.23415364021669943,0.29673590504451036,0.2275300339524165,0.7667762144196435,True,-1.0,2.9,3.37,0.33715390713560695,0.29011229878022743,0.5203712230910877,0.7667762144196435,0,-0.13946587537091992,-0.047041608355379516,False,False,-1.0,-1.0,0.0
2020-21,2021-02-02,Wolves,Arsenal,H,0.4407317296316161,0.2628340868768958,3.72,H,1,0.1778976427547203,0.1778976427547203,0.26881720430107525,0.17191452533054086,0.639522034229612,True,2.72,3.71,3.72,0.26381532926951134,0.2628340868768958,0.6351147169332958,0.639522034229612,0,-0.0026881720430108613,-0.0009812423926155445,False,False,2.71,2.72,-0.010000000000000231
2020-21,2021-02-03,Aston Villa,West Ham,A,0.4449346566006201,0.32828690620374107,2.98,A,1,0.11664775039687902,0.11664775039687902,0.33557046979865773,0.10936418680196236,0.3259052766698478,True,1.98,3.46,2.98,0.28247462976099136,0.32828690620374107,0.5394739118381455,0.3259052766698478,2,0.1610738255033557,0.04581227644274971,True,True,2.46,1.98,0.48
2020-21,2021-02-03,Burnley,Man City,A,0.1321846701446695,0.05665729065721846,17.18,H,0,0.07552737948745104,0.07552737948745104,0.05820721769499418,0.07397745244967532,1.270932633085422,True,-1.0,14.8,17.18,0.06542283059331563,0.05665729065721846,0.9563331181411088,1.270932633085422,0,-0.13853317811408605,-0.008765539936097175,False,False,-1.0,-1.0,0.0
2020-21,2021-02-04,Tottenham,Chelsea,A,0.5706460896943166,0.23751990664241854,4.11,H,0,0.3331261830518981,0.3331261830518981,0.24330900243309,0.3273370872612266,1.3453554286436415,True,-1.0,3.58,4.11,0.27328024615735264,0.23751990664241854,1.0429130011056538,1.3453554286436415,0,-0.12895377128953778,-0.0357603395149341,False,False,-1.0,-1.0,0.0
2020-21,2021-02-07,Liverpool,Man City,A,0.4931625771870617,0.3102483961177825,3.15,H,0,0.1829141810692792,0.1829141810692792,0.31746031746031744,0.17570225972674425,0.5534621181392443,True,-1.0,3.44,3.15,0.2844963822293405,0.3102483961177825,0.6964792655234922,0.5534621181392443,0,0.09206349206349218,0.025752013888442005,True,True,-1.0,-1.0,0.0
2020-21,2021-02-07,Sheffield United,Chelsea,A,0.2442039660406512,0.13995115933637117,6.96,H,0,0.10425280670428003,0.10425280670428003,0.14367816091954022,0.10052580512111098,0.6996596036429323,True,-1.0,7.64,6.96,0.12754254041003082,0.13995115933637117,0.8657183005505751,0.6996596036429323,0,0.09770114942528729,0.012408618926340348,True,True,-1.0,-1.0,0.0
2020-21,2021-02-17,Everton,Man City,A,0.2751256094757734,0.08046326324159377,12.07,H,0,0.19466234623417966,0.19466234623417966,0.08285004142502071,0.1922755680507527,2.3207661063725853,True,-1.0,8.77,12.07,0.11099977054160894,0.08046326324159377,1.4128515951025329,2.3207661063725853,0,-0.2734051367025684,-0.03053650730001517,False,False,-1.0,-1.0,0.0
2020-21,2021-02-20,Southampton,Chelsea,D,0.3281699026121604,0.2144467103144789,4.55,H,0,0.11372319229768149,0.11372319229768149,0.21978021978021978,0.10838968283194061,0.49317305688532964,True,-1.0,5.11,4.55,0.19094864072127404,0.2144467103144789,0.6769482023481397,0.49317305688532964,0,0.12307692307692308,0.023498069593204857,True,True,-1.0,-1.0,0.0
2020-21,2021-02-21,West Ham,Tottenham,H,0.5653464186441299,0.3075506854176833,3.18,H,1,0.2577957332264466,0.2577957332264466,0.31446540880503143,0.2508810098390985,0.7978016112883333,True,2.18,2.73,3.18,0.35846062289228325,0.3075506854176833,0.5433957228984747,0.7978016112883333,0,-0.14150943396226423,-0.05090993747459993,False,False,1.73,2.18,-0.4500000000000002
2020-21,2021-02-27,Man City,West Ham,H,0.1289035385966682,0.08869793041421045,11.01,A,0,0.04020560818245775,0.04020560818245775,0.09082652134423251,0.03807701725243569,0.41922795994931694,True,-1.0,13.19,11.01,0.07359283035300397,0.08869793041421045,0.7002376740900536,0.41922795994931694,2,0.19800181653042692,0.01510510006120648,True,True,-1.0,-1.0,0.0
2020-21,2021-02-27,West Brom,Brighton,H,0.3667930277319119,0.2116652723783278,4.61,H,1,0.1551277553535841,0.1551277553535841,0.21691973969631234,0.14987328803559957,0.6909158578441141,True,3.6100000000000003,4.22,4.61,0.2316922336085174,0.2116652723783278,0.5478665770286681,0.6909158578441141,0,-0.08459869848156198,-0.0200269612301896,False,False,3.2199999999999998,3.6100000000000003,-0.39000000000000057
2020-21,2021-02-28,Chelsea,Man United,D,0.4509141206720721,0.30168218684289577,3.24,A,0,0.14923193382917632,0.14923193382917632,0.30864197530864196,0.14227214536343014,0.4609617509775137,True,-1.0,3.47,3.24,0.281879293136852,0.30168218684289577,0.5646719987320903,0.4609617509775137,2,0.07098765432098775,0.019802893706043767,True,True,-1.0,-1.0,0.0
2020-21,2021-02-28,Crystal Palace,Fulham,D,0.4520734114433831,0.2766180689564088,3.54,H,0,0.1754553424869743,0.1754553424869743,0.2824858757062147,0.1695875357371684,0.6003398765095762,True,-1.0,3.62,3.54,0.2704113243580118,0.2766180689564088,0.6365057494250468,0.6003398765095762,0,0.02259887005649719,0.006206744598396985,True,True,-1.0,-1.0,0.0
2020-21,2021-02-28,Leicester,Arsenal,A,0.6325268812628617,0.42038947848742214,2.33,H,0,0.21213740277543958,0.21213740277543958,0.4291845493562232,0.20334233190663853,0.47378763334246776,True,-1.0,2.61,2.33,0.37509026093962583,0.42038947848742214,0.6508951600960691,0.47378763334246776,0,0.12017167381974247,0.04529921754779631,True,True,-1.0,-1.0,0.0
2020-21,2021-02-28,Sheffield United,Liverpool,A,0.2151489175494396,0.11511790864582508,8.48,H,0,0.10003100890361452,0.10003100890361452,0.11792452830188678,0.09722438924755282,0.8244628208192479,True,-1.0,7.95,8.48,0.12239767578389606,0.11511790864582508,0.7104338945180448,0.8244628208192479,0,-0.0625,-0.007279767138070978,False,False,-1.0,-1.0,0.0
2020-21,2021-03-03,Sheffield United,Aston Villa,H,0.5623451440723354,0.2725640424726434,3.59,H,1,0.289781101599692,0.289781101599692,0.2785515320334262,0.2837936120389092,1.0188190672196837,True,2.59,3.77,3.59,0.25927555868196456,0.2725640424726434,1.1200411931527046,1.0188190672196837,0,0.050139275766016844,0.013288483790678818,True,True,2.77,2.59,0.18000000000000016
2020-21,2021-03-04,Liverpool,Chelsea,A,0.7501470479003955,0.4324009069104535,2.26,H,0,0.317746140989942,0.317746140989942,0.4424778761061947,0.30766917179420084,0.6953323282548938,True,-1.0,2.28,2.26,0.4291134272382364,0.4324009069104535,0.7103352692129017,0.6953323282548938,0,0.008849557522123908,0.0032874796722170974,True,True,-1.0,-1.0,0.0
2020-21,2021-03-06,Brighton,Leicester,A,0.5851835879899391,0.3113145150867804,3.14,A,1,0.2738690729031587,0.2738690729031587,0.3184713375796178,0.26671225041032126,0.8374764662884089,True,2.14,3.02,3.14,0.3241366252650712,0.3113145150867804,0.767254435729616,0.8374764662884089,2,-0.03821656050955413,-0.012822110178290824,False,False,2.02,2.14,-0.1200000000000001
2020-21,2021-03-06,Burnley,Arsenal,D,0.4927316868472835,0.18831993228946256,5.18,H,0,0.304411754557821,0.304411754557821,0.19305019305019305,0.29968149379709047,1.5523501378689284,True,-1.0,5.73,5.18,0.170149619068017,0.18831993228946256,1.8233525656349348,1.5523501378689284,0,0.1061776061776063,0.01817031322144555,True,True,-1.0,-1.0,0.0
2020-21,2021-03-06,Sheffield United,Southampton,A,0.4661883900030302,0.26126557320836663,3.74,H,0,0.20492281679466356,0.20492281679466356,0.267379679144385,0.1988087108586452,0.743544578611333,True,-1.0,3.77,3.74,0.2590131655557163,0.26126557320836663,0.7575302303114237,0.743544578611333,0,0.008021390374331583,0.0022524076526503345,True,True,-1.0,-1.0,0.0
2020-21,2021-03-12,Newcastle,Aston Villa,D,0.4877854581416785,0.2572802564787603,3.8,H,0,0.2305052016629182,0.2305052016629182,0.2631578947368421,0.22462756340483642,0.8535847409383783,True,-1.0,3.86,3.8,0.2534372328348587,0.2572802564787603,0.8828518684268789,0.8535847409383783,0,0.015789473684210575,0.0038430236439015997,True,True,-1.0,-1.0,0.0
2020-21,2021-03-15,Wolves,Liverpool,A,0.4024293822175702,0.16464821729446594,5.93,H,0,0.23778116492310425,0.23778116492310425,0.16863406408094436,0.23379531813662582,1.386406236550191,True,-1.0,4.93,5.93,0.1981428077056177,0.16464821729446594,0.9839768543326208,1.386406236550191,0,-0.1686340640809444,-0.03349459041115177,False,False,-1.0,-1.0,0.0
2020-21,2021-03-20,Brighton,Newcastle,H,0.2494774924188031,0.1761141839214436,5.55,A,0,0.0733633084973595,0.0733633084973595,0.1801801801801802,0.0692973122386229,0.3846000829243572,True,-1.0,6.73,5.55,0.14504933462614675,0.1761141839214436,0.6789835239785449,0.3846000829243572,2,0.21261261261261266,0.031064849295296848,True,True,-1.0,-1.0,0.0
2020-21,2021-04-03,Leicester,Man City,A,0.3314863658388008,0.18802015197483785,5.2,H,0,0.14346621386396297,0.14346621386396297,0.1923076923076923,0.13917867353110852,0.7237291023617642,True,-1.0,6.24,5.2,0.15648620849100223,0.18802015197483785,1.0684749228341173,0.7237291023617642,0,0.19999999999999996,0.03153394348383562,True,True,-1.0,-1.0,0.0
2020-21,2021-04-04,Newcastle,Tottenham,D,0.2803076657137373,0.1733696305314474,5.62,H,0,0.10693803518228986,0.10693803518228986,0.17793594306049823,0.10237172265323904,0.5753290813112035,True,-1.0,5.66,5.62,0.17278267879070958,0.1733696305314474,0.586541387939753,0.5753290813112035,0,0.007117437722419906,0.0005869517407378344,True,True,-1.0,-1.0,0.0
2020-21,2021-04-10,Crystal Palace,Chelsea,A,0.2780541305099633,0.12609011984209317,7.75,H,0,0.15196401066787013,0.15196401066787013,0.12903225806451613,0.14902187244544718,1.1549195114522157,True,-1.0,7.31,7.75,0.1335042031036696,0.12609011984209317,1.0325756940278317,1.1549195114522157,0,-0.0567741935483872,-0.007414083261576415,False,False,-1.0,-1.0,0.0
2020-21,2021-04-11,Sheffield United,Arsenal,A,0.245155591705411,0.1748528351055166,5.58,H,0,0.0703027565998944,0.0703027565998944,0.17921146953405018,0.06594412217136084,0.3679682017161934,True,-1.0,6.16,5.58,0.15853696798561584,0.1748528351055166,0.5101584449053318,0.3679682017161934,0,0.10394265232974909,0.016315867119900768,True,True,-1.0,-1.0,0.0
2020-21,2021-04-21,Aston Villa,Man City,A,0.1775662841350064,0.10043821305540558,9.64,H,0,0.07712807107960083,0.07712807107960083,0.10373443983402489,0.07383184430098153,0.7117389790614619,True,-1.0,8.85,9.64,0.11007909781502075,0.10043821305540558,0.5714616145948066,0.7117389790614619,0,-0.08195020746887971,-0.009640884759615165,False,False,-1.0,-1.0,0.0
2020-21,2021-04-24,Sheffield United,Brighton,H,0.3303543841483375,0.15092588847463353,6.43,H,1,0.17942849567370397,0.17942849567370397,0.15552099533437014,0.17483338881396737,1.1241786900738102,True,5.43,5.54,6.43,0.17620365823211967,0.15092588847463353,0.8301632881817897,1.1241786900738102,0,-0.1384136858475894,-0.025277769757486135,False,False,4.54,5.43,-0.8899999999999997
2020-21,2021-04-24,West Ham,Chelsea,A,0.372465352976029,0.19078805828362275,5.09,H,0,0.18167729469240626,0.18167729469240626,0.19646365422396858,0.17600169875206043,0.8958486466479876,True,-1.0,4.91,5.09,0.19904890912759024,0.19078805828362275,0.8288048831123025,0.8958486466479876,0,-0.03536345776031424,-0.008260850843967493,False,False,-1.0,-1.0,0.0
2020-21,2021-05-09,Wolves,Brighton,H,0.4839179875554476,0.23115501775526343,4.23,H,1,0.2527629698001842,0.2527629698001842,0.23640661938534277,0.24751136817010486,1.0469730873595435,True,3.2300000000000004,3.41,4.23,0.28671765199773663,0.23115501775526343,0.6501603375640765,1.0469730873595435,0,-0.19385342789598115,-0.05556263424247321,False,False,2.41,3.2300000000000004,-0.8200000000000003
2020-21,2021-05-11,Man United,Leicester,A,0.6800866389428053,0.24799745515213248,3.94,H,0,0.43208918379067285,0.43208918379067285,0.25380710659898476,0.42627953234382054,1.679541357434653,True,-1.0,2.59,3.94,0.3781724542734881,0.24799745515213248,0.7614243948618655,1.679541357434653,0,-0.3426395939086294,-0.13017499912135563,False,False,-1.0,-1.0,0.0
2020-21,2021-05-13,Man United,Liverpool,A,0.6726585663561634,0.3436645396536007,2.85,H,0,0.32899402670256267,0.32899402670256267,0.3508771929824561,0.32178137337370727,0.9170769141150656,True,-1.0,3.12,2.85,0.3064490820649615,0.3436645396536007,1.09869472703123,0.9170769141150656,0,0.09473684210526323,0.0372154575886392,True,True,-1.0,-1.0,0.0
2020-21,2021-05-14,Newcastle,Man City,A,0.1517257144268683,0.11914090886615734,8.12,H,0,0.03258480556071096,0.03258480556071096,0.12315270935960593,0.028573005067262375,0.2320128011461704,True,-1.0,11.02,8.12,0.0873673978573108,0.11914090886615734,0.6720173729840886,0.2320128011461704,0,0.3571428571428572,0.03177351100884654,True,True,-1.0,-1.0,0.0
2020-21,2021-05-18,Brighton,Man City,H,0.2264831958987295,0.13158718623524032,7.37,H,1,0.09489600966348918,0.09489600966348918,0.13568521031207598,0.09079798558665353,0.6691811537736365,True,6.37,6.89,7.37,0.13995541962573219,0.13158718623524032,0.5604692197422463,0.6691811537736365,0,-0.06512890094979651,-0.008368233390491864,False,False,5.89,6.37,-0.4800000000000004
