EvaluationSeasons,Bets,WinningBets,HitRate,AverageOdds,TotalProfit,ROI,MaximumDrawdownUnits,ProfitableEvaluationSeasons,LosingEvaluationSeasons,NoBetSeasons
4,180,36,0.2,7.329333333333334,11.599999999999998,0.06444444444444443,26.380000000000003,3,1,0
