Season,Date,HomeTeam,AwayTeam,Outcome,EarlierOdds,ClosingOdds,EarlierNoVigProbability,ClosingNoVigProbability,OddsCLV,NoVigProbabilityMovement,AbsoluteOddsMovement,PricesIdentical,PositiveOddsCLV,PositiveProbabilityMovement
2015-16,2015-09-20,Tottenham,Crystal Palace,H,1.99,1.94,0.4924253629547823,0.5048726795231598,0.02577319587628879,0.012447316568377553,0.050000000000000044,False,True,True
2015-16,2015-09-26,Leicester,Arsenal,H,4.55,4.76,0.21586921447269508,0.2059605501162824,-0.044117647058823484,-0.009908664356412689,0.20999999999999996,False,False,False
2015-16,2015-09-26,Liverpool,Aston Villa,H,1.53,1.5,0.6401958118031003,0.652775144653325,0.020000000000000018,0.012579332850224723,0.030000000000000027,False,True,True
2015-16,2015-09-26,Man United,Sunderland,H,1.23,1.22,0.7987771908663645,0.8018160613128956,0.008196721311475308,0.0030388704465311722,0.010000000000000009,False,True,True
2015-16,2015-09-26,Newcastle,Chelsea,H,5.98,5.8,0.16376766091051806,0.16874200384791932,0.031034482758620863,0.0049743429374012604,0.1800000000000006,False,True,True
2015-16,2015-09-26,Southampton,Swansea,H,2.04,1.85,0.4802093522785716,0.5305395585728403,0.10270270270270276,0.05033020629426871,0.18999999999999995,False,True,True
2015-16,2015-09-26,Stoke,Bournemouth,H,2.47,2.43,0.3966581747340027,0.40320206315428564,0.016460905349794164,0.006543888420282917,0.040000000000000036,False,True,True
2015-16,2015-09-26,Tottenham,Man City,H,4.03,3.49,0.24324412129718068,0.2809521929368016,0.15472779369627498,0.03770807163962095,0.54,False,True,True
2015-16,2015-09-26,West Ham,Norwich,H,2.22,2.25,0.4418479893566799,0.4353745186310137,-0.013333333333333197,-0.0064734707256662305,0.029999999999999805,False,False,False
2015-16,2015-09-27,Watford,Crystal Palace,H,2.49,2.61,0.3938328374357587,0.3755199544980567,-0.045977011494252706,-0.018312882937702002,0.11999999999999966,False,False,False
2015-16,2015-09-28,West Brom,Everton,H,3.06,3.02,0.320330235027049,0.3243464237854044,0.013245033112582849,0.00401618875835541,0.040000000000000036,False,True,True
2015-16,2015-10-03,Aston Villa,Stoke,H,2.5,2.71,0.39179402845460987,0.36164826718570153,-0.07749077490774903,-0.030145761268908333,0.20999999999999996,False,False,False
2015-16,2015-10-03,Bournemouth,Watford,H,2.13,2.21,0.45992330420569566,0.4433090475748731,-0.03619909502262442,-0.016614256630822555,0.08000000000000007,False,False,False
2015-16,2015-10-03,Chelsea,Southampton,H,1.83,1.79,0.5362501620678681,0.5479369402759939,0.022346368715083775,0.011686778208125803,0.040000000000000036,False,True,True
2015-16,2015-10-03,Crystal Palace,West Brom,H,1.84,1.83,0.5326700550889979,0.5351178435338948,0.005464480874316946,0.0024477884448969034,0.010000000000000009,False,True,True
2015-16,2015-10-03,Man City,Newcastle,H,1.24,1.22,0.7876712328767124,0.8004622382372921,0.016393442622950838,0.012791005360579755,0.020000000000000018,False,True,True
2015-16,2015-10-03,Norwich,Leicester,H,2.26,2.33,0.4337700408307671,0.4210649759958954,-0.030042918454935785,-0.012705064834871715,0.07000000000000028,False,False,False
2015-16,2015-10-03,Sunderland,West Ham,H,3.13,3.03,0.313215489783374,0.32359780485536227,0.03300330033003296,0.01038231507198828,0.10000000000000009,False,True,True
2015-16,2015-10-04,Arsenal,Man United,H,2.06,2.01,0.4757395845737713,0.48756785939233976,0.024875621890547484,0.011828274818568463,0.050000000000000266,False,True,True
2015-16,2015-10-04,Everton,Liverpool,H,2.75,3.16,0.3566214807090719,0.3101362024260126,-0.129746835443038,-0.04648527828305932,0.41000000000000014,False,False,False
2015-16,2015-10-04,Swansea,Tottenham,H,2.72,2.68,0.3604170795286514,0.36561200451457004,0.014925373134328401,0.00519492498591867,0.040000000000000036,False,True,True
2015-16,2015-10-17,Chelsea,Aston Villa,H,1.34,1.33,0.7301894247074211,0.7360937985465286,0.007518796992481258,0.0059043738391074685,0.010000000000000009,False,True,True
2015-16,2015-10-17,Crystal Palace,West Ham,H,2.01,1.96,0.4874616759709586,0.4999284962102991,0.025510204081632626,0.012466820239340537,0.04999999999999982,False,True,True
2015-16,2015-10-17,Everton,Man United,H,3.23,3.29,0.30341340075853346,0.2978477994952853,-0.01823708206686936,-0.005565601263248177,0.06000000000000005,False,False,False
2015-16,2015-10-17,Man City,Bournemouth,H,1.34,1.34,0.7317652531510889,0.7290388649471601,0.0,-0.0027263882039287868,0.0,True,False,False
2015-16,2015-10-17,Southampton,Leicester,H,1.76,1.73,0.5559551369939988,0.5668052979129597,0.01734104046242768,0.01085016091896096,0.030000000000000027,False,True,True
2015-16,2015-10-17,Tottenham,Liverpool,H,2.48,2.28,0.3952574778744538,0.42986741102581993,0.08771929824561409,0.034609933151366123,0.20000000000000018,False,True,True
2015-16,2015-10-17,Watford,Arsenal,H,6.29,6.75,0.15587561613050707,0.14495802265086488,-0.06814814814814818,-0.01091759347964219,0.45999999999999996,False,False,False
2015-16,2015-10-17,West Brom,Sunderland,H,2.08,2.15,0.47186646145918787,0.4562744927283811,-0.03255813953488362,-0.01559196873080676,0.06999999999999984,False,False,False
2015-16,2015-10-18,Newcastle,Norwich,H,2.58,2.48,0.3801492053194939,0.3952574778744538,0.040322580645161255,0.01510827255495989,0.10000000000000009,False,True,True
2015-16,2015-10-19,Swansea,Stoke,H,2.08,1.88,0.4711900402284376,0.5206739829287219,0.1063829787234043,0.049483942700284334,0.20000000000000018,False,True,True
2015-16,2015-10-24,Arsenal,Everton,H,1.43,1.39,0.6866049767052408,0.7041169099775058,0.02877697841726623,0.017511933272264968,0.040000000000000036,False,True,True
2015-16,2015-10-24,Aston Villa,Swansea,H,3.09,3.01,0.31719070312292,0.32566495086926545,0.02657807308970095,0.00847424774634542,0.08000000000000007,False,True,True
2015-16,2015-10-24,Leicester,Crystal Palace,H,2.21,2.17,0.44329306692620374,0.45167355218563693,0.018433179723502224,0.00838048525943319,0.040000000000000036,False,True,True
2015-16,2015-10-24,Norwich,West Brom,H,2.02,1.98,0.4849542577522472,0.4948714244438024,0.02020202020202011,0.00991716669155518,0.040000000000000036,False,True,True
2015-16,2015-10-24,Stoke,Watford,H,2.1,2.1,0.46676764076977906,0.46694824603341123,0.0,0.000180605263632172,0.0,True,False,True
2015-16,2015-10-24,West Ham,Chelsea,H,3.91,4.21,0.2505808352694509,0.23283634882185933,-0.07125890736342033,-0.01774448644759158,0.2999999999999998,False,False,False
2015-16,2015-10-25,Bournemouth,Tottenham,H,3.58,3.52,0.273810207657179,0.2784313725490196,0.017045454545454586,0.004621164891840612,0.06000000000000005,False,True,True
2015-16,2015-10-25,Liverpool,Southampton,H,2.08,2.09,0.471311867978489,0.4690168262545877,-0.004784688995215225,-0.0022950417239013254,0.009999999999999787,False,False,False
2015-16,2015-10-25,Man United,Man City,H,2.59,2.63,0.37828781723389837,0.37262070985881196,-0.01520912547528519,-0.005667107375086411,0.040000000000000036,False,False,False
2015-16,2015-10-25,Sunderland,Newcastle,H,2.57,2.63,0.38140150012280605,0.37287184639005255,-0.02281368821292773,-0.008529653732753495,0.06000000000000005,False,False,False
2015-16,2015-10-31,Chelsea,Liverpool,H,2.07,2.12,0.47330400081858187,0.46231351051280273,-0.02358490566037752,-0.010990490305779144,0.050000000000000266,False,False,False
2015-16,2015-10-31,Crystal Palace,Man United,H,4.02,4.46,0.24422755840312754,0.21969436703948286,-0.09865470852017943,-0.02453319136364468,0.4400000000000004,False,False,False
2015-16,2015-10-31,Man City,Norwich,H,1.3,1.27,0.753656971864715,0.7726087115559752,0.023622047244094446,0.018951739691260183,0.030000000000000027,False,True,True
2015-16,2015-10-31,Newcastle,Stoke,H,2.39,2.37,0.4107708514295219,0.4133119879042569,0.00843881856540074,0.002541136474734973,0.020000000000000018,False,True,True
2015-16,2015-10-31,Swansea,Arsenal,H,5.05,4.73,0.19401256055178911,0.20738243205371565,0.06765327695560241,0.013369871501926534,0.3199999999999994,False,True,True
2015-16,2015-10-31,Watford,West Ham,H,2.6,2.5,0.3768487477815027,0.3920544238141772,0.040000000000000036,0.015205676032674531,0.10000000000000009,False,True,True
2015-16,2015-10-31,West Brom,Leicester,H,2.84,2.97,0.3451739567162816,0.3300481424289218,-0.043771043771043905,-0.015125814287359818,0.13000000000000034,False,False,False
2015-16,2015-11-01,Everton,Sunderland,H,1.49,1.48,0.6570832913648899,0.6612764041571305,0.006756756756756799,0.004193112792240661,0.010000000000000009,False,True,True
2015-16,2015-11-01,Southampton,Bournemouth,H,1.55,1.53,0.6329186937273567,0.6414984859199624,0.013071895424836555,0.00857979219260574,0.020000000000000018,False,True,True
2015-16,2015-11-02,Tottenham,Aston Villa,H,1.43,1.4,0.6864334064257794,0.7016245444649534,0.021428571428571352,0.015191138039173935,0.030000000000000027,False,True,True
2015-16,2015-11-07,Bournemouth,Newcastle,H,2.18,2.22,0.4498417844729335,0.44126715521073834,-0.018018018018018056,-0.008574629262195155,0.040000000000000036,False,False,False
2015-16,2015-11-07,Leicester,Watford,H,1.88,1.93,0.5207190331014506,0.508927583689183,-0.025906735751295318,-0.011791449412267618,0.050000000000000044,False,False,False
2015-16,2015-11-07,Man United,West Brom,H,1.34,1.36,0.7318279358432289,0.720129171151776,-0.014705882352941235,-0.011698764691452923,0.020000000000000018,False,False,False
2015-16,2015-11-07,Norwich,Swansea,H,2.46,2.54,0.3979536766359344,0.38609694117647053,-0.03149606299212604,-0.011856735459463863,0.08000000000000007,False,False,False
2015-16,2015-11-07,Stoke,Chelsea,H,3.96,4.53,0.24744827586206894,0.21636051373954598,-0.1258278145695365,-0.031087762122522955,0.5700000000000003,False,False,False
2015-16,2015-11-07,Sunderland,Southampton,H,4.79,4.7,0.2045372088290037,0.20830302853984234,0.019148936170212627,0.0037658197108386415,0.08999999999999986,False,True,True
2015-16,2015-11-07,West Ham,Everton,H,2.58,2.45,0.3799408584935867,0.39970433921303583,0.05306122448979589,0.01976348071944911,0.1299999999999999,False,True,True
2015-16,2015-11-08,Arsenal,Tottenham,H,1.7,1.8,0.5770359928777344,0.5446915652538816,-0.05555555555555558,-0.03234442762385281,0.10000000000000009,False,False,False
2015-16,2015-11-08,Aston Villa,Man City,H,8.15,8.55,0.12029545181115892,0.11475527888685297,-0.04678362573099415,-0.005540172924305947,0.40000000000000036,False,False,False
2015-16,2015-11-08,Liverpool,Crystal Palace,H,1.68,1.64,0.5833467288217329,0.5986993365302503,0.024390243902439046,0.01535260770851743,0.040000000000000036,False,True,True
2015-16,2015-11-21,Chelsea,Norwich,H,1.43,1.41,0.6862905301080803,0.6943566676213864,0.014184397163120588,0.008066137513306093,0.020000000000000018,False,True,True
2015-16,2015-11-21,Everton,Aston Villa,H,1.57,1.72,0.6231725943704998,0.5705011587873592,-0.08720930232558133,-0.05267143558314058,0.1499999999999999,False,False,False
2015-16,2015-11-21,Man City,Liverpool,H,1.67,1.89,0.5872785997347905,0.5181509532515017,-0.1164021164021164,-0.06912764648328873,0.21999999999999997,False,False,False
2015-16,2015-11-21,Newcastle,Leicester,H,2.85,2.94,0.34394186897989065,0.333385629118293,-0.030612244897959107,-0.01055623986159765,0.08999999999999986,False,False,False
2015-16,2015-11-21,Southampton,Stoke,H,1.61,1.68,0.6081822288184809,0.5830750857885747,-0.04166666666666652,-0.025107143029906243,0.06999999999999984,False,False,False
2015-16,2015-11-21,Swansea,Bournemouth,H,1.91,2.24,0.5135445269910968,0.4376009409767309,-0.14732142857142871,-0.07594358601436585,0.3300000000000003,False,False,False
2015-16,2015-11-21,Watford,Man United,H,4.14,4.02,0.23669467787114845,0.24368640052733492,0.029850746268656803,0.006991722656186472,0.1200000000000001,False,True,True
2015-16,2015-11-21,West Brom,Arsenal,H,6.68,6.11,0.14680220836484667,0.1600942611070069,0.09328968903436974,0.01329205274216022,0.5699999999999994,False,True,True
2015-16,2015-11-22,Tottenham,West Ham,H,1.55,1.58,0.633512546692849,0.6207007335748835,-0.01898734177215189,-0.01281181311796542,0.030000000000000027,False,False,False
2015-16,2015-11-23,Crystal Palace,Sunderland,H,1.56,1.55,0.6279918645818761,0.6338064077504886,0.006451612903225712,0.005814543168612518,0.010000000000000009,False,True,True
2015-16,2015-11-28,Aston Villa,Watford,H,2.77,2.76,0.35407786846078865,0.3551303230543319,0.0036231884057971175,0.0010524545935432505,0.010000000000000231,False,True,True
2015-16,2015-11-28,Bournemouth,Everton,H,2.95,2.65,0.33211636423610197,0.36961400359066426,0.11320754716981152,0.037497639354562295,0.30000000000000027,False,True,True
2015-16,2015-11-28,Crystal Palace,Newcastle,H,1.69,1.71,0.580072440249776,0.5721388334813367,-0.011695906432748537,-0.00793360676843935,0.020000000000000018,False,False,False
2015-16,2015-11-28,Leicester,Man United,H,3.26,3.26,0.30063583260100585,0.30054761449117484,0.0,-8.821810983100642e-05,0.0,True,False,False
2015-16,2015-11-28,Man City,Southampton,H,1.58,1.57,0.620854528786871,0.6237190371387434,0.006369426751592355,0.0028645083518724634,0.010000000000000009,False,True,True
2015-16,2015-11-28,Sunderland,Stoke,H,3.16,3.05,0.31032974986053097,0.3212140349008404,0.03606557377049202,0.010884285040309416,0.11000000000000032,False,True,True
2015-16,2015-11-29,Liverpool,Swansea,H,1.48,1.48,0.6616214733183958,0.6616214733183958,0.0,0.0,0.0,True,False,False
2015-16,2015-11-29,Norwich,Arsenal,H,5.62,6.5,0.17413158205663426,0.15058903875704288,-0.13538461538461533,-0.02354254329959138,0.8799999999999999,False,False,False
2015-16,2015-11-29,Tottenham,Chelsea,H,2.58,2.66,0.3799408584935867,0.3683606632118052,-0.03007518796992481,-0.011580195281781502,0.08000000000000007,False,False,False
2015-16,2015-11-29,West Ham,West Brom,H,2.1,2.13,0.46653237449640445,0.4600451514237264,-0.014084507042253391,-0.006487223072678072,0.029999999999999805,False,False,False
2015-16,2015-12-05,Arsenal,Sunderland,H,1.28,1.29,0.7674163385735848,0.7616526849401104,-0.007751937984496138,-0.005763653633474419,0.010000000000000009,False,False,False
2015-16,2015-12-05,Chelsea,Bournemouth,H,1.38,1.43,0.711540796121951,0.6864716186973375,-0.034965034965035,-0.025069177424613454,0.050000000000000044,False,False,False
2015-16,2015-12-05,Man United,West Ham,H,1.43,1.46,0.6839515056506068,0.6709383434400084,-0.020547945205479423,-0.01301316221059845,0.030000000000000027,False,False,False
2015-16,2015-12-05,Southampton,Aston Villa,H,1.52,1.5,0.6457367503616067,0.6525826145944374,0.01333333333333342,0.006845864232830734,0.020000000000000018,False,True,True
2015-16,2015-12-05,Stoke,Man City,H,5.25,5.21,0.18645310473182564,0.18809056090253617,0.007677543186180413,0.0016374561707105384,0.040000000000000036,False,True,True
2015-16,2015-12-05,Swansea,Leicester,H,2.68,2.55,0.3654686741136473,0.38474870017331025,0.050980392156862786,0.019280026059662947,0.13000000000000034,False,True,True
2015-16,2015-12-05,Watford,Norwich,H,2.16,2.35,0.45362306586623824,0.4171442259853692,-0.08085106382978724,-0.03647883988086903,0.18999999999999995,False,False,False
2015-16,2015-12-05,West Brom,Tottenham,H,4.75,4.8,0.20598041730157055,0.20427102033178762,-0.01041666666666663,-0.0017093969697829225,0.04999999999999982,False,False,False
2015-16,2015-12-06,Newcastle,Liverpool,H,5.75,6.4,0.1703222999673712,0.15311273135165454,-0.1015625,-0.017209568615716653,0.6500000000000004,False,False,False
2015-16,2015-12-07,Everton,Crystal Palace,H,2.06,2.14,0.47654880730840804,0.4581579378725156,-0.03738317757009346,-0.018390869435892465,0.08000000000000007,False,False,False
2015-16,2015-12-12,Bournemouth,Man United,H,3.46,3.3,0.28316050175263263,0.2969827441219012,0.048484848484848575,0.013822242369268545,0.16000000000000014,False,True,True
2015-16,2015-12-12,Crystal Palace,Southampton,H,2.55,2.45,0.3844075646468545,0.4002033272409914,0.04081632653061207,0.015795762594136897,0.09999999999999964,False,True,True
2015-16,2015-12-12,Man City,Swansea,H,1.32,1.35,0.743588557685637,0.7241298448963184,-0.022222222222222254,-0.019458712789318655,0.030000000000000027,False,False,False
2015-16,2015-12-12,Norwich,Everton,H,2.92,3.16,0.33568819972460034,0.3101051505970415,-0.07594936708860767,-0.02558304912755882,0.2400000000000002,False,False,False
2015-16,2015-12-12,Sunderland,Watford,H,2.86,2.81,0.3425362675800866,0.3487895297472921,0.017793594306049654,0.006253262167205509,0.04999999999999982,False,True,True
2015-16,2015-12-12,West Ham,Stoke,H,2.63,2.59,0.3725299939498408,0.3787059283466748,0.015444015444015413,0.006175934396834004,0.040000000000000036,False,True,True
2015-16,2015-12-13,Aston Villa,Arsenal,H,6.24,6.5,0.15694403316553154,0.15043691815637672,-0.039999999999999925,-0.0065071150091548235,0.2599999999999998,False,False,False
2015-16,2015-12-13,Liverpool,West Brom,H,1.45,1.44,0.6770410797256434,0.6815346478508125,0.00694444444444442,0.004493568125169101,0.010000000000000009,False,True,True
2015-16,2015-12-13,Tottenham,Newcastle,H,1.39,1.37,0.7063530467007353,0.7146197005249904,0.014598540145985162,0.008266653824255066,0.019999999999999796,False,True,True
2015-16,2015-12-14,Leicester,Chelsea,H,3.11,3.52,0.31515737212707806,0.2783375314861461,-0.11647727272727282,-0.03681984064093197,0.41000000000000014,False,False,False
2015-16,2015-12-19,Chelsea,Sunderland,H,1.32,1.32,0.7441304771868849,0.7448293013166802,0.0,0.0006988241297953834,0.0,True,False,True
2015-16,2015-12-19,Everton,Leicester,H,2.07,2.05,0.4735162077735862,0.4780284049106795,0.009756097560975618,0.004512197137093277,0.020000000000000018,False,True,True
2015-16,2015-12-19,Man United,Norwich,H,1.47,1.43,0.6663862674482796,0.6857422174822859,0.027972027972027913,0.019355950034006364,0.040000000000000036,False,True,True
