Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn
2020-21,2021-02-06,Aston Villa,Arsenal,H,0.4010801835251132,0.320890635232482,3.05,H,1,0.0801895482926312,0.0801895482926312,0.3278688524590164,0.07321133106609679,0.22329455975159518,True,2.05
2020-21,2021-02-06,Burnley,Brighton,D,0.3407711304240364,0.43087924306176295,2.27,A,0,-0.09010811263772656,0.09010811263772656,0.44052863436123346,-0.09975750393719707,-0.22644953393743739,False,-1.0
2020-21,2021-02-06,Burnley,Brighton,D,0.2892604583964558,0.3018814449846302,3.24,D,1,-0.012620986588174399,0.012620986588174399,0.30864197530864196,-0.019381516912186147,-0.06279611479548308,False,2.24
2020-21,2021-02-06,Burnley,Brighton,D,0.3699684111795078,0.26723931195360706,3.66,H,0,0.10272909922590073,0.10272909922590073,0.27322404371584696,0.09674436746366083,0.35408438491699856,True,-1.0
2020-21,2021-02-06,Fulham,West Ham,D,0.3680067210766347,0.4935843844280469,1.98,A,0,-0.12557766335141224,0.12557766335141224,0.5050505050505051,-0.1370437839738704,-0.27134669226826336,False,-1.0
2020-21,2021-02-06,Fulham,West Ham,D,0.2977508653862291,0.2662934826069572,3.67,D,1,0.0314573827792719,0.0314573827792719,0.2724795640326976,0.025271301353531506,0.09274567596746075,True,2.67
2020-21,2021-02-06,Fulham,West Ham,D,0.3342424135371362,0.24012213296499574,4.07,H,0,0.09412028057214045,0.09412028057214045,0.24570024570024568,0.0885421678368905,0.3603666230961444,True,-1.0
2020-21,2021-02-06,Man United,Everton,D,0.1338624336491183,0.17419382249224627,5.61,A,0,-0.04033138884312798,0.04033138884312798,0.17825311942959002,-0.04439068578047173,-0.24903174722844634,False,-1.0
2020-21,2021-02-06,Man United,Everton,D,0.1870438975294392,0.22993584568976508,4.25,D,1,-0.04289194816032588,0.04289194816032588,0.23529411764705882,-0.04825022011761962,-0.20506343549988337,False,3.25
2020-21,2021-02-06,Man United,Everton,D,0.6790936688214424,0.5958703318179888,1.64,H,0,0.08322333700345363,0.08322333700345363,0.6097560975609756,0.0693375712604668,0.11371361686716552,True,-1.0
2020-21,2021-02-06,Newcastle,Southampton,H,0.3395814397226697,0.44266194095975375,2.21,A,0,-0.10308050123708407,0.10308050123708407,0.45248868778280543,-0.11290724806013575,-0.24952501821289996,False,-1.0
2020-21,2021-02-06,Newcastle,Southampton,H,0.2633352747680549,0.2687590355827076,3.64,D,0,-0.005423760814652678,0.005423760814652678,0.2747252747252747,-0.011389999957219787,-0.04145959984428016,False,-1.0
2020-21,2021-02-06,Newcastle,Southampton,H,0.3970832855092755,0.2885790234575386,3.39,H,1,0.10850426205173691,0.10850426205173691,0.2949852507374631,0.1020980347718124,0.34611233787644413,True,2.39
2020-21,2021-02-07,Liverpool,Man City,A,0.2656176085528201,0.42490541207435434,2.3,A,1,-0.15928780352153427,0.15928780352153427,0.4347826086956522,-0.16916500014283214,-0.3890795003285139,False,1.2999999999999998
2020-21,2021-02-07,Liverpool,Man City,A,0.2412198142601182,0.2648461918078632,3.69,D,0,-0.023626377547744964,0.023626377547744964,0.2710027100271003,-0.029782895766982093,-0.10989888538016379,False,-1.0
2020-21,2021-02-07,Liverpool,Man City,A,0.4931625771870617,0.3102483961177825,3.15,H,0,0.1829141810692792,0.1829141810692792,0.31746031746031744,0.17570225972674425,0.5534621181392443,True,-1.0
2020-21,2021-02-07,Sheffield United,Chelsea,A,0.5094149678086923,0.6366405679615317,1.53,A,1,-0.12722560015283935,0.12722560015283935,0.6535947712418301,-0.14417980343313774,-0.2205950992527007,False,0.53
2020-21,2021-02-07,Sheffield United,Chelsea,A,0.2463810661506564,0.22340827270209712,4.36,D,0,0.022972793448559292,0.022972793448559292,0.2293577981651376,0.017023267985518814,0.07422144841686196,True,-1.0
2020-21,2021-02-07,Sheffield United,Chelsea,A,0.2442039660406512,0.13995115933637117,6.96,H,0,0.10425280670428003,0.10425280670428003,0.14367816091954022,0.10052580512111098,0.6996596036429323,True,-1.0
2020-21,2021-02-07,Tottenham,West Brom,H,0.0552936269458954,0.11196516639267785,8.69,A,0,-0.05667153944678245,0.05667153944678245,0.11507479861910243,-0.059781171673207026,-0.519498381840169,False,-1.0
2020-21,2021-02-07,Tottenham,West Brom,H,0.157528774784656,0.19305105078420046,5.04,D,0,-0.03552227599954447,0.03552227599954447,0.1984126984126984,-0.04088392362804241,-0.20605497508533377,False,-1.0
2020-21,2021-02-07,Tottenham,West Brom,H,0.7871775982694487,0.6949837828231217,1.4,H,1,0.09219381544632699,0.09219381544632699,0.7142857142857143,0.07289188398373436,0.10204863757722804,True,0.3999999999999999
2020-21,2021-02-07,Wolves,Leicester,D,0.435698714329541,0.42588680734736245,2.3,A,0,0.009811906982178542,0.009811906982178542,0.4347826086956522,0.0009161056338887752,0.002107042957944172,True,-1.0
2020-21,2021-02-07,Wolves,Leicester,D,0.2637066190649546,0.2950420653310041,3.32,D,1,-0.031335446266049505,0.031335446266049505,0.30120481927710846,-0.03749820021215389,-0.12449402470435089,False,2.32
2020-21,2021-02-07,Wolves,Leicester,D,0.3005946666055044,0.27907112732163347,3.51,H,0,0.021523539283870907,0.021523539283870907,0.2849002849002849,0.015694381705219473,0.05508727978532035,True,-1.0
2020-21,2021-02-08,Leeds,Crystal Palace,H,0.2676812099531178,0.18997891790127563,5.13,A,0,0.07770229205184215,0.07770229205184215,0.19493177387914232,0.07274943607397547,0.3732046070594941,True,-1.0
2020-21,2021-02-08,Leeds,Crystal Palace,H,0.2771625611490569,0.26555636207998473,3.67,D,0,0.011606199069072176,0.011606199069072176,0.2724795640326976,0.004682997116359333,0.017186599417038817,True,-1.0
2020-21,2021-02-08,Leeds,Crystal Palace,H,0.4551562288978251,0.5444647200187396,1.79,H,1,-0.08930849112091449,0.08930849112091449,0.5586592178770949,-0.10350298897926985,-0.18527035027289307,False,0.79
2020-21,2021-02-13,Brighton,Aston Villa,D,0.2772763826621054,0.37510370614508637,2.61,A,0,-0.09782732348298095,0.09782732348298095,0.3831417624521073,-0.10586537979000188,-0.2763086412519049,False,-1.0
2020-21,2021-02-13,Brighton,Aston Villa,D,0.2413177948010032,0.2837741081271523,3.45,D,1,-0.0424563133261491,0.0424563133261491,0.2898550724637681,-0.048537277662764916,-0.16745360793653885,False,2.45
2020-21,2021-02-13,Brighton,Aston Villa,D,0.4814058225368913,0.34112218572776143,2.87,H,0,0.14028363680912986,0.14028363680912986,0.3484320557491289,0.1329737667877624,0.38163471068087795,True,-1.0
2020-21,2021-02-13,Crystal Palace,Burnley,A,0.2650184744071181,0.3625021560397861,2.7,A,1,-0.09748368163266796,0.09748368163266796,0.37037037037037035,-0.10535189596325223,-0.284450119100781,False,1.7000000000000002
2020-21,2021-02-13,Crystal Palace,Burnley,A,0.2526397654395121,0.30115563732536077,3.25,D,0,-0.04851587188584866,0.04851587188584866,0.3076923076923077,-0.0550525422527956,-0.1789207623215856,False,-1.0
2020-21,2021-02-13,Crystal Palace,Burnley,A,0.4823417601533698,0.3363422066348531,2.91,H,0,0.14599955351851673,0.14599955351851673,0.3436426116838488,0.13869914846952103,0.4036145220463063,True,-1.0
2020-21,2021-02-13,Leicester,Liverpool,H,0.3458458375468899,0.5095644157640009,1.92,A,0,-0.163718578217111,0.163718578217111,0.5208333333333334,-0.17498749578644346,-0.3359759919099714,False,-1.0
2020-21,2021-02-13,Leicester,Liverpool,H,0.2559899977187557,0.24337404932011983,4.02,D,0,0.012615948398635862,0.012615948398635862,0.24875621890547267,0.0072337788132830205,0.029079790829397822,True,-1.0
2020-21,2021-02-13,Leicester,Liverpool,H,0.3981641647343541,0.2470615349158792,3.96,H,1,0.15110262981847492,0.15110262981847492,0.25252525252525254,0.14563891220910158,0.5767300923480423,True,2.96
2020-21,2021-02-13,Man City,Tottenham,H,0.1028024974801011,0.10778997773673006,9.05,A,0,-0.004987480256628957,0.004987480256628957,0.11049723756906077,-0.0076947400889596645,-0.06963739780508493,False,-1.0
2020-21,2021-02-13,Man City,Tottenham,H,0.1734070024756675,0.1642254711308766,5.94,D,0,0.00918153134479091,0.00918153134479091,0.16835016835016833,0.005056834125499177,0.030037594705465187,True,-1.0
2020-21,2021-02-13,Man City,Tottenham,H,0.7237905000442313,0.7279845511323932,1.34,H,1,-0.004194051088161954,0.004194051088161954,0.7462686567164178,-0.022478156672186556,-0.030120729940730007,False,0.3400000000000001
2020-21,2021-02-14,Arsenal,Leeds,H,0.2022820644403049,0.22111553784860555,4.42,A,0,-0.01883347340830066,0.01883347340830066,0.22624434389140272,-0.02396227945109783,-0.1059132751738524,False,-1.0
2020-21,2021-02-14,Arsenal,Leeds,H,0.2201713834518066,0.250597609561753,3.9,D,0,-0.030426226109946386,0.030426226109946386,0.25641025641025644,-0.03623887295844985,-0.14133160453795435,False,-1.0
2020-21,2021-02-14,Arsenal,Leeds,H,0.5775465521078883,0.5282868525896413,1.85,H,1,0.049259699518247047,0.049259699518247047,0.5405405405405405,0.03700601156734784,0.06846112139959337,True,0.8500000000000001
2020-21,2021-02-14,Everton,Fulham,A,0.1465180777447978,0.23670406699127325,4.13,A,1,-0.09018598924647545,0.09018598924647545,0.24213075060532688,-0.09561267286052907,-0.3948803389139851,False,3.13
2020-21,2021-02-14,Everton,Fulham,A,0.241846081927561,0.28172558981958457,3.47,D,0,-0.039879507892023575,0.039879507892023575,0.2881844380403458,-0.046338356112784834,-0.16079409571136327,False,-1.0
2020-21,2021-02-14,Everton,Fulham,A,0.6116358403276414,0.48157034318914216,2.03,H,0,0.13006549713849924,0.13006549713849924,0.4926108374384237,0.11902500288921769,0.241620755865112,True,-1.0
2020-21,2021-02-14,Southampton,Wolves,A,0.2607785155586329,0.27172967839821277,3.6,A,1,-0.010951162839579864,0.010951162839579864,0.2777777777777778,-0.016999262219144884,-0.061197343988921515,False,2.6
2020-21,2021-02-14,Southampton,Wolves,A,0.2630768524600088,0.2973333866971325,3.29,D,0,-0.034256534237123715,0.034256534237123715,0.303951367781155,-0.04087451532114622,-0.13447715540657112,False,-1.0
2020-21,2021-02-14,Southampton,Wolves,A,0.4761446319813582,0.43093693490465457,2.27,H,0,0.045207697076703635,0.045207697076703635,0.44052863436123346,0.03561599762012474,0.08084831459768305,True,-1.0
2020-21,2021-02-14,West Brom,Man United,D,0.7412541329574729,0.7385726303982052,1.32,A,0,0.00268150255926769,0.00268150255926769,0.7575757575757576,-0.01632162461828468,-0.021544544496135742,False,-1.0
2020-21,2021-02-14,West Brom,Man United,D,0.1646236191737387,0.1619461581604038,6.02,D,1,0.002677461013334881,0.002677461013334881,0.16611295681063123,-0.001489337636892546,-0.008965812574093124,False,5.02
2020-21,2021-02-14,West Brom,Man United,D,0.0941222478687883,0.0994812114413909,9.8,H,0,-0.005358963572602599,0.005358963572602599,0.1020408163265306,-0.007918568457742303,-0.07760197088587462,False,-1.0
2020-21,2021-02-15,Chelsea,Newcastle,H,0.0940452958103879,0.07636545431821024,12.8,A,0,0.01767984149217766,0.01767984149217766,0.078125,0.015920295810387897,0.20377978637296512,True,-1.0
2020-21,2021-02-15,Chelsea,Newcastle,H,0.1728756310718123,0.15998000249968752,6.11,D,0,0.012895628572124784,0.012895628572124784,0.1636661211129296,0.0092095099588827,0.056270105848773344,True,-1.0
2020-21,2021-02-15,Chelsea,Newcastle,H,0.7330790731177996,0.7636545431821022,1.28,H,1,-0.030575470064302612,0.030575470064302612,0.78125,-0.04817092688220037,-0.061658786409216404,False,0.28
2020-21,2021-02-15,West Ham,Sheffield United,H,0.1245716945766521,0.23780693590779395,4.11,A,0,-0.11323524133114185,0.11323524133114185,0.24330900243309,-0.11873730785643791,-0.48801033528995985,False,-1.0
2020-21,2021-02-15,West Ham,Sheffield United,H,0.2045740226288903,0.2900256696086152,3.37,D,0,-0.0854516469797249,0.0854516469797249,0.29673590504451036,-0.09216188241562007,-0.31058554374063974,False,-1.0
2020-21,2021-02-15,West Ham,Sheffield United,H,0.6708542827944575,0.47216739448359096,2.07,H,1,0.1986868883108665,0.1986868883108665,0.48309178743961356,0.1877624953548439,0.38866836538452687,True,1.0699999999999998
2020-21,2021-02-17,Burnley,Fulham,D,0.3319098282210548,0.36811050020115327,2.66,A,0,-0.036200671980098464,0.036200671980098464,0.37593984962406013,-0.044030021403005326,-0.11711985693199423,False,-1.0
2020-21,2021-02-17,Burnley,Fulham,D,0.2688442449183885,0.3108488668365294,3.15,D,1,-0.042004621918140916,0.042004621918140916,0.31746031746031744,-0.048616072541928956,-0.15314062850707633,False,2.15
2020-21,2021-02-17,Burnley,Fulham,D,0.3992459268605566,0.32104063296231733,3.05,H,0,0.07820529389823927,0.07820529389823927,0.3278688524590164,0.07137707440154017,0.2177000769246975,True,-1.0
2020-21,2021-02-17,Everton,Man City,A,0.4454988074532176,0.7587434275984662,1.28,A,1,-0.3132446201452486,0.3132446201452486,0.78125,-0.3357511925467824,-0.4297615264598814,False,0.28
2020-21,2021-02-17,Everton,Man City,A,0.279375583071009,0.1607933091599399,6.04,D,0,0.11858227391106912,0.11858227391106912,0.16556291390728478,0.11381266916372423,0.6874285217488945,True,-1.0
2020-21,2021-02-17,Everton,Man City,A,0.2751256094757734,0.08046326324159377,12.07,H,0,0.19466234623417966,0.19466234623417966,0.08285004142502071,0.1922755680507527,2.3207661063725853,True,-1.0
2020-21,2021-02-19,Wolves,Leeds,H,0.2713589781541872,0.2980450236966824,3.28,A,0,-0.026686045542495207,0.026686045542495207,0.3048780487804878,-0.03351907062630061,-0.10994255165426603,False,-1.0
2020-21,2021-02-19,Wolves,Leeds,H,0.2330486929945565,0.2841824644549763,3.44,D,0,-0.05113377146041981,0.05113377146041981,0.29069767441860467,-0.057648981424048173,-0.1983124960987257,False,-1.0
2020-21,2021-02-19,Wolves,Leeds,H,0.495592328851256,0.4177725118483412,2.34,H,1,0.07781981700291479,0.07781981700291479,0.4273504273504274,0.0682419015008286,0.159686049511939,True,1.3399999999999999
2020-21,2021-02-20,Burnley,West Brom,D,0.1063841447708931,0.25964708301135037,3.77,A,0,-0.15326293824045728,0.15326293824045728,0.26525198938992045,-0.15886784461902737,-0.598931774213733,False,-1.0
2020-21,2021-02-20,Burnley,West Brom,D,0.1903566361613739,0.2913302092121401,3.36,D,1,-0.10097357305076618,0.10097357305076618,0.2976190476190476,-0.1072624114576737,-0.3604017024977837,False,2.36
2020-21,2021-02-20,Burnley,West Brom,D,0.7032592190677329,0.4490227077765095,2.18,H,0,0.25423651129122343,0.25423651129122343,0.4587155963302752,0.24454362273745772,0.5331050975676579,True,-1.0
2020-21,2021-02-20,Fulham,Sheffield United,H,0.1452270101753643,0.21947828798425315,4.45,A,0,-0.07425127780888885,0.07425127780888885,0.2247191011235955,-0.0794920909482312,-0.35373980471962885,False,-1.0
2020-21,2021-02-20,Fulham,Sheffield United,H,0.2393225253378218,0.2847458838279669,3.43,D,0,-0.04542335849014509,0.04542335849014509,0.29154518950437314,-0.05222266416655133,-0.17912373809127113,False,-1.0
2020-21,2021-02-20,Fulham,Sheffield United,H,0.6154504644868135,0.49577582818777993,1.97,H,1,0.11967463629903358,0.11967463629903358,0.5076142131979695,0.107836251288844,0.2124374150390227,True,0.97
2020-21,2021-02-20,Liverpool,Everton,A,0.0631079767453981,0.11457790795286735,8.5,A,1,-0.05146993120746925,0.05146993120746925,0.11764705882352941,-0.05453908207813131,-0.4635821976641161,False,7.5
2020-21,2021-02-20,Liverpool,Everton,A,0.1273481515764196,0.17968860103309456,5.42,D,0,-0.05234044945667496,0.05234044945667496,0.18450184501845018,-0.057153693442030584,-0.30977301845580574,False,-1.0
2020-21,2021-02-20,Liverpool,Everton,A,0.8095438716781822,0.7057334910140382,1.38,H,0,0.10381038066414405,0.10381038066414405,0.7246376811594204,0.0849061905187618,0.11717054291589135,True,-1.0
2020-21,2021-02-20,Southampton,Chelsea,D,0.3874783403796278,0.5274229902329075,1.85,A,0,-0.1399446498532797,0.1399446498532797,0.5405405405405405,-0.15306220016091265,-0.28316507029768856,False,-1.0
2020-21,2021-02-20,Southampton,Chelsea,D,0.2843517570082116,0.25813029945261357,3.78,D,1,0.026221457555598016,0.026221457555598016,0.2645502645502646,0.01980149245794699,0.07484964149103979,True,2.78
2020-21,2021-02-20,Southampton,Chelsea,D,0.3281699026121604,0.2144467103144789,4.55,H,0,0.11372319229768149,0.11372319229768149,0.21978021978021978,0.10838968283194061,0.49317305688532964,True,-1.0
2020-21,2021-02-21,Arsenal,Man City,A,0.5637730970789682,0.6546679642462118,1.49,A,1,-0.0908948671672436,0.0908948671672436,0.6711409395973155,-0.1073678425183473,-0.15997808535233748,False,0.49
2020-21,2021-02-21,Arsenal,Man City,A,0.226302893094626,0.21022742817389128,4.64,D,0,0.016075464920734722,0.016075464920734722,0.21551724137931036,0.010785651715315647,0.05004542395906464,True,-1.0
2020-21,2021-02-21,Arsenal,Man City,A,0.2099240098264057,0.1351046075798969,7.22,H,0,0.07481940224650879,0.07481940224650879,0.13850415512465375,0.07141985470175194,0.5156513509466489,True,-1.0
2020-21,2021-02-21,Aston Villa,Leicester,A,0.4609872597117906,0.47446096450320946,2.06,A,1,-0.01347370479141885,0.01347370479141885,0.4854368932038835,-0.024449633492092893,-0.05036624499371134,False,1.06
2020-21,2021-02-21,Aston Villa,Leicester,A,0.2863400446928201,0.25994403906292857,3.76,D,0,0.026396005629891528,0.026396005629891528,0.26595744680851063,0.02038259788430946,0.07663856804500346,True,-1.0
2020-21,2021-02-21,Aston Villa,Leicester,A,0.2526726955953891,0.2655949964338618,3.68,H,0,-0.012922300838472733,0.012922300838472733,0.2717391304347826,-0.01906643483939352,-0.07016448020896815,False,-1.0
2020-21,2021-02-21,Man United,Newcastle,H,0.0533701889192189,0.09707891216880678,10.03,A,0,-0.043708723249587876,0.043708723249587876,0.09970089730807578,-0.04633070838885688,-0.4646970051402345,False,-1.0
2020-21,2021-02-21,Man United,Newcastle,H,0.1361737292278884,0.18166072556961413,5.36,D,0,-0.04548699634172573,0.04548699634172573,0.18656716417910446,-0.050393434951216065,-0.27010881133851816,False,-1.0
2020-21,2021-02-21,Man United,Newcastle,H,0.8104560818528925,0.7212603622615791,1.35,H,1,0.08919571959131345,0.08919571959131345,0.7407407407407407,0.06971534111215183,0.09411571050140499,True,0.3500000000000001
2020-21,2021-02-21,West Ham,Tottenham,H,0.208520523801886,0.4161749700545673,2.35,A,0,-0.20765444625268129,0.20765444625268129,0.425531914893617,-0.21701139109173104,-0.5099767690655679,False,-1.0
2020-21,2021-02-21,West Ham,Tottenham,H,0.226133057553984,0.27627434452774946,3.54,D,0,-0.050141286973765464,0.050141286973765464,0.2824858757062147,-0.0563528181522307,-0.1994889762588966,False,-1.0
2020-21,2021-02-21,West Ham,Tottenham,H,0.5653464186441299,0.3075506854176833,3.18,H,1,0.2577957332264466,0.2577957332264466,0.31446540880503143,0.2508810098390985,0.7978016112883333,True,2.18
2020-21,2021-02-22,Brighton,Crystal Palace,A,0.254850501106418,0.17839809594258466,5.47,A,1,0.07645240516383334,0.07645240516383334,0.18281535648994515,0.07203514461647284,0.39403224105210644,True,4.47
2020-21,2021-02-22,Brighton,Crystal Palace,A,0.2575919881863146,0.2764412421546567,3.53,D,0,-0.018849253968342083,0.018849253968342083,0.28328611898017,-0.025694130793855352,-0.09070028170230937,False,-1.0
2020-21,2021-02-22,Brighton,Crystal Palace,A,0.4875575107072672,0.5451606619027587,1.79,H,0,-0.057603151195491475,0.057603151195491475,0.5586592178770949,-0.07110170716982772,-0.1272720558339917,False,-1.0
2020-21,2021-02-23,Leeds,Southampton,H,0.3514553434016609,0.2887260185384781,3.39,A,0,0.06272932486318278,0.06272932486318278,0.2949852507374631,0.05647009266419778,0.1914336141316304,True,-1.0
2020-21,2021-02-23,Leeds,Southampton,H,0.2619052051004991,0.2703815477473594,3.62,D,0,-0.008476342646860313,0.008476342646860313,0.27624309392265195,-0.014337888822152867,-0.051903157536193345,False,-1.0
2020-21,2021-02-23,Leeds,Southampton,H,0.3866394514978399,0.4408924337141625,2.22,H,1,-0.054252982216322576,0.054252982216322576,0.4504504504504504,-0.0638109989526105,-0.1416604176747953,False,1.2200000000000002
2020-21,2021-02-27,Leeds,Aston Villa,A,0.2471734446047896,0.2725257463815666,3.59,A,1,-0.025352301776777025,0.025352301776777025,0.2785515320334262,-0.0313780874286366,-0.11264733386880532,False,2.59
2020-21,2021-02-27,Leeds,Aston Villa,A,0.2508733005789868,0.2502218489794947,3.91,D,0,0.0006514515994921477,0.0006514515994921477,0.2557544757033248,-0.004881175124338,-0.019085394736161443,False,-1.0
2020-21,2021-02-27,Leeds,Aston Villa,A,0.5019532548162234,0.47725240463893864,2.05,H,0,0.024700850177284794,0.024700850177284794,0.48780487804878053,0.014148376767442905,0.02900417237325792,True,-1.0
2020-21,2021-02-27,Man City,West Ham,H,0.1289035385966682,0.08869793041421045,11.01,A,0,0.04020560818245775,0.04020560818245775,0.09082652134423251,0.03807701725243569,0.41922795994931694,True,-1.0
2020-21,2021-02-27,Man City,West Ham,H,0.1957701448822855,0.15427554721334236,6.33,D,0,0.041494597668943145,0.041494597668943145,0.1579778830963665,0.03779226178591899,0.23922501710486732,True,-1.0
2020-21,2021-02-27,Man City,West Ham,H,0.6753263165210461,0.7570265223724473,1.29,H,1,-0.08170020585140114,0.08170020585140114,0.7751937984496123,-0.0998674819285662,-0.12882905168785042,False,0.29000000000000004
2020-21,2021-02-27,Newcastle,Wolves,D,0.4424072541825048,0.4404551908101363,2.22,A,0,0.0019520633723685288,0.0019520633723685288,0.4504504504504504,-0.008043196267945585,-0.017855895714839254,False,-1.0
2020-21,2021-02-27,Newcastle,Wolves,D,0.2534118099204505,0.30086477649184695,3.25,D,1,-0.04745296657139647,0.04745296657139647,0.3076923076923077,-0.05428049777185723,-0.17641161775853598,False,2.25
2020-21,2021-02-27,Newcastle,Wolves,D,0.3041809358970447,0.2586800326980166,3.78,H,0,0.04550090319902811,0.04550090319902811,0.2645502645502646,0.03963067134678011,0.1498039376908289,True,-1.0
2020-21,2021-02-27,West Brom,Brighton,H,0.3584166834065528,0.5246112396043502,1.86,A,0,-0.16619455619779738,0.16619455619779738,0.5376344086021505,-0.1792177251955977,-0.3333449688638117,False,-1.0
2020-21,2021-02-27,West Brom,Brighton,H,0.2747902888615351,0.2637234880173219,3.7,D,0,0.011066800844213187,0.011066800844213187,0.27027027027027023,0.004520018591264885,0.016724068787679958,True,-1.0
2020-21,2021-02-27,West Brom,Brighton,H,0.3667930277319119,0.2116652723783278,4.61,H,1,0.1551277553535841,0.1551277553535841,0.21691973969631234,0.14987328803559957,0.6909158578441141,True,3.6100000000000003
2020-21,2021-02-28,Chelsea,Man United,D,0.4509141206720721,0.30168218684289577,3.24,A,0,0.14923193382917632,0.14923193382917632,0.30864197530864196,0.14227214536343014,0.4609617509775137,True,-1.0
2020-21,2021-02-28,Chelsea,Man United,D,0.2571380741393543,0.2944127365575248,3.32,D,1,-0.03727466241817051,0.03727466241817051,0.30120481927710846,-0.04406674513775416,-0.14630159385734376,False,2.32
2020-21,2021-02-28,Chelsea,Man United,D,0.2919478051885735,0.40390507659957947,2.42,H,0,-0.11195727141100598,0.11195727141100598,0.4132231404958678,-0.12127533530729429,-0.2934863114436521,False,-1.0
2020-21,2021-02-28,Crystal Palace,Fulham,D,0.2764055096745162,0.42208101901107203,2.32,A,0,-0.14567550933655582,0.14567550933655582,0.4310344827586207,-0.1546289730841045,-0.3587392175551224,False,-1.0
2020-21,2021-02-28,Crystal Palace,Fulham,D,0.2715210788821006,0.3013009120325191,3.25,D,1,-0.02977983315041849,0.02977983315041849,0.3076923076923077,-0.03617122881020712,-0.11755649363317311,False,2.25
2020-21,2021-02-28,Crystal Palace,Fulham,D,0.4520734114433831,0.2766180689564088,3.54,H,0,0.1754553424869743,0.1754553424869743,0.2824858757062147,0.1695875357371684,0.6003398765095762,True,-1.0
2020-21,2021-02-28,Leicester,Arsenal,A,0.1588521199889256,0.2915200847844326,3.36,A,1,-0.132667964795507,0.132667964795507,0.2976190476190476,-0.13876692763012202,-0.46625687683721007,False,2.36
2020-21,2021-02-28,Leicester,Arsenal,A,0.2086209987482125,0.28809043672814516,3.4,D,0,-0.07946943797993267,0.07946943797993267,0.29411764705882354,-0.08549664831061105,-0.29068860425607757,False,-1.0
2020-21,2021-02-28,Leicester,Arsenal,A,0.6325268812628617,0.42038947848742214,2.33,H,0,0.21213740277543958,0.21213740277543958,0.4291845493562232,0.20334233190663853,0.47378763334246776,True,-1.0
2020-21,2021-02-28,Sheffield United,Liverpool,A,0.5668612896552189,0.7073912067511572,1.38,A,1,-0.14052991709593832,0.14052991709593832,0.7246376811594204,-0.15777639150420153,-0.21773142027579806,False,0.3799999999999999
2020-21,2021-02-28,Sheffield United,Liverpool,A,0.2179897927953414,0.1774908846030176,5.5,D,0,0.040498908192323796,0.040498908192323796,0.18181818181818182,0.03617161097715957,0.1989438603743776,True,-1.0
2020-21,2021-02-28,Sheffield United,Liverpool,A,0.2151489175494396,0.11511790864582508,8.48,H,0,0.10003100890361452,0.10003100890361452,0.11792452830188678,0.09722438924755282,0.8244628208192479,True,-1.0
2020-21,2021-02-28,Tottenham,Burnley,H,0.152627602255652,0.13920367820674961,6.99,A,0,0.013423924048902386,0.013423924048902386,0.14306151645207438,0.009566085803577623,0.06686693976700742,True,-1.0
2020-21,2021-02-28,Tottenham,Burnley,H,0.2387189010030683,0.22064256477668476,4.41,D,0,0.01807633622638355,0.01807633622638355,0.22675736961451246,0.011961531388555852,0.05275035342353118,True,-1.0
2020-21,2021-02-28,Tottenham,Burnley,H,0.6086534967412798,0.6401537570165657,1.52,H,1,-0.03150026027528596,0.03150026027528596,0.6578947368421053,-0.049241240100825534,-0.07484668495325475,False,0.52
2020-21,2021-03-01,Everton,Southampton,H,0.1290586359411855,0.28015424625594115,3.49,A,0,-0.15109561031475566,0.15109561031475566,0.28653295128939826,-0.15747431534821277,-0.5495853605652625,False,-1.0
2020-21,2021-03-01,Everton,Southampton,H,0.239640384204432,0.27541924491077036,3.55,D,0,-0.035778860706338345,0.035778860706338345,0.28169014084507044,-0.042049756640638425,-0.14927663607426644,False,-1.0
2020-21,2021-03-01,Everton,Southampton,H,0.6313009798543826,0.4444265088332885,2.2,H,1,0.1868744710210941,0.1868744710210941,0.45454545454545453,0.17675552530892807,0.3888621556796419,True,1.2000000000000002
2020-21,2021-03-02,Man City,Wolves,H,0.0740484719415678,0.06088287983482331,15.9,A,0,0.013165592106744492,0.013165592106744492,0.06289308176100629,0.011155390180561511,0.17737070387092801,True,-1.0
2020-21,2021-03-02,Man City,Wolves,H,0.1299015124125635,0.1390858892778291,6.96,D,0,-0.009184376865265603,0.009184376865265603,0.14367816091954022,-0.013776648506976713,-0.09588547360855804,False,-1.0
2020-21,2021-03-02,Man City,Wolves,H,0.7960500156458685,0.8000312308873476,1.21,H,1,-0.003981215241479097,0.003981215241479097,0.8264462809917356,-0.030396265345867035,-0.036779481068499154,False,0.20999999999999996
2020-21,2021-03-03,Burnley,Leicester,D,0.4749762503113814,0.43639719718284614,2.24,A,0,0.03857905312853527,0.03857905312853527,0.4464285714285714,0.028547678882810013,0.06394680069749437,True,-1.0
2020-21,2021-03-03,Burnley,Leicester,D,0.2491612179578711,0.3123098152362861,3.13,D,1,-0.06314859727841499,0.06314859727841499,0.3194888178913738,-0.07032759993350268,-0.2201253877918634,False,2.13
