Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn
2022-23,2023-04-25,Leeds,Leicester,D,0.2521812996326391,0.2717645133941187,3.6,D,1,-0.019583213761479645,0.019583213761479645,0.2777777777777778,-0.025596478145138712,-0.09214732132249925,False,2.6
2022-23,2023-04-25,Leeds,Leicester,D,0.4073901000813287,0.40427778852017665,2.42,H,0,0.003112311561152048,0.003112311561152048,0.4132231404958678,-0.005833040414539081,-0.014115957803184531,False,-1.0
2022-23,2023-04-25,Wolves,Crystal Palace,H,0.3724043006529584,0.2574043885338373,3.82,A,0,0.11499991211912108,0.11499991211912108,0.2617801047120419,0.11062419594091649,0.422584428494301,True,-1.0
2022-23,2023-04-25,Wolves,Crystal Palace,H,0.2604699833167938,0.3223884472784454,3.05,D,0,-0.061918463961651626,0.061918463961651626,0.3278688524590164,-0.06739886914222265,-0.20556655088377906,False,-1.0
2022-23,2023-04-25,Wolves,Crystal Palace,H,0.3671257160302478,0.4202071641877173,2.34,H,1,-0.05308144815746951,0.05308144815746951,0.4273504273504274,-0.06022471132017959,-0.1409258244892202,False,1.3399999999999999
2022-23,2023-04-26,Chelsea,Brentford,A,0.2395749039312066,0.21490240298382624,4.55,A,1,0.024672500947380355,0.024672500947380355,0.21978021978021978,0.019794684150986813,0.09006581288699,True,3.55
2022-23,2023-04-26,Chelsea,Brentford,A,0.2487013023771956,0.2649880578797858,3.69,D,0,-0.016286755502590206,0.016286755502590206,0.2710027100271003,-0.02230140764990471,-0.08229219422814826,False,-1.0
2022-23,2023-04-26,Chelsea,Brentford,A,0.5117237936915977,0.520109539136388,1.88,H,0,-0.008385745444790316,0.008385745444790316,0.5319148936170213,-0.02019109992542356,-0.03795926785979642,False,-1.0
2022-23,2023-04-26,Man City,Arsenal,H,0.1798827475809004,0.1871873797614467,5.2,A,0,-0.0073046321805463055,0.0073046321805463055,0.1923076923076923,-0.012424944726791898,-0.06460971257931791,False,-1.0
2022-23,2023-04-26,Man City,Arsenal,H,0.2167345191905922,0.23342311145312303,4.17,D,0,-0.016688592262530832,0.016688592262530832,0.23980815347721823,-0.023073634286626038,-0.09621705497523059,False,-1.0
2022-23,2023-04-26,Man City,Arsenal,H,0.6033827332285073,0.5793895087854303,1.68,H,1,0.023993224443077055,0.023993224443077055,0.5952380952380952,0.008144637990412096,0.013682991823892321,True,0.6799999999999999
2022-23,2023-04-26,Nott'm Forest,Brighton,H,0.5340664355063358,0.6110334307868311,1.59,A,0,-0.07696699528049533,0.07696699528049533,0.6289308176100629,-0.09486438210372705,-0.15083436754492596,False,-1.0
2022-23,2023-04-26,Nott'm Forest,Brighton,H,0.2294227085599414,0.22232108808948775,4.37,D,0,0.007101620470453651,0.007101620470453651,0.22883295194508008,0.0005897566148613254,0.0025772364069438503,True,-1.0
2022-23,2023-04-26,Nott'm Forest,Brighton,H,0.2365108559337226,0.16664548112368122,5.83,H,1,0.06986537481004138,0.06986537481004138,0.17152658662092624,0.06498426931279636,0.37885829009360283,True,4.83
2022-23,2023-04-26,West Ham,Liverpool,A,0.4717117327518978,0.4796482480149589,2.04,A,1,-0.007936515263061106,0.007936515263061106,0.49019607843137253,-0.018484345679474712,-0.03770806518612846,False,1.04
2022-23,2023-04-26,West Ham,Liverpool,A,0.2478244925643511,0.25153789870193216,3.89,D,0,-0.00371340613758106,0.00371340613758106,0.2570694087403599,-0.009244916176008783,-0.035962723924674145,False,-1.0
2022-23,2023-04-26,West Ham,Liverpool,A,0.280463774683751,0.2688138532831088,3.64,H,0,0.011649921400642194,0.011649921400642194,0.2747252747252747,0.005738499958476306,0.020888139848853626,True,-1.0
2022-23,2023-04-27,Everton,Newcastle,A,0.6606129797159924,0.5307980264608934,1.84,A,1,0.12981495325509906,0.12981495325509906,0.5434782608695652,0.11713471884642723,0.21552788267742606,True,0.8400000000000001
2022-23,2023-04-27,Everton,Newcastle,A,0.2032989022368514,0.26184138570725035,3.73,D,0,-0.05854248347039895,0.05854248347039895,0.2680965147453083,-0.06479761250845692,-0.24169509465654426,False,-1.0
2022-23,2023-04-27,Everton,Newcastle,A,0.1360881180471563,0.20736058783185643,4.71,H,0,-0.07127246978470014,0.07127246978470014,0.21231422505307856,-0.07622610700592228,-0.35902496399789385,False,-1.0
2022-23,2023-04-27,Southampton,Bournemouth,A,0.2839759462024518,0.3262340916382748,3.0,A,1,-0.042258145435823014,0.042258145435823014,0.3333333333333333,-0.0493573871308815,-0.14807216139264456,False,2.0
2022-23,2023-04-27,Southampton,Bournemouth,A,0.2595636147212019,0.30021542175301363,3.26,D,0,-0.04065180703181176,0.04065180703181176,0.3067484662576687,-0.04718485153646684,-0.15382261600888192,False,-1.0
2022-23,2023-04-27,Southampton,Bournemouth,A,0.4564604390763461,0.3735504866087116,2.62,H,0,0.0829099524676345,0.0829099524676345,0.38167938931297707,0.07478104976336902,0.19592635038002681,True,-1.0
2022-23,2023-04-27,Tottenham,Man United,D,0.3487785389499187,0.4181151198576136,2.34,A,0,-0.0693365809076949,0.0693365809076949,0.4273504273504274,-0.07857188840050866,-0.18385821885719023,False,-1.0
2022-23,2023-04-27,Tottenham,Man United,D,0.2388921127976076,0.25022746303499127,3.91,D,1,-0.011335350237383662,0.011335350237383662,0.2557544757033248,-0.016862362905717215,-0.06593183896135424,False,2.91
2022-23,2023-04-27,Tottenham,Man United,D,0.4123293482524735,0.33165741710739516,2.95,H,0,0.08067193114507837,0.08067193114507837,0.3389830508474576,0.07334629740501591,0.21637157734479695,True,-1.0
2022-23,2023-04-29,Brentford,Nott'm Forest,H,0.1811165314692463,0.1939032617030968,5.02,A,0,-0.01278673023385049,0.01278673023385049,0.19920318725099603,-0.018086655781749728,-0.09079501202438367,False,-1.0
2022-23,2023-04-29,Brentford,Nott'm Forest,H,0.2224116343032827,0.2561564141446173,3.8,D,0,-0.033744779841334616,0.033744779841334616,0.2631578947368421,-0.04074626043355939,-0.15483578964752576,False,-1.0
2022-23,2023-04-29,Brentford,Nott'm Forest,H,0.5964718342274709,0.5499403241522858,1.77,H,1,0.04653151007518508,0.04653151007518508,0.5649717514124294,0.031500082815041464,0.05575514658262337,True,0.77
2022-23,2023-04-29,Brighton,Wolves,H,0.1698371755444196,0.1721604897868763,5.66,A,0,-0.0023233142424566866,0.0023233142424566866,0.17667844522968199,-0.0068412696852623855,-0.03872158641858503,False,-1.0
2022-23,2023-04-29,Brighton,Wolves,H,0.2301402223874821,0.23367586863158746,4.17,D,0,-0.0035356462441053504,0.0035356462441053504,0.23980815347721823,-0.009667931089736126,-0.04031527264419965,False,-1.0
2022-23,2023-04-29,Brighton,Wolves,H,0.6000226020680983,0.5941636415815363,1.64,H,1,0.0058589604865619815,0.0058589604865619815,0.6097560975609756,-0.009733495492877275,-0.015962932608318825,False,0.6399999999999999
2022-23,2023-04-29,Crystal Palace,West Ham,H,0.4403481622735219,0.3176710618471939,3.08,A,0,0.12267710042632801,0.12267710042632801,0.3246753246753247,0.11567283759819724,0.35627233980244744,True,-1.0
2022-23,2023-04-29,Crystal Palace,West Ham,H,0.257474614557185,0.30013094186790096,3.26,D,0,-0.04265632731071595,0.04265632731071595,0.3067484662576687,-0.049273851700483706,-0.1606327565435769,False,-1.0
2022-23,2023-04-29,Crystal Palace,West Ham,H,0.3021772231692929,0.38219799628490514,2.56,H,1,-0.08002077311561223,0.08002077311561223,0.390625,-0.08844777683070709,-0.22642630868661018,False,1.56
2022-23,2023-04-30,Bournemouth,Leeds,H,0.2816813058242525,0.32501783779498433,3.01,A,0,-0.04333653197073184,0.04333653197073184,0.33222591362126247,-0.05054460779700998,-0.15213926946900003,False,-1.0
2022-23,2023-04-30,Bournemouth,Leeds,H,0.2642634069403726,0.28521973520784333,3.43,D,0,-0.020956328267470736,0.020956328267470736,0.29154518950437314,-0.027281782564000545,-0.09357651419452195,False,-1.0
2022-23,2023-04-30,Bournemouth,Leeds,H,0.4540552872353747,0.38976242699717245,2.51,H,1,0.06429286023820224,0.06429286023820224,0.39840637450199207,0.05564891273338263,0.1396787709607903,True,1.5099999999999998
2022-23,2023-04-30,Fulham,Man City,A,0.8066543631461988,0.7653762505437147,1.26,A,1,0.04127811260248404,0.04127811260248404,0.7936507936507936,0.013003569495405154,0.016384497564210454,True,0.26
2022-23,2023-04-30,Fulham,Man City,A,0.1263865161410626,0.1516311439756416,6.36,D,0,-0.02524462783457898,0.02524462783457898,0.15723270440251572,-0.030846188261453106,-0.1961817573428417,False,-1.0
2022-23,2023-04-30,Fulham,Man City,A,0.0669591207127384,0.08299260548064379,11.62,H,0,-0.01603348476790538,0.01603348476790538,0.08605851979345956,-0.019099399080721155,-0.2219350173179797,False,-1.0
2022-23,2023-04-30,Liverpool,Tottenham,H,0.1539775104159002,0.17231369306539168,5.65,A,0,-0.018336182649491495,0.018336182649491495,0.17699115044247787,-0.023013640026577686,-0.1300270661501639,False,-1.0
2022-23,2023-04-30,Liverpool,Tottenham,H,0.1939465167476974,0.19549645899989215,4.98,D,0,-0.0015499422521947637,0.0015499422521947637,0.2008032128514056,-0.006856696103708204,-0.03414634659646687,False,-1.0
2022-23,2023-04-30,Liverpool,Tottenham,H,0.6520759728364024,0.6321898479347162,1.54,H,1,0.019886124901686175,0.019886124901686175,0.6493506493506493,0.0027253234857530506,0.004196998168059629,True,0.54
2022-23,2023-04-30,Man United,Aston Villa,H,0.158629011240977,0.20630253073699323,4.72,A,0,-0.047673519496016226,0.047673519496016226,0.21186440677966104,-0.05323539553868403,-0.2512710669425886,False,-1.0
2022-23,2023-04-30,Man United,Aston Villa,H,0.2141397023697535,0.24043159137743408,4.05,D,0,-0.02629188900768059,0.02629188900768059,0.2469135802469136,-0.0327738778771601,-0.13273420540249836,False,-1.0
2022-23,2023-04-30,Man United,Aston Villa,H,0.6272312863892694,0.5532658778855728,1.76,H,1,0.0739654085036966,0.0739654085036966,0.5681818181818182,0.05904946820745116,0.1039270640451142,True,0.76
2022-23,2023-04-30,Newcastle,Southampton,H,0.0632687283373229,0.07756316618410519,12.44,A,0,-0.01429443784678229,0.01429443784678229,0.08038585209003216,-0.017117123752709254,-0.21293701948370314,False,-1.0
2022-23,2023-04-30,Newcastle,Southampton,H,0.1526769589922782,0.15052820395167996,6.41,D,0,0.002148755040598249,0.002148755040598249,0.15600624024961,-0.0033292812573317843,-0.02134069285949669,False,-1.0
2022-23,2023-04-30,Newcastle,Southampton,H,0.7840543126703987,0.7719086298642149,1.25,H,1,0.012145682806183777,0.012145682806183777,0.8,-0.015945687329601332,-0.01993210916200161,False,0.25
2022-23,2023-05-01,Leicester,Everton,D,0.2389413832963726,0.2439678466658953,4.01,A,0,-0.005026463369522699,0.005026463369522699,0.24937655860349128,-0.010435175307118683,-0.04184505298154595,False,-1.0
2022-23,2023-05-01,Leicester,Everton,D,0.2749616852781958,0.28112386929029887,3.48,D,1,-0.006162184012103056,0.006162184012103056,0.28735632183908044,-0.012394636560884631,-0.04313333523187857,False,2.48
2022-23,2023-05-01,Leicester,Everton,D,0.4860969314254316,0.47490828404380586,2.06,H,0,0.011188647381625727,0.011188647381625727,0.4854368932038835,0.0006600382215480871,0.0013596787363892027,True,-1.0
2022-23,2023-05-02,Arsenal,Chelsea,H,0.0974876958669353,0.17028893827148123,5.71,A,0,-0.07280124240454593,0.07280124240454593,0.17513134851138354,-0.07764365264444824,-0.4433452565997994,False,-1.0
2022-23,2023-05-02,Arsenal,Chelsea,H,0.1322459820282978,0.23317741907198028,4.17,D,0,-0.10093143704368249,0.10093143704368249,0.23980815347721823,-0.10756217144892044,-0.44853425494199817,False,-1.0
2022-23,2023-05-02,Arsenal,Chelsea,H,0.770266322104767,0.5965336426565385,1.63,H,1,0.17373267944822846,0.17373267944822846,0.6134969325153374,0.15676938958942954,0.25553410503077,True,0.6299999999999999
2022-23,2023-05-03,Liverpool,Fulham,H,0.0607383330044271,0.11003086231503958,8.79,A,0,-0.04929252931061248,0.04929252931061248,0.11376564277588169,-0.05302730977145459,-0.46611005289108587,False,-1.0
2022-23,2023-05-03,Liverpool,Fulham,H,0.1275309914327431,0.15726362272344682,6.15,D,0,-0.02973263129070372,0.02973263129070372,0.16260162601626016,-0.03507063458351706,-0.21568440268862987,False,-1.0
2022-23,2023-05-03,Liverpool,Fulham,H,0.8117306755628299,0.7327055149615136,1.32,H,1,0.07902516060131626,0.07902516060131626,0.7575757575757576,0.05415491798707228,0.07148449174293536,True,0.32000000000000006
2022-23,2023-05-03,Man City,West Ham,H,0.049849066127676,0.05613430625655522,17.25,A,0,-0.006285240128879224,0.006285240128879224,0.057971014492753624,-0.008121948365077625,-0.14010360929758903,False,-1.0
2022-23,2023-05-03,Man City,West Ham,H,0.1085952349690852,0.11624451175577162,8.33,D,0,-0.007649276786686421,0.007649276786686421,0.12004801920768307,-0.011452784238597871,-0.0954016927075203,False,-1.0
2022-23,2023-05-03,Man City,West Ham,H,0.8415556989032389,0.8276211819876732,1.17,H,1,0.013934516915565687,0.013934516915565687,0.8547008547008548,-0.013145155797615882,-0.015379832283210604,False,0.16999999999999993
2022-23,2023-05-04,Brighton,Man United,H,0.3547534893008651,0.2987616099071207,3.27,A,0,0.05599187939374439,0.05599187939374439,0.3058103975535168,0.04894309174734829,0.1600439100138289,True,-1.0
2022-23,2023-05-04,Brighton,Man United,H,0.261059167412789,0.2530959752321982,3.86,D,0,0.007963192180590828,0.007963192180590828,0.2590673575129534,0.001991809899835606,0.007688386213365428,True,-1.0
2022-23,2023-05-04,Brighton,Man United,H,0.3841873432863461,0.44814241486068107,2.18,H,1,-0.063955071574335,0.063955071574335,0.4587155963302752,-0.07452825304392913,-0.16247159163576552,False,1.1800000000000002
2022-23,2023-05-06,Bournemouth,Chelsea,A,0.5467287217229753,0.4634339473895344,2.11,A,1,0.08329477433344085,0.08329477433344085,0.47393364928909953,0.07279507243387573,0.15359760283547774,True,1.1099999999999999
2022-23,2023-05-06,Bournemouth,Chelsea,A,0.2132655866252195,0.26644295067899665,3.67,D,0,-0.053177364053777154,0.053177364053777154,0.2724795640326976,-0.05921397740747808,-0.2173152970854445,False,-1.0
2022-23,2023-05-06,Bournemouth,Chelsea,A,0.2400056916518053,0.270123101931469,3.62,H,0,-0.030117410279663692,0.030117410279663692,0.27624309392265195,-0.03623740227084665,-0.13117939622046482,False,-1.0
2022-23,2023-05-06,Liverpool,Brentford,H,0.080989366417951,0.1405645048045096,6.91,A,0,-0.059575138386558604,0.059575138386558604,0.1447178002894356,-0.0637284338714846,-0.4403634780519585,False,-1.0
2022-23,2023-05-06,Liverpool,Brentford,H,0.1443588405289592,0.18020421673453832,5.39,D,0,-0.03584537620557912,0.03584537620557912,0.1855287569573284,-0.0411699164283692,-0.22190584954891002,False,-1.0
2022-23,2023-05-06,Liverpool,Brentford,H,0.7746517930530898,0.6792312784609522,1.43,H,1,0.09542051459213763,0.09542051459213763,0.6993006993006994,0.07535109375239046,0.10775206406591842,True,0.42999999999999994
2022-23,2023-05-06,Man City,Leeds,H,0.0096177349824432,0.057231904515660154,17.0,A,0,-0.047614169533216955,0.047614169533216955,0.058823529411764705,-0.049205794429321506,-0.8364985052984656,False,-1.0
2022-23,2023-05-06,Man City,Leeds,H,0.0349432527871388,0.1111934144875683,8.75,D,0,-0.0762501617004295,0.0762501617004295,0.11428571428571428,-0.07934246149857549,-0.6942465381125356,False,-1.0
2022-23,2023-05-06,Man City,Leeds,H,0.955439012230418,0.8315746809967715,1.17,H,1,0.1238643312336466,0.1238643312336466,0.8547008547008548,0.10073815752956328,0.11786364430958907,True,0.16999999999999993
2022-23,2023-05-06,Tottenham,Crystal Palace,H,0.226232185808039,0.2155749828641518,4.53,A,0,0.010657202943887195,0.010657202943887195,0.22075055187637968,0.005481633931659319,0.024831801710416768,True,-1.0
2022-23,2023-05-06,Tottenham,Crystal Palace,H,0.2143623192610587,0.2478565158311187,3.94,D,0,-0.03349419657006,0.03349419657006,0.25380710659898476,-0.03944478733792606,-0.15541246211142878,False,-1.0
2022-23,2023-05-06,Tottenham,Crystal Palace,H,0.5594054949309022,0.5365685013047294,1.82,H,1,0.022836993626172752,0.022836993626172752,0.5494505494505494,0.009954945480352806,0.018118000774242082,True,0.8200000000000001
2022-23,2023-05-06,Wolves,Aston Villa,H,0.4899597953894583,0.4057931973705379,2.41,A,0,0.0841665980189204,0.0841665980189204,0.41493775933609955,0.07502203605335872,0.18080310688859447,True,-1.0
2022-23,2023-05-06,Wolves,Aston Villa,H,0.2478562073680881,0.28763576637146954,3.4,D,0,-0.039779559003381426,0.039779559003381426,0.29411764705882354,-0.04626143969073543,-0.1572888949485004,False,-1.0
2022-23,2023-05-06,Wolves,Aston Villa,H,0.2621839972424536,0.3065710362579926,3.19,H,1,-0.044387039015538976,0.044387039015538976,0.31347962382445144,-0.05129562658199782,-0.16363304879657303,False,2.19
2022-23,2023-05-07,Newcastle,Arsenal,A,0.2923601133407035,0.3187149952446371,3.07,A,1,-0.02635488190393359,0.02635488190393359,0.32573289902280134,-0.03337278568209784,-0.10245445204404036,False,2.07
2022-23,2023-05-07,Newcastle,Arsenal,A,0.2501721520834942,0.25953714466870975,3.77,D,0,-0.009364992585215559,0.009364992585215559,0.26525198938992045,-0.015079837306426258,-0.05685098664522692,False,-1.0
2022-23,2023-05-07,Newcastle,Arsenal,A,0.4574677345758023,0.4217478600866533,2.32,H,0,0.035719874489148984,0.035719874489148984,0.4310344827586207,0.02643325181718159,0.06132514421586133,True,-1.0
2022-23,2023-05-07,West Ham,Man United,H,0.5526882103157233,0.4742933976518208,2.05,A,0,0.07839481266390252,0.07839481266390252,0.48780487804878053,0.06488333226694282,0.13301083114723267,True,-1.0
2022-23,2023-05-07,West Ham,Man United,H,0.2181603480992205,0.25859081520910443,3.76,D,0,-0.04043046710988393,0.04043046710988393,0.26595744680851063,-0.04779709870929014,-0.17971709114693102,False,-1.0
2022-23,2023-05-07,West Ham,Man United,H,0.2291514415850559,0.26711578713907486,3.64,H,1,-0.03796434555401895,0.03796434555401895,0.2747252747252747,-0.04557383314021879,-0.16588875263039649,False,2.64
2022-23,2023-05-08,Brighton,Everton,A,0.1237556072379924,0.1142320156125351,8.52,A,1,0.009523591625457295,0.009523591625457295,0.11737089201877934,0.00638471521921305,0.05439777366769505,True,7.52
2022-23,2023-05-08,Brighton,Everton,A,0.2011242646781097,0.17536158072410793,5.55,D,0,0.025762683954001775,0.025762683954001775,0.1801801801801802,0.020944084497929505,0.11623966896350879,True,-1.0
2022-23,2023-05-08,Brighton,Everton,A,0.6751201280838979,0.710406403663357,1.37,H,0,-0.03528627557945907,0.03528627557945907,0.7299270072992701,-0.054806879215372195,-0.07508542452505984,False,-1.0
2022-23,2023-05-08,Fulham,Leicester,H,0.3616146401025525,0.3597938144329897,2.72,A,0,0.00182082566956282,0.00182082566956282,0.3676470588235294,-0.006032418720976873,-0.01640817892105706,False,-1.0
2022-23,2023-05-08,Fulham,Leicester,H,0.2660632579291508,0.2804123711340206,3.49,D,0,-0.014349113204869812,0.014349113204869812,0.28653295128939826,-0.020469693360247454,-0.07143922982726358,False,-1.0
2022-23,2023-05-08,Fulham,Leicester,H,0.3723221019682966,0.3597938144329897,2.72,H,1,0.012528287535306937,0.012528287535306937,0.3676470588235294,0.004675043144767244,0.012716117353766876,True,1.7200000000000002
2022-23,2023-05-08,Nott'm Forest,Southampton,H,0.221712214029412,0.2484716971536101,3.93,A,0,-0.026759483124198097,0.026759483124198097,0.2544529262086514,-0.032740712179239406,-0.1286709988644108,False,-1.0
2022-23,2023-05-08,Nott'm Forest,Southampton,H,0.2527519841636452,0.27049688914506587,3.61,D,0,-0.017744904981420673,0.017744904981420673,0.2770083102493075,-0.024256326085662305,-0.08756533716924086,False,-1.0
2022-23,2023-05-08,Nott'm Forest,Southampton,H,0.5255358018069427,0.481031413701324,2.03,H,1,0.044504388105618686,0.044504388105618686,0.4926108374384237,0.032924964368518994,0.06683767766809368,True,1.0299999999999998
2022-23,2023-05-13,Aston Villa,Tottenham,H,0.3585352887452077,0.30553956005988714,3.2,A,0,0.05299572868532054,0.05299572868532054,0.3125,0.04603528874520768,0.14731292398466467,True,-1.0
2022-23,2023-05-13,Aston Villa,Tottenham,H,0.256667643087845,0.2579753541402741,3.79,D,0,-0.0013077110524291058,0.0013077110524291058,0.2638522427440633,-0.007184599656218316,-0.027229632697067352,False,-1.0
2022-23,2023-05-13,Aston Villa,Tottenham,H,0.3847970681669471,0.43648508579983875,2.24,H,1,-0.05168801763289166,0.05168801763289166,0.4464285714285714,-0.06163150326162431,-0.1380545673060385,False,1.2400000000000002
2022-23,2023-05-13,Chelsea,Nott'm Forest,D,0.1722206542998218,0.1673582531620308,5.75,A,0,0.004862401137791017,0.004862401137791017,0.17391304347826086,-0.0016923891784390577,-0.009731237776024582,False,-1.0
2022-23,2023-05-13,Chelsea,Nott'm Forest,D,0.2074675168581061,0.21970546933371624,4.38,D,1,-0.012237952475610131,0.012237952475610131,0.22831050228310504,-0.020842985424998933,-0.09129227616149527,False,3.38
2022-23,2023-05-13,Chelsea,Nott'm Forest,D,0.6203118288420719,0.6129362775042528,1.57,H,0,0.007375551337819086,0.007375551337819086,0.6369426751592356,-0.016630846317163717,-0.026110428717947,False,-1.0
2022-23,2023-05-13,Crystal Palace,Bournemouth,H,0.2360422258812637,0.19986095206936036,4.9,A,0,0.036181273811903336,0.036181273811903336,0.2040816326530612,0.031960593228202494,0.15660690681819212,True,-1.0
2022-23,2023-05-13,Crystal Palace,Bournemouth,H,0.2353161150713521,0.25907901194176347,3.78,D,0,-0.02376289687041136,0.02376289687041136,0.2645502645502646,-0.02923414947891248,-0.11050508503028911,False,-1.0
2022-23,2023-05-13,Crystal Palace,Bournemouth,H,0.5286416590473839,0.5410600359888762,1.81,H,1,-0.012418376941492282,0.012418376941492282,0.5524861878453039,-0.023844528797919984,-0.04315859712423509,False,0.81
2022-23,2023-05-13,Leeds,Newcastle,D,0.6482478272883568,0.5959071801425866,1.63,A,0,0.05234064714577025,0.05234064714577025,0.6134969325153374,0.0347508947730194,0.05664395848002157,True,-1.0
2022-23,2023-05-13,Leeds,Newcastle,D,0.1907212278260276,0.2158508230294258,4.5,D,1,-0.025129595203398192,0.025129595203398192,0.2222222222222222,-0.03150099439619461,-0.14175447478287584,False,3.5
2022-23,2023-05-13,Leeds,Newcastle,D,0.1610309448856157,0.1882419968279876,5.16,H,0,-0.02721105194237189,0.02721105194237189,0.19379844961240308,-0.03276750472678738,-0.1690803243902229,False,-1.0
2022-23,2023-05-13,Man United,Wolves,H,0.173316632223358,0.120046274561329,8.1,A,0,0.05327035766202899,0.05327035766202899,0.1234567901234568,0.0498598420999012,0.4038647210091997,True,-1.0
2022-23,2023-05-13,Man United,Wolves,H,0.2082587858189542,0.18040349238344433,5.39,D,0,0.02785529343550988,0.02785529343550988,0.1855287569573284,0.02273002886162581,0.12251485556416308,True,-1.0
2022-23,2023-05-13,Man United,Wolves,H,0.6184245819576877,0.6995502330552266,1.39,H,1,-0.08112565109753889,0.08112565109753889,0.7194244604316548,-0.10099987847396708,-0.1403898310788142,False,0.3899999999999999
2022-23,2023-05-13,Southampton,Fulham,A,0.3839431817208404,0.36907856757460394,2.65,A,1,0.014864614146236466,0.014864614146236466,0.37735849056603776,0.0065846911548026466,0.017449431560227158,True,1.65
2022-23,2023-05-13,Southampton,Fulham,A,0.2777024197147982,0.2739658834937536,3.57,D,0,0.003736536221044584,0.003736536221044584,0.2801120448179272,-0.002409625103128976,-0.008602361618170518,False,-1.0
2022-23,2023-05-13,Southampton,Fulham,A,0.3383543985643614,0.35695554893164244,2.74,H,0,-0.01860115036728105,0.01860115036728105,0.36496350364963503,-0.026609105085273643,-0.07290894793364977,False,-1.0
2022-23,2023-05-14,Arsenal,Brighton,A,0.1267245913249893,0.21761773168855586,4.48,A,1,-0.09089314036356655,0.09089314036356655,0.2232142857142857,-0.09648969438929639,-0.4322738308640478,False,3.4800000000000004
2022-23,2023-05-14,Arsenal,Brighton,A,0.1630937143205478,0.22207914304435772,4.39,D,0,-0.05898542872380991,0.05898542872380991,0.22779043280182235,-0.06469671848127453,-0.2840185941327952,False,-1.0
