Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn,CandidatePositiveExpectedReturn,StrategyNumber,Strategy,MinimumExpectedReturn
2021-22,2021-09-11,Chelsea,Aston Villa,H,0.1455867546050984,0.09459014194381896,10.33,A,0,0.050996612661279445,0.050996612661279445,0.0968054211035818,0.0487813335015166,0.5039111750706664,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-09-11,Man United,Newcastle,H,0.105276819306778,0.06154312148915078,15.76,A,0,0.04373369781762722,0.04373369781762722,0.06345177664974619,0.04182504265703181,0.6591626722748212,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-09-18,Aston Villa,Everton,H,0.5110155898837189,0.26815221410085033,3.65,A,0,0.24286337578286854,0.24286337578286854,0.273972602739726,0.23704298714399286,0.8652069030755738,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-09-18,Man City,Southampton,D,0.0952313914933085,0.058028553770978264,16.74,A,0,0.03720283772233024,0.03720283772233024,0.059737156511350066,0.03549423498195844,0.5941734935979841,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-09-18,Norwich,Watford,A,0.5150806048764587,0.29589974585664225,3.31,A,1,0.21918085901981643,0.21918085901981643,0.3021148036253776,0.21296580125108105,0.7049168021410783,True,2.31,True,7,Expected return >= 50%,0.5
2021-22,2021-09-18,Wolves,Brentford,A,0.3688560494619245,0.1813897680242062,5.38,A,1,0.18746628143771832,0.18746628143771832,0.1858736059479554,0.1829824435139691,0.9844455461051538,True,4.38,True,7,Expected return >= 50%,0.5
2021-22,2021-10-23,Brighton,Man City,A,0.2108581915207847,0.11943428794149855,8.18,H,0,0.09142390357928615,0.09142390357928615,0.12224938875305624,0.08860880276772845,0.7248200066400188,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-11-06,Man United,Man City,A,0.3536990985258847,0.20380905476005923,4.79,H,0,0.1498900437658255,0.1498900437658255,0.20876826722338204,0.14493083130250267,0.6942186819389877,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-11-07,Everton,Tottenham,D,0.4709611043323484,0.2820636187685208,3.48,H,0,0.18889748556382757,0.18889748556382757,0.28735632183908044,0.18360478249326795,0.6389446430765724,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-11-20,Watford,Man United,H,0.2297892920135382,0.14798372179060304,6.58,H,1,0.08180557022293516,0.08180557022293516,0.1519756838905775,0.0778136081229607,0.5120135414490814,True,5.58,True,7,Expected return >= 50%,0.5
2021-22,2021-11-21,Tottenham,Leeds,H,0.3232289811918416,0.1620556881310547,6.01,A,0,0.16117329306078693,0.16117329306078693,0.1663893510815308,0.15683963011031082,0.9426061769629681,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-11-28,Man City,West Ham,H,0.1542201831501845,0.0880768204854628,11.0,A,0,0.06614336266472169,0.06614336266472169,0.09090909090909091,0.06331109224109358,0.6964220146520295,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-01,Southampton,Leicester,D,0.5510443647198479,0.32321955015488674,3.02,A,0,0.22782481456496112,0.22782481456496112,0.33112582781456956,0.2199185369052783,0.6641539814539406,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-01,Wolves,Burnley,D,0.3037997399825943,0.1973206690371422,4.94,A,0,0.10647907094545209,0.10647907094545209,0.20242914979757085,0.10137059018502345,0.500770715514016,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-02,Tottenham,Brentford,H,0.3055417308689658,0.17902637672673072,5.44,A,0,0.12651535414223508,0.12651535414223508,0.1838235294117647,0.12171820145720111,0.6621470159271741,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-04,West Ham,Chelsea,H,0.3366063049850156,0.1985517714937978,4.92,H,1,0.1380545334912178,0.1380545334912178,0.2032520325203252,0.1333542724646904,0.6561030205262768,True,3.92,True,7,Expected return >= 50%,0.5
2021-22,2021-12-05,Leeds,Brentford,D,0.4574312777617197,0.19761537157187353,4.94,A,0,0.2598159061898462,0.2598159061898462,0.20242914979757085,0.2550021279641489,1.2597105121428958,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-11,Man City,Wolves,H,0.0841119291165897,0.04619171734723428,21.0,A,0,0.037920211769355415,0.037920211769355415,0.047619047619047616,0.03649288149754208,0.7663505114483837,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-14,Man City,Leeds,H,0.0814212961645803,0.04842820730671198,20.0,A,0,0.032993088857868315,0.032993088857868315,0.05,0.031421296164580295,0.6284259232916058,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-19,Newcastle,Man City,A,0.1014206413761399,0.04141393780579428,23.5,H,0,0.06000670357034562,0.06000670357034562,0.0425531914893617,0.0588674498867782,1.3833850723392875,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-26,Brighton,Brentford,H,0.3583706409765432,0.221371505746414,4.42,A,0,0.1369991352301292,0.1369991352301292,0.22624434389140272,0.13212629708514048,0.5839982331163209,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-12-26,Man City,Leicester,H,0.1354431439034373,0.04633046330463304,21.0,A,0,0.08911268059880427,0.08911268059880427,0.047619047619047616,0.0878240962843897,1.8443060219721836,True,-1.0,True,7,Expected return >= 50%,0.5
