Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn,CandidatePositiveExpectedReturn,StrategyNumber,Strategy,MinimumExpectedReturn
2020-21,2020-09-14,Brighton,Chelsea,A,0.2831729628918444,0.16058507991184356,6.07,H,0,0.12258788298000084,0.12258788298000084,0.16474464579901152,0.11842831709283289,0.7188598847534957,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-09-19,Man United,Crystal Palace,A,0.163636409489315,0.10458032689032844,9.33,A,1,0.05905608259898655,0.05905608259898655,0.10718113612004287,0.05645527336927211,0.5267277005353088,True,8.33,True,7,Expected return >= 50%,0.5
2020-21,2020-09-20,Leicester,Burnley,H,0.265406028375737,0.14504822778452678,6.74,A,0,0.12035780059121023,0.12035780059121023,0.14836795252225518,0.11703807585348183,0.7888366312524675,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-09-21,Aston Villa,Sheffield United,H,0.4561596982992749,0.29308792936668293,3.35,A,0,0.16307176893259195,0.16307176893259195,0.29850746268656714,0.15765223561270775,0.5281349893025709,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-09-21,Wolves,Man City,A,0.2800577178217418,0.14595104565228784,6.7,H,0,0.134106672169454,0.134106672169454,0.14925373134328357,0.13080398647845826,0.8763867094056703,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-09-27,Man City,Leicester,A,0.1652419992348295,0.0977174174897615,9.96,A,1,0.067524581745068,0.067524581745068,0.1004016064257028,0.06484039280912669,0.6458103123789019,True,8.96,True,7,Expected return >= 50%,0.5
2020-21,2020-09-27,Tottenham,Newcastle,D,0.2179830109516633,0.11958403233821717,8.16,A,0,0.09839897861344614,0.09839897861344614,0.12254901960784313,0.09543399134382018,0.7787413693655727,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-10-03,Leeds,Man City,D,0.2033936931448928,0.10994281074795559,8.85,H,0,0.09345088239693722,0.09345088239693722,0.11299435028248588,0.09039934286240693,0.8000341843323013,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-10-24,West Ham,Man City,D,0.2229705677512978,0.1395562192900334,6.97,H,0,0.08341434846126441,0.08341434846126441,0.14347202295552366,0.07949854479577415,0.5541048572265457,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-10-31,Burnley,Chelsea,A,0.3103267411229878,0.1744446246148857,5.59,H,0,0.1358821165081021,0.1358821165081021,0.17889087656529518,0.13143586455769263,0.7347264828775018,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-10-31,Sheffield United,Man City,A,0.2348184032955592,0.09193100366026827,10.63,H,0,0.14288739963529093,0.14288739963529093,0.09407337723424271,0.1407450260613165,1.4961196270317942,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-11-07,Everton,Man United,A,0.4977025322774154,0.29427648305464615,3.33,H,0,0.20342604922276925,0.20342604922276925,0.3003003003003003,0.1974022319771151,0.6573494324837934,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-11-21,Newcastle,Chelsea,A,0.2260604722541143,0.13325598066676025,7.33,H,0,0.09280449158735404,0.09280449158735404,0.1364256480218281,0.08963482423228619,0.6570232616226579,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-11-21,Tottenham,Man City,H,0.549992848327716,0.22742426006010846,4.3,H,1,0.32256858826760754,0.32256858826760754,0.23255813953488372,0.3174347087928323,1.3649692478091788,True,3.3,True,7,Expected return >= 50%,0.5
2020-21,2020-11-28,Man City,Burnley,H,0.0846913464554306,0.049837218216752334,19.55,A,0,0.03485412823867826,0.03485412823867826,0.05115089514066496,0.033540451314765636,0.6557158232036682,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-11-29,Southampton,Man United,A,0.4269466375569501,0.24903225806451612,3.92,H,0,0.177914379492434,0.177914379492434,0.25510204081632654,0.17184459674062358,0.6736308192232445,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-05,Man City,Fulham,H,0.0728015547389601,0.042393579307294905,22.91,A,0,0.0304079754316652,0.0304079754316652,0.04364906154517678,0.029152493193783324,0.667883619069576,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-06,Sheffield United,Leicester,A,0.3956733485617626,0.23583179788468725,4.14,H,0,0.15984155067707537,0.15984155067707537,0.24154589371980678,0.15412745484195584,0.6380876630456971,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-06,Tottenham,Arsenal,H,0.6738799280465683,0.42574829285411403,2.3,H,1,0.24813163519245424,0.24813163519245424,0.4347826086956522,0.23909731935091605,0.5499238345071069,True,1.2999999999999998,True,7,Expected return >= 50%,0.5
2020-21,2020-12-12,Man United,Man City,D,0.3412461654499051,0.20850224608305026,4.68,H,0,0.13274391936685484,0.13274391936685484,0.2136752136752137,0.1275709517746914,0.5970320543055558,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-15,Wolves,Chelsea,H,0.3115270781899911,0.16816816816816813,5.79,H,1,0.14335891002182297,0.14335891002182297,0.17271157167530224,0.13881550651468885,0.8037417827200484,True,4.79,True,7,Expected return >= 50%,0.5
2020-21,2020-12-16,Leeds,Newcastle,H,0.3065654947223923,0.17441413753361507,5.6,A,0,0.13215135718877724,0.13215135718877724,0.17857142857142858,0.12799406615096373,0.7167667704453968,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-16,West Ham,Crystal Palace,D,0.4640996464431508,0.2657793745407039,3.68,A,0,0.19832027190244694,0.19832027190244694,0.2717391304347826,0.19236051600836823,0.707886698910795,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-17,Sheffield United,Man United,A,0.287797422909185,0.12355700664651482,7.88,H,0,0.16424041626267016,0.16424041626267016,0.12690355329949238,0.1608938696096926,1.2678436925243775,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-19,Newcastle,Fulham,D,0.5216805278531954,0.33853676742211036,2.89,H,0,0.18314376043108505,0.18314376043108505,0.3460207612456747,0.1756597666075207,0.5076567254957347,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-19,Southampton,Man City,A,0.3577067392921827,0.16345778285805077,5.97,H,0,0.19424895643413195,0.19424895643413195,0.16750418760469013,0.1902025516874926,1.1355092335743309,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-26,Arsenal,Chelsea,H,0.3714425887595594,0.20174772036474162,4.84,H,1,0.16969486839481776,0.16969486839481776,0.2066115702479339,0.1648310185116255,0.7977821295962673,True,3.84,True,7,Expected return >= 50%,0.5
2020-21,2020-12-26,Fulham,Southampton,D,0.5807263293008416,0.36516554881294583,2.68,A,0,0.21556078048789573,0.21556078048789573,0.3731343283582089,0.20759200094263264,0.5563465625262554,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-26,Man City,Newcastle,H,0.1348178174238078,0.043836042679565694,22.04,A,0,0.0909817747442421,0.0909817747442421,0.045372050816696916,0.08944576660711089,1.9713846960207237,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2020-12-29,Brighton,Arsenal,A,0.4024821754112992,0.2542961935244584,3.85,H,0,0.1481859818868408,0.1481859818868408,0.2597402597402597,0.1427419156710395,0.549556375333502,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-02,West Brom,Arsenal,A,0.2505464449758134,0.15730337078651688,6.21,H,0,0.09324307418929653,0.09324307418929653,0.1610305958132045,0.08951584916260891,0.5558934232998012,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-03,Newcastle,Leicester,A,0.2345104405158502,0.14825391644908614,6.57,H,0,0.08625652406676407,0.08625652406676407,0.15220700152207,0.0823034389937802,0.540733594189136,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-13,Man City,Brighton,H,0.0948680985082383,0.05561165625788916,17.46,A,0,0.03925644225034914,0.03925644225034914,0.0572737686139748,0.0375943298942635,0.6563969999538408,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-16,Fulham,Chelsea,A,0.3815198542833826,0.15516554777686928,6.29,H,0,0.2263543065065133,0.2263543065065133,0.1589825119236884,0.2225373423596942,1.3997598834424765,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-17,Man City,Crystal Palace,H,0.1201699703514475,0.0562043795620438,17.24,A,0,0.0639655907894037,0.0639655907894037,0.0580046403712297,0.062165329980217794,1.0717302888589546,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-19,Leicester,Chelsea,H,0.5855086850770866,0.3396894579133751,2.88,H,1,0.24581922716371152,0.24581922716371152,0.3472222222222222,0.23828646285486443,0.6862650130220094,True,1.88,True,7,Expected return >= 50%,0.5
2020-21,2021-01-26,Crystal Palace,West Ham,A,0.45364163811018,0.26852976913730253,3.64,H,0,0.18511186897287746,0.18511186897287746,0.2747252747252747,0.1789163633849053,0.6512555627210552,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-26,Newcastle,Leeds,A,0.4659586957261778,0.2322639711515106,4.2,H,0,0.23369472457466722,0.23369472457466722,0.23809523809523808,0.22786345763093974,0.957026522049947,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-26,West Brom,Man City,A,0.1101327353018904,0.04858518494544638,20.07,H,0,0.06154755035644402,0.06154755035644402,0.04982561036372696,0.06030712493816344,1.2103639975089404,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-27,Burnley,Aston Villa,H,0.3508249554409343,0.2094687751016053,4.66,H,1,0.14135618033932898,0.14135618033932898,0.2145922746781116,0.1362326807628227,0.6348442923547537,True,3.66,True,7,Expected return >= 50%,0.5
2020-21,2021-01-28,Tottenham,Liverpool,A,0.4640552116343415,0.2650490532520489,3.69,H,0,0.19900615838229258,0.19900615838229258,0.2710027100271003,0.1930525016072412,0.71236373093072,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-30,Southampton,Aston Villa,A,0.5242659389969269,0.29011229878022743,3.37,H,0,0.23415364021669943,0.23415364021669943,0.29673590504451036,0.2275300339524165,0.7667762144196435,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-01-30,West Brom,Fulham,D,0.4258338312009374,0.27193568549690716,3.6,H,0,0.1538981457040302,0.1538981457040302,0.2777777777777778,0.14805605342315958,0.5330017923233745,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-02,Wolves,Arsenal,H,0.4407317296316161,0.2628340868768958,3.72,H,1,0.1778976427547203,0.1778976427547203,0.26881720430107525,0.17191452533054086,0.639522034229612,True,2.72,True,7,Expected return >= 50%,0.5
2020-21,2021-02-03,Burnley,Man City,A,0.1321846701446695,0.05665729065721846,17.18,H,0,0.07552737948745104,0.07552737948745104,0.05820721769499418,0.07397745244967532,1.270932633085422,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-03,Leeds,Everton,A,0.5730168309986531,0.36924578923269624,2.65,H,0,0.20377104176595684,0.20377104176595684,0.37735849056603776,0.19565834043261532,0.5184946021464305,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-04,Tottenham,Chelsea,A,0.5706460896943166,0.23751990664241854,4.11,H,0,0.3331261830518981,0.3331261830518981,0.24330900243309,0.3273370872612266,1.3453554286436415,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-07,Liverpool,Man City,A,0.4931625771870617,0.3102483961177825,3.15,H,0,0.1829141810692792,0.1829141810692792,0.31746031746031744,0.17570225972674425,0.5534621181392443,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-07,Sheffield United,Chelsea,A,0.2442039660406512,0.13995115933637117,6.96,H,0,0.10425280670428003,0.10425280670428003,0.14367816091954022,0.10052580512111098,0.6996596036429323,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-13,Leicester,Liverpool,H,0.3981641647343541,0.2470615349158792,3.96,H,1,0.15110262981847492,0.15110262981847492,0.25252525252525254,0.14563891220910158,0.5767300923480423,True,2.96,True,7,Expected return >= 50%,0.5
2020-21,2021-02-17,Everton,Man City,A,0.2751256094757734,0.08046326324159377,12.07,H,0,0.19466234623417966,0.19466234623417966,0.08285004142502071,0.1922755680507527,2.3207661063725853,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-20,Burnley,West Brom,D,0.7032592190677329,0.4490227077765095,2.18,H,0,0.25423651129122343,0.25423651129122343,0.4587155963302752,0.24454362273745772,0.5331050975676579,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-21,Arsenal,Man City,A,0.2099240098264057,0.1351046075798969,7.22,H,0,0.07481940224650879,0.07481940224650879,0.13850415512465375,0.07141985470175194,0.5156513509466489,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-21,West Ham,Tottenham,H,0.5653464186441299,0.3075506854176833,3.18,H,1,0.2577957332264466,0.2577957332264466,0.31446540880503143,0.2508810098390985,0.7978016112883333,True,2.18,True,7,Expected return >= 50%,0.5
2020-21,2021-02-27,West Brom,Brighton,H,0.3667930277319119,0.2116652723783278,4.61,H,1,0.1551277553535841,0.1551277553535841,0.21691973969631234,0.14987328803559957,0.6909158578441141,True,3.6100000000000003,True,7,Expected return >= 50%,0.5
2020-21,2021-02-28,Crystal Palace,Fulham,D,0.4520734114433831,0.2766180689564088,3.54,H,0,0.1754553424869743,0.1754553424869743,0.2824858757062147,0.1695875357371684,0.6003398765095762,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-02-28,Sheffield United,Liverpool,A,0.2151489175494396,0.11511790864582508,8.48,H,0,0.10003100890361452,0.10003100890361452,0.11792452830188678,0.09722438924755282,0.8244628208192479,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-03-03,Sheffield United,Aston Villa,H,0.5623451440723354,0.2725640424726434,3.59,H,1,0.289781101599692,0.289781101599692,0.2785515320334262,0.2837936120389092,1.0188190672196837,True,2.59,True,7,Expected return >= 50%,0.5
2020-21,2021-03-04,Liverpool,Chelsea,A,0.7501470479003955,0.4324009069104535,2.26,H,0,0.317746140989942,0.317746140989942,0.4424778761061947,0.30766917179420084,0.6953323282548938,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-03-06,Brighton,Leicester,A,0.5851835879899391,0.3113145150867804,3.14,A,1,0.2738690729031587,0.2738690729031587,0.3184713375796178,0.26671225041032126,0.8374764662884089,True,2.14,True,7,Expected return >= 50%,0.5
2020-21,2021-03-06,Burnley,Arsenal,D,0.4927316868472835,0.18831993228946256,5.18,H,0,0.304411754557821,0.304411754557821,0.19305019305019305,0.29968149379709047,1.5523501378689284,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-03-06,Sheffield United,Southampton,A,0.4661883900030302,0.26126557320836663,3.74,H,0,0.20492281679466356,0.20492281679466356,0.267379679144385,0.1988087108586452,0.743544578611333,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-03-12,Newcastle,Aston Villa,D,0.4877854581416785,0.2572802564787603,3.8,H,0,0.2305052016629182,0.2305052016629182,0.2631578947368421,0.22462756340483642,0.8535847409383783,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-03-14,Southampton,Brighton,A,0.4910383406457217,0.29294720031118043,3.34,H,0,0.19809114033454128,0.19809114033454128,0.29940119760479045,0.19163714304093127,0.6400680577567104,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-03-15,Wolves,Liverpool,A,0.4024293822175702,0.16464821729446594,5.93,H,0,0.23778116492310425,0.23778116492310425,0.16863406408094436,0.23379531813662582,1.386406236550191,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-04-03,Leicester,Man City,A,0.3314863658388008,0.18802015197483785,5.2,H,0,0.14346621386396297,0.14346621386396297,0.1923076923076923,0.13917867353110852,0.7237291023617642,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-04-04,Newcastle,Tottenham,D,0.2803076657137373,0.1733696305314474,5.62,H,0,0.10693803518228986,0.10693803518228986,0.17793594306049823,0.10237172265323904,0.5753290813112035,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-04-10,Crystal Palace,Chelsea,A,0.2780541305099633,0.12609011984209317,7.75,H,0,0.15196401066787013,0.15196401066787013,0.12903225806451613,0.14902187244544718,1.1549195114522157,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-04-21,Aston Villa,Man City,A,0.1775662841350064,0.10043821305540558,9.64,H,0,0.07712807107960083,0.07712807107960083,0.10373443983402489,0.07383184430098153,0.7117389790614619,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-04-24,Sheffield United,Brighton,H,0.3303543841483375,0.15092588847463353,6.43,H,1,0.17942849567370397,0.17942849567370397,0.15552099533437014,0.17483338881396737,1.1241786900738102,True,5.43,True,7,Expected return >= 50%,0.5
2020-21,2021-04-24,West Ham,Chelsea,A,0.372465352976029,0.19078805828362275,5.09,H,0,0.18167729469240626,0.18167729469240626,0.19646365422396858,0.17600169875206043,0.8958486466479876,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-03,West Brom,Wolves,D,0.4941874932325505,0.31440281254912184,3.11,A,0,0.17978468068342868,0.17978468068342868,0.3215434083601286,0.1726440848724219,0.5369231039532321,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-08,Man City,Chelsea,A,0.7269368529525355,0.4700120389624603,2.08,H,0,0.2569248139900752,0.2569248139900752,0.4807692307692307,0.2461676221833048,0.512028654141274,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-09,Wolves,Brighton,H,0.4839179875554476,0.23115501775526343,4.23,H,1,0.2527629698001842,0.2527629698001842,0.23640661938534277,0.24751136817010486,1.0469730873595435,True,3.2300000000000004,True,7,Expected return >= 50%,0.5
2020-21,2021-05-11,Man United,Leicester,A,0.6800866389428053,0.24799745515213248,3.94,H,0,0.43208918379067285,0.43208918379067285,0.25380710659898476,0.42627953234382054,1.679541357434653,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-13,Aston Villa,Everton,D,0.5144558755783677,0.31411850768105337,3.12,H,0,0.20033736789731432,0.20033736789731432,0.3205128205128205,0.1939430550655472,0.6051023318045072,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-13,Man United,Liverpool,A,0.6726585663561634,0.3436645396536007,2.85,H,0,0.32899402670256267,0.32899402670256267,0.3508771929824561,0.32178137337370727,0.9170769141150656,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-15,Burnley,Leeds,A,0.4667252712402173,0.27300558873486386,3.58,H,0,0.19371968250535343,0.19371968250535343,0.27932960893854747,0.18739566230166982,0.6708764710399779,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-18,Brighton,Man City,H,0.2264831958987295,0.13158718623524032,7.37,H,1,0.09489600966348918,0.09489600966348918,0.13568521031207598,0.09079798558665353,0.6691811537736365,True,6.37,True,7,Expected return >= 50%,0.5
2020-21,2021-05-19,Burnley,Liverpool,A,0.1880982914925719,0.09766338482332272,9.95,H,0,0.09043490666924918,0.09043490666924918,0.10050251256281408,0.08759577892975783,0.8715780003510902,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-19,Crystal Palace,Arsenal,A,0.3548418000407395,0.163568289828475,5.96,H,0,0.19127351021226452,0.19127351021226452,0.16778523489932887,0.18705656514141064,1.1148571282428072,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-19,West Brom,West Ham,A,0.4011053406439741,0.19755700281296637,4.91,H,0,0.2035483378310077,0.2035483378310077,0.20366598778004072,0.19743935286393335,0.9694272225619127,True,-1.0,True,7,Expected return >= 50%,0.5
2020-21,2021-05-23,Aston Villa,Chelsea,H,0.2648051184258601,0.14017790731211197,6.95,H,1,0.12462721111374811,0.12462721111374811,0.14388489208633093,0.12092022633952915,0.8403955730597277,True,5.95,True,7,Expected return >= 50%,0.5
2020-21,2021-05-23,Wolves,Man United,A,0.493758844048394,0.29843674553355864,3.28,A,1,0.19532209851483534,0.19532209851483534,0.3048780487804878,0.1888807952679062,0.6195290084787322,True,2.28,True,7,Expected return >= 50%,0.5
2021-22,2021-08-14,Chelsea,Crystal Palace,H,0.1751820271967661,0.08892056626032248,11.0,A,0,0.08626146093644362,0.08626146093644362,0.09090909090909091,0.08427293628767518,0.9270022991644271,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-08-15,Tottenham,Man City,H,0.2526648406088871,0.16359167708664565,5.97,H,1,0.08907316352224146,0.08907316352224146,0.16750418760469013,0.08516065300419698,0.508409098435056,True,4.97,True,7,Expected return >= 50%,0.5
2021-22,2021-08-21,Aston Villa,Newcastle,H,0.3619611347915697,0.22252843707181277,4.39,A,0,0.13943269771975694,0.13943269771975694,0.22779043280182235,0.13417070198974737,0.5890093817349908,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-08-21,Brighton,Watford,H,0.3267247748135137,0.17471728371167083,5.6,A,0,0.15200749110184286,0.15200749110184286,0.17857142857142858,0.14815334624208512,0.8296587389556767,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-08-28,Aston Villa,Brentford,D,0.398614510896681,0.24036627241510872,4.07,A,0,0.15824823848157227,0.15824823848157227,0.24570024570024568,0.1529142651964353,0.6223610593494917,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-08-28,Man City,Arsenal,H,0.1556587655706351,0.09311143880345482,10.5,A,0,0.06254732676718028,0.06254732676718028,0.09523809523809523,0.060420670332539866,0.6344170384916685,True,-1.0,True,7,Expected return >= 50%,0.5
2021-22,2021-08-29,Tottenham,Watford,H,0.189484202222573,0.11453789705957818,8.5,A,0,0.07494630516299483,0.07494630516299483,0.11764705882352941,0.0718371433990436,0.6106157188918706,True,-1.0,True,7,Expected return >= 50%,0.5
