Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,Model,ActualOutcome,PredictedOutcome,Probability_H,Probability_D,Probability_A
2020-21,2020-11-02,Leeds,Leicester,1,2020-21,Tuned Logistic Regression,A,A,0.3502940962161501,0.2855455042003193,0.3641603995835306
2020-21,2020-11-06,Brighton,Burnley,1,2020-21,Tuned Logistic Regression,D,H,0.5836328388969113,0.13090853422202176,0.2854586268810669
2020-21,2020-11-06,Southampton,Newcastle,1,2020-21,Tuned Logistic Regression,H,H,0.41238041200820036,0.3353934876485953,0.2522261003432043
2020-21,2020-11-07,Chelsea,Sheffield United,1,2020-21,Tuned Logistic Regression,H,H,0.6864638648454976,0.19327160896565881,0.12026452618884352
2020-21,2020-11-07,Crystal Palace,Leeds,1,2020-21,Tuned Logistic Regression,H,H,0.3962372990607279,0.2237148200864045,0.38004788085286767
2020-21,2020-11-07,Everton,Man United,1,2020-21,Tuned Logistic Regression,A,H,0.4962486936405791,0.19341983072418922,0.3103314756352316
2020-21,2020-11-07,West Ham,Fulham,1,2020-21,Tuned Logistic Regression,H,H,0.5206971593447809,0.2971772436985385,0.18212559695668065
2020-21,2020-11-08,Arsenal,Aston Villa,1,2020-21,Tuned Logistic Regression,A,H,0.5490940486397108,0.22002539740844357,0.23088055395184567
2020-21,2020-11-08,Leicester,Wolves,1,2020-21,Tuned Logistic Regression,H,H,0.4921101642378985,0.2683551071214596,0.23953472864064188
2020-21,2020-11-08,Man City,Liverpool,1,2020-21,Tuned Logistic Regression,D,H,0.45720749600198823,0.21909659311477148,0.32369591088324023
2020-21,2020-11-08,West Brom,Tottenham,1,2020-21,Tuned Logistic Regression,A,A,0.16495590579847344,0.21025315054477012,0.6247909436567562
2020-21,2020-11-21,Aston Villa,Brighton,1,2020-21,Tuned Logistic Regression,A,D,0.33806873607628984,0.4405687803054558,0.2213624836182543
2020-21,2020-11-21,Man United,West Brom,1,2020-21,Tuned Logistic Regression,H,H,0.6617747192180439,0.2474424031859908,0.09078287759596532
2020-21,2020-11-21,Newcastle,Chelsea,1,2020-21,Tuned Logistic Regression,A,A,0.20586216773790528,0.2472499922211331,0.5468878400409616
2020-21,2020-11-21,Tottenham,Man City,1,2020-21,Tuned Logistic Regression,H,H,0.5002910569993255,0.16678694512265327,0.3329219978780213
2020-21,2020-11-22,Fulham,Everton,1,2020-21,Tuned Logistic Regression,A,A,0.2640766806114613,0.23111597525498823,0.5048073441335504
2020-21,2020-11-22,Leeds,Arsenal,1,2020-21,Tuned Logistic Regression,D,H,0.4146391079330483,0.22753929893579147,0.3578215931311602
2020-21,2020-11-22,Liverpool,Leicester,1,2020-21,Tuned Logistic Regression,H,H,0.7772488029590383,0.13120017062554376,0.09155102641541799
2020-21,2020-11-22,Sheffield United,West Ham,1,2020-21,Tuned Logistic Regression,A,H,0.3830494105793121,0.26991448124502665,0.3470361081756614
2020-21,2020-11-23,Burnley,Crystal Palace,1,2020-21,Tuned Logistic Regression,H,H,0.40173996486359864,0.3428906104302666,0.25536942470613466
2020-21,2020-11-23,Wolves,Southampton,1,2020-21,Tuned Logistic Regression,D,A,0.35918868341856425,0.27562428314906895,0.3651870334323668
2020-21,2020-11-27,Crystal Palace,Newcastle,1,2020-21,Tuned Logistic Regression,A,H,0.46486555027479853,0.25739955488402905,0.2777348948411724
2020-21,2020-11-28,Brighton,Liverpool,1,2020-21,Tuned Logistic Regression,D,A,0.10730438363085555,0.11918306451997764,0.7735125518491668
2020-21,2020-11-28,Everton,Leeds,1,2020-21,Tuned Logistic Regression,A,H,0.5675825572838098,0.24714756328160178,0.1852698794345884
2020-21,2020-11-28,Man City,Burnley,1,2020-21,Tuned Logistic Regression,H,H,0.7197249689796147,0.18795687180619874,0.09231815921418655
2020-21,2020-11-28,West Brom,Sheffield United,1,2020-21,Tuned Logistic Regression,H,H,0.45305776289481164,0.21647990536748046,0.33046233173770795
2020-21,2020-11-29,Arsenal,Wolves,1,2020-21,Tuned Logistic Regression,A,H,0.4530555364928811,0.25045266215501877,0.2964918013521002
2020-21,2020-11-29,Chelsea,Tottenham,1,2020-21,Tuned Logistic Regression,D,H,0.5302233065258904,0.20026542110686127,0.2695112723672483
2020-21,2020-11-29,Southampton,Man United,1,2020-21,Tuned Logistic Regression,A,H,0.3761274802013626,0.25211570775634873,0.3717568120422887
2020-21,2020-11-30,Leicester,Fulham,1,2020-21,Tuned Logistic Regression,A,H,0.718747230095693,0.18100071737386778,0.1002520525304393
2020-21,2020-11-30,West Ham,Aston Villa,1,2020-21,Tuned Logistic Regression,H,H,0.5764321049806679,0.2001817908302888,0.2233861041890432
2020-21,2020-12-05,Burnley,Everton,1,2020-21,Tuned Logistic Regression,D,H,0.39861799712420715,0.318653645952459,0.28272835692333387
2020-21,2020-12-05,Chelsea,Leeds,1,2020-21,Tuned Logistic Regression,H,H,0.7352261948041643,0.159036666797446,0.1057371383983897
2020-21,2020-12-05,Man City,Fulham,1,2020-21,Tuned Logistic Regression,H,H,0.667470008801159,0.2779706332988075,0.0545593579000335
2020-21,2020-12-05,West Ham,Man United,1,2020-21,Tuned Logistic Regression,A,A,0.33805236679302325,0.22365690499023685,0.4382907282167399
2020-21,2020-12-06,Liverpool,Wolves,1,2020-21,Tuned Logistic Regression,H,H,0.7985750072530008,0.13450402522225033,0.06692096752474884
