EvaluationSeason,WinningModel,WinningLogLoss,WinningBrierScore,WinningAccuracy
2020-21,Tuned Random Forest,1.056991113784488,0.6262657479345155,0.5026315789473684
2021-22,Independent Poisson,0.9659254725450742,0.5749441563754937,0.55
2022-23,Direct Probability Ensemble,0.9746002079109988,0.5800635007490292,0.5394736842105263
2023-24,Independent Poisson,0.9247239288381749,0.5452391749425416,0.5842105263157895
2024-25,Independent Poisson,0.9891928791050212,0.5926756761653172,0.5026315789473684
