Season,Date,HomeTeam,AwayTeam,EvaluationSeason,ActualOutcome,ComparisonLogLoss,PoissonLogLoss,ComparisonModel,LossDifference
2021-22,2021-10-23,Southampton,Burnley,2021-22,D,1.2923409429495116,1.3233298368869333,Tuned Random Forest,-0.030988893937421658
2021-22,2021-10-24,Brentford,Leicester,2021-22,A,1.0163115612701632,0.9522731665368517,Tuned Random Forest,0.06403839473331152
2021-22,2021-10-24,Man United,Liverpool,2021-22,A,0.9791705337460697,0.7027705127628519,Tuned Random Forest,0.2764000209832178
2021-22,2021-10-24,West Ham,Tottenham,2021-22,H,0.8052118487991905,0.7043212901868517,Tuned Random Forest,0.10089055861233875
2021-22,2021-10-30,Burnley,Brentford,2021-22,H,1.1585386647004305,1.0697223177956556,Tuned Random Forest,0.08881634690477491
2021-22,2021-10-30,Leicester,Arsenal,2021-22,A,1.209768571320146,1.2025816036389125,Tuned Random Forest,0.007186967681233503
2021-22,2021-10-30,Liverpool,Brighton,2021-22,D,2.1942473436652716,2.180079436381928,Tuned Random Forest,0.014167907283343606
2021-22,2021-10-30,Man City,Crystal Palace,2021-22,A,2.4827175539973436,2.9086103319160017,Tuned Random Forest,-0.4258927779186581
2021-22,2021-10-30,Newcastle,Chelsea,2021-22,A,0.3377910152090804,0.34557093736432537,Tuned Random Forest,-0.007779922155244978
2021-22,2021-10-30,Tottenham,Man United,2021-22,A,1.113113764861017,1.1060814489447186,Tuned Random Forest,0.007032315916298382
2021-22,2021-10-30,Watford,Southampton,2021-22,A,1.0851326063897782,1.0356365544242603,Tuned Random Forest,0.04949605196551787
2021-22,2021-10-31,Aston Villa,West Ham,2021-22,A,0.5966597508382062,0.7682680613128631,Tuned Random Forest,-0.17160831047465686
2021-22,2021-10-31,Norwich,Leeds,2021-22,A,0.5991336491603465,0.7007195697341987,Tuned Random Forest,-0.10158592057385218
2021-22,2021-11-01,Wolves,Everton,2021-22,H,0.8973586428694119,0.7940533366493153,Tuned Random Forest,0.1033053062200966
2021-22,2021-11-05,Southampton,Aston Villa,2021-22,H,0.7101805423227918,0.8110244284410824,Tuned Random Forest,-0.10084388611829054
2021-22,2021-11-06,Brentford,Norwich,2021-22,A,1.9342672864393076,2.2782266986855064,Tuned Random Forest,-0.34395941224619886
2021-22,2021-11-06,Brighton,Newcastle,2021-22,D,1.306151000573826,1.306734635247587,Tuned Random Forest,-0.000583634673761102
2021-22,2021-11-06,Chelsea,Burnley,2021-22,D,2.2819126866017734,1.8202758262800431,Tuned Random Forest,0.46163686032173024
2021-22,2021-11-06,Crystal Palace,Wolves,2021-22,H,1.0929655233014126,0.8696646319469724,Tuned Random Forest,0.2233008913544402
2021-22,2021-11-06,Man United,Man City,2021-22,A,0.8785513437914233,0.9043741721790385,Tuned Random Forest,-0.025822828387615182
2021-22,2021-11-07,Arsenal,Watford,2021-22,H,0.41258708681261813,0.41433012212158754,Tuned Random Forest,-0.0017430353089694095
2021-22,2021-11-07,Everton,Tottenham,2021-22,D,1.416759252035513,1.3475617419612658,Tuned Random Forest,0.06919751007424724
2021-22,2021-11-07,Leeds,Leicester,2021-22,D,1.2933812838626109,1.3270099037646184,Tuned Random Forest,-0.033628619902007495
2021-22,2021-11-07,West Ham,Liverpool,2021-22,H,1.372579231996237,1.382317854804657,Tuned Random Forest,-0.009738622808419972
2021-22,2021-11-20,Aston Villa,Brighton,2021-22,H,0.9964732728189406,0.959631356181822,Tuned Random Forest,0.036841916637118555
2021-22,2021-11-20,Burnley,Crystal Palace,2021-22,D,1.246592677179921,1.2557943892339254,Tuned Random Forest,-0.00920171205400444
2021-22,2021-11-20,Leicester,Chelsea,2021-22,A,0.5597078905513121,0.5236610303410911,Tuned Random Forest,0.036046860210220966
2021-22,2021-11-20,Liverpool,Arsenal,2021-22,H,0.39076452334775613,0.34099372670756856,Tuned Random Forest,0.049770796640187576
2021-22,2021-11-20,Newcastle,Brentford,2021-22,D,1.3974245526272913,1.34361706596824,Tuned Random Forest,0.05380748665905122
2021-22,2021-11-20,Norwich,Southampton,2021-22,H,1.3989177758110678,1.4071087429504785,Tuned Random Forest,-0.008190967139410699
2021-22,2021-11-20,Watford,Man United,2021-22,H,1.4976294977546218,1.470592511635147,Tuned Random Forest,0.027036986119474804
2021-22,2021-11-20,Wolves,West Ham,2021-22,H,1.3125668891818814,1.3665281188912297,Tuned Random Forest,-0.05396122970934836
2021-22,2021-11-21,Man City,Everton,2021-22,H,0.276959917543014,0.23162464438327685,Tuned Random Forest,0.04533527315973718
2021-22,2021-11-21,Tottenham,Leeds,2021-22,H,0.7134260599737525,0.931426563899445,Tuned Random Forest,-0.21800050392569248
2021-22,2021-11-27,Arsenal,Newcastle,2021-22,H,0.4639732871879906,0.5970731645855919,Tuned Random Forest,-0.13309987739760132
2021-22,2021-11-27,Brighton,Leeds,2021-22,D,1.3537088880909414,1.298229667750388,Tuned Random Forest,0.055479220340553415
2021-22,2021-11-27,Crystal Palace,Aston Villa,2021-22,A,1.4916800144298445,1.4132964323058954,Tuned Random Forest,0.07838358212394914
2021-22,2021-11-27,Liverpool,Southampton,2021-22,H,0.22743312522458325,0.1909128232482394,Tuned Random Forest,0.036520301976343844
2021-22,2021-11-27,Norwich,Wolves,2021-22,D,1.400920706359467,1.420835754365356,Tuned Random Forest,-0.019915048005888947
2021-22,2021-11-28,Brentford,Everton,2021-22,H,0.732345413181459,0.7744943898472811,Tuned Random Forest,-0.04214897666582218
2021-22,2021-11-28,Chelsea,Man United,2021-22,D,1.7492089836913154,1.7417741624293739,Tuned Random Forest,0.007434821261941504
2021-22,2021-11-28,Leicester,Watford,2021-22,H,0.546514464924801,0.48992229592535663,Tuned Random Forest,0.056592168999444414
2021-22,2021-11-28,Man City,West Ham,2021-22,H,0.3739665118087057,0.462764582174163,Tuned Random Forest,-0.08879807036545728
2021-22,2021-11-30,Leeds,Crystal Palace,2021-22,H,0.8543492407307023,1.07566362661155,Tuned Random Forest,-0.22131438588084773
2021-22,2021-11-30,Newcastle,Norwich,2021-22,D,1.6279837323092643,1.5641628259661429,Tuned Random Forest,0.06382090634312143
2021-22,2021-12-01,Aston Villa,Man City,2021-22,A,0.3540832716011195,0.23032077867264436,Tuned Random Forest,0.12376249292847516
2021-22,2021-12-01,Everton,Liverpool,2021-22,A,0.42399020745009797,0.3976397872944201,Tuned Random Forest,0.026350420155677845
2021-22,2021-12-01,Southampton,Leicester,2021-22,D,1.4101030816486018,1.4387860888712087,Tuned Random Forest,-0.02868300722260697
2021-22,2021-12-01,Watford,Chelsea,2021-22,A,0.3337335070659295,0.2717119946932543,Tuned Random Forest,0.062021512372675225
2021-22,2021-12-01,West Ham,Brighton,2021-22,D,1.5839602770042067,1.6380970307324028,Tuned Random Forest,-0.05413675372819604
2021-22,2021-12-01,Wolves,Burnley,2021-22,D,1.2549203056647014,1.3065060141278888,Tuned Random Forest,-0.05158570846318744
2021-22,2021-12-02,Man United,Arsenal,2021-22,H,0.7781103228496744,0.7350697542901606,Tuned Random Forest,0.04304056855951377
2021-22,2021-12-02,Tottenham,Brentford,2021-22,H,0.6257368308072799,0.8490526924164229,Tuned Random Forest,-0.22331586160914296
2021-22,2021-12-04,Newcastle,Burnley,2021-22,H,0.9293222783547079,1.083790449161557,Tuned Random Forest,-0.15446817080684916
2021-22,2021-12-04,Southampton,Brighton,2021-22,D,1.250066549660324,1.3189318028039563,Tuned Random Forest,-0.06886525314363223
2021-22,2021-12-04,Watford,Man City,2021-22,A,0.3278116802243932,0.27329188364185353,Tuned Random Forest,0.05451979658253969
2021-22,2021-12-04,West Ham,Chelsea,2021-22,H,1.2379607804064157,1.0888412660134117,Tuned Random Forest,0.14911951439300397
2021-22,2021-12-04,Wolves,Liverpool,2021-22,A,0.4396794627450885,0.2790855054351935,Tuned Random Forest,0.160593957309895
2021-22,2021-12-05,Aston Villa,Leicester,2021-22,H,1.1182234205654797,1.1333346820957995,Tuned Random Forest,-0.01511126153031972
2021-22,2021-12-05,Leeds,Brentford,2021-22,D,1.392961585833689,1.422973110424598,Tuned Random Forest,-0.030011524590908945
2021-22,2021-12-05,Man United,Crystal Palace,2021-22,H,0.41394751528831203,0.4671235239834669,Tuned Random Forest,-0.053176008695154875
2021-22,2021-12-05,Tottenham,Norwich,2021-22,H,0.42233455741869824,0.393583607656041,Tuned Random Forest,0.02875094976265724
2021-22,2021-12-06,Everton,Arsenal,2021-22,H,1.2501367056832713,1.085519750186679,Tuned Random Forest,0.1646169554965924
2021-22,2021-12-10,Brentford,Watford,2021-22,H,0.5956816825589278,0.6160976430052983,Tuned Random Forest,-0.020415960446370507
2021-22,2021-12-11,Arsenal,Southampton,2021-22,H,0.46732960272923696,0.6145208970213379,Tuned Random Forest,-0.14719129429210098
2021-22,2021-12-11,Chelsea,Leeds,2021-22,H,0.2998641978835526,0.27617678528042383,Tuned Random Forest,0.023687412603128788
2021-22,2021-12-11,Liverpool,Aston Villa,2021-22,H,0.22730106460455346,0.1643728428507683,Tuned Random Forest,0.06292822175378515
2021-22,2021-12-11,Man City,Wolves,2021-22,H,0.24469284473271768,0.26543403295622153,Tuned Random Forest,-0.020741188223503848
2021-22,2021-12-11,Norwich,Man United,2021-22,A,0.5644192661101444,0.4156555758706792,Tuned Random Forest,0.14876369023946517
2021-22,2021-12-12,Burnley,West Ham,2021-22,D,1.4265282036439555,1.2744636448172353,Tuned Random Forest,0.1520645588267202
2021-22,2021-12-12,Crystal Palace,Everton,2021-22,H,0.6570483166417499,0.7266041548477676,Tuned Random Forest,-0.06955583820601774
2021-22,2021-12-12,Leicester,Newcastle,2021-22,H,0.5715658727064646,0.48271598727055987,Tuned Random Forest,0.08884988543590477
2021-22,2021-12-14,Man City,Leeds,2021-22,H,0.26500657764636176,0.26065645832337364,Tuned Random Forest,0.004350119322988122
2021-22,2021-12-14,Norwich,Aston Villa,2021-22,A,0.6623473520004772,0.6994012970381686,Tuned Random Forest,-0.03705394503769133
2021-22,2021-12-15,Arsenal,West Ham,2021-22,H,0.9752946587385432,1.146324222402066,Tuned Random Forest,-0.17102956366352284
2021-22,2021-12-15,Brighton,Wolves,2021-22,A,1.022935122865889,1.3168951933411321,Tuned Random Forest,-0.2939600704752432
2021-22,2021-12-15,Crystal Palace,Southampton,2021-22,D,1.3819388214229638,1.533096230738879,Tuned Random Forest,-0.15115740931591515
2021-22,2021-12-16,Chelsea,Everton,2021-22,D,2.118880756389923,2.2071282359164672,Tuned Random Forest,-0.08824747952654421
2021-22,2021-12-16,Liverpool,Newcastle,2021-22,H,0.17926771842328287,0.13688240406962385,Tuned Random Forest,0.042385314353659026
2021-22,2021-12-18,Leeds,Arsenal,2021-22,A,0.7700708316445508,0.44491444448553624,Tuned Random Forest,0.32515638715901457
2021-22,2021-12-19,Newcastle,Man City,2021-22,A,0.26871374716326574,0.29717761063874243,Tuned Random Forest,-0.02846386347547669
2021-22,2021-12-19,Tottenham,Liverpool,2021-22,D,1.6971808501289858,1.4700247374385798,Tuned Random Forest,0.22715611269040603
2021-22,2021-12-19,Wolves,Chelsea,2021-22,D,1.6868981954602256,1.5321736093201095,Tuned Random Forest,0.15472458614011608
2021-22,2021-12-26,Aston Villa,Chelsea,2021-22,A,0.6255756648998695,0.7427971181831597,Tuned Random Forest,-0.11722145328329026
2021-22,2021-12-26,Brighton,Brentford,2021-22,H,0.9876333345934682,0.9303575749323617,Tuned Random Forest,0.05727575966110654
2021-22,2021-12-26,Man City,Leicester,2021-22,H,0.22203360444210984,0.37729140830678803,Tuned Random Forest,-0.1552578038646782
2021-22,2021-12-26,Norwich,Arsenal,2021-22,A,0.513243279513817,0.39899690140317545,Tuned Random Forest,0.11424637811064153
2021-22,2021-12-26,Tottenham,Crystal Palace,2021-22,H,0.5463879990624214,0.7164104601276174,Tuned Random Forest,-0.17002246106519603
2021-22,2021-12-26,West Ham,Southampton,2021-22,A,1.8621452074660485,1.8793917468408052,Tuned Random Forest,-0.01724653937475673
2021-22,2021-12-27,Newcastle,Man United,2021-22,D,1.478714858671148,1.685770387914762,Tuned Random Forest,-0.20705552924361403
2021-22,2021-12-28,Crystal Palace,Norwich,2021-22,H,0.3877066074232066,0.3906019207083195,Tuned Random Forest,-0.002895313285112888
2021-22,2021-12-28,Leicester,Liverpool,2021-22,H,1.6368990009081388,1.1423101534013391,Tuned Random Forest,0.49458884750679966
2021-22,2021-12-28,Southampton,Tottenham,2021-22,D,1.570000283928914,1.5222971609378368,Tuned Random Forest,0.04770312299107715
2021-22,2021-12-28,Watford,West Ham,2021-22,A,0.7507299464849371,0.8851487496869638,Tuned Random Forest,-0.1344188032020267
2021-22,2021-12-29,Brentford,Man City,2021-22,A,0.24508240563956302,0.2517109316508502,Tuned Random Forest,-0.006628526011287161
2021-22,2021-12-29,Chelsea,Brighton,2021-22,D,1.9920321065068118,1.9967108763908046,Tuned Random Forest,-0.004678769883992739
2021-22,2021-12-30,Man United,Burnley,2021-22,H,0.40320794013232353,0.39942186830875415,Tuned Random Forest,0.0037860718235693813
2021-22,2022-01-01,Arsenal,Man City,2021-22,A,0.5207474227457997,0.37103253665993774,Tuned Random Forest,0.14971488608586192
2021-22,2022-01-01,Crystal Palace,West Ham,2021-22,A,0.7651181908581378,0.9524573285118123,Tuned Random Forest,-0.1873391376536745
2021-22,2022-01-01,Watford,Tottenham,2021-22,A,0.6258563587578717,0.5867378096936692,Tuned Random Forest,0.039118549064202535
2021-22,2022-01-02,Brentford,Aston Villa,2021-22,H,1.009611485213506,1.0033406482235263,Tuned Random Forest,0.006270836989979767
2021-22,2022-01-02,Chelsea,Liverpool,2021-22,D,1.2419680438215421,1.5290405084593208,Tuned Random Forest,-0.2870724646377787
2021-22,2022-01-02,Everton,Brighton,2021-22,A,1.186349640663573,1.1325290621103763,Tuned Random Forest,0.05382057855319666
2021-22,2022-01-02,Leeds,Burnley,2021-22,H,0.6654455083546953,0.9092479142287108,Tuned Random Forest,-0.24380240587401547
2021-22,2022-01-03,Man United,Wolves,2021-22,A,1.8826411584774645,1.4249715012391737,Tuned Random Forest,0.4576696572382908
2021-22,2022-01-11,Southampton,Brentford,2021-22,H,0.9557021866353121,0.7044014443369424,Tuned Random Forest,0.25130074229836974
2021-22,2022-01-12,West Ham,Norwich,2021-22,H,0.30269795703414526,0.18011731084590935,Tuned Random Forest,0.12258064618823591
2021-22,2022-01-14,Brighton,Crystal Palace,2021-22,D,1.2884127278966657,1.2795536678302688,Tuned Random Forest,0.008859060066396918
2021-22,2022-01-15,Aston Villa,Man United,2021-22,D,1.4015512336184746,1.3743502969410477,Tuned Random Forest,0.027200936677426846
2021-22,2022-01-15,Man City,Chelsea,2021-22,H,0.3568943963567174,0.3334801685128696,Tuned Random Forest,0.02341422784384778
2021-22,2022-01-15,Newcastle,Watford,2021-22,D,1.4118202587215205,1.4839962567785272,Tuned Random Forest,-0.0721759980570067
2021-22,2022-01-15,Norwich,Everton,2021-22,H,1.2901713241055808,1.2854874409796224,Tuned Random Forest,0.004683883125958355
2021-22,2022-01-15,Wolves,Southampton,2021-22,H,0.7122727120002196,0.9365979827438733,Tuned Random Forest,-0.22432527074365372
2021-22,2022-01-16,Liverpool,Brentford,2021-22,H,0.20111935731502614,0.14370252501230701,Tuned Random Forest,0.05741683230271913
2021-22,2022-01-16,West Ham,Leeds,2021-22,A,2.128096286946983,1.9606616678875262,Tuned Random Forest,0.16743461905945667
2021-22,2022-01-18,Brighton,Chelsea,2021-22,D,1.4883476317334825,1.3217357593186345,Tuned Random Forest,0.16661187241484798
2021-22,2022-01-19,Brentford,Man United,2021-22,A,0.5211424372029065,0.6388745868452114,Tuned Random Forest,-0.11773214964230483
2021-22,2022-01-19,Leicester,Tottenham,2021-22,A,1.2221452108352786,0.962054721821309,Tuned Random Forest,0.2600904890139696
2021-22,2022-01-21,Watford,Norwich,2021-22,A,1.7528391029119261,2.089447320874166,Tuned Random Forest,-0.33660821796224005
2021-22,2022-01-22,Brentford,Wolves,2021-22,A,0.9240612001076469,0.9160314469033475,Tuned Random Forest,0.008029753204299439
2021-22,2022-01-22,Everton,Aston Villa,2021-22,A,1.201881099527786,1.3631057066132382,Tuned Random Forest,-0.16122460708545217
2021-22,2022-01-22,Leeds,Newcastle,2021-22,A,1.6882440272972659,1.7462901009911416,Tuned Random Forest,-0.05804607369387571
2021-22,2022-01-22,Man United,West Ham,2021-22,H,0.8008192905125449,0.7357816811977831,Tuned Random Forest,0.06503760931476177
2021-22,2022-01-22,Southampton,Man City,2021-22,D,2.1332547268573676,1.7947877963439705,Tuned Random Forest,0.33846693051339716
2021-22,2022-01-23,Arsenal,Burnley,2021-22,D,1.5846469206047724,1.4048975947028708,Tuned Random Forest,0.17974932590190162
2021-22,2022-01-23,Chelsea,Tottenham,2021-22,H,0.5224334844778549,0.3969041562843703,Tuned Random Forest,0.12552932819348456
2021-22,2022-01-23,Crystal Palace,Liverpool,2021-22,A,0.4715484526969676,0.5025205227431676,Tuned Random Forest,-0.030972070046200006
2021-22,2022-01-23,Leicester,Brighton,2021-22,D,1.176801188330988,1.2964191775657936,Tuned Random Forest,-0.11961798923480571
2021-22,2022-02-05,Burnley,Watford,2021-22,D,1.361076425926081,1.4684463521953637,Tuned Random Forest,-0.10736992626928266
2021-22,2022-02-08,Burnley,Man United,2021-22,D,1.6734093307473832,1.2700208952515162,Tuned Random Forest,0.403388435495867
2021-22,2022-02-08,Newcastle,Everton,2021-22,H,0.6541621177019177,0.8941331795675186,Tuned Random Forest,-0.2399710618656009
2021-22,2022-02-08,West Ham,Watford,2021-22,H,0.3489241926841344,0.3580933471086114,Tuned Random Forest,-0.009169154424477022
2021-22,2022-02-09,Aston Villa,Leeds,2021-22,D,1.4701287396942517,1.4010990103675274,Tuned Random Forest,0.06902972932672435
2021-22,2022-02-09,Man City,Brentford,2021-22,H,0.17157266196511486,0.09241795633011138,Tuned Random Forest,0.07915470563500349
2021-22,2022-02-09,Norwich,Crystal Palace,2021-22,D,1.4411368828280386,1.3685070956466365,Tuned Random Forest,0.07262978718140212
2021-22,2022-02-09,Tottenham,Southampton,2021-22,A,1.9689598057291193,1.3735728150291813,Tuned Random Forest,0.5953869906999381
2021-22,2022-02-10,Liverpool,Leicester,2021-22,H,0.21429561573263964,0.3005361092637236,Tuned Random Forest,-0.08624049353108396
2021-22,2022-02-10,Wolves,Arsenal,2021-22,A,1.1556509686615088,0.82890562475459,Tuned Random Forest,0.3267453439069189
2021-22,2022-02-12,Brentford,Crystal Palace,2021-22,D,1.2200911470128077,1.350545230435618,Tuned Random Forest,-0.13045408342281029
2021-22,2022-02-12,Everton,Leeds,2021-22,H,0.8003350215949381,1.2646051604728725,Tuned Random Forest,-0.46427013887793445
2021-22,2022-02-12,Man United,Southampton,2021-22,D,1.425307968039781,1.3334337409167782,Tuned Random Forest,0.09187422712300286
2021-22,2022-02-12,Norwich,Man City,2021-22,A,0.32522309739992233,0.23858223403779652,Tuned Random Forest,0.08664086336212581
2021-22,2022-02-12,Watford,Brighton,2021-22,A,0.7471911994810978,0.7554530082932047,Tuned Random Forest,-0.008261808812106919
2021-22,2022-02-13,Burnley,Liverpool,2021-22,A,0.4197040009220734,0.3818378691474872,Tuned Random Forest,0.0378661317745862
2021-22,2022-02-13,Leicester,West Ham,2021-22,D,1.1827027720989916,1.3384248442479094,Tuned Random Forest,-0.15572207214891787
2021-22,2022-02-13,Newcastle,Aston Villa,2021-22,H,0.9590052479208394,1.0563538540244872,Tuned Random Forest,-0.09734860610364782
2021-22,2022-02-13,Tottenham,Wolves,2021-22,A,1.4423066653316863,1.2090052521348045,Tuned Random Forest,0.2333014131968818
2021-22,2022-02-15,Man United,Brighton,2021-22,H,0.5562530321640017,0.7126449494805909,Tuned Random Forest,-0.1563919173165892
2021-22,2022-02-19,Arsenal,Brentford,2021-22,H,0.3563424985347278,0.4507067744134426,Tuned Random Forest,-0.09436427587871477
2021-22,2022-02-19,Aston Villa,Watford,2021-22,A,1.7188265773259988,2.160173086187042,Tuned Random Forest,-0.4413465088610431
2021-22,2022-02-19,Brighton,Burnley,2021-22,A,1.560552791741963,1.5240051026645245,Tuned Random Forest,0.03654768907743855
2021-22,2022-02-19,Crystal Palace,Chelsea,2021-22,A,0.5139498920157333,0.6782339037589442,Tuned Random Forest,-0.16428401174321094
2021-22,2022-02-19,Liverpool,Norwich,2021-22,H,0.18726753651569142,0.08927618087984786,Tuned Random Forest,0.09799135563584356
2021-22,2022-02-19,Man City,Tottenham,2021-22,A,2.486393161427789,2.6565410840716694,Tuned Random Forest,-0.17014792264388046
2021-22,2022-02-19,Southampton,Everton,2021-22,H,0.723336552048494,0.7191439945119711,Tuned Random Forest,0.004192557536522923
2021-22,2022-02-19,West Ham,Newcastle,2021-22,D,1.754217115193322,1.4834555859146232,Tuned Random Forest,0.2707615292786987
2021-22,2022-02-20,Leeds,Man United,2021-22,A,0.6487856816735882,0.7324856548773546,Tuned Random Forest,-0.08369997320376643
2021-22,2022-02-20,Wolves,Leicester,2021-22,H,0.8137446524222759,0.962751657111911,Tuned Random Forest,-0.14900700468963513
2021-22,2022-02-23,Burnley,Tottenham,2021-22,H,1.3460111346395471,0.9728372887839702,Tuned Random Forest,0.3731738458555769
2021-22,2022-02-23,Liverpool,Leeds,2021-22,H,0.19262719723232546,0.3331873661282235,Tuned Random Forest,-0.14056016889589806
2021-22,2022-02-23,Watford,Crystal Palace,2021-22,A,1.049630439384513,1.072288954584114,Tuned Random Forest,-0.022658515199601048
2021-22,2022-02-24,Arsenal,Wolves,2021-22,H,0.7052884481561223,0.7253259683316544,Tuned Random Forest,-0.020037520175532064
2021-22,2022-02-25,Southampton,Norwich,2021-22,H,0.3911677136852922,0.3883810594957154,Tuned Random Forest,0.0027866541895767982
2021-22,2022-02-26,Brentford,Newcastle,2021-22,A,1.1776208957036796,1.0010499144584812,Tuned Random Forest,0.17657098124519832
2021-22,2022-02-26,Brighton,Aston Villa,2021-22,A,1.3926047956919563,1.299770251397517,Tuned Random Forest,0.09283454429443938
2021-22,2022-02-26,Crystal Palace,Burnley,2021-22,D,1.3065603606109277,1.4305352276432908,Tuned Random Forest,-0.12397486703236305
2021-22,2022-02-26,Everton,Man City,2021-22,A,0.32197769522579317,0.4513724425776433,Tuned Random Forest,-0.12939474735185014
2021-22,2022-02-26,Leeds,Tottenham,2021-22,A,0.8932563072024587,1.0182274478068742,Tuned Random Forest,-0.1249711406044155
2021-22,2022-02-26,Man United,Watford,2021-22,D,1.9001060902224072,1.6720357815682936,Tuned Random Forest,0.2280703086541136
2021-22,2022-02-27,West Ham,Wolves,2021-22,H,0.8721269276822684,0.7966817594265766,Tuned Random Forest,0.07544516825569181
2021-22,2022-03-01,Burnley,Leicester,2021-22,A,0.9777621190941128,1.10915830604391,Tuned Random Forest,-0.13139618694979727
2021-22,2022-03-05,Aston Villa,Southampton,2021-22,H,1.0053148455718024,0.9085809209549688,Tuned Random Forest,0.09673392461683361
2021-22,2022-03-05,Burnley,Chelsea,2021-22,A,0.5273828027359374,0.5091412871559515,Tuned Random Forest,0.01824151557998588
2021-22,2022-03-05,Leicester,Leeds,2021-22,H,0.43861303044858085,0.47290672071830375,Tuned Random Forest,-0.0342936902697229
2021-22,2022-03-05,Liverpool,West Ham,2021-22,H,0.24214234052551975,0.1950819471045773,Tuned Random Forest,0.047060393420942453
2021-22,2022-03-05,Newcastle,Brighton,2021-22,H,0.8882324854853798,0.9259764066343785,Tuned Random Forest,-0.037743921148998716
2021-22,2022-03-05,Norwich,Brentford,2021-22,A,0.9060999594778958,0.8700478611257304,Tuned Random Forest,0.036052098352165385
2021-22,2022-03-05,Wolves,Crystal Palace,2021-22,A,1.485124639054606,1.1277931990244794,Tuned Random Forest,0.3573314400301266
2021-22,2022-03-06,Man City,Man United,2021-22,H,0.28717637023475184,0.3000101881636019,Tuned Random Forest,-0.012833817928850078
2021-22,2022-03-06,Watford,Arsenal,2021-22,A,0.5101547825397882,0.7208640639797518,Tuned Random Forest,-0.2107092814399636
2021-22,2022-03-07,Tottenham,Everton,2021-22,H,0.4671433888969933,0.5130057139356115,Tuned Random Forest,-0.045862325038618146
2021-22,2022-03-10,Leeds,Aston Villa,2021-22,A,1.06633499968383,0.8509406567129327,Tuned Random Forest,0.21539434297089732
2021-22,2022-03-10,Norwich,Chelsea,2021-22,A,0.4247356047682594,0.1965407851841637,Tuned Random Forest,0.22819481958409568
2021-22,2022-03-10,Southampton,Newcastle,2021-22,A,1.363098865987597,1.0212595022023845,Tuned Random Forest,0.3418393637852126
2021-22,2022-03-10,Wolves,Watford,2021-22,H,0.42812365011371667,0.5752579551973931,Tuned Random Forest,-0.14713430508367642
2021-22,2022-03-12,Brentford,Burnley,2021-22,H,0.8794097269104979,0.850393135170854,Tuned Random Forest,0.029016591739643882
2021-22,2022-03-12,Brighton,Liverpool,2021-22,A,0.38971032261578353,0.28237619023018923,Tuned Random Forest,0.1073341323855943
2021-22,2022-03-12,Man United,Tottenham,2021-22,H,0.7674316170319281,0.9004673682043552,Tuned Random Forest,-0.13303575117242716
2021-22,2022-03-13,Arsenal,Leicester,2021-22,H,0.5836972132971949,0.5916848684828948,Tuned Random Forest,-0.007987655185699882
2021-22,2022-03-13,Chelsea,Newcastle,2021-22,H,0.3086126508477233,0.2559199066102895,Tuned Random Forest,0.05269274423743381
2021-22,2022-03-13,Everton,Wolves,2021-22,A,0.8267613052656284,0.9417771362564833,Tuned Random Forest,-0.11501583099085488
2021-22,2022-03-13,Leeds,Norwich,2021-22,H,0.49725474762567634,0.38607463059686464,Tuned Random Forest,0.1111801170288117
2021-22,2022-03-13,Southampton,Watford,2021-22,A,1.7402623448698065,1.7317132053047035,Tuned Random Forest,0.008549139565102948
2021-22,2022-03-13,West Ham,Aston Villa,2021-22,H,0.6562968690293192,0.9396908811012428,Tuned Random Forest,-0.2833940120719236
2021-22,2022-03-14,Crystal Palace,Man City,2021-22,D,2.0936677723828603,1.5573315316277583,Tuned Random Forest,0.536336240755102
2021-22,2022-03-16,Arsenal,Liverpool,2021-22,A,0.6966983598482075,0.9517515995630332,Tuned Random Forest,-0.25505323971482574
2021-22,2022-03-16,Brighton,Tottenham,2021-22,A,0.6687409442919905,0.6929055031650021,Tuned Random Forest,-0.02416455887301161
2021-22,2022-03-17,Everton,Newcastle,2021-22,H,0.9546433914359876,1.0520247431500742,Tuned Random Forest,-0.09738135171408657
2021-22,2022-03-18,Wolves,Leeds,2021-22,A,2.036880352386675,1.7803703576438463,Tuned Random Forest,0.25650999474282865
2021-22,2022-03-19,Aston Villa,Arsenal,2021-22,A,0.6582931906246638,0.7967897070454375,Tuned Random Forest,-0.13849651642077365
2021-22,2022-03-20,Leicester,Brentford,2021-22,H,0.6529998783066775,0.5927316541773131,Tuned Random Forest,0.06026822412936439
2021-22,2022-03-20,Tottenham,West Ham,2021-22,H,0.8516013339447418,0.6432227006608415,Tuned Random Forest,0.20837863328390027
2021-22,2022-04-02,Brighton,Norwich,2021-22,D,1.5982640173275224,1.6211039071053663,Tuned Random Forest,-0.022839889777843903
2021-22,2022-04-02,Burnley,Man City,2021-22,A,0.340280174117638,0.39538933221659683,Tuned Random Forest,-0.05510915809895883
2021-22,2022-04-02,Chelsea,Brentford,2021-22,A,2.3830833967104073,2.7627615447070495,Tuned Random Forest,-0.37967814799664223
2021-22,2022-04-02,Leeds,Southampton,2021-22,D,1.3771662526541588,1.4217360603928206,Tuned Random Forest,-0.044569807738661815
2021-22,2022-04-02,Liverpool,Watford,2021-22,H,0.21030897769759616,0.10366060576184671,Tuned Random Forest,0.10664837193574944
2021-22,2022-04-02,Man United,Leicester,2021-22,D,1.311247326887764,1.5104697745484155,Tuned Random Forest,-0.19922244766065145
