Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,ActualHomeGoals,ActualAwayGoals,ExpectedHomeGoals,ExpectedAwayGoals
2020-21,2021-03-06,Burnley,Arsenal,1,2020-21,1,1,1.6736560604193909,1.1642179139827626
2020-21,2021-03-06,Sheffield United,Southampton,1,2020-21,0,2,1.5574733800020146,1.1550117274592826
2020-21,2021-03-07,Liverpool,Fulham,1,2020-21,0,1,2.379186846353402,0.4343873386463603
2020-21,2021-03-07,Man City,Man United,1,2020-21,0,2,1.8823409561751925,0.9074573318526342
2020-21,2021-03-07,Tottenham,Crystal Palace,1,2020-21,4,1,1.8794245986109592,0.5999261550737187
2020-21,2021-03-07,West Brom,Newcastle,1,2020-21,0,0,1.4903207477690779,1.037183976419976
2020-21,2021-03-08,Chelsea,Everton,1,2020-21,2,0,2.160822236225242,0.8679901592977226
2020-21,2021-03-08,West Ham,Leeds,1,2020-21,2,0,1.5234504180833823,1.0401569734044407
2020-21,2021-03-10,Man City,Southampton,1,2020-21,5,2,3.747222034206709,0.5182809611206743
2020-21,2021-03-12,Newcastle,Aston Villa,1,2020-21,1,1,1.5042737491081561,1.0052568815774736
2020-21,2021-03-13,Crystal Palace,West Brom,1,2020-21,1,0,1.6057279884294717,0.8808811076636391
2020-21,2021-03-13,Everton,Burnley,1,2020-21,1,2,1.6436868377583709,0.7341071639805133
2020-21,2021-03-13,Fulham,Man City,1,2020-21,0,3,0.6792797546275355,2.218705787563757
2020-21,2021-03-13,Leeds,Chelsea,1,2020-21,0,0,0.9342792153957673,1.2475589197497992
2020-21,2021-03-14,Arsenal,Tottenham,1,2020-21,2,1,1.402470890668035,0.9422255214983238
2020-21,2021-03-14,Leicester,Sheffield United,1,2020-21,5,0,2.5338886665451787,0.5024501879270385
2020-21,2021-03-14,Man United,West Ham,1,2020-21,1,0,2.3937459111207735,0.9436219759252976
2020-21,2021-03-14,Southampton,Brighton,1,2020-21,1,2,1.6301569625910017,1.1256799240883382
2020-21,2021-03-15,Wolves,Liverpool,1,2020-21,0,1,1.5060080802114733,1.3886845709046836
2020-21,2021-03-19,Fulham,Leeds,1,2020-21,1,2,1.5090445478766865,1.3745778327634557
2020-21,2021-03-20,Brighton,Newcastle,1,2020-21,3,0,1.5326619726286752,1.0096751174891028
2020-21,2021-03-21,Aston Villa,Tottenham,1,2020-21,0,2,0.9803660024426483,0.9873827308563696
2020-21,2021-03-21,West Ham,Arsenal,1,2020-21,3,3,1.3762389013900025,1.1671299380312394
2020-21,2021-04-03,Arsenal,Liverpool,1,2020-21,0,3,1.6021991155653623,1.2608734008098859
2020-21,2021-04-03,Chelsea,West Brom,1,2020-21,2,5,2.6063519233934858,0.5049438243015818
2020-21,2021-04-03,Leeds,Sheffield United,1,2020-21,2,1,1.8160200780867897,0.6940113031297376
2020-21,2021-04-03,Leicester,Man City,1,2020-21,0,2,1.1119491314668113,1.227869021781241
2020-21,2021-04-04,Aston Villa,Fulham,1,2020-21,3,1,1.3896498487820481,0.7792912902270872
2020-21,2021-04-04,Man United,Brighton,1,2020-21,2,1,2.279424029532053,0.6058742867394242
2020-21,2021-04-04,Newcastle,Tottenham,1,2020-21,2,2,1.0421402649528848,1.3990523450695478
2020-21,2021-04-04,Southampton,Burnley,1,2020-21,3,2,1.5044998937319436,0.9089991080963437
2020-21,2021-04-05,Everton,Crystal Palace,1,2020-21,1,1,1.3758458215259723,0.7365256429927578
2020-21,2021-04-05,Wolves,West Ham,1,2020-21,2,3,1.407009050538482,1.090803310142557
2020-21,2021-04-09,Fulham,Wolves,1,2020-21,0,1,1.4175012792003412,1.405025718476287
2020-21,2021-04-10,Crystal Palace,Chelsea,1,2020-21,1,4,1.0959854887188791,1.4941292898182545
2020-21,2021-04-10,Liverpool,Aston Villa,1,2020-21,2,1,2.283554889170498,0.49122467684882776
2020-21,2021-04-10,Man City,Leeds,1,2020-21,1,2,3.7814128695327285,0.5710666394102438
2020-21,2021-04-11,Burnley,Newcastle,1,2020-21,1,2,1.7172810179454243,1.00032900201072
2020-21,2021-04-11,Sheffield United,Arsenal,1,2020-21,0,3,1.1902300938738684,1.8453139158199041
2020-21,2021-04-11,Tottenham,Man United,1,2020-21,1,3,1.2496462080691724,1.294931666796052
2020-21,2021-04-11,West Ham,Leicester,1,2020-21,3,2,1.367623080901697,1.2843201127489126
2020-21,2021-04-12,Brighton,Everton,1,2020-21,0,0,1.4886274877574464,1.2922478412730072
2020-21,2021-04-12,West Brom,Southampton,1,2020-21,3,0,1.171495959132206,1.4434470309721252
2020-21,2021-04-16,Everton,Tottenham,1,2020-21,2,2,1.1463818036812485,0.9441923040911606
2020-21,2021-04-17,Newcastle,West Ham,1,2020-21,3,2,1.0482445398882223,1.6575503974147965
2020-21,2021-04-17,Wolves,Sheffield United,1,2020-21,1,0,2.0560634092572494,0.6515183690924011
2020-21,2021-04-18,Arsenal,Fulham,1,2020-21,1,1,1.94871488119538,0.5687104270354134
2020-21,2021-04-18,Man United,Burnley,1,2020-21,3,1,2.4231875491797976,0.7212485334268587
2020-21,2021-04-19,Leeds,Liverpool,1,2020-21,1,1,1.145572247142831,1.6053240652539569
2020-21,2021-04-20,Chelsea,Brighton,1,2020-21,0,0,2.2331267480061063,0.7711129809280757
2020-21,2021-04-21,Aston Villa,Man City,1,2020-21,1,2,0.8348331555721702,1.7377432135930346
2020-21,2021-04-21,Tottenham,Southampton,1,2020-21,2,1,2.2806392577365417,0.8222329011778046
2020-21,2021-04-22,Leicester,West Brom,1,2020-21,3,0,2.215627189332673,0.5616888791092495
2020-21,2021-04-23,Arsenal,Everton,1,2020-21,0,1,1.9053610066615236,0.9669320939923175
2020-21,2021-04-24,Liverpool,Newcastle,1,2020-21,1,1,2.2098589117294427,0.5469379097287181
2020-21,2021-04-24,Sheffield United,Brighton,1,2020-21,1,0,1.1650799608639248,1.3079887966510524
2020-21,2021-04-24,West Ham,Chelsea,1,2020-21,0,1,1.394676912374824,1.3989295726286752
2020-21,2021-04-25,Aston Villa,West Brom,1,2020-21,2,2,1.4119428779201832,0.8519730216918185
2020-21,2021-04-25,Leeds,Man United,1,2020-21,0,0,0.8614642157342917,1.6244922311558445
2020-21,2021-04-25,Wolves,Burnley,1,2020-21,0,4,1.5394456404519714,0.9621140213805853
2020-21,2021-04-26,Leicester,Crystal Palace,1,2020-21,2,1,2.409651852660816,0.8204312509614372
2020-21,2021-04-30,Southampton,Leicester,1,2020-21,1,1,0.8619637712487977,1.4819163608864538
2020-21,2021-05-01,Brighton,Leeds,1,2020-21,2,0,1.3322396844789923,1.1372255035124568
2020-21,2021-05-01,Chelsea,Fulham,1,2020-21,2,0,2.546823051330251,0.6115580908602124
2020-21,2021-05-01,Crystal Palace,Man City,1,2020-21,0,2,0.7577832760567091,2.019801008335405
2020-21,2021-05-01,Everton,Aston Villa,1,2020-21,1,2,1.6078670850041807,0.7682270743053409
2020-21,2021-05-02,Newcastle,Arsenal,1,2020-21,0,2,1.4480768152448074,1.8625287415866671
2020-21,2021-05-02,Tottenham,Sheffield United,1,2020-21,4,0,2.5726526995038563,0.5714028319141956
2020-21,2021-05-03,Burnley,West Ham,1,2020-21,1,2,1.4324816967687921,1.2802815210858047
2020-21,2021-05-03,West Brom,Wolves,1,2020-21,1,1,1.1654093348838053,1.680818372932279
2020-21,2021-05-07,Leicester,Newcastle,1,2020-21,2,4,1.9028160824476934,0.6866051849730933
2020-21,2021-05-08,Leeds,Tottenham,1,2020-21,3,1,1.2649847358012423,1.5296591220390376
2020-21,2021-05-08,Liverpool,Southampton,1,2020-21,2,0,2.447605680257864,0.5492086469533878
2020-21,2021-05-08,Man City,Chelsea,1,2020-21,1,2,2.190622834894701,0.6534678232941011
2020-21,2021-05-08,Sheffield United,Crystal Palace,1,2020-21,0,2,1.3532277721070265,1.474326241208572
2020-21,2021-05-09,Arsenal,West Brom,1,2020-21,3,1,1.6704640629051453,0.6758638404179349
2020-21,2021-05-09,Aston Villa,Man United,1,2020-21,1,3,1.1295571909330164,1.7631102302022936
2020-21,2021-05-09,West Ham,Everton,1,2020-21,0,1,1.9806724645318479,0.982855606908171
2020-21,2021-05-09,Wolves,Brighton,1,2020-21,2,1,1.6081967274704108,1.1330029122141
2020-21,2021-05-10,Fulham,Burnley,1,2020-21,0,2,1.277407952787418,1.15993182201495
2020-21,2021-05-11,Man United,Leicester,1,2020-21,1,2,1.9980200081184054,0.6962070861419986
2020-21,2021-05-11,Southampton,Crystal Palace,1,2020-21,3,1,1.5255161669319786,1.2619528771480062
2020-21,2021-05-12,Chelsea,Arsenal,1,2020-21,0,1,1.7183433705931734,1.1062406216600273
2020-21,2021-05-13,Aston Villa,Everton,1,2020-21,0,0,1.541050272152854,0.9350623426712016
2020-21,2021-05-13,Man United,Liverpool,1,2020-21,2,4,2.253227922104676,0.9295934031833023
2020-21,2021-05-14,Newcastle,Man City,1,2020-21,3,4,0.9315758174739062,2.1530340601726254
2020-21,2021-05-15,Brighton,West Ham,1,2020-21,1,1,1.3204900845231844,1.3607461722012644
2020-21,2021-05-15,Burnley,Leeds,1,2020-21,0,4,1.413025208995904,0.992693312844411
2020-21,2021-05-15,Southampton,Fulham,1,2020-21,3,1,1.563647879701707,1.0246052450520056
2020-21,2021-05-16,Crystal Palace,Aston Villa,1,2020-21,3,2,1.1815300675125107,1.3706957196473826
2020-21,2021-05-16,Everton,Sheffield United,1,2020-21,0,1,2.28777210330177,0.5039071588321135
2020-21,2021-05-16,Tottenham,Wolves,1,2020-21,2,0,1.9252056430639215,0.9807810622452248
2020-21,2021-05-16,West Brom,Liverpool,1,2020-21,1,2,0.8172299950178291,2.61169415412701
2020-21,2021-05-18,Brighton,Man City,1,2020-21,3,2,1.0779360419119464,1.7962135259482466
2020-21,2021-05-18,Chelsea,Leicester,1,2020-21,2,1,1.555616645053293,0.9776147932805392
2020-21,2021-05-18,Man United,Fulham,1,2020-21,1,1,2.648769696553323,0.5975745346006908
2020-21,2021-05-18,Southampton,Leeds,1,2020-21,0,2,1.268602717445023,1.4186162185408464
2020-21,2021-05-19,Burnley,Liverpool,1,2020-21,0,3,0.9914441657609384,1.9393172837881796
2020-21,2021-05-19,Crystal Palace,Arsenal,1,2020-21,1,3,1.2530201443828954,1.3036607577957597
2020-21,2021-05-19,Everton,Wolves,1,2020-21,1,0,1.4998498059902228,0.9670184140298415
2020-21,2021-05-19,Newcastle,Sheffield United,1,2020-21,1,0,1.641851162843579,1.0332890049821843
2020-21,2021-05-19,Tottenham,Aston Villa,1,2020-21,1,2,2.2861217716829367,0.8182430258269722
2020-21,2021-05-19,West Brom,West Ham,1,2020-21,1,3,1.3405601301814671,1.1943615004767336
2020-21,2021-05-23,Arsenal,Brighton,1,2020-21,2,0,1.67334444177897,0.874182672814232
2020-21,2021-05-23,Aston Villa,Chelsea,1,2020-21,2,1,1.204309453886757,1.7379937559264622
2020-21,2021-05-23,Fulham,Newcastle,1,2020-21,0,2,1.2503540173421077,1.2284326668233903
2020-21,2021-05-23,Leeds,West Brom,1,2020-21,3,1,1.6896863179722303,0.8046996296041845
2020-21,2021-05-23,Leicester,Tottenham,1,2020-21,2,4,1.5965064842350238,1.0723425354374783
2020-21,2021-05-23,Liverpool,Crystal Palace,1,2020-21,2,0,2.497308276430583,0.6066786752727772
2020-21,2021-05-23,Man City,Everton,1,2020-21,5,0,2.865486812072593,0.4007639644371073
2020-21,2021-05-23,Sheffield United,Burnley,1,2020-21,1,0,1.1446245202102,1.4231257484614848
2020-21,2021-05-23,West Ham,Southampton,1,2020-21,3,0,1.7936172886536221,0.9005061883398155
2020-21,2021-05-23,Wolves,Man United,1,2020-21,1,2,1.0675375045695585,1.5861298726818909
2021-22,2021-08-13,Brentford,Arsenal,2,2021-22,2,0,1.3736928690086896,1.8947684774740943
2021-22,2021-08-14,Burnley,Brighton,2,2021-22,1,2,1.4362893248875606,1.2864332842484898
2021-22,2021-08-14,Chelsea,Crystal Palace,2,2021-22,3,0,2.1075032864386367,1.0247126718480115
2021-22,2021-08-14,Everton,Southampton,2,2021-22,3,1,1.6103312819327011,1.0639370865608768
2021-22,2021-08-14,Leicester,Wolves,2,2021-22,1,0,1.5469585561609007,0.9138151911366943
2021-22,2021-08-14,Man United,Leeds,2,2021-22,5,1,1.8599515503227384,1.1975409903074217
2021-22,2021-08-14,Norwich,Liverpool,2,2021-22,0,3,0.7907791344043285,2.6494485676205493
2021-22,2021-08-14,Watford,Aston Villa,2,2021-22,3,2,1.1092031612113138,1.7424308769099066
2021-22,2021-08-15,Newcastle,West Ham,2,2021-22,2,4,1.279261074987368,1.5414926050779396
2021-22,2021-08-15,Tottenham,Man City,2,2021-22,1,0,1.2925148287678332,1.949615062214682
2021-22,2021-08-21,Aston Villa,Newcastle,2,2021-22,2,0,1.4349779978171917,1.3814232636437664
2021-22,2021-08-21,Brighton,Watford,2,2021-22,2,0,1.401178996714004,1.2186932013107012
2021-22,2021-08-21,Crystal Palace,Brentford,2,2021-22,0,0,1.2840685247368835,1.4193637405236017
2021-22,2021-08-21,Leeds,Everton,2,2021-22,2,2,1.357301775976626,1.5012563937370242
2021-22,2021-08-21,Liverpool,Burnley,2,2021-22,2,0,2.5555744065318056,0.8296348839721515
2021-22,2021-08-21,Man City,Norwich,2,2021-22,5,0,2.6357008222616507,0.5604485050295044
2021-22,2021-08-22,Arsenal,Chelsea,2,2021-22,0,2,1.3369432243264618,1.607452350126908
2021-22,2021-08-22,Southampton,Man United,2,2021-22,1,1,1.069887501924035,2.110066131673184
2021-22,2021-08-22,Wolves,Tottenham,2,2021-22,0,1,1.311561084129632,1.9025451267229871
2021-22,2021-08-23,West Ham,Leicester,2,2021-22,4,1,1.506867731855019,1.4001671859738414
2021-22,2021-08-28,Aston Villa,Brentford,2,2021-22,1,1,1.2866195961538902,1.4064455353824015
2021-22,2021-08-28,Brighton,Everton,2,2021-22,0,2,1.4483268800600662,1.359475249640334
2021-22,2021-08-28,Liverpool,Chelsea,2,2021-22,1,1,1.8827438736937965,1.2042229911577853
2021-22,2021-08-28,Man City,Arsenal,2,2021-22,5,0,1.981515676427852,0.8621427506217356
2021-22,2021-08-28,Newcastle,Southampton,2,2021-22,2,2,1.36193722674056,1.3635888454332687
2021-22,2021-08-28,Norwich,Leicester,2,2021-22,1,2,0.8737212728475815,2.220266038137019
2021-22,2021-08-28,West Ham,Crystal Palace,2,2021-22,2,2,2.0681136712008903,0.9592348950832714
2021-22,2021-08-29,Burnley,Leeds,2,2021-22,1,1,1.2210341447876187,1.4616051308101328
2021-22,2021-08-29,Tottenham,Watford,2,2021-22,1,0,2.0405992328195977,1.0559442078101473
2021-22,2021-08-29,Wolves,Man United,2,2021-22,0,1,1.0130253137538796,1.9209231994920517
2021-22,2021-09-11,Arsenal,Norwich,2,2021-22,1,0,1.7848142240996567,0.6839214267575404
2021-22,2021-09-11,Brentford,Brighton,2,2021-22,0,1,1.3560506686732414,1.1825477630462942
2021-22,2021-09-11,Chelsea,Aston Villa,2,2021-22,3,0,2.239677479337321,0.9448094591118866
2021-22,2021-09-11,Crystal Palace,Tottenham,2,2021-22,3,0,1.1025214173962814,2.0052223799481705
2021-22,2021-09-11,Leicester,Man City,2,2021-22,0,1,1.1184802129207898,1.8574263703623288
2021-22,2021-09-11,Man United,Newcastle,2,2021-22,4,1,2.2906674541757894,0.7461044008386551
2021-22,2021-09-11,Southampton,West Ham,2,2021-22,0,0,1.1451327517600578,1.8393504606642275
2021-22,2021-09-11,Watford,Wolves,2,2021-22,0,2,1.2929014398203416,1.2585664700104506
2021-22,2021-09-12,Leeds,Liverpool,2,2021-22,0,3,1.1280533937541326,2.149602305543076
2021-22,2021-09-13,Everton,Burnley,2,2021-22,3,1,1.6088365914674119,0.8738408113628121
2021-22,2021-09-17,Newcastle,Leeds,2,2021-22,1,1,1.1647328677625801,1.4703658919014895
2021-22,2021-09-18,Aston Villa,Everton,2,2021-22,3,0,1.1618506190864881,1.747941422272675
2021-22,2021-09-18,Burnley,Arsenal,2,2021-22,0,1,1.109738248904417,1.6063616038421833
2021-22,2021-09-18,Liverpool,Crystal Palace,2,2021-22,3,0,2.6026262848681894,0.8866522671361796
2021-22,2021-09-18,Man City,Southampton,2,2021-22,0,0,2.6193865723376626,0.830935661853429
2021-22,2021-09-18,Norwich,Watford,2,2021-22,1,3,0.9877823413308378,1.5946839946415587
2021-22,2021-09-18,Wolves,Brentford,2,2021-22,0,2,1.3655120950322543,1.3541954367298559
2021-22,2021-09-19,Brighton,Leicester,2,2021-22,2,1,1.450842024393498,1.5871917961117914
2021-22,2021-09-19,Tottenham,Chelsea,2,2021-22,0,3,1.2654310323076818,1.512619073349664
2021-22,2021-09-19,West Ham,Man United,2,2021-22,1,2,1.224963228792651,1.6623545057932356
2021-22,2021-09-25,Brentford,Liverpool,2,2021-22,3,3,0.7798975540416321,2.0660473684084506
2021-22,2021-09-25,Chelsea,Man City,2,2021-22,0,1,1.3601657802306237,1.5247701048580933
2021-22,2021-09-25,Everton,Norwich,2,2021-22,2,0,2.3028039975052312,0.5270625264227817
2021-22,2021-09-25,Leeds,West Ham,2,2021-22,1,2,1.2655907512687874,1.4162602366126282
2021-22,2021-09-25,Leicester,Burnley,2,2021-22,2,2,1.7745750466733794,0.8766393009489255
2021-22,2021-09-25,Man United,Aston Villa,2,2021-22,0,1,2.0226114941790394,0.7140217359305945
2021-22,2021-09-25,Watford,Newcastle,2,2021-22,1,1,1.4148750255870701,1.017711153119308
2021-22,2021-09-26,Arsenal,Tottenham,2,2021-22,3,1,1.6767382233912689,1.2358333882686277
2021-22,2021-09-26,Southampton,Wolves,2,2021-22,0,1,1.4507014126009041,1.1310716193513544
2021-22,2021-09-27,Crystal Palace,Brighton,2,2021-22,1,1,1.431520063859776,1.2243260485515954
2021-22,2021-10-02,Brighton,Arsenal,2,2021-22,0,0,1.398827269115572,1.2016264671620283
2021-22,2021-10-02,Burnley,Norwich,2,2021-22,0,0,1.7728980171896933,0.6463607890307185
2021-22,2021-10-02,Chelsea,Southampton,2,2021-22,3,1,2.167685691654426,0.7085217958633885
2021-22,2021-10-02,Leeds,Watford,2,2021-22,1,0,1.6705658957058098,0.9682610553470669
2021-22,2021-10-02,Man United,Everton,2,2021-22,1,1,1.9804737198582258,0.90393191881154
2021-22,2021-10-02,Wolves,Newcastle,2,2021-22,2,1,1.4508473696625779,1.178632982949772
2021-22,2021-10-03,Crystal Palace,Leicester,2,2021-22,2,2,1.267940232536616,1.253492362921363
2021-22,2021-10-03,Liverpool,Man City,2,2021-22,2,2,1.578974458618534,1.2768642537004606
2021-22,2021-10-03,Tottenham,Aston Villa,2,2021-22,2,1,1.6345910093046614,1.2358741272235771
2021-22,2021-10-03,West Ham,Brentford,2,2021-22,1,2,1.6058718476312719,0.9617681503593369
2021-22,2021-10-16,Aston Villa,Wolves,2,2021-22,2,3,1.4117833636091575,1.1584211271267122
2021-22,2021-10-16,Brentford,Chelsea,2,2021-22,0,1,1.0184092758825933,1.7152672007033103
2021-22,2021-10-16,Leicester,Man United,2,2021-22,4,2,1.1444511284993002,1.5908163682089398
2021-22,2021-10-16,Man City,Burnley,2,2021-22,2,0,2.8268920484717897,0.4819388383184097
2021-22,2021-10-16,Norwich,Brighton,2,2021-22,0,0,1.0090912305710262,1.5864229076242093
2021-22,2021-10-16,Southampton,Leeds,2,2021-22,1,0,1.2887609927387969,1.2048263450521897
2021-22,2021-10-16,Watford,Liverpool,2,2021-22,0,5,0.7463522714184745,2.460508393146796
2021-22,2021-10-17,Everton,West Ham,2,2021-22,0,1,1.4338470813678128,1.0395645409495007
2021-22,2021-10-17,Newcastle,Tottenham,2,2021-22,2,3,1.3335094755363608,1.1257438039371002
2021-22,2021-10-18,Arsenal,Crystal Palace,2,2021-22,2,2,1.6387489033322682,1.0774098916626145
2021-22,2021-10-22,Arsenal,Aston Villa,2,2021-22,3,1,1.5945277162812108,1.1629548602228217
2021-22,2021-10-23,Brighton,Man City,2,2021-22,1,4,1.0236415655574405,1.8186738762618344
2021-22,2021-10-23,Chelsea,Norwich,2,2021-22,7,0,2.8246885795328995,0.45661742229538
2021-22,2021-10-23,Crystal Palace,Newcastle,2,2021-22,1,1,1.458904742147039,0.9560497450833856
2021-22,2021-10-23,Everton,Watford,2,2021-22,2,5,1.7763537229055792,0.813895085462143
2021-22,2021-10-23,Leeds,Wolves,2,2021-22,1,1,1.3814397049340141,1.378848319527999
2021-22,2021-10-23,Southampton,Burnley,2,2021-22,2,2,1.4306972012674246,1.0165045691624723
2021-22,2021-10-24,Brentford,Leicester,2,2021-22,1,2,1.422142386747144,1.466765928013714
2021-22,2021-10-24,Man United,Liverpool,2,2021-22,0,5,1.1456015300439406,1.6661611196956652
2021-22,2021-10-24,West Ham,Tottenham,2,2021-22,1,0,1.6525247990261953,1.1345996316623856
2021-22,2021-10-30,Burnley,Brentford,2,2021-22,3,1,1.2541662726302445,1.3643507144239322
2021-22,2021-10-30,Leicester,Arsenal,2,2021-22,0,2,1.3126557236045753,1.0588281006959575
2021-22,2021-10-30,Liverpool,Brighton,2,2021-22,2,2,2.8941988410747213,0.6263612247963407
2021-22,2021-10-30,Man City,Crystal Palace,2,2021-22,0,2,2.767667673917588,0.588696953110725
2021-22,2021-10-30,Newcastle,Chelsea,2,2021-22,0,3,0.7651368583047813,2.2341283933069636
2021-22,2021-10-30,Tottenham,Man United,2,2021-22,0,3,1.5871910480947782,1.3722563328494204
2021-22,2021-10-30,Watford,Southampton,2,2021-22,0,1,1.326627131914202,1.2710103596943771
2021-22,2021-10-31,Aston Villa,West Ham,2,2021-22,1,4,1.1117271629118772,1.50891339376731
2021-22,2021-10-31,Norwich,Leeds,2,2021-22,1,2,0.9955904629724656,1.5279109958150028
2021-22,2021-11-01,Wolves,Everton,2,2021-22,2,1,1.5427077854561955,1.2011976681917038
2021-22,2021-11-05,Southampton,Aston Villa,2,2021-22,1,0,1.4907184536650606,1.1763135673442702
2021-22,2021-11-06,Brentford,Norwich,2,2021-22,1,2,1.8914591315067053,0.5649448543902718
2021-22,2021-11-06,Brighton,Newcastle,2,2021-22,1,1,1.4268999381715244,0.8184801827578199
2021-22,2021-11-06,Chelsea,Burnley,2,2021-22,1,1,2.2792146259111,0.5781550391822624
2021-22,2021-11-06,Crystal Palace,Wolves,2,2021-22,2,0,1.4366883998421434,1.2277104456229258
2021-22,2021-11-06,Man United,Man City,2,2021-22,0,2,1.4531655553289435,1.5697983188502542
2021-22,2021-11-07,Arsenal,Watford,2,2021-22,1,0,1.976715792830829,0.7555292506013566
2021-22,2021-11-07,Everton,Tottenham,2,2021-22,0,0,1.487144916066283,1.0571164182811428
2021-22,2021-11-07,Leeds,Leicester,2,2021-22,1,1,1.2168476041316814,1.3489170288315921
2021-22,2021-11-07,West Ham,Liverpool,2,2021-22,3,2,1.1973702956706138,1.8171070888356597
2021-22,2021-11-20,Aston Villa,Brighton,2,2021-22,2,0,1.3141531373168993,1.245891571874499
2021-22,2021-11-20,Burnley,Crystal Palace,2,2021-22,3,3,1.1226036477874946,1.1608203863748259
2021-22,2021-11-20,Leicester,Chelsea,2,2021-22,0,3,1.0012362740235958,1.9391435776814545
2021-22,2021-11-20,Liverpool,Arsenal,2,2021-22,4,0,2.307195184575763,0.8062521651829541
2021-22,2021-11-20,Newcastle,Brentford,2,2021-22,3,3,1.4654863008876984,1.0921872986666017
2021-22,2021-11-20,Norwich,Southampton,2,2021-22,2,1,0.9944789488173266,1.5372914894275345
2021-22,2021-11-20,Watford,Man United,2,2021-22,4,1,1.100284365428249,1.8092379928796245
2021-22,2021-11-20,Wolves,West Ham,2,2021-22,1,0,0.9868627920957627,1.4616515968244002
2021-22,2021-11-21,Man City,Everton,2,2021-22,3,0,2.6768400780716846,0.692587130979265
2021-22,2021-11-21,Tottenham,Leeds,2,2021-22,2,1,1.2215071889735796,1.0781431275766975
2021-22,2021-11-27,Arsenal,Newcastle,2,2021-22,2,0,1.6558485236066467,0.9061684515922289
2021-22,2021-11-27,Brighton,Leeds,2,2021-22,0,0,1.316368164060282,1.1101370245158027
2021-22,2021-11-27,Crystal Palace,Aston Villa,2,2021-22,1,2,1.5198585391791477,0.9779641236227026
2021-22,2021-11-27,Liverpool,Southampton,2,2021-22,4,0,2.8697112328694456,0.6488741854503463
2021-22,2021-11-27,Norwich,Wolves,2,2021-22,0,0,0.9588421998590525,1.685440096264649
2021-22,2021-11-28,Brentford,Everton,2,2021-22,1,0,1.573609365856218,1.195906821877164
2021-22,2021-11-28,Chelsea,Man United,2,2021-22,1,1,2.288746120072957,0.7882746591358852
2021-22,2021-11-28,Leicester,Watford,2,2021-22,4,2,1.9034024189364516,0.8859125754791842
2021-22,2021-11-28,Man City,West Ham,2,2021-22,2,1,1.896373102831819,0.8122985494096532
2021-22,2021-11-30,Leeds,Crystal Palace,2,2021-22,1,0,1.2740565840505398,1.4014878947529008
2021-22,2021-11-30,Newcastle,Norwich,2,2021-22,1,1,1.866682394984271,0.5853087064239494
2021-22,2021-12-01,Aston Villa,Man City,2,2021-22,1,2,0.7879789961484691,2.8317608235124525
2021-22,2021-12-01,Everton,Liverpool,2,2021-22,1,4,1.0570590982594725,2.4078739654631387
2021-22,2021-12-01,Southampton,Leicester,2,2021-22,2,2,0.9750160862555048,1.7293241993566204
2021-22,2021-12-01,Watford,Chelsea,2,2021-22,1,2,0.6946287928909662,2.4628588999376935
2021-22,2021-12-01,West Ham,Brighton,2,2021-22,1,1,2.0580661172204553,0.7161746514575786
2021-22,2021-12-01,Wolves,Burnley,2,2021-22,0,0,1.3502068401045075,1.0966499461164394
2021-22,2021-12-02,Man United,Arsenal,2,2021-22,3,2,1.5569117139478783,1.0969822392796305
2021-22,2021-12-02,Tottenham,Brentford,2,2021-22,2,0,1.3843172295430788,1.1265443887626942
2021-22,2021-12-04,Newcastle,Burnley,2,2021-22,1,0,1.1771875335907016,1.2842147190518494
2021-22,2021-12-04,Southampton,Brighton,2,2021-22,1,1,1.151031768438096,1.3617396779909576
2021-22,2021-12-04,Watford,Man City,2,2021-22,1,3,0.734589892910421,2.5132794825585343
2021-22,2021-12-04,West Ham,Chelsea,2,2021-22,3,2,1.2866172668741325,1.4416419882266824
2021-22,2021-12-04,Wolves,Liverpool,2,2021-22,0,1,0.7969662459239019,2.574357464471063
2021-22,2021-12-05,Aston Villa,Leicester,2,2021-22,2,1,1.2506969178777338,1.4707999471990398
2021-22,2021-12-05,Leeds,Brentford,2,2021-22,2,2,1.3001267863081574,1.6537852990576998
2021-22,2021-12-05,Man United,Crystal Palace,2,2021-22,1,0,1.97772674524721,0.8931973889992411
2021-22,2021-12-05,Tottenham,Norwich,2,2021-22,3,0,1.789150298407471,0.5513849306847322
2021-22,2021-12-06,Everton,Arsenal,2,2021-22,2,1,1.2831444881050267,1.4310985325734413
2021-22,2021-12-10,Brentford,Watford,2,2021-22,2,1,1.6909449806125347,0.9824479438622213
2021-22,2021-12-11,Arsenal,Southampton,2,2021-22,3,0,1.667115497507479,0.9554823773665864
2021-22,2021-12-11,Chelsea,Leeds,2,2021-22,3,2,2.4597293865863463,0.7076407610220501
2021-22,2021-12-11,Liverpool,Aston Villa,2,2021-22,1,0,3.136519536152403,0.6855718394614838
2021-22,2021-12-11,Man City,Wolves,2,2021-22,1,0,2.5243892903955807,0.7148772298411045
2021-22,2021-12-11,Norwich,Man United,2,2021-22,0,1,0.8615063564245572,2.1023438115374242
2021-22,2021-12-12,Burnley,West Ham,2,2021-22,0,0,1.154582212243197,1.2012953986106443
2021-22,2021-12-12,Crystal Palace,Everton,2,2021-22,3,1,1.5951294823353257,1.1206138165602917
2021-22,2021-12-12,Leicester,Newcastle,2,2021-22,4,0,1.8812921406103407,0.8487206576038178
