Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,ActualHomeGoals,ActualAwayGoals,ExpectedHomeGoals,ExpectedAwayGoals
2021-22,2021-12-14,Man City,Leeds,2,2021-22,7,0,2.5190634733399193,0.6945609111138081
2021-22,2021-12-14,Norwich,Aston Villa,2,2021-22,0,2,0.9370034352685009,1.475306341007218
2021-22,2021-12-15,Arsenal,West Ham,2,2021-22,2,0,1.2804786520182867,1.534550364990748
2021-22,2021-12-15,Brighton,Wolves,2,2021-22,0,1,1.4388921276106015,1.0215875787103013
2021-22,2021-12-15,Crystal Palace,Southampton,2,2021-22,2,2,1.9070605853978821,0.8342530380312615
2021-22,2021-12-16,Chelsea,Everton,2,2021-22,1,1,3.023281775732117,0.7052923293789358
2021-22,2021-12-16,Liverpool,Newcastle,2,2021-22,3,1,3.0308434010509178,0.4914469361484982
2021-22,2021-12-18,Leeds,Arsenal,2,2021-22,1,4,0.9458357136020353,2.108230240820144
2021-22,2021-12-19,Newcastle,Man City,2,2021-22,0,4,0.8353874870222697,2.54021078620895
2021-22,2021-12-19,Tottenham,Liverpool,2,2021-22,2,2,0.8258400963934333,1.7755892311737136
2021-22,2021-12-19,Wolves,Chelsea,2,2021-22,0,0,0.8509974029472567,1.910558690240866
2021-22,2021-12-26,Aston Villa,Chelsea,2,2021-22,1,3,0.9552444825139963,1.4129663193202628
2021-22,2021-12-26,Brighton,Brentford,2,2021-22,2,0,1.4936415562833063,1.4128248329532354
2021-22,2021-12-26,Man City,Leicester,2,2021-22,6,3,2.338948190956748,0.9407737101424283
2021-22,2021-12-26,Norwich,Arsenal,2,2021-22,0,5,0.6373050730379983,1.879556830890978
2021-22,2021-12-26,Tottenham,Crystal Palace,2,2021-22,3,0,1.44108105880506,0.9341687843436342
2021-22,2021-12-26,West Ham,Southampton,2,2021-22,2,3,2.1371886153415276,0.9281589056954407
2021-22,2021-12-27,Newcastle,Man United,2,2021-22,1,1,1.3529297036949122,2.4519889460327176
2021-22,2021-12-28,Crystal Palace,Norwich,2,2021-22,3,0,1.9631867936666796,0.6821581444403881
2021-22,2021-12-28,Leicester,Liverpool,2,2021-22,1,0,1.1663468472057859,1.3685700457413186
2021-22,2021-12-28,Southampton,Tottenham,2,2021-22,1,1,1.2755776851994285,1.973249617694178
2021-22,2021-12-28,Watford,West Ham,2,2021-22,1,4,0.9698739647654511,1.2003794695262855
2021-22,2021-12-29,Brentford,Man City,2,2021-22,0,1,0.6000008450001543,2.423611687297221
2021-22,2021-12-29,Chelsea,Brighton,2,2021-22,1,1,2.9361321114252954,1.0043418312588595
2021-22,2021-12-30,Man United,Burnley,2,2021-22,3,1,2.094691112693371,0.8107938124374378
2021-22,2022-01-01,Arsenal,Man City,2,2021-22,1,2,0.6936989844202427,2.0452046838331936
2021-22,2022-01-01,Crystal Palace,West Ham,2,2021-22,2,3,1.3929134841305306,1.4427320440663176
2021-22,2022-01-01,Watford,Tottenham,2,2021-22,0,1,0.910968954201791,1.684354007381838
2021-22,2022-01-02,Brentford,Aston Villa,2,2021-22,2,1,1.3723452223347594,1.3996667980069284
2021-22,2022-01-02,Chelsea,Liverpool,2,2021-22,2,2,1.994768739884966,1.2979813327273786
2021-22,2022-01-02,Everton,Brighton,2,2021-22,2,3,1.2211266431645225,1.0743027013473923
2021-22,2022-01-02,Leeds,Burnley,2,2021-22,3,1,1.4914924367334355,1.3693677048781874
2021-22,2022-01-03,Man United,Wolves,2,2021-22,0,1,1.6563410749708682,1.050583077429169
2021-22,2022-01-11,Southampton,Brentford,2,2021-22,4,1,1.6681924355256683,1.1512225457289702
2021-22,2022-01-12,West Ham,Norwich,2,2021-22,2,0,2.8289801829449024,0.578374017741103
2021-22,2022-01-14,Brighton,Crystal Palace,2,2021-22,1,1,1.336795235318766,0.9406396116347705
2021-22,2022-01-15,Aston Villa,Man United,2,2021-22,2,2,1.1508673099622102,1.540229366276707
2021-22,2022-01-15,Man City,Chelsea,2,2021-22,1,0,2.3880154356432532,0.8433509496254462
2021-22,2022-01-15,Newcastle,Watford,2,2021-22,1,1,1.8386316225417851,0.9905867369550331
2021-22,2022-01-15,Norwich,Everton,2,2021-22,2,1,1.0965858408814486,1.5040790574886982
2021-22,2022-01-15,Wolves,Southampton,2,2021-22,3,1,1.2410844806113615,1.1121185146260242
2021-22,2022-01-16,Liverpool,Brentford,2,2021-22,3,0,3.1412174821756,0.5853347321848836
2021-22,2022-01-16,West Ham,Leeds,2,2021-22,2,3,2.1918055124157183,0.8946535296399813
2021-22,2022-01-18,Brighton,Chelsea,2,2021-22,1,1,0.857291730383105,1.4566421899374558
2021-22,2022-01-19,Brentford,Man United,2,2021-22,1,3,1.2051957701768234,1.8640366935441655
2021-22,2022-01-19,Leicester,Tottenham,2,2021-22,2,3,1.1708491694183234,1.251662538268786
2021-22,2022-01-21,Watford,Norwich,2,2021-22,0,3,1.5823150691035202,0.5392037197907167
2021-22,2022-01-22,Brentford,Wolves,2,2021-22,1,2,1.4162663244171578,1.5195901955001174
2021-22,2022-01-22,Everton,Aston Villa,2,2021-22,0,1,1.5417351522593157,1.0403209210903026
2021-22,2022-01-22,Leeds,Newcastle,2,2021-22,0,1,1.8772326023615167,0.8947967263342319
2021-22,2022-01-22,Man United,West Ham,2,2021-22,1,0,1.3284670044180125,0.8480364153267852
2021-22,2022-01-22,Southampton,Man City,2,2021-22,1,1,0.9008475402317085,2.4618349726555024
2021-22,2022-01-23,Arsenal,Burnley,2,2021-22,0,0,1.6370944488184667,0.8058954884932538
2021-22,2022-01-23,Chelsea,Tottenham,2,2021-22,2,0,2.647243773497188,1.2479046788752475
2021-22,2022-01-23,Crystal Palace,Liverpool,2,2021-22,1,3,1.024966626419209,2.024812892996734
2021-22,2022-01-23,Leicester,Brighton,2,2021-22,1,1,1.3858709948370393,0.9189345543809281
2021-22,2022-02-05,Burnley,Watford,2,2021-22,0,0,1.7477454069185336,0.725655784098563
2021-22,2022-02-08,Burnley,Man United,2,2021-22,1,1,1.0022610617644925,1.2864520213092903
2021-22,2022-02-08,Newcastle,Everton,2,2021-22,3,1,1.4051390789335159,1.2366582176705638
2021-22,2022-02-08,West Ham,Watford,2,2021-22,1,0,2.180178490914531,0.7610033410431675
2021-22,2022-02-09,Aston Villa,Leeds,2,2021-22,3,3,1.6355899388532762,1.037735112496554
2021-22,2022-02-09,Man City,Brentford,2,2021-22,2,0,3.615907761171429,0.528361475694235
2021-22,2022-02-09,Norwich,Crystal Palace,2,2021-22,1,1,0.9540100246028601,1.558884378180377
2021-22,2022-02-09,Tottenham,Southampton,2,2021-22,2,3,1.4313919907656283,0.9614887864089046
2021-22,2022-02-10,Liverpool,Leicester,2,2021-22,2,0,2.6930422896382695,0.9568142707230787
2021-22,2022-02-10,Wolves,Arsenal,2,2021-22,0,1,1.2006526400708377,1.4812433186163556
2021-22,2022-02-12,Brentford,Crystal Palace,2,2021-22,0,0,1.3268021179458989,1.35614587308715
2021-22,2022-02-12,Everton,Leeds,2,2021-22,3,0,1.0436357026034508,1.3897060705571191
2021-22,2022-02-12,Man United,Southampton,2,2021-22,1,1,1.4069935830444904,1.1572147549355112
2021-22,2022-02-12,Norwich,Man City,2,2021-22,0,4,0.6041619870200422,2.50026916916469
2021-22,2022-02-12,Watford,Brighton,2,2021-22,0,2,0.9668606143819953,1.4012816028188053
2021-22,2022-02-13,Burnley,Liverpool,2,2021-22,0,1,0.7288767892580813,2.052288390432155
2021-22,2022-02-13,Leicester,West Ham,2,2021-22,2,2,1.488235117756393,0.925059623387001
2021-22,2022-02-13,Newcastle,Aston Villa,2,2021-22,1,0,1.320176813884042,1.4283910736802163
2021-22,2022-02-13,Tottenham,Wolves,2,2021-22,0,2,1.2859199979839133,1.0340128866701934
2021-22,2022-02-15,Man United,Brighton,2,2021-22,2,0,1.5878956064284586,1.083855968458125
2021-22,2022-02-19,Arsenal,Brentford,2,2021-22,2,1,1.740840652651255,0.6500406231748624
2021-22,2022-02-19,Aston Villa,Watford,2,2021-22,0,1,2.0267685253917014,0.684721653772151
2021-22,2022-02-19,Brighton,Burnley,2,2021-22,0,3,1.500457683723739,0.8684820955835572
2021-22,2022-02-19,Crystal Palace,Chelsea,2,2021-22,0,1,1.2073197638733346,1.7774561951217938
2021-22,2022-02-19,Liverpool,Norwich,2,2021-22,3,1,3.4228971439730924,0.41622532012591895
2021-22,2022-02-19,Man City,Tottenham,2,2021-22,2,3,3.0388169651952617,0.8273407151987149
2021-22,2022-02-19,Southampton,Everton,2,2021-22,2,0,1.6580478774157683,1.1719657043755838
2021-22,2022-02-19,West Ham,Newcastle,2,2021-22,1,1,1.8389052669155914,1.00026541009469
2021-22,2022-02-20,Leeds,Man United,2,2021-22,2,4,0.9288217612845875,1.4072225421321687
2021-22,2022-02-20,Wolves,Leicester,2,2021-22,2,1,1.4164873921868675,1.3798386768501372
2021-22,2022-02-23,Burnley,Tottenham,2,2021-22,1,0,1.1768063682238865,1.0929903285263223
2021-22,2022-02-23,Liverpool,Leeds,2,2021-22,6,0,2.4399961379360033,0.8811866773793436
2021-22,2022-02-23,Watford,Crystal Palace,2,2021-22,1,4,1.0823295426218407,1.046143692346314
2021-22,2022-02-24,Arsenal,Wolves,2,2021-22,2,1,1.3987328729752575,0.9055699563295854
2021-22,2022-02-25,Southampton,Norwich,2,2021-22,2,0,1.8931620216963776,0.6208818688032095
2021-22,2022-02-26,Brentford,Newcastle,2,2021-22,0,2,1.2890970761468346,1.2894791541029713
2021-22,2022-02-26,Brighton,Aston Villa,2,2021-22,0,2,1.5590255134039672,1.117437492416216
2021-22,2022-02-26,Crystal Palace,Burnley,2,2021-22,1,1,1.7113582906284799,1.0830365561883608
2021-22,2022-02-26,Everton,Man City,2,2021-22,0,1,0.7516891862124794,1.8585418010337311
2021-22,2022-02-26,Leeds,Tottenham,2,2021-22,0,4,1.4691262697875835,1.4052087964033986
2021-22,2022-02-26,Man United,Watford,2,2021-22,0,0,2.07921899928303,0.6452115163571892
2021-22,2022-02-27,West Ham,Wolves,2,2021-22,1,0,1.5255261136860694,1.1871845097865286
2021-22,2022-03-01,Burnley,Leicester,2,2021-22,0,2,1.5718394360488772,1.3566042100725892
2021-22,2022-03-05,Aston Villa,Southampton,2,2021-22,4,0,1.3317185975340986,1.1743779064361726
2021-22,2022-03-05,Burnley,Chelsea,2,2021-22,0,4,0.9047304021643604,1.8715299559355352
2021-22,2022-03-05,Leicester,Leeds,2,2021-22,1,0,1.8004835529477614,0.7544092677847416
2021-22,2022-03-05,Liverpool,West Ham,2,2021-22,1,0,2.947149089930389,0.7139510841056564
2021-22,2022-03-05,Newcastle,Brighton,2,2021-22,2,1,1.274885570485764,1.1356479036249607
2021-22,2022-03-05,Norwich,Brentford,2,2021-22,1,3,1.0832992936678423,1.3152001122808696
2021-22,2022-03-05,Wolves,Crystal Palace,2,2021-22,0,2,1.2858955598096387,1.1251263088089039
2021-22,2022-03-06,Man City,Man United,2,2021-22,4,1,2.4620248728113854,0.7891151777591107
2021-22,2022-03-06,Watford,Arsenal,2,2021-22,2,3,1.355044456562445,1.8281154126689223
2021-22,2022-03-07,Tottenham,Everton,2,2021-22,5,0,1.8952470730607998,0.9354372318728967
2021-22,2022-03-10,Leeds,Aston Villa,2,2021-22,0,3,1.4096876055588798,1.6247953724450264
2021-22,2022-03-10,Norwich,Chelsea,2,2021-22,1,3,0.715724529145136,2.939706482762334
2021-22,2022-03-10,Southampton,Newcastle,2,2021-22,1,2,1.3561715734159754,1.313221095766244
2021-22,2022-03-10,Wolves,Watford,2,2021-22,4,0,1.5333906044203038,0.7403016856878213
2021-22,2022-03-12,Brentford,Burnley,2,2021-22,2,0,1.3609450280895024,1.1014406360275262
2021-22,2022-03-12,Brighton,Liverpool,2,2021-22,0,2,0.8070379336898135,2.5723079421569923
2021-22,2022-03-12,Man United,Tottenham,2,2021-22,3,2,1.623463339828558,1.5087237565482838
2021-22,2022-03-13,Arsenal,Leicester,2,2021-22,2,0,1.835147428254544,1.0673288810293284
2021-22,2022-03-13,Chelsea,Newcastle,2,2021-22,1,0,2.577754545062173,0.7171748512639087
2021-22,2022-03-13,Everton,Wolves,2,2021-22,0,1,0.8802739323449623,1.0554198579556764
2021-22,2022-03-13,Leeds,Norwich,2,2021-22,2,1,1.9711573388276689,0.6764640554403164
2021-22,2022-03-13,Southampton,Watford,2,2021-22,1,2,1.4849944185075414,0.704835431786142
2021-22,2022-03-13,West Ham,Aston Villa,2,2021-22,2,1,1.41926664886686,1.3398874139058135
2021-22,2022-03-14,Crystal Palace,Man City,2,2021-22,0,0,0.8758159504207198,1.9708497132591065
2021-22,2022-03-16,Arsenal,Liverpool,2,2021-22,0,2,1.1005121693945066,1.2109812919016218
2021-22,2022-03-16,Brighton,Tottenham,2,2021-22,0,2,1.2462654522138215,1.7835509682630801
2021-22,2022-03-17,Everton,Newcastle,2,2021-22,1,0,1.0524272002884227,1.0580351169187328
2021-22,2022-03-18,Wolves,Leeds,2,2021-22,2,3,1.7904029340058427,0.8232473526955588
2021-22,2022-03-19,Aston Villa,Arsenal,2,2021-22,0,1,1.2100380058079074,1.5456737551787747
2021-22,2022-03-20,Leicester,Brentford,2,2021-22,2,1,1.6016464776687345,0.8439058996363364
2021-22,2022-03-20,Tottenham,West Ham,2,2021-22,3,1,1.715009009978555,1.0662954485453893
2021-22,2022-04-02,Brighton,Norwich,2,2021-22,0,0,2.0065587890900356,0.6742994211064325
2021-22,2022-04-02,Burnley,Man City,2,2021-22,0,2,0.678687938011601,1.9429879410534667
2021-22,2022-04-02,Chelsea,Brentford,2,2021-22,1,4,2.4639501889345508,0.5472852523683948
2021-22,2022-04-02,Leeds,Southampton,2,2021-22,1,1,1.3191054768947441,1.6429106845877852
2021-22,2022-04-02,Liverpool,Watford,2,2021-22,2,0,3.2268949252977333,0.4122573268545045
2021-22,2022-04-02,Man United,Leicester,2,2021-22,1,1,1.9190452621045522,1.0873565347768033
2021-22,2022-04-02,Wolves,Aston Villa,2,2021-22,2,1,1.2722130594952685,1.038025506864153
2021-22,2022-04-03,Tottenham,Newcastle,2,2021-22,5,1,1.849390455458568,0.8994074686065237
2021-22,2022-04-03,West Ham,Everton,2,2021-22,2,1,2.025940799134575,1.1211593797535857
2021-22,2022-04-04,Crystal Palace,Arsenal,2,2021-22,3,0,1.5718434356584927,1.3705014961684363
2021-22,2022-04-06,Burnley,Everton,2,2021-22,3,2,1.3074360935338234,1.1226914601806242
2021-22,2022-04-08,Newcastle,Wolves,2,2021-22,1,0,1.1669132499345862,1.469982247711427
2021-22,2022-04-09,Arsenal,Brighton,2,2021-22,1,2,2.021268714682923,1.0149442115735683
2021-22,2022-04-09,Aston Villa,Tottenham,2,2021-22,0,4,1.0789570385338452,1.6808134240395207
2021-22,2022-04-09,Everton,Man United,2,2021-22,1,0,1.0316806876150637,1.5766999142009428
2021-22,2022-04-09,Southampton,Chelsea,2,2021-22,0,6,1.0485004990887878,1.9015765951093706
2021-22,2022-04-09,Watford,Leeds,2,2021-22,0,3,1.1628674134001222,1.141287942176245
2021-22,2022-04-10,Brentford,West Ham,2,2021-22,2,0,1.2814176656043883,1.3844913584272789
2021-22,2022-04-10,Leicester,Crystal Palace,2,2021-22,2,1,1.1831939429168683,1.0893177877183364
2021-22,2022-04-10,Man City,Liverpool,2,2021-22,2,2,1.8416516134371808,1.1277766909009805
2021-22,2022-04-10,Norwich,Burnley,2,2021-22,2,0,1.1040419374679207,1.2287670040149024
2021-22,2022-04-16,Man United,Norwich,2,2021-22,3,2,2.464848769075189,0.5854479053410332
2021-22,2022-04-16,Southampton,Arsenal,2,2021-22,1,0,1.5501595483777961,1.6642086152038629
2021-22,2022-04-16,Tottenham,Brighton,2,2021-22,0,1,2.3441575406847304,0.7944449116093211
2021-22,2022-04-16,Watford,Brentford,2,2021-22,1,2,1.14308572859098,1.3827657856245548
2021-22,2022-04-17,Newcastle,Leicester,2,2021-22,2,1,1.320829404740386,1.9363576902693238
2021-22,2022-04-17,West Ham,Burnley,2,2021-22,1,1,1.8841240714148975,0.9818380458876643
2021-22,2022-04-19,Liverpool,Man United,2,2021-22,4,0,2.475390361465814,0.8102034007037212
2021-22,2022-04-20,Chelsea,Arsenal,2,2021-22,2,4,2.5536599687684944,0.6990299236218814
2021-22,2022-04-20,Everton,Leicester,2,2021-22,1,1,0.9366932983356915,1.5680279289118229
2021-22,2022-04-20,Man City,Brighton,2,2021-22,3,0,3.3098621358383626,0.46739592236273125
2021-22,2022-04-20,Newcastle,Crystal Palace,2,2021-22,1,0,1.3940679028344192,1.7107366332511988
2021-22,2022-04-21,Burnley,Southampton,2,2021-22,2,0,1.396879482254957,1.165256970468541
2021-22,2022-04-23,Arsenal,Man United,2,2021-22,3,1,1.7526843965455727,0.9979078635667439
2021-22,2022-04-23,Brentford,Tottenham,2,2021-22,0,0,1.0071805905045992,1.9163094358598125
2021-22,2022-04-23,Leicester,Aston Villa,2,2021-22,0,0,1.9759491961501143,0.9355482492695013
2021-22,2022-04-23,Man City,Watford,2,2021-22,5,1,4.482515594396805,0.30981310993033395
2021-22,2022-04-23,Norwich,Newcastle,2,2021-22,0,3,0.9052629279455287,1.7127360626950723
2021-22,2022-04-24,Brighton,Southampton,2,2021-22,2,2,1.382706885779081,1.2460543710461323
2021-22,2022-04-24,Burnley,Wolves,2,2021-22,1,0,1.3802516133864715,1.2318915841558007
2021-22,2022-04-24,Chelsea,West Ham,2,2021-22,1,0,2.447493922879554,0.6123709156052927
2021-22,2022-04-24,Liverpool,Everton,2,2021-22,2,0,3.4370878854473252,0.6478402222123985
2021-22,2022-04-25,Crystal Palace,Leeds,2,2021-22,0,0,1.4913938063195193,1.154566591436905
2021-22,2022-04-28,Man United,Chelsea,2,2021-22,1,1,1.629441777757818,2.0329968476007654
2021-22,2022-04-30,Aston Villa,Norwich,2,2021-22,2,0,1.8775851325132606,0.618761701784378
2021-22,2022-04-30,Leeds,Man City,2,2021-22,0,4,0.6508646370029504,2.2740548662644557
2021-22,2022-04-30,Newcastle,Liverpool,2,2021-22,0,1,0.6750924615573763,2.8964972452064557
2021-22,2022-04-30,Southampton,Crystal Palace,2,2021-22,1,2,1.514591649334557,1.5805068745435984
2021-22,2022-04-30,Watford,Burnley,2,2021-22,1,2,1.0936090107235787,1.125893506877001
2021-22,2022-04-30,Wolves,Brighton,2,2021-22,0,3,1.4960378497794802,0.8928145547900569
2021-22,2022-05-01,Everton,Chelsea,2,2021-22,1,0,0.7402687543509467,1.9643884616156502
2021-22,2022-05-01,Tottenham,Leicester,2,2021-22,3,1,1.849358580675751,0.9558154750908653
2021-22,2022-05-01,West Ham,Arsenal,2,2021-22,1,2,1.3753156168817438,1.4244532645083334
2021-22,2022-05-02,Man United,Brentford,2,2021-22,3,0,2.3496282285971404,1.4015947773382775
2021-22,2022-05-07,Brentford,Southampton,2,2021-22,3,0,1.3843008752932067,1.183286283372947
2021-22,2022-05-07,Brighton,Man United,2,2021-22,4,0,1.2382748364823923,1.0807073527985525
2021-22,2022-05-07,Burnley,Aston Villa,2,2021-22,1,3,1.4447325279781955,1.4279662987195816
2021-22,2022-05-07,Chelsea,Wolves,2,2021-22,2,2,2.6193592823983827,0.7033027467858011
2021-22,2022-05-07,Crystal Palace,Watford,2,2021-22,1,0,1.8555745116781914,0.7657520537329302
2021-22,2022-05-07,Liverpool,Tottenham,2,2021-22,1,1,2.6053907263653273,0.8999254579587805
2021-22,2022-05-08,Arsenal,Leeds,2,2021-22,2,1,1.8326547885384208,0.7390946716562874
2021-22,2022-05-08,Leicester,Everton,2,2021-22,1,2,1.6455476389857773,0.9583875687843609
2021-22,2022-05-08,Man City,Newcastle,2,2021-22,5,0,3.7029133076143754,0.5297848215109715
2021-22,2022-05-08,Norwich,West Ham,2,2021-22,0,4,0.853402524433452,1.4841596398765877
2021-22,2022-05-10,Aston Villa,Liverpool,2,2021-22,1,2,0.8200440398824321,1.7450092844033613
2021-22,2022-05-11,Leeds,Chelsea,2,2021-22,0,3,1.1974810356696906,1.3934812505192409
2021-22,2022-05-11,Leicester,Norwich,2,2021-22,3,0,2.0341990788177977,0.5906140284139603
2021-22,2022-05-11,Watford,Everton,2,2021-22,0,0,1.1185305794797098,1.5006753312315475
2021-22,2022-05-11,Wolves,Man City,2,2021-22,1,5,0.633157905262126,2.5058277094094517
2021-22,2022-05-12,Tottenham,Arsenal,2,2021-22,3,0,1.4969322016760045,1.0987829986555169
2021-22,2022-05-15,Aston Villa,Crystal Palace,2,2021-22,1,1,1.7114605426166776,1.3676765879796515
2021-22,2022-05-15,Everton,Brentford,2,2021-22,2,3,1.201005903052376,1.4124059921541603
2021-22,2022-05-15,Leeds,Brighton,2,2021-22,1,1,1.0740660185846147,1.441131907769032
2021-22,2022-05-15,Tottenham,Burnley,2,2021-22,1,0,2.3088654092789356,0.818126721611323
2021-22,2022-05-15,Watford,Leicester,2,2021-22,1,5,0.9819212523384322,1.5211972650461623
2021-22,2022-05-15,West Ham,Man City,2,2021-22,2,2,0.687525443429412,2.6089165333568785
2021-22,2022-05-15,Wolves,Norwich,2,2021-22,1,1,2.426986065691441,0.6012444797060529
2021-22,2022-05-16,Newcastle,Arsenal,2,2021-22,2,0,1.0988155195770024,1.6404812316802833
2021-22,2022-05-17,Southampton,Liverpool,2,2021-22,1,2,0.7269404096000018,2.1078136913536434
2021-22,2022-05-19,Aston Villa,Burnley,2,2021-22,1,1,1.495513028909793,0.9531057118925289
2021-22,2022-05-19,Chelsea,Leicester,2,2021-22,1,1,2.2716379770493376,0.837104924695208
2021-22,2022-05-19,Everton,Crystal Palace,2,2021-22,3,2,1.2767863450192427,1.5998586665945431
2021-22,2022-05-22,Arsenal,Everton,2,2021-22,5,1,1.5500095271931096,1.0527924388198724
2021-22,2022-05-22,Brentford,Leeds,2,2021-22,1,2,1.7207838560129503,0.8795210987254286
2021-22,2022-05-22,Brighton,West Ham,2,2021-22,3,1,1.286648405364776,1.0984980525003027
2021-22,2022-05-22,Burnley,Newcastle,2,2021-22,1,2,1.4366153193362996,1.232696598464383
2021-22,2022-05-22,Chelsea,Watford,2,2021-22,2,1,4.015960272802336,0.3772538061047421
2021-22,2022-05-22,Crystal Palace,Man United,2,2021-22,1,0,1.7634030677942674,1.266591518200339
2021-22,2022-05-22,Leicester,Southampton,2,2021-22,4,1,1.8105301776425762,0.9907809564944243
2021-22,2022-05-22,Liverpool,Wolves,2,2021-22,3,1,3.4210842376949886,0.584173495258558
2021-22,2022-05-22,Man City,Aston Villa,2,2021-22,3,2,3.3280239751511993,0.633657945061853
2021-22,2022-05-22,Norwich,Tottenham,2,2021-22,0,5,0.7133986726359989,2.347560311662954
2022-23,2022-08-05,Crystal Palace,Arsenal,3,2022-23,0,2,1.403642620297453,1.7670091586045995
2022-23,2022-08-06,Bournemouth,Aston Villa,3,2022-23,2,0,1.2445858530810834,1.5282558778645583
2022-23,2022-08-06,Everton,Chelsea,3,2022-23,0,1,1.2122119043881359,1.733599336933554
2022-23,2022-08-06,Fulham,Liverpool,3,2022-23,2,2,0.840426269541094,2.837010698275149
2022-23,2022-08-06,Leeds,Wolves,3,2022-23,2,1,1.3656825166224245,0.9726862044578062
2022-23,2022-08-06,Newcastle,Nott'm Forest,3,2022-23,2,0,1.623855916325704,1.162970284647476
2022-23,2022-08-06,Tottenham,Southampton,3,2022-23,4,1,1.9152404527221445,0.9077734215100358
2022-23,2022-08-07,Leicester,Brentford,3,2022-23,2,2,1.6587049817278783,1.1570421537458162
2022-23,2022-08-07,Man United,Brighton,3,2022-23,1,2,1.6624253946451026,1.1262663054558626
2022-23,2022-08-07,West Ham,Man City,3,2022-23,0,2,1.1435883659347428,2.334790757401387
2022-23,2022-08-13,Arsenal,Leicester,3,2022-23,4,2,2.06971442156225,1.1806399943767552
2022-23,2022-08-13,Aston Villa,Everton,3,2022-23,2,1,1.3008941995610466,1.3312576219705066
2022-23,2022-08-13,Brentford,Man United,3,2022-23,4,0,1.2102383203685483,1.574852871864614
2022-23,2022-08-13,Brighton,Newcastle,3,2022-23,0,0,1.526040336766461,1.3365104162290242
2022-23,2022-08-13,Man City,Bournemouth,3,2022-23,4,0,2.6389653370303896,0.7148831707807264
2022-23,2022-08-13,Southampton,Leeds,3,2022-23,2,2,1.1067040470872853,1.50967889594922
2022-23,2022-08-13,Wolves,Fulham,3,2022-23,0,0,1.45924426877194,1.068261246550834
2022-23,2022-08-14,Chelsea,Tottenham,3,2022-23,2,2,1.6027832566091273,1.2698643851874263
2022-23,2022-08-14,Nott'm Forest,West Ham,3,2022-23,1,0,1.267816460516965,1.2027479270950654
2022-23,2022-08-15,Liverpool,Crystal Palace,3,2022-23,1,1,2.5583638925245147,0.6503686622333901
2022-23,2022-08-20,Bournemouth,Arsenal,3,2022-23,0,3,0.9842905177902413,2.4261911287101627
2022-23,2022-08-20,Crystal Palace,Aston Villa,3,2022-23,3,1,1.2864677904251771,1.253427385617242
2022-23,2022-08-20,Everton,Nott'm Forest,3,2022-23,1,1,1.2072923538997986,1.303123658700145
2022-23,2022-08-20,Fulham,Brentford,3,2022-23,3,2,1.0114368515680203,1.8374942492492503
2022-23,2022-08-20,Leicester,Southampton,3,2022-23,1,2,1.5806016513711156,1.0587390189693637
2022-23,2022-08-20,Tottenham,Wolves,3,2022-23,1,0,2.051060406577807,0.9287585519479493
2022-23,2022-08-21,Leeds,Chelsea,3,2022-23,3,0,1.1725705523051442,1.801151727330176
2022-23,2022-08-21,Newcastle,Man City,3,2022-23,3,3,1.0080117139271485,2.223232189269466
2022-23,2022-08-21,West Ham,Brighton,3,2022-23,0,2,1.277510025056794,1.228333225200282
2022-23,2022-08-22,Man United,Liverpool,3,2022-23,2,1,1.1461433222973814,2.05260007039502
2022-23,2022-08-27,Arsenal,Fulham,3,2022-23,2,1,2.2955066369691917,0.8131812351970652
2022-23,2022-08-27,Brentford,Everton,3,2022-23,1,1,1.4268338958533506,1.0900720951734444
2022-23,2022-08-27,Brighton,Leeds,3,2022-23,1,0,1.4441910222863679,1.334129638564182
2022-23,2022-08-27,Chelsea,Leicester,3,2022-23,2,1,1.8042920270741836,0.9125365515144747
2022-23,2022-08-27,Liverpool,Bournemouth,3,2022-23,9,0,2.544021758954855,0.7253971308971012
2022-23,2022-08-27,Man City,Crystal Palace,3,2022-23,4,2,2.679268650666505,0.7348670124906077
2022-23,2022-08-27,Southampton,Man United,3,2022-23,0,1,1.2775663527743786,1.7291801533515647
2022-23,2022-08-28,Aston Villa,West Ham,3,2022-23,0,1,1.2645094867815556,1.1676287925512485
2022-23,2022-08-28,Nott'm Forest,Tottenham,3,2022-23,0,2,1.1310568015195017,1.9267718474575122
2022-23,2022-08-28,Wolves,Newcastle,3,2022-23,1,1,1.224156720685704,1.472270661228786
2022-23,2022-08-30,Crystal Palace,Brentford,3,2022-23,1,1,1.4387660131333,1.148010078813845
2022-23,2022-08-30,Fulham,Brighton,3,2022-23,2,1,1.0676772590912051,1.7380326174027179
2022-23,2022-08-30,Leeds,Everton,3,2022-23,1,1,1.5830249541807133,0.8570663883519952
2022-23,2022-08-30,Southampton,Chelsea,3,2022-23,2,1,1.1739538272918228,1.8042696943505026
2022-23,2022-08-31,Arsenal,Aston Villa,3,2022-23,2,1,2.128322565827045,0.9059211512223445
2022-23,2022-08-31,Bournemouth,Wolves,3,2022-23,0,0,1.00362191316798,1.3647699097563524
2022-23,2022-08-31,Liverpool,Newcastle,3,2022-23,2,1,2.0756882266737047,0.9349356950216833
2022-23,2022-08-31,Man City,Nott'm Forest,3,2022-23,6,0,2.841841063380365,0.7388208568322397
2022-23,2022-08-31,West Ham,Tottenham,3,2022-23,1,1,1.0524527853559538,1.8106607867641662
