SelectedModel,SelectedProbabilityMethod,CommonPeriodFixtures,CommonPeriodLogLoss,CommonPeriodBrierScore,CommonPeriodAccuracy,FiveSeasonWalkForwardLogLoss,FiveSeasonWalkForwardBrierScore,BaselineMacroECE,BestCalibratedAlternativeModel,BestCalibratedAlternativeMethod,BestCalibratedAlternativeLogLoss,CalibratedAlternativeMinusSelected,Decision
Independent Poisson,Original,1520,0.964879412914884,0.5738997623230238,0.5460526315789473,0.9850017226023103,0.585180855767167,0.02111254501529782,Independent Poisson,Sigmoid,0.9791519268981478,0.01427251398326379,Retain original probabilities
