Season,Date,HomeTeam,AwayTeam,EvaluationSeason,ActualOutcome,Fold,Model,CalibrationMethod,CalibrationTrainingStart,CalibrationTrainingEnd,PredictedOutcome,Probability_H,Probability_D,Probability_A
2024-25,2024-11-30,Wolves,Bournemouth,2024-25,A,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.4126152015536073,0.24257592699334132,0.34480887145305134
2024-25,2024-12-01,Chelsea,Aston Villa,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.5196986627257327,0.24487432458987035,0.23542701268439703
2024-25,2024-12-01,Liverpool,Man City,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.5023999579716895,0.23372691094948622,0.2638731310788243
2024-25,2024-12-01,Man United,Everton,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.563342649415415,0.2295204846828597,0.20713686590172528
2024-25,2024-12-01,Tottenham,Fulham,2024-25,D,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.563342649415415,0.2295204846828597,0.20713686590172528
2024-25,2024-12-03,Ipswich,Crystal Palace,2024-25,A,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.42179126742785017,0.2387864304120818,0.3394223021600681
2024-25,2024-12-03,Leicester,West Ham,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.3406486712459601,0.25049793180676977,0.4088533969472702
2024-25,2024-12-04,Arsenal,Man United,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.6363062684055533,0.19141775347076143,0.17227597812368528
2024-25,2024-12-04,Aston Villa,Brentford,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.48654895327327463,0.2617751992753091,0.25167584745141613
2024-25,2024-12-04,Everton,Wolves,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.4846723329635078,0.2607655317952984,0.25456213524119375
