Model,CalibrationMethod,EvaluationSeason,Outcome,PredictedProbability,ObservedIndicator,CalibrationBin
Independent Poisson,Isotonic,2022-23,A,1.0182767624010519e-12,0,0
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,1,4
Independent Poisson,Isotonic,2022-23,A,0.2314995899312346,0,2
Independent Poisson,Isotonic,2022-23,A,0.34321833768695437,1,3
Independent Poisson,Isotonic,2022-23,A,0.1962862782367132,0,1
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2022-23,A,0.2171539488050467,0,2
Independent Poisson,Isotonic,2022-23,A,0.1962862782367132,0,1
Independent Poisson,Isotonic,2022-23,A,0.6876401813409687,0,6
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,0,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.4775522802685393,1,4
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.1755665791265441,0,1
Independent Poisson,Isotonic,2022-23,A,0.48171614512406646,1,4
Independent Poisson,Isotonic,2022-23,A,0.6876401813409687,1,6
Independent Poisson,Isotonic,2022-23,A,0.3047813240245997,0,3
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,1,2
Independent Poisson,Isotonic,2022-23,A,0.1962862782367132,1,1
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,1,3
Independent Poisson,Isotonic,2022-23,A,0.8235294117638097,0,8
Independent Poisson,Isotonic,2022-23,A,0.2406438144797749,1,2
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.1962862782367132,0,1
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.7863247863247863,1,7
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.26648148289466655,0,2
Independent Poisson,Isotonic,2022-23,A,0.48171614512406646,1,4
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,0,3
Independent Poisson,Isotonic,2022-23,A,0.31188607673263036,0,3
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.19299068398180125,0,1
Independent Poisson,Isotonic,2022-23,A,0.0924170616113744,0,0
Independent Poisson,Isotonic,2022-23,A,0.35021262702526224,0,3
Independent Poisson,Isotonic,2022-23,A,0.28197464489161056,0,2
Independent Poisson,Isotonic,2022-23,A,0.26648148289466655,0,2
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.4775522802685393,0,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.3383920378344039,0,3
Independent Poisson,Isotonic,2022-23,A,0.2765654596774371,0,2
Independent Poisson,Isotonic,2022-23,A,0.26648148289466655,0,2
Independent Poisson,Isotonic,2022-23,A,0.7863247863247863,0,7
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,1,7
Independent Poisson,Isotonic,2022-23,A,0.5959405781461667,0,5
Independent Poisson,Isotonic,2022-23,A,0.5502113978165374,0,5
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.23104800675172515,0,2
Independent Poisson,Isotonic,2022-23,A,0.6791990215319851,1,6
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.1962862782367132,0,1
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,0,3
Independent Poisson,Isotonic,2022-23,A,0.2940867747662229,0,2
Independent Poisson,Isotonic,2022-23,A,0.45383265504237763,1,4
Independent Poisson,Isotonic,2022-23,A,0.5134289439374186,1,5
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.6055747433053473,0,6
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,1,3
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.31876122047475075,0,3
Independent Poisson,Isotonic,2022-23,A,0.3318575264707833,1,3
Independent Poisson,Isotonic,2022-23,A,0.35021262702526224,0,3
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.3383920378344039,0,3
Independent Poisson,Isotonic,2022-23,A,0.2406438144797749,0,2
Independent Poisson,Isotonic,2022-23,A,0.5452598918901449,0,5
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,1,7
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.2765654596774371,0,2
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,1,3
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,0,3
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,1,2
Independent Poisson,Isotonic,2022-23,A,0.19299068398180125,0,1
Independent Poisson,Isotonic,2022-23,A,0.8235294117638097,1,8
Independent Poisson,Isotonic,2022-23,A,0.41306637670134777,0,4
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.3383920378344039,1,3
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.41306637670134777,1,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.12246690262835648,0,1
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,1,4
Independent Poisson,Isotonic,2022-23,A,0.1827446486309499,1,1
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,1,4
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,1,7
Independent Poisson,Isotonic,2022-23,A,0.11337209302325582,0,1
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,0,3
Independent Poisson,Isotonic,2022-23,A,0.34321833768695437,0,3
Independent Poisson,Isotonic,2022-23,A,0.2765654596774371,0,2
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,1,4
Independent Poisson,Isotonic,2022-23,A,0.3047813240245997,0,3
Independent Poisson,Isotonic,2022-23,A,0.29696466891310874,0,2
Independent Poisson,Isotonic,2022-23,A,0.41137567808739417,0,4
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.3047813240245997,1,3
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.5502113978165374,0,5
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,1,4
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,1,7
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,1,3
Independent Poisson,Isotonic,2022-23,A,0.41306637670134777,0,4
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,0,3
Independent Poisson,Isotonic,2022-23,A,0.7863247863247863,1,7
Independent Poisson,Isotonic,2022-23,A,0.2171539488050467,0,2
Independent Poisson,Isotonic,2022-23,A,0.23104800675172515,0,2
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.2765654596774371,0,2
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.19110640550555846,0,1
Independent Poisson,Isotonic,2022-23,A,0.379366164210601,0,3
Independent Poisson,Isotonic,2022-23,A,0.5452598918901449,1,5
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,8.96551724137931e-13,0,0
Independent Poisson,Isotonic,2022-23,A,0.27293124963843873,0,2
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.35021262702526224,1,3
Independent Poisson,Isotonic,2022-23,A,0.5502113978165374,0,5
Independent Poisson,Isotonic,2022-23,A,0.19299068398180125,1,1
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.29412304379107373,0,2
Independent Poisson,Isotonic,2022-23,A,0.41773421294989366,0,4
Independent Poisson,Isotonic,2022-23,A,0.2624396625614652,0,2
Independent Poisson,Isotonic,2022-23,A,0.3047813240245997,0,3
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2022-23,A,0.2624396625614652,0,2
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.19320361742943273,1,1
Independent Poisson,Isotonic,2022-23,A,0.35021262702526224,0,3
Independent Poisson,Isotonic,2022-23,A,0.7565789473684211,1,7
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,1,4
Independent Poisson,Isotonic,2022-23,A,0.2629316212982137,0,2
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,1,7
Independent Poisson,Isotonic,2022-23,A,0.41306637670134777,0,4
Independent Poisson,Isotonic,2022-23,A,0.19320361742943273,0,1
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2022-23,A,0.34321833768695437,1,3
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,0,4
Independent Poisson,Isotonic,2022-23,A,0.1821914258044276,0,1
Independent Poisson,Isotonic,2022-23,A,0.18956005136941553,0,1
Independent Poisson,Isotonic,2022-23,A,0.2847117278889731,0,2
Independent Poisson,Isotonic,2022-23,A,0.1755665791265441,0,1
Independent Poisson,Isotonic,2022-23,A,0.5221904178364686,0,5
Independent Poisson,Isotonic,2022-23,A,0.34321833768695437,0,3
Independent Poisson,Isotonic,2022-23,A,0.16735306259479324,0,1
Independent Poisson,Isotonic,2022-23,A,0.34731193241871433,0,3
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2022-23,A,0.45396528250510554,0,4
Independent Poisson,Isotonic,2022-23,A,0.27293124963843873,0,2
Independent Poisson,Isotonic,2022-23,A,0.35021262702526224,0,3
Independent Poisson,Isotonic,2022-23,A,0.4985023701112803,1,4
Independent Poisson,Isotonic,2022-23,A,0.3188545815401314,0,3
Independent Poisson,Isotonic,2022-23,A,0.1962862782367132,0,1
Independent Poisson,Isotonic,2022-23,A,0.738931876196554,0,7
Independent Poisson,Isotonic,2023-24,A,0.7392582044145252,1,7
Independent Poisson,Isotonic,2023-24,A,0.14969801814926098,0,1
Independent Poisson,Isotonic,2023-24,A,0.3099965451541026,0,3
Independent Poisson,Isotonic,2023-24,A,0.22961478294876808,0,2
Independent Poisson,Isotonic,2023-24,A,0.3328680848179487,1,3
Independent Poisson,Isotonic,2023-24,A,0.3754896474538333,0,3
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.3397658115424499,0,3
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,0,4
Independent Poisson,Isotonic,2023-24,A,0.18920103706115904,0,1
Independent Poisson,Isotonic,2023-24,A,0.3099965451541026,0,3
Independent Poisson,Isotonic,2023-24,A,0.4449177376486596,1,4
Independent Poisson,Isotonic,2023-24,A,0.16821783051782463,0,1
Independent Poisson,Isotonic,2023-24,A,0.20206545923092342,0,2
Independent Poisson,Isotonic,2023-24,A,0.47489517900201195,0,4
Independent Poisson,Isotonic,2023-24,A,0.5351972625976077,1,5
Independent Poisson,Isotonic,2023-24,A,0.22961478294876808,0,2
Independent Poisson,Isotonic,2023-24,A,0.43737431494983586,0,4
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.33003892950089225,0,3
Independent Poisson,Isotonic,2023-24,A,0.15491458505367464,0,1
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.22824160120524925,0,2
Independent Poisson,Isotonic,2023-24,A,0.22961478294876808,1,2
Independent Poisson,Isotonic,2023-24,A,0.3328680848179487,1,3
Independent Poisson,Isotonic,2023-24,A,0.22529584683801915,0,2
Independent Poisson,Isotonic,2023-24,A,0.4450568884159459,1,4
Independent Poisson,Isotonic,2023-24,A,0.47022941698925813,1,4
Independent Poisson,Isotonic,2023-24,A,0.7524561598635673,1,7
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.22465695951699866,0,2
Independent Poisson,Isotonic,2023-24,A,0.3545280889391889,0,3
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,1,6
Independent Poisson,Isotonic,2023-24,A,0.22961478294876808,1,2
Independent Poisson,Isotonic,2023-24,A,0.15257144942876957,0,1
Independent Poisson,Isotonic,2023-24,A,0.42141631188284334,0,4
Independent Poisson,Isotonic,2023-24,A,0.22529584683801915,0,2
Independent Poisson,Isotonic,2023-24,A,0.33003892950089225,0,3
Independent Poisson,Isotonic,2023-24,A,0.22529584683801915,0,2
Independent Poisson,Isotonic,2023-24,A,0.33003892950089225,0,3
Independent Poisson,Isotonic,2023-24,A,0.31475799267544297,0,3
Independent Poisson,Isotonic,2023-24,A,0.24351086994089793,1,2
Independent Poisson,Isotonic,2023-24,A,0.3397658115424499,0,3
Independent Poisson,Isotonic,2023-24,A,0.15491458505367464,0,1
Independent Poisson,Isotonic,2023-24,A,0.6687664811016701,1,6
Independent Poisson,Isotonic,2023-24,A,0.7292028919190995,1,7
Independent Poisson,Isotonic,2023-24,A,0.45213342591398226,0,4
Independent Poisson,Isotonic,2023-24,A,0.6687664811016701,1,6
Independent Poisson,Isotonic,2023-24,A,0.2508710801393728,0,2
Independent Poisson,Isotonic,2023-24,A,0.22072887050917553,1,2
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.3099965451541026,0,3
Independent Poisson,Isotonic,2023-24,A,0.3185625917549919,0,3
Independent Poisson,Isotonic,2023-24,A,0.1516381362657295,0,1
Independent Poisson,Isotonic,2023-24,A,0.33003892950089225,0,3
Independent Poisson,Isotonic,2023-24,A,0.15309152453052,0,1
Independent Poisson,Isotonic,2023-24,A,0.4450568884159459,1,4
Independent Poisson,Isotonic,2023-24,A,0.14969801814926098,0,1
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,1,6
Independent Poisson,Isotonic,2023-24,A,0.44432893615980185,0,4
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,1,6
Independent Poisson,Isotonic,2023-24,A,0.3185625917549919,1,3
Independent Poisson,Isotonic,2023-24,A,0.22961478294876808,1,2
Independent Poisson,Isotonic,2023-24,A,0.15228705575804297,0,1
Independent Poisson,Isotonic,2023-24,A,0.47489517900201195,0,4
Independent Poisson,Isotonic,2023-24,A,0.16402061082409203,0,1
Independent Poisson,Isotonic,2023-24,A,0.7629080324346802,0,7
Independent Poisson,Isotonic,2023-24,A,0.47416012225822485,0,4
Independent Poisson,Isotonic,2023-24,A,0.3380122913560493,1,3
Independent Poisson,Isotonic,2023-24,A,0.2327048908401742,1,2
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.31475799267544297,0,3
Independent Poisson,Isotonic,2023-24,A,0.2467280953477794,0,2
Independent Poisson,Isotonic,2023-24,A,0.22529584683801915,0,2
Independent Poisson,Isotonic,2023-24,A,0.6818945665027696,1,6
Independent Poisson,Isotonic,2023-24,A,0.2642464745384619,0,2
Independent Poisson,Isotonic,2023-24,A,0.47022941698925813,0,4
Independent Poisson,Isotonic,2023-24,A,0.47489517900201195,0,4
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,0,4
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,0,4
Independent Poisson,Isotonic,2023-24,A,0.44432893615980185,1,4
Independent Poisson,Isotonic,2023-24,A,0.18095579606206807,0,1
Independent Poisson,Isotonic,2023-24,A,0.5351972625976077,0,5
Independent Poisson,Isotonic,2023-24,A,0.14969801814926098,0,1
Independent Poisson,Isotonic,2023-24,A,0.1516381362657295,0,1
Independent Poisson,Isotonic,2023-24,A,0.22529584683801915,0,2
Independent Poisson,Isotonic,2023-24,A,0.3099965451541026,0,3
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,1,6
Independent Poisson,Isotonic,2023-24,A,0.22961478294876808,0,2
Independent Poisson,Isotonic,2023-24,A,0.15228705575804297,0,1
Independent Poisson,Isotonic,2023-24,A,0.43643433459706427,1,4
Independent Poisson,Isotonic,2023-24,A,0.1516381362657295,0,1
Independent Poisson,Isotonic,2023-24,A,0.16821783051782463,0,1
Independent Poisson,Isotonic,2023-24,A,0.3185625917549919,1,3
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,0,6
Independent Poisson,Isotonic,2023-24,A,0.2467280953477794,0,2
Independent Poisson,Isotonic,2023-24,A,0.21127272727272722,0,2
Independent Poisson,Isotonic,2023-24,A,0.14969801814926098,0,1
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.31475799267544297,1,3
Independent Poisson,Isotonic,2023-24,A,0.2642464745384619,0,2
Independent Poisson,Isotonic,2023-24,A,0.44432893615980185,1,4
Independent Poisson,Isotonic,2023-24,A,0.44432893615980185,0,4
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,9.929078014174537e-13,0,0
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,0,6
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,0,4
Independent Poisson,Isotonic,2023-24,A,0.7392582044145252,0,7
Independent Poisson,Isotonic,2023-24,A,0.648998936067318,0,6
Independent Poisson,Isotonic,2023-24,A,0.16821783051782463,1,1
Independent Poisson,Isotonic,2023-24,A,0.15257144942876957,0,1
Independent Poisson,Isotonic,2023-24,A,0.6687664811016701,0,6
Independent Poisson,Isotonic,2023-24,A,0.3099965451541026,1,3
Independent Poisson,Isotonic,2023-24,A,0.22072887050917553,0,2
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,0,4
Independent Poisson,Isotonic,2023-24,A,0.22072887050917553,0,2
Independent Poisson,Isotonic,2023-24,A,0.14969801814926098,0,1
Independent Poisson,Isotonic,2023-24,A,0.7292028919190995,0,7
Independent Poisson,Isotonic,2023-24,A,0.22529584683801915,0,2
Independent Poisson,Isotonic,2023-24,A,0.33003892950089225,0,3
Independent Poisson,Isotonic,2023-24,A,0.4753517121079974,1,4
Independent Poisson,Isotonic,2023-24,A,0.4450568884159459,1,4
Independent Poisson,Isotonic,2023-24,A,0.3328680848179487,0,3
Independent Poisson,Isotonic,2023-24,A,0.24351086994089793,0,2
Independent Poisson,Isotonic,2023-24,A,0.3099965451541026,0,3
Independent Poisson,Isotonic,2023-24,A,0.47489517900201195,1,4
Independent Poisson,Isotonic,2023-24,A,0.3185625917549919,1,3
Independent Poisson,Isotonic,2023-24,A,0.4450568884159459,1,4
Independent Poisson,Isotonic,2023-24,A,0.33003892950089225,1,3
Independent Poisson,Isotonic,2023-24,A,0.44432893615980185,0,4
