Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,Model,ActualOutcome,PredictedOutcome,Probability_H,Probability_D,Probability_A
2020-21,2021-01-03,Chelsea,Man City,1,2020-21,Direct Probability Ensemble,A,H,0.4577525454003027,0.1335821977811473,0.40866525681855
2020-21,2021-01-03,Newcastle,Leicester,1,2020-21,Direct Probability Ensemble,A,A,0.273909360306844,0.3026020823600411,0.4234885573331147
2020-21,2021-01-04,Southampton,Liverpool,1,2020-21,Direct Probability Ensemble,H,A,0.161229154048445,0.1619414825380572,0.6768293634134978
2020-21,2021-01-12,Burnley,Man United,1,2020-21,Direct Probability Ensemble,A,A,0.1757186803203252,0.2244646085500644,0.5998167111296103
2020-21,2021-01-12,Sheffield United,Newcastle,1,2020-21,Direct Probability Ensemble,H,H,0.4888554514694884,0.1959449849689221,0.3151995635615894
2020-21,2021-01-12,Wolves,Everton,1,2020-21,Direct Probability Ensemble,A,H,0.4622509798930305,0.2136020184185359,0.3241470016884336
2020-21,2021-01-13,Man City,Brighton,1,2020-21,Direct Probability Ensemble,H,H,0.6622977972140469,0.2638464966351077,0.0738557061508454
2020-21,2021-01-13,Tottenham,Fulham,1,2020-21,Direct Probability Ensemble,D,H,0.78610841034406,0.1331047363573888,0.0807868532985514
2020-21,2021-01-14,Arsenal,Crystal Palace,1,2020-21,Direct Probability Ensemble,D,H,0.6177657588782707,0.2465230585971753,0.1357111825245538
2020-21,2021-01-16,Fulham,Chelsea,1,2020-21,Direct Probability Ensemble,A,A,0.3083335664603885,0.2945747183695691,0.3970917151700424
2020-21,2021-01-16,Leeds,Brighton,1,2020-21,Direct Probability Ensemble,A,H,0.4691046944702107,0.3141588843049935,0.2167364212247958
2020-21,2021-01-16,Leicester,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.5745846524652599,0.2582220667260032,0.1671932808087369
2020-21,2021-01-16,West Ham,Burnley,1,2020-21,Direct Probability Ensemble,H,H,0.592118603149727,0.1894844132941014,0.2183969835561717
2020-21,2021-01-16,Wolves,West Brom,1,2020-21,Direct Probability Ensemble,A,H,0.7375514514082527,0.1321849512850371,0.1302635973067103
2020-21,2021-01-17,Liverpool,Man United,1,2020-21,Direct Probability Ensemble,D,H,0.7182124399710691,0.1346533637324352,0.1471341962964958
2020-21,2021-01-17,Man City,Crystal Palace,1,2020-21,Direct Probability Ensemble,H,H,0.7023367618451052,0.2054102655520991,0.0922529726027957
2020-21,2021-01-17,Sheffield United,Tottenham,1,2020-21,Direct Probability Ensemble,A,A,0.2703874873951272,0.2014235683281048,0.5281889442767679
2020-21,2021-01-18,Arsenal,Newcastle,1,2020-21,Direct Probability Ensemble,H,H,0.6466257130810792,0.1935483623506311,0.1598259245682896
2020-21,2021-01-19,Leicester,Chelsea,1,2020-21,Direct Probability Ensemble,H,H,0.5311812208166689,0.2717790427041704,0.1970397364791606
2020-21,2021-01-19,West Ham,West Brom,1,2020-21,Direct Probability Ensemble,H,H,0.702579857155741,0.1784552954548699,0.118964847389389
2020-21,2021-01-20,Fulham,Man United,1,2020-21,Direct Probability Ensemble,A,A,0.1715948739257572,0.1688484094619665,0.6595567166122762
2020-21,2021-01-20,Man City,Aston Villa,1,2020-21,Direct Probability Ensemble,H,H,0.7657957119400628,0.1455984718621993,0.0886058161977378
2020-21,2021-01-21,Liverpool,Burnley,1,2020-21,Direct Probability Ensemble,A,H,0.8951006971676393,0.0592901027434809,0.0456092000888796
2020-21,2021-01-23,Aston Villa,Newcastle,1,2020-21,Direct Probability Ensemble,H,H,0.5357690058126855,0.3227800284517655,0.1414509657355489
2020-21,2021-01-26,Crystal Palace,West Ham,1,2020-21,Direct Probability Ensemble,A,H,0.4183007547151643,0.2974062458755311,0.2842929994093046
2020-21,2021-01-26,Newcastle,Leeds,1,2020-21,Direct Probability Ensemble,A,H,0.472928140768715,0.2084761941818218,0.3185956650494631
2020-21,2021-01-26,Southampton,Arsenal,1,2020-21,Direct Probability Ensemble,A,D,0.3367857580371952,0.3676285916128872,0.2955856503499176
2020-21,2021-01-26,West Brom,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.1453023670476122,0.1204570087920346,0.7342406241603533
2020-21,2021-01-27,Brighton,Fulham,1,2020-21,Direct Probability Ensemble,D,H,0.6440482644489438,0.1904842309876808,0.1654675045633753
2020-21,2021-01-27,Burnley,Aston Villa,1,2020-21,Direct Probability Ensemble,H,H,0.4323889205021999,0.2366623525035314,0.3309487269942687
2020-21,2021-01-27,Chelsea,Wolves,1,2020-21,Direct Probability Ensemble,D,H,0.6244203980406134,0.2223676991757408,0.1532119027836457
2020-21,2021-01-27,Everton,Leicester,1,2020-21,Direct Probability Ensemble,D,D,0.2963868508471568,0.4507038369253522,0.252909312227491
2020-21,2021-01-27,Man United,Sheffield United,1,2020-21,Direct Probability Ensemble,A,H,0.8071165076673201,0.1288230275135867,0.0640604648190932
2020-21,2021-01-28,Tottenham,Liverpool,1,2020-21,Direct Probability Ensemble,A,H,0.3926213872429335,0.2691214204695862,0.3382571922874803
2020-21,2021-01-30,Arsenal,Man United,1,2020-21,Direct Probability Ensemble,D,A,0.3211715290904324,0.2174535300891205,0.461374940820447
2020-21,2021-01-30,Crystal Palace,Wolves,1,2020-21,Direct Probability Ensemble,H,H,0.4003144995564486,0.2582818592225366,0.3414036412210148
2020-21,2021-01-30,Everton,Newcastle,1,2020-21,Direct Probability Ensemble,A,H,0.615320872955194,0.305462282620096,0.07921684442471
2020-21,2021-01-30,Man City,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.8074850207511375,0.1378845114747764,0.0546304677740862
2020-21,2021-01-30,Southampton,Aston Villa,1,2020-21,Direct Probability Ensemble,A,H,0.548032684977863,0.2051835149161753,0.2467838001059618
2020-21,2021-01-30,West Brom,Fulham,1,2020-21,Direct Probability Ensemble,D,H,0.410371870200418,0.2181515200893392,0.3714766097102429
2020-21,2021-01-31,Brighton,Tottenham,1,2020-21,Direct Probability Ensemble,H,A,0.2692897181964668,0.185264476527483,0.5454458052760502
2020-21,2021-01-31,Chelsea,Burnley,1,2020-21,Direct Probability Ensemble,H,H,0.6755886022615264,0.1781439551444414,0.1462674425940321
2020-21,2021-01-31,Leicester,Leeds,1,2020-21,Direct Probability Ensemble,A,H,0.6284535682764818,0.202811076619147,0.168735355104371
2020-21,2021-01-31,West Ham,Liverpool,1,2020-21,Direct Probability Ensemble,A,A,0.2173687204496139,0.2345744090122928,0.5480568705380932
2020-21,2021-02-02,Man United,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.7282690056031655,0.1677524128835995,0.1039785815132349
2020-21,2021-02-02,Newcastle,Crystal Palace,1,2020-21,Direct Probability Ensemble,A,H,0.3913455662906069,0.2447801640840079,0.3638742696253852
2020-21,2021-02-02,Sheffield United,West Brom,1,2020-21,Direct Probability Ensemble,H,H,0.5625301820399687,0.266391924288271,0.1710778936717601
2020-21,2021-02-02,Wolves,Arsenal,1,2020-21,Direct Probability Ensemble,H,H,0.3519574148816492,0.3183565103043005,0.3296860748140502
2020-21,2021-02-03,Aston Villa,West Ham,1,2020-21,Direct Probability Ensemble,A,A,0.3023931265153038,0.3413586127462362,0.3562482607384599
2020-21,2021-02-03,Burnley,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.1286580131010942,0.2340274578287778,0.6373145290701281
2020-21,2021-02-03,Fulham,Leicester,1,2020-21,Direct Probability Ensemble,A,A,0.1845454454344691,0.2111658628666707,0.6042886916988601
2020-21,2021-02-03,Leeds,Everton,1,2020-21,Direct Probability Ensemble,A,H,0.5325623148558084,0.2295854665311389,0.2378522186130527
2020-21,2021-02-03,Liverpool,Brighton,1,2020-21,Direct Probability Ensemble,A,H,0.8315813863536214,0.1120543606769248,0.0563642529694537
2020-21,2021-02-04,Tottenham,Chelsea,1,2020-21,Direct Probability Ensemble,A,H,0.4527406314253215,0.3396277233939698,0.2076316451807087
2020-21,2021-02-06,Aston Villa,Arsenal,1,2020-21,Direct Probability Ensemble,H,D,0.2617236667334813,0.4351776514235226,0.303098681842996
2020-21,2021-02-06,Burnley,Brighton,1,2020-21,Direct Probability Ensemble,D,D,0.3310178350592768,0.408989771777545,0.2599923931631782
2020-21,2021-02-06,Fulham,West Ham,1,2020-21,Direct Probability Ensemble,D,A,0.2725574422511455,0.2984207239887055,0.4290218337601489
2020-21,2021-02-06,Man United,Everton,1,2020-21,Direct Probability Ensemble,D,H,0.8131183813276406,0.105329468970758,0.0815521497016012
2020-21,2021-02-06,Newcastle,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.5196122061420905,0.1577427741211258,0.3226450197367836
2020-21,2021-02-07,Liverpool,Man City,1,2020-21,Direct Probability Ensemble,A,H,0.496304269009087,0.1538919026780976,0.3498038283128154
2020-21,2021-02-07,Sheffield United,Chelsea,1,2020-21,Direct Probability Ensemble,A,A,0.2334964093120233,0.2145928931137568,0.5519106975742198
2020-21,2021-02-07,Tottenham,West Brom,1,2020-21,Direct Probability Ensemble,H,H,0.7145033714619538,0.2315719210624515,0.0539247074755948
2020-21,2021-02-07,Wolves,Leicester,1,2020-21,Direct Probability Ensemble,D,A,0.3667227110646479,0.2592934188871455,0.3739838700482066
2020-21,2021-02-08,Leeds,Crystal Palace,1,2020-21,Direct Probability Ensemble,H,H,0.4465952648886171,0.3024702976606724,0.2509344374507105
2020-21,2021-02-13,Brighton,Aston Villa,1,2020-21,Direct Probability Ensemble,D,H,0.4439943138665689,0.1975190856175955,0.3584866005158355
2020-21,2021-02-13,Crystal Palace,Burnley,1,2020-21,Direct Probability Ensemble,A,H,0.4639755847120909,0.2520575009526408,0.2839669143352684
2020-21,2021-02-13,Leicester,Liverpool,1,2020-21,Direct Probability Ensemble,H,H,0.4327706014212696,0.1754249684218381,0.3918044301568922
2020-21,2021-02-13,Man City,Tottenham,1,2020-21,Direct Probability Ensemble,H,H,0.7061544623492394,0.1924897682444534,0.101355769406307
2020-21,2021-02-14,Arsenal,Leeds,1,2020-21,Direct Probability Ensemble,H,H,0.5754861122827135,0.2174020172155379,0.2071118705017487
2020-21,2021-02-14,Everton,Fulham,1,2020-21,Direct Probability Ensemble,A,H,0.600651310690129,0.2847920351254227,0.1145566541844482
2020-21,2021-02-14,Southampton,Wolves,1,2020-21,Direct Probability Ensemble,A,H,0.3771133664856481,0.2933227344883297,0.3295638990260223
2020-21,2021-02-14,West Brom,Man United,1,2020-21,Direct Probability Ensemble,D,A,0.1353089835624972,0.1981854228390425,0.6665055935984603
2020-21,2021-02-15,Chelsea,Newcastle,1,2020-21,Direct Probability Ensemble,H,H,0.7114451824279675,0.1994184535070833,0.0891363640649492
2020-21,2021-02-15,West Ham,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.6713281598268218,0.2167242807689468,0.1119475594042313
2020-21,2021-02-17,Burnley,Fulham,1,2020-21,Direct Probability Ensemble,D,H,0.4910433891558696,0.2650128757823839,0.2439437350617465
2020-21,2021-02-17,Everton,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.1883574759827069,0.2323014310804881,0.579341092936805
2020-21,2021-02-19,Wolves,Leeds,1,2020-21,Direct Probability Ensemble,H,H,0.5364096670868405,0.2151512925361822,0.2484390403769774
2020-21,2021-02-20,Burnley,West Brom,1,2020-21,Direct Probability Ensemble,D,H,0.6918301085103875,0.207774175848144,0.1003957156414684
2020-21,2021-02-20,Fulham,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.5107530968591144,0.2546520277159363,0.2345948754249492
2020-21,2021-02-20,Liverpool,Everton,1,2020-21,Direct Probability Ensemble,A,H,0.8264283336579064,0.0932855161487448,0.0802861501933488
2020-21,2021-02-20,Southampton,Chelsea,1,2020-21,Direct Probability Ensemble,D,A,0.2728224957503933,0.2631766560481574,0.4640008482014491
2020-21,2021-02-21,Arsenal,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.2066842967508098,0.190557089918781,0.6027586133304091
2020-21,2021-02-21,Aston Villa,Leicester,1,2020-21,Direct Probability Ensemble,A,A,0.2545960915890672,0.3504526841895053,0.3949512242214275
2020-21,2021-02-21,Man United,Newcastle,1,2020-21,Direct Probability Ensemble,H,H,0.8262433787036672,0.1170301869648957,0.0567264343314372
2020-21,2021-02-21,West Ham,Tottenham,1,2020-21,Direct Probability Ensemble,H,H,0.5405684028837963,0.2561274424938383,0.2033041546223656
2020-21,2021-02-22,Brighton,Crystal Palace,1,2020-21,Direct Probability Ensemble,A,H,0.5520692955326748,0.2049510692991306,0.2429796351681945
2020-21,2021-02-23,Leeds,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.5070712597838876,0.2247673050239224,0.2681614351921899
2020-21,2021-02-27,Leeds,Aston Villa,1,2020-21,Direct Probability Ensemble,A,H,0.5086547869013319,0.2142940938494754,0.2770511192491927
2020-21,2021-02-27,Man City,West Ham,1,2020-21,Direct Probability Ensemble,H,H,0.7769001039915822,0.1422786587191121,0.0808212372893057
2020-21,2021-02-27,Newcastle,Wolves,1,2020-21,Direct Probability Ensemble,D,A,0.3024584807529745,0.2851637538412042,0.4123777654058214
2020-21,2021-02-27,West Brom,Brighton,1,2020-21,Direct Probability Ensemble,H,A,0.3131179228909106,0.272199353811244,0.4146827232978453
2020-21,2021-02-28,Chelsea,Man United,1,2020-21,Direct Probability Ensemble,D,H,0.358455205721174,0.2915301521339337,0.3500146421448923
2020-21,2021-02-28,Crystal Palace,Fulham,1,2020-21,Direct Probability Ensemble,D,H,0.4393398045429069,0.3417253589368068,0.2189348365202862
2020-21,2021-02-28,Leicester,Arsenal,1,2020-21,Direct Probability Ensemble,A,H,0.6282784387021432,0.252312410894712,0.1194091504031448
2020-21,2021-02-28,Sheffield United,Liverpool,1,2020-21,Direct Probability Ensemble,A,A,0.2257269837190367,0.1585657025263208,0.6157073137546425
2020-21,2021-02-28,Tottenham,Burnley,1,2020-21,Direct Probability Ensemble,H,H,0.5745163450966875,0.3087015427691743,0.1167821121341383
2020-21,2021-03-01,Everton,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.6791975361751954,0.2138272168772072,0.1069752469475973
2020-21,2021-03-02,Man City,Wolves,1,2020-21,Direct Probability Ensemble,H,H,0.7777294184477824,0.1521693071719648,0.0701012743802526
2020-21,2021-03-03,Burnley,Leicester,1,2020-21,Direct Probability Ensemble,D,A,0.3127042615709313,0.2093687525215328,0.4779269859075358
2020-21,2021-03-03,Crystal Palace,Man United,1,2020-21,Direct Probability Ensemble,D,A,0.148563796471349,0.2014540026900616,0.6499822008385894
2020-21,2021-03-03,Sheffield United,Aston Villa,1,2020-21,Direct Probability Ensemble,H,H,0.4624773501894162,0.2188222357971164,0.3187004140134672
2020-21,2021-03-04,Fulham,Tottenham,1,2020-21,Direct Probability Ensemble,A,A,0.3004592493796144,0.1915906297738553,0.5079501208465302
2020-21,2021-03-04,Liverpool,Chelsea,1,2020-21,Direct Probability Ensemble,A,H,0.6942125487858991,0.1988834132305413,0.1069040379835596
2020-21,2021-03-04,West Brom,Everton,1,2020-21,Direct Probability Ensemble,A,A,0.2763043598387529,0.1441379378532812,0.5795577023079658
2020-21,2021-03-06,Aston Villa,Wolves,1,2020-21,Direct Probability Ensemble,D,D,0.3341678316778734,0.4079128943936833,0.2579192739284433
2020-21,2021-03-06,Brighton,Leicester,1,2020-21,Direct Probability Ensemble,A,A,0.2720044316013129,0.2202113101078466,0.5077842582908404
2020-21,2021-03-06,Burnley,Arsenal,1,2020-21,Direct Probability Ensemble,D,H,0.4188206269207828,0.2440591909520712,0.3371201821271459
2020-21,2021-03-06,Sheffield United,Southampton,1,2020-21,Direct Probability Ensemble,A,H,0.5123429430276973,0.213288934332568,0.2743681226397346
2020-21,2021-03-07,Liverpool,Fulham,1,2020-21,Direct Probability Ensemble,A,H,0.8070962795329617,0.1290327605057177,0.0638709599613204
2020-21,2021-03-07,Man City,Man United,1,2020-21,Direct Probability Ensemble,A,H,0.7536710241000973,0.1413832141762625,0.10494576172364
2020-21,2021-03-07,Tottenham,Crystal Palace,1,2020-21,Direct Probability Ensemble,H,H,0.672304127962161,0.2543206909335078,0.0733751811043312
2020-21,2021-03-07,West Brom,Newcastle,1,2020-21,Direct Probability Ensemble,D,H,0.4660454507477536,0.2355516857300591,0.2984028635221873
2020-21,2021-03-08,Chelsea,Everton,1,2020-21,Direct Probability Ensemble,H,H,0.7026400309211629,0.1559295815400832,0.1414303875387538
2020-21,2021-03-08,West Ham,Leeds,1,2020-21,Direct Probability Ensemble,H,H,0.5303211011195827,0.2955969014781752,0.174081997402242
2020-21,2021-03-10,Man City,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.8780419243995905,0.0855484168193237,0.0364096587810857
2020-21,2021-03-12,Newcastle,Aston Villa,1,2020-21,Direct Probability Ensemble,D,H,0.4987599800026475,0.2388708894069479,0.2623691305904046
2020-21,2021-03-13,Crystal Palace,West Brom,1,2020-21,Direct Probability Ensemble,H,H,0.5394948930013888,0.2594132840506367,0.2010918229479746
2020-21,2021-03-13,Everton,Burnley,1,2020-21,Direct Probability Ensemble,A,H,0.5621482365999907,0.3212891211077985,0.1165626422922106
2020-21,2021-03-13,Fulham,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.1139657017431751,0.1158040654156094,0.7702302328412154
2020-21,2021-03-13,Leeds,Chelsea,1,2020-21,Direct Probability Ensemble,D,A,0.2635895660393578,0.2503925792288469,0.4860178547317952
2020-21,2021-03-14,Arsenal,Tottenham,1,2020-21,Direct Probability Ensemble,H,H,0.4993026193651422,0.2498624392064019,0.2508349414284561
2020-21,2021-03-14,Leicester,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.8073722041404234,0.1341016350390539,0.0585261608205226
2020-21,2021-03-14,Man United,West Ham,1,2020-21,Direct Probability Ensemble,H,H,0.7843491281724586,0.1194896171900821,0.0961612546374591
2020-21,2021-03-14,Southampton,Brighton,1,2020-21,Direct Probability Ensemble,A,H,0.5552831951832309,0.2393506655896681,0.205366139227101
2020-21,2021-03-15,Wolves,Liverpool,1,2020-21,Direct Probability Ensemble,A,A,0.3848066164435936,0.2125803554749786,0.4026130280814278
2020-21,2021-03-19,Fulham,Leeds,1,2020-21,Direct Probability Ensemble,A,H,0.416302332930658,0.2317293638966036,0.3519683031727384
2020-21,2021-03-20,Brighton,Newcastle,1,2020-21,Direct Probability Ensemble,H,H,0.4894477145471517,0.2600066107293078,0.2505456747235405
2020-21,2021-03-21,Aston Villa,Tottenham,1,2020-21,Direct Probability Ensemble,A,A,0.2930530130802338,0.2797134116837748,0.4272335752359915
2020-21,2021-03-21,West Ham,Arsenal,1,2020-21,Direct Probability Ensemble,D,H,0.4239115139327273,0.3254111612539708,0.250677324813302
2020-21,2021-04-03,Arsenal,Liverpool,1,2020-21,Direct Probability Ensemble,A,H,0.4613056108928732,0.1977221859677557,0.340972203139371
2020-21,2021-04-03,Chelsea,West Brom,1,2020-21,Direct Probability Ensemble,A,H,0.8067979969708942,0.1311136177037341,0.0620883853253719
2020-21,2021-04-03,Leeds,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.6870729787125203,0.1731143032153946,0.139812718072085
2020-21,2021-04-03,Leicester,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.3397596256653963,0.2260785642344783,0.4341618101001254
2020-21,2021-04-04,Aston Villa,Fulham,1,2020-21,Direct Probability Ensemble,H,H,0.5458168801842092,0.3068540474952651,0.1473290723205257
2020-21,2021-04-04,Man United,Brighton,1,2020-21,Direct Probability Ensemble,H,H,0.7940268565251657,0.1502024036109484,0.0557707398638858
2020-21,2021-04-04,Newcastle,Tottenham,1,2020-21,Direct Probability Ensemble,D,A,0.286007379248579,0.2373135661246016,0.4766790546268194
2020-21,2021-04-04,Southampton,Burnley,1,2020-21,Direct Probability Ensemble,H,H,0.4996199991499981,0.2533286320435798,0.2470513688064221
2020-21,2021-04-05,Everton,Crystal Palace,1,2020-21,Direct Probability Ensemble,D,H,0.5383135321077138,0.31119554558227,0.1504909223100161
2020-21,2021-04-05,Wolves,West Ham,1,2020-21,Direct Probability Ensemble,A,H,0.4177554218059487,0.2857906647572932,0.2964539134367581
2020-21,2021-04-09,Fulham,Wolves,1,2020-21,Direct Probability Ensemble,A,H,0.4089121896864018,0.209418778374689,0.3816690319389091
2020-21,2021-04-10,Crystal Palace,Chelsea,1,2020-21,Direct Probability Ensemble,A,A,0.3208689651821877,0.2152328391745158,0.4638981956432966
2020-21,2021-04-10,Liverpool,Aston Villa,1,2020-21,Direct Probability Ensemble,H,H,0.8019733937894724,0.1271928700993777,0.0708337361111497
2020-21,2021-04-10,Man City,Leeds,1,2020-21,Direct Probability Ensemble,A,H,0.8771793848913959,0.0798089291435496,0.0430116859650544
2020-21,2021-04-11,Burnley,Newcastle,1,2020-21,Direct Probability Ensemble,A,H,0.5794643004250726,0.2325412596590309,0.1879944399158964
2020-21,2021-04-11,Sheffield United,Arsenal,1,2020-21,Direct Probability Ensemble,A,A,0.2057733537897666,0.2143818453243752,0.5798448008858582
2020-21,2021-04-11,Tottenham,Man United,1,2020-21,Direct Probability Ensemble,A,H,0.3927096310760349,0.227424951920181,0.3798654170037839
2020-21,2021-04-11,West Ham,Leicester,1,2020-21,Direct Probability Ensemble,H,H,0.5001191581281093,0.2949397848072539,0.204941057064637
2020-21,2021-04-12,Brighton,Everton,1,2020-21,Direct Probability Ensemble,D,H,0.4297373617114699,0.1911960250601944,0.3790666132283357
2020-21,2021-04-12,West Brom,Southampton,1,2020-21,Direct Probability Ensemble,H,A,0.3299427604537534,0.2155175856657462,0.4545396538805004
2020-21,2021-04-16,Everton,Tottenham,1,2020-21,Direct Probability Ensemble,D,H,0.418320966289382,0.3324297530569965,0.2492492806536214
2020-21,2021-04-17,Newcastle,West Ham,1,2020-21,Direct Probability Ensemble,H,A,0.3031238225156132,0.2318676936022104,0.4650084838821764
2020-21,2021-04-17,Wolves,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.7718962771471625,0.1283276620753969,0.0997760607774407
2020-21,2021-04-18,Arsenal,Fulham,1,2020-21,Direct Probability Ensemble,D,H,0.681501432330225,0.2477387342862428,0.0707598333835321
2020-21,2021-04-18,Man United,Burnley,1,2020-21,Direct Probability Ensemble,H,H,0.8043809342424193,0.1269093558724739,0.0687097098851066
2020-21,2021-04-19,Leeds,Liverpool,1,2020-21,Direct Probability Ensemble,D,A,0.2860969169411274,0.1820355335407162,0.5318675495181564
2020-21,2021-04-20,Chelsea,Brighton,1,2020-21,Direct Probability Ensemble,D,H,0.6811903787407739,0.2341274530066842,0.0846821682525417
2020-21,2021-04-21,Aston Villa,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.1600616894139475,0.1975864583118323,0.6423518522742202
2020-21,2021-04-21,Tottenham,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.7671054012163138,0.139257586140627,0.0936370126430592
2020-21,2021-04-22,Leicester,West Brom,1,2020-21,Direct Probability Ensemble,H,H,0.7733044189723538,0.1590219254185755,0.0676736556090705
2020-21,2021-04-23,Arsenal,Everton,1,2020-21,Direct Probability Ensemble,A,H,0.6069257591195737,0.2342305390736418,0.1588437018067847
2020-21,2021-04-24,Liverpool,Newcastle,1,2020-21,Direct Probability Ensemble,D,H,0.7685564572766056,0.1645099943012942,0.0669335484221
2020-21,2021-04-24,Sheffield United,Brighton,1,2020-21,Direct Probability Ensemble,H,A,0.2708968799382014,0.2826644329886819,0.4464386870731167
2020-21,2021-04-24,West Ham,Chelsea,1,2020-21,Direct Probability Ensemble,A,H,0.4714839300297795,0.2905141317380963,0.2380019382321243
2020-21,2021-04-25,Aston Villa,West Brom,1,2020-21,Direct Probability Ensemble,D,H,0.5689303253623893,0.2499799514466396,0.181089723190971
2020-21,2021-04-25,Leeds,Man United,1,2020-21,Direct Probability Ensemble,D,A,0.1969777713656572,0.2150484741220269,0.5879737545123158
2020-21,2021-04-25,Wolves,Burnley,1,2020-21,Direct Probability Ensemble,A,H,0.5641660413440885,0.2425419994354922,0.1932919592204193
2020-21,2021-04-26,Leicester,Crystal Palace,1,2020-21,Direct Probability Ensemble,H,H,0.7803954919628906,0.1381403049332976,0.0814642031038116
2020-21,2021-04-30,Southampton,Leicester,1,2020-21,Direct Probability Ensemble,D,A,0.2640900657324992,0.2627555314878007,0.4731544027797001
2020-21,2021-05-01,Brighton,Leeds,1,2020-21,Direct Probability Ensemble,H,H,0.394886927920179,0.233534246827308,0.371578825252513
2020-21,2021-05-01,Chelsea,Fulham,1,2020-21,Direct Probability Ensemble,H,H,0.8027640225699743,0.1388010751784485,0.0584349022515772
2020-21,2021-05-01,Crystal Palace,Man City,1,2020-21,Direct Probability Ensemble,A,A,0.1378579845704205,0.1606642295728849,0.7014777858566947
2020-21,2021-05-01,Everton,Aston Villa,1,2020-21,Direct Probability Ensemble,A,H,0.6569729779180272,0.2202815518571516,0.1227454702248213
2020-21,2021-05-02,Newcastle,Arsenal,1,2020-21,Direct Probability Ensemble,A,A,0.3442526780118517,0.2955159442624238,0.3602313777257246
2020-21,2021-05-02,Tottenham,Sheffield United,1,2020-21,Direct Probability Ensemble,H,H,0.8438796356155189,0.1007727558169645,0.0553476085675166
2020-21,2021-05-03,Burnley,West Ham,1,2020-21,Direct Probability Ensemble,A,H,0.4313983058239924,0.2327813224983277,0.3358203716776798
2020-21,2021-05-03,West Brom,Wolves,1,2020-21,Direct Probability Ensemble,D,A,0.3029627137091452,0.2121086393572246,0.4849286469336302
2020-21,2021-05-07,Leicester,Newcastle,1,2020-21,Direct Probability Ensemble,A,H,0.7393119953823825,0.1805460875794508,0.0801419170381666
2020-21,2021-05-08,Leeds,Tottenham,1,2020-21,Direct Probability Ensemble,H,A,0.3583794275828096,0.2383480306752345,0.4032725417419558
2020-21,2021-05-08,Liverpool,Southampton,1,2020-21,Direct Probability Ensemble,H,H,0.7668685821599195,0.1564880213744383,0.076643396465642
2020-21,2021-05-08,Man City,Chelsea,1,2020-21,Direct Probability Ensemble,A,H,0.8063548966542018,0.1308334174213776,0.0628116859244204
2020-21,2021-05-08,Sheffield United,Crystal Palace,1,2020-21,Direct Probability Ensemble,A,A,0.3584903487703443,0.1983778532681344,0.4431317979615212
2020-21,2021-05-09,Arsenal,West Brom,1,2020-21,Direct Probability Ensemble,H,H,0.6779462527284004,0.2168619957159049,0.1051917515556946
2020-21,2021-05-09,Aston Villa,Man United,1,2020-21,Direct Probability Ensemble,A,A,0.2591941639526325,0.197708908902827,0.5430969271445405
2020-21,2021-05-09,West Ham,Everton,1,2020-21,Direct Probability Ensemble,A,H,0.6018791960006328,0.264574852446216,0.1335459515531513
2020-21,2021-05-09,Wolves,Brighton,1,2020-21,Direct Probability Ensemble,H,H,0.4471355687223151,0.3299658000244466,0.2228986312532383
2020-21,2021-05-10,Fulham,Burnley,1,2020-21,Direct Probability Ensemble,A,H,0.3971811758184218,0.256207180124206,0.3466116440573722
2020-21,2021-05-11,Man United,Leicester,1,2020-21,Direct Probability Ensemble,A,H,0.7106110754022614,0.2168111415821896,0.0725777830155491
2020-21,2021-05-11,Southampton,Crystal Palace,1,2020-21,Direct Probability Ensemble,H,H,0.5210229233940855,0.2351886373713856,0.2437884392345288
2020-21,2021-05-12,Chelsea,Arsenal,1,2020-21,Direct Probability Ensemble,A,H,0.5496528848955368,0.2849053312504084,0.1654417838540547
2020-21,2021-05-13,Aston Villa,Everton,1,2020-21,Direct Probability Ensemble,D,H,0.4695512016472351,0.2533255783386233,0.2771232200141416
2020-21,2021-05-13,Man United,Liverpool,1,2020-21,Direct Probability Ensemble,A,H,0.6320270309726261,0.1927150385394184,0.1752579304879555
